number,id,arm,stage,cap,build,executable_sha256,wall,status,certificate,UB,LB,native_calls,mip_calls,aux_calls,proof_calls,optional_work,core_work,optional_seconds,core_seconds,splits,failure,initial_UB,hga_seconds,first_LP_request,proof_failure,startup_witness_present,witness_audit_failure,controller,release_load,gap,optimizer_calls,optional_account_present,main_native_work,main_native_seconds,total_accounted_optimizer_work
11,D4,proof,production_screen_v3,180,build_freeze_v3.json,903a3972635528bc5c6681348484cbe3c84c64ec74eb78ad81caf72dfd023d42,132.0160000002943,optimal,True,0.506343307565206,0.5063433073265636,4,1,9,3,0.7668426700694507,208.5761094570666,0.5637399,129.3784059,0,False,0.506422789224163,2.0016835,2.0739233,False,False,False,credit10,false,2.3864232812087494e-10,16,True,208.95192254875317,129.51999974250793,209.34295212713604
12,D4,sparse,production_screen_v3,180,build_freeze_v3.json,903a3972635528bc5c6681348484cbe3c84c64ec74eb78ad81caf72dfd023d42,177.07799999974668,round31_c6_external_gini_tree_time_limit,False,0.506343307565206,0.4796618036987107,4,1,9,3,0.7668426700694507,290.5495017803657,0.47936389999999995,174.5307887,0,False,0.506422789224163,1.9955349,2.0449673,False,False,False,credit10,false,0.02668150386649526,16,True,290.92531487205224,174.66400003433228,291.3163444504351
13,C6,bounded,production_screen_v3,180,build_freeze_v3.json,903a3972635528bc5c6681348484cbe3c84c64ec74eb78ad81caf72dfd023d42,177.09400000004098,round31_c6_external_gini_tree_time_limit,False,1.6935230573348528,1.4948548639548045,2,1,0,0,10.00250255542069,434.2370582148149,4.1627947,170.1180363,0,False,1.6935230573348528,2.7596000000000003,3.5568154,False,False,False,credit10,false,0.19866819338004826,2,True,444.2395607702356,173.25600028038025,444.2395607702356
14,C6,proof,production_screen_v3,180,build_freeze_v3.json,903a3972635528bc5c6681348484cbe3c84c64ec74eb78ad81caf72dfd023d42,177.09400000004098,round31_c6_external_gini_tree_time_limit,False,1.6935230573348528,1.4948548639548045,2,1,0,0,10.00250255542069,434.8622556004373,4.1737563,170.0996874,0,False,1.6935230573348528,2.7679234,3.5637397,False,False,False,credit10,false,0.19866819338004826,2,True,444.864758155858,173.2460000514984,444.864758155858
15,C6,sparse,production_screen_v3,180,build_freeze_v3.json,903a3972635528bc5c6681348484cbe3c84c64ec74eb78ad81caf72dfd023d42,177.09299999987707,round31_c6_external_gini_tree_time_limit,False,1.6935230573348528,1.4948548639548045,2,1,0,0,10.00250255542069,434.1207222188035,4.1826717,169.976132,0,False,1.6935230573348528,2.883008,3.6787058,False,False,False,credit10,false,0.19866819338004826,2,True,444.1232247742242,173.13299989700317,444.1232247742242
16,D7,cold-bounded,production_screen_v3,120,build_freeze_v3.json,903a3972635528bc5c6681348484cbe3c84c64ec74eb78ad81caf72dfd023d42,117.10999999986961,round31_c6_external_gini_tree_time_limit,False,0.6717608136597502,0.195016069495007,4,1,0,0,22.326441611722863,256.9911098972673,11.613481299999998,105.451434,0,False,1.5423858798368388,0.0004822,1.1678524,False,False,False,credit10,false,0.47674474416474316,4,True,279.31755150899016,112.63199973106384,279.31755150899016
17,D7,cold-proof,production_screen_v3,120,build_freeze_v3.json,903a3972635528bc5c6681348484cbe3c84c64ec74eb78ad81caf72dfd023d42,117.10900000017136,round31_c6_external_gini_tree_time_limit,False,0.6717608136597502,0.195016069495007,4,1,4,1,28.97675627012434,251.13446104409965,14.0242832,103.0273851,0,False,1.5423858798368388,0.0001504,1.1634759,True,False,False,credit10,false,0.47674474416474316,9,True,273.4609026558225,110.20499968528748,280.111217314224
18,D7,cold-sparse,production_screen_v3,120,build_freeze_v3.json,903a3972635528bc5c6681348484cbe3c84c64ec74eb78ad81caf72dfd023d42,117.10999999986961,round31_c6_external_gini_tree_time_limit,False,0.6717608136597502,0.195016069495007,4,1,4,1,28.97675627012434,251.40944292368957,14.0301819,103.0228644,0,False,1.5423858798368388,0.0001722,1.1639399,True,False,False,credit10,false,0.47674474416474316,9,True,273.7358845354124,110.19200015068054,280.3861991938139
19,C6,bounded,production_refine_v4,180,build_freeze_v4.json,60ac3fd16268fa7a582707a0d6938663cf5311fa8741eee2284a9f93504cb999,177.21900000004098,round31_c6_external_gini_tree_time_limit,False,1.6935230573348528,1.4948548639548045,2,1,0,0,10.00250255542069,435.4326651201711,4.1767043,169.8393916,0,False,1.6935230573348528,3.0245713000000003,3.8275237,False,True,False,credit10,false,0.19866819338004826,2,True,445.4351676755918,172.9850001335144,445.4351676755918
20,C6,seed-bounded,production_refine_v4,180,build_freeze_v4.json,60ac3fd16268fa7a582707a0d6938663cf5311fa8741eee2284a9f93504cb999,177.09400000004098,round31_c6_external_gini_tree_time_limit,False,1.6935230573348528,1.494756911599021,3,1,0,0,30.000926080526956,421.7190762786699,11.4469292,162.662366,0,False,1.6935230573348528,2.929111,3.7329928,False,True,False,credit-seed,false,0.19876614573583185,3,True,451.7200023591968,172.00499987602234,451.7200023591968
21,C6,seed-proof-free,production_refine_v4,180,build_freeze_v4.json,60ac3fd16268fa7a582707a0d6938663cf5311fa8741eee2284a9f93504cb999,177.09400000004098,round31_c6_external_gini_tree_time_limit,False,1.6935230573348528,1.494756911599021,3,1,4,1,30.001023115944555,418.48143197440635,11.527272799999999,162.6155751,0,False,1.6935230573348528,2.9029827000000004,3.6994668,True,True,False,credit-seed,true,0.19876614573583185,8,True,435.8806037531845,168.06700015068054,448.4824550903509
22,C6,seed-bounded,production_refine_v5,180,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,177.21900000004098,round31_c6_external_gini_tree_time_limit,False,1.6935230573348528,1.494756911599021,3,1,0,0,30.000926080526956,421.53630588274893,11.385648,162.8645401,0,False,1.6935230573348528,2.794262,3.5925197,False,True,False,credit-seed,false,0.19876614573583185,3,True,451.5372319632759,172.128999710083,451.5372319632759
23,C6,seed-proof-free,production_refine_v5,180,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,177.09400000004098,round31_c6_external_gini_tree_time_limit,False,1.6935230573348528,1.494756911599021,3,1,8,2,30.001255761233175,420.1824430813236,11.606046899999999,162.627934,0,False,1.6935230573348528,2.8078714,3.600592,False,True,False,credit-seed,true,0.19876614573583185,13,True,439.7669852528726,168.67499995231628,450.18369884255674
24,D4,seed-bounded,production_refine_v5,180,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,128.82800000021234,optimal,True,0.506343307565206,0.5063433073265636,4,1,0,0,0.3758130916865769,208.5761094570666,0.3094478,126.4458562,0,False,0.506422789224163,1.9965713,2.0516932,False,True,False,credit-seed,false,2.3864232812087494e-10,4,True,208.95192254875317,126.58700013160706,208.95192254875317
25,D4,seed-proof,production_refine_v5,180,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,129.25,optimal,True,0.506343307565206,0.5063433073265636,4,1,9,3,0.7224990317024559,208.5761094570666,0.4691838,126.7201634,0,False,0.506422789224163,1.9846938,2.036035,False,True,False,credit-seed,false,2.3864232812087494e-10,16,True,208.95192254875317,126.8589997291565,209.29860848876905
26,D4,seed-proof-free,production_refine_v5,180,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,129.29700000025332,optimal,True,0.506343307565206,0.5063433073265636,4,1,12,6,0.8444166430578394,208.5761094570666,0.5431937,126.7046114,0,False,0.506422789224163,1.9792824,2.0325613,False,True,False,credit-seed,true,2.3864232812087494e-10,22,True,208.95192254875317,126.84400010108948,209.42052610012442
27,D4,seed-sparse-free,production_refine_v5,180,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,145.61000000033528,optimal,True,0.506343307565206,0.506343307565206,4,1,12,6,0.8444166430578394,242.14278272410792,0.5460141,143.0237219,0,False,0.506422789224163,1.9600361,2.0086368,False,True,False,credit-seed,true,0.0,22,True,242.5185958157945,143.15900015830994,242.98719936716574
28,D7,cold-seed-bounded,production_refine_v5,120,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,117.10999999986961,round31_c6_external_gini_tree_time_limit,False,0.6717608136597502,0.195016069495007,4,1,0,0,22.326441611722863,257.7337979951679,11.5804358,105.4836153,0,False,1.5423858798368388,0.00019569999999999999,1.1690803,False,True,False,credit-seed,false,0.47674474416474316,4,True,280.0602396068908,112.63100028038025,280.0602396068908
29,D7,cold-seed-proof-free,production_refine_v5,120,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,117.10900000017136,round31_c6_external_gini_tree_time_limit,False,0.6717608136597502,0.195016069495007,3,1,8,2,30.013971910669994,254.64702373618454,12.7519074,104.3147488,0,False,1.5423858798368388,0.0001625,1.1629833,False,True,False,credit-seed,true,0.47674474416474316,13,True,271.7181668460897,109.62999987602234,284.66099564685453
30,C5,cold-off,cold_protection_v5,120,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,59.467999999877065,optimal,True,0,0,4,1,0,0,0,0,0,0,0,False,1.9325586689145928,0.00019130000000000001,1.1795579,False,True,False,credit10,false,0,4,False,121.6199706843255,54.949000120162964,121.6199706843255
31,C5,cold-seed-bounded,cold_protection_v5,120,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,60.1410000002943,optimal,True,0,0,4,1,0,0,17.070695463838824,104.54927522048668,9.9230427,50.1608644,0,False,1.9325586689145928,0.0001563,1.1618541,False,True,False,credit-seed,false,0,4,True,121.6199706843255,55.519999980926514,121.6199706843255
32,C5,cold-seed-proof-free,cold_protection_v5,120,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,63.438000000081956,optimal,True,0,0,4,1,12,3,30.00035254013789,104.54927522048668,13.6399498,49.7439459,0,False,1.9325586689145928,0.0001521,1.1608924,False,True,False,credit-seed,true,0,19,True,121.6199706843255,54.806999921798706,134.54962776062456
33,C6,joint,causal_v5,300,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,297.31300000008196,round31_c6_external_gini_tree_time_limit,False,1.6935230573348528,1.4340819109709753,4,0,0,0,0,0,0,0,1,False,1.6935230573348528,2.9250139,4.0318163,False,True,False,credit10,false,0.2594411463638775,4,False,791.2193224014367,288.7239999771118,791.2193224014367
34,C6,seed-bounded-joint,causal_v5,300,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,297.094000000041,round31_c6_external_gini_tree_time_limit,False,1.6935230573348528,1.5800952916492783,2,1,0,0,30.00004710535508,779.39846851204,13.9587378,280.2981291,0,False,1.6935230573348528,2.7981825000000002,3.8997929,False,True,False,credit-seed,false,0.11342776568557444,2,True,809.3985156173951,292.85399985313416,809.3985156173951
35,C6,candidate,long_v5,600,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,597.0929999998771,round31_c6_external_gini_tree_time_limit,False,1.6935230573348528,1.4967313809149916,3,1,0,0,30.000926080526956,1627.2477124845134,11.3604059,582.7679239,0,False,1.6935230573348528,2.9178233999999996,3.7119768,False,True,False,credit-seed,false,0.19679167641986117,3,True,1657.2486385650404,592.0319998264313,1657.2486385650404
36,C6,K1-H,long_v5,600,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,597.1089999997057,round31_c6_external_gini_tree_time_limit,False,1.6891572379504287,1.498479846432248,5,2,0,0,0,0,0,0,0,False,1.6935230573348528,2.8923688000000003,3.6883368,False,True,False,credit10,false,0.19067739151818075,5,False,1531.894937936186,591.0449998378754,1531.894937936186
37,C6,P-GRB,long_v5,600,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,597.094000000041,time_limit,False,1.6891007322131457,1.3750901078582853,1,1,0,0,0,0,0,0,0,False,,0,,False,False,False,credit10,false,0.3140106243548604,1,False,1474.8222751902958,596.6800000667572,1474.8222751902958
38,D7,candidate,long_v5,1200,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,1197.125,round31_c6_external_gini_tree_time_limit,False,0.21564407531579505,0.19606902422976308,5,1,0,0,30.00118746787006,1548.9091926162635,15.378842,638.0676139,1,False,0.21564407531579505,543.636177,545.0393573,False,True,False,credit-seed,false,0.01957505108603197,5,True,1578.9103800841335,646.6159999370575,1578.9103800841335
39,D7,K1-H,long_v5,1200,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,1197.1400000001304,round31_c6_external_gini_tree_time_limit,False,0.21564407531579505,0.19772972251984766,6,1,0,0,0,0,0,0,2,False,0.21564407531579505,540.6353072,542.0557808,False,True,False,credit10,false,0.017914352795947386,6,False,1749.886713643609,647.9110000133514,1749.886713643609
40,D7,P-GRB,long_v5,1200,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,1197.092999999877,time_limit,False,0.27732086593398886,0.1972864787145512,1,1,0,0,0,0,0,0,0,False,,0,,False,False,False,credit10,false,0.08003438721943765,1,False,2587.321604314725,1196.6789999008179,2587.321604314725
41,D3,candidate,protection_v5,300,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,297.04699999978766,round31_c6_external_gini_tree_time_limit,False,0.04505416158053462,0.04389467686147614,5,2,0,0,0.22195554982738724,447.8807827327286,0.2582599,294.5882945,0,False,0.049468682614419446,2.1487368,2.2097763,False,True,False,credit-seed,false,0.0011594847190584817,5,True,448.102738282556,294.66100025177,448.102738282556
42,D3,K1-H,protection_v5,300,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,297.06199999991804,round31_c6_external_gini_tree_time_limit,False,0.04505416158053462,0.04389384878278519,5,2,0,0,0,0,0,0,0,False,0.049468682614419446,2.1058467999999997,2.1645566,False,True,False,credit10,false,0.0011603127977494326,5,False,447.49221238723914,294.7059998512268,447.49221238723914
43,D3,P-GRB,protection_v5,300,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,297.125,time_limit,False,0.04505416158053462,0.041577109992108334,1,1,0,0,0,0,0,0,0,False,,0,,False,False,False,credit10,false,0.0034770515884262887,1,False,487.33526096425527,296.9340000152588,487.33526096425527
44,D4,candidate,protection_v5,300,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,128.84400000004098,optimal,True,0.506343307565206,0.5063433073265636,4,1,0,0,0.3758130916865769,208.5761094570666,0.3032464,126.4853288,0,False,0.506422789224163,1.9756093,2.0262964,False,True,False,credit-seed,false,2.3864232812087494e-10,4,True,208.95192254875317,126.62199974060059,208.95192254875317
45,D4,K1-H,protection_v5,300,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,129.21900000004098,optimal,True,0.506343307565206,0.5063433073265636,4,1,0,0,0,0,0,0,0,False,0.506422789224163,2.0334235,2.0813511,False,True,False,credit10,false,2.3864232812087494e-10,4,False,208.95192254875317,126.96399974822998,208.95192254875317
46,D4,P-GRB,protection_v5,300,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,297.07800000021234,time_limit,False,0.506343307565206,0.19585970424716811,1,1,0,0,0,0,0,0,0,False,,0,,False,False,False,credit10,false,0.3104836033180378,1,False,508.60953447418115,296.9379999637604,508.60953447418115
47,D4,joint,protection_v5,300,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,53.390000000130385,optimal,True,0.506343307565206,0.5063433031970151,9,2,0,0,0,0,0,0,2,False,0.506422789224163,1.9827685,2.0537118,False,True,False,credit10,false,4.368190809067585e-09,9,False,80.76360031753873,50.787999629974365,80.76360031753873
48,C2,candidate,long_v5,600,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,526.905999999959,optimal,True,0.8299634131717752,0.8299634029496857,7,2,0,0,1.4848722372251122,1068.1518770283176,1.1567958,523.0644053999999,1,False,0.8299634131717752,2.5941975,2.7093439,False,True,False,credit-seed,false,1.0222089508182819e-08,7,True,1069.6367492655427,523.579999923706,1069.6367492655427
49,C2,K1-H,long_v5,600,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,529.7349999998696,optimal,True,0.8299634131717752,0.8299634029496857,7,2,0,0,0,0,0,0,1,False,0.8299634131717752,2.6421213,2.7479055,False,True,False,credit10,false,1.0222089508182819e-08,7,False,1069.6367492655427,526.3650002479553,1069.6367492655427
50,C2,P-GRB,long_v5,600,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,597.0780000002123,time_limit,False,0.8299634131717752,0.7864828535065225,1,1,0,0,0,0,0,0,0,False,,0,,False,False,False,credit10,false,0.04348055966525277,1,False,1168.1559963553561,596.9559998512268,1168.1559963553561
51,C5,candidate,protection_v5,300,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,3.6409999998286366,optimal,True,0,0,0,0,0,0,0,0,0,0,0,False,0,3.5775365,,False,True,False,credit-seed,false,0,0,False,0,0,0
52,C5,K1-H,protection_v5,300,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,195.9539999999106,optimal,True,0,0,0,0,0,0,0,0,0,0,0,False,0,195.9118925,,False,True,False,credit10,false,0,0,False,0,0,0
53,C8,candidate,confirmation_v5,600,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,597.094000000041,round31_c6_external_gini_tree_time_limit,False,0.801649961457136,0.6293191518514455,5,2,0,0,4.757862765721723,1322.4014431127894,2.7735510000000003,590.2286143,0,False,0.801649961457136,4.0336707,4.3806233,False,True,False,credit-seed,false,0.17233080960569047,5,True,1327.159305878511,591.7019999027252,1327.159305878511
54,C8,K1-H,confirmation_v5,600,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,597.094000000041,round31_c6_external_gini_tree_time_limit,False,0.801649961457136,0.6293191518514455,5,2,0,0,0,0,0,0,0,False,0.801649961457136,4.13922,4.4916567,False,True,False,credit10,false,0.17233080960569047,5,False,1325.135672640919,591.592000246048,1325.135672640919
55,C8,P-GRB,confirmation_v5,600,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,597.0469999997877,time_limit,False,0.8068189167868076,0.5769567495932048,1,1,0,0,0,0,0,0,0,False,,0,,False,False,False,credit10,false,0.22986216719360286,1,False,1296.566904542327,596.896999835968,1296.566904542327
56,C9,candidate,confirmation_v5,600,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,0.5,optimal,True,0,0,0,0,0,0,0,0,0,0,0,False,0,0.4522302,,False,True,False,credit-seed,false,0,0,False,0,0,0
57,C9,K1-H,confirmation_v5,600,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,36.14099999982864,optimal,True,0,0,0,0,0,0,0,0,0,0,0,False,0,36.100336399999996,,False,True,False,credit10,false,0,0,False,0,0,0
58,C9,P-GRB,confirmation_v5,600,build_freeze_v5.json,2de84014cd49a3a272161105ef5cfc6408c1fd91f7ad5d932bcea9e1bd16a0c9,0.9530000002123415,optimal,True,0,0,1,1,0,0,0,0,0,0,0,False,,0,,False,False,False,credit10,false,0,1,False,1.4653656701125701,0.8689999580383301,1.4653656701125701
59,C5,timing-reliable,timing_v5,120,hga_timing_build.json,90a3506d12447817b3ba279a8828f56e385b073927d37be6bfaede114b0df15b,3.594000000040978,optimal,True,0,0,0,0,0,0,0,0,0,0,,False,0,3.5066865,,False,True,False,credit10,false,0,0,False,0,0,0
60,C7,timing-reliable,timing_v5,120,hga_timing_build.json,90a3506d12447817b3ba279a8828f56e385b073927d37be6bfaede114b0df15b,2.0619999999180436,optimal,True,0,0,0,0,0,0,0,0,0,0,,False,0,2.0426443,,False,True,False,credit10,false,0,0,False,0,0,0
61,C5,timing-decoder,timing_decoder_v5,120,hga_decoder_timing_build.json,f147f87ac909c072262963dbb1903c1dcff2d60517ba83b5fafca25ca65255ec,3.6880000000819564,optimal,True,0,0,0,0,0,0,0,0,0,0,,False,0,3.6174386,,False,True,False,credit10,false,0,0,False,0,0,0
62,C7,timing-decoder,timing_decoder_v5,120,hga_decoder_timing_build.json,f147f87ac909c072262963dbb1903c1dcff2d60517ba83b5fafca25ca65255ec,2.109999999869615,optimal,True,0,0,0,0,0,0,0,0,0,0,,False,0,2.0849337,,False,True,False,credit10,false,0,0,False,0,0,0
