snapshot_id,snapshot_source,S,P,W_SP,sum_i_w_i_T_SP_i,reconstructed_S_times_P,SP_gap_aggregate,SP_gap_disaggregated,top_T_SP_i
dominant_k4_low_gini_1_gs_plus_sp_300s:first_relaxation_callback,first_relaxation_callback,20.108056709897173,0.20773116312340634,3.4473944234681873,3.4473944234735847,4.177070008498355,0.7296755850301682,0.7296755850247707,T_SP_8:1.39793|T_SP_7:1.39793|T_SP_6:1.39793|T_SP_5:1.39793|T_SP_3:1.39793|T_SP_20:1.39793|T_SP_19:1.39793|T_SP_18:1.39793
dominant_k4_low_gini_1_gs_sp_route_limited_1200s:first_relaxation_callback,first_relaxation_callback,20.108056709897173,0.20773116312340634,3.4473944234681873,3.4473944234735847,4.177070008498355,0.7296755850301682,0.7296755850247707,T_SP_8:1.39793|T_SP_7:1.39793|T_SP_6:1.39793|T_SP_5:1.39793|T_SP_3:1.39793|T_SP_20:1.39793|T_SP_19:1.39793|T_SP_18:1.39793
dominant_k4_low_gini_1_gs_sp_route_limited_300s:first_relaxation_callback,first_relaxation_callback,20.108056709897173,0.20773116312340634,3.4473944234681873,3.4473944234735847,4.177070008498355,0.7296755850301682,0.7296755850247707,T_SP_8:1.39793|T_SP_7:1.39793|T_SP_6:1.39793|T_SP_5:1.39793|T_SP_3:1.39793|T_SP_20:1.39793|T_SP_19:1.39793|T_SP_18:1.39793
dominant_k4_low_gini_1_gs_static_plus_callback_upper_only_1200s:first_relaxation_callback,first_relaxation_callback,20.108056709896946,0.20773116312339396,3.4473944234679825,not_available,4.177070008498059,0.7296755850300762,not_available,
dominant_k4_low_gini_1_gs_static_plus_callback_upper_only_300s:first_relaxation_callback,first_relaxation_callback,20.108056709896946,0.20773116312339396,3.4473944234679825,not_available,4.177070008498059,0.7296755850300762,not_available,
dominant_k4_low_gini_1_gs_static_upper_only_1200s:first_relaxation_callback,first_relaxation_callback,20.108056709896946,0.20773116312339396,3.4473944234679825,not_available,4.177070008498059,0.7296755850300762,not_available,
dominant_k4_low_gini_1_gs_static_upper_only_300s:first_relaxation_callback,first_relaxation_callback,20.108056709896946,0.20773116312339396,3.4473944234679825,not_available,4.177070008498059,0.7296755850300762,not_available,
dominant_k4_low_gini_1_gs_static_upper_only_3600s:first_relaxation_callback,first_relaxation_callback,20.108056709896946,0.20773116312339396,3.4473944234679825,not_available,4.177070008498059,0.7296755850300762,not_available,
dominant_k4_low_gini_1_gs_static_upper_plus_diagnostic_lower_row_1200s:first_relaxation_callback,first_relaxation_callback,20.10805670989718,0.20773116312340506,3.447394423468166,not_available,4.1770700084983305,0.7296755850301646,not_available,
dominant_k4_low_gini_1_gs_static_upper_plus_diagnostic_lower_row_300s:first_relaxation_callback,first_relaxation_callback,20.10805670989718,0.20773116312340506,3.447394423468166,not_available,4.1770700084983305,0.7296755850301646,not_available,
dominant_k4_low_gini_1_route_cuts_off_1200s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_route_cuts_off_300s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_route_cutset_callback_limited_10s:first_relaxation_callback,first_relaxation_callback,20.18745110063159,0.16884315531485164,2.802030005133698,not_available,3.4085129415949122,0.6064829364612141,not_available,
dominant_k4_low_gini_1_route_cutset_callback_limited_1200s:first_relaxation_callback,first_relaxation_callback,20.18745110063159,0.16884315531485164,2.802030005133698,not_available,3.4085129415949122,0.6064829364612141,not_available,
dominant_k4_low_gini_1_route_cutset_callback_limited_14400s:first_candidate_callback,first_candidate_callback,20.12718864484626,0.2010272338488507,3.3361396264078036,not_available,4.046113058427442,0.709973432019638,not_available,
dominant_k4_low_gini_1_route_cutset_callback_limited_14400s:first_relaxation_callback,first_relaxation_callback,20.18745110063159,0.16884315531485164,2.802030005133698,not_available,3.4085129415949122,0.6064829364612141,not_available,
dominant_k4_low_gini_1_route_cutset_callback_limited_300s:first_relaxation_callback,first_relaxation_callback,20.18745110063159,0.16884315531485164,2.802030005133698,not_available,3.4085129415949122,0.6064829364612141,not_available,
dominant_k4_low_gini_1_route_cutset_callback_limited_3600s:first_relaxation_callback,first_relaxation_callback,20.18745110063159,0.16884315531485164,2.802030005133698,not_available,3.4085129415949122,0.6064829364612141,not_available,
dominant_k4_low_gini_1_route_cutset_only_high_violation_1200s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_route_cutset_only_high_violation_300s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_route_cutset_root_limited_1200s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_route_cutset_root_limited_300s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_sp_aggregate_only_1200s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_sp_aggregate_only_300s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_sp_disaggregated_additive_1200s:first_relaxation_callback,first_relaxation_callback,20.187451100631655,0.16884315531482097,2.8020300051331892,2.8020300051379863,3.4085129415943043,0.6064829364611151,0.606482936456318,T_SP_7:1.91556|T_SP_20:1.91556|T_SP_12:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982
dominant_k4_low_gini_1_sp_disaggregated_additive_300s:first_relaxation_callback,first_relaxation_callback,20.187451100631655,0.16884315531482097,2.8020300051331892,2.8020300051379863,3.4085129415943043,0.6064829364611151,0.606482936456318,T_SP_7:1.91556|T_SP_20:1.91556|T_SP_12:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982
dominant_k4_low_gini_1_sp_disaggregated_additive_3600s:first_relaxation_callback,first_relaxation_callback,20.187451100631655,0.16884315531482097,2.8020300051331892,2.8020300051379863,3.4085129415943043,0.6064829364611151,0.606482936456318,T_SP_7:1.91556|T_SP_20:1.91556|T_SP_12:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982
dominant_k4_low_gini_1_sp_disaggregated_callback_only_if_violated_10s:first_relaxation_callback,first_relaxation_callback,20.187451100631574,0.16884315531486066,2.802030005133848,2.802030005138645,3.4085129415950917,0.6064829364612438,0.6064829364564468,T_SP_20:1.91556|T_SP_12:1.91556|T_SP_7:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982
dominant_k4_low_gini_1_sp_disaggregated_callback_only_if_violated_1200s:first_relaxation_callback,first_relaxation_callback,20.187451100631574,0.16884315531486066,2.802030005133848,2.802030005138645,3.4085129415950917,0.6064829364612438,0.6064829364564468,T_SP_20:1.91556|T_SP_12:1.91556|T_SP_7:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982
dominant_k4_low_gini_1_sp_disaggregated_callback_only_if_violated_300s:first_relaxation_callback,first_relaxation_callback,20.187451100631574,0.16884315531486066,2.802030005133848,2.802030005138645,3.4085129415950917,0.6064829364612438,0.6064829364564468,T_SP_20:1.91556|T_SP_12:1.91556|T_SP_7:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982
dominant_k4_low_gini_1_sp_disaggregated_replace_aggregate_1200s:first_relaxation_callback,first_relaxation_callback,20.187451100631623,0.16884315531483993,nan,2.802030005138301,3.4085129415946813,not_available,0.6064829364563802,T_SP_7:1.91556|T_SP_20:1.91556|T_SP_12:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982
dominant_k4_low_gini_1_sp_disaggregated_replace_aggregate_300s:first_relaxation_callback,first_relaxation_callback,20.187451100631623,0.16884315531483993,nan,2.802030005138301,3.4085129415946813,not_available,0.6064829364563802,T_SP_7:1.91556|T_SP_20:1.91556|T_SP_12:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982
dominant_k4_low_gini_1_sp_disaggregated_with_tight_e_bounds_1200s:first_relaxation_callback,first_relaxation_callback,20.187451100631655,0.16884315531482097,2.8020300051331892,2.8020300051379863,3.4085129415943043,0.6064829364611151,0.606482936456318,T_SP_7:1.91556|T_SP_20:1.91556|T_SP_12:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982
dominant_k4_low_gini_1_sp_disaggregated_with_tight_e_bounds_300s:first_relaxation_callback,first_relaxation_callback,20.187451100631655,0.16884315531482097,2.8020300051331892,2.8020300051379863,3.4085129415943043,0.6064829364611151,0.606482936456318,T_SP_7:1.91556|T_SP_20:1.91556|T_SP_12:1.91556|T_SP_8:1.35982|T_SP_6:1.35982|T_SP_5:1.35982|T_SP_19:1.35982|T_SP_18:1.35982
dominant_k4_low_gini_1_static_tailored_compact_bc_10s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_static_tailored_compact_bc_1200s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_static_tailored_compact_bc_14400s:first_candidate_callback,first_candidate_callback,20.127188644845962,0.2010272338489447,3.7471613058243194,not_available,4.046113058429273,0.29895175260495366,not_available,
dominant_k4_low_gini_1_static_tailored_compact_bc_14400s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_static_tailored_compact_bc_300s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_static_tailored_compact_bc_3600s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_support_cover_callback_limited_1200s:first_relaxation_callback,first_relaxation_callback,20.18745110063159,0.16884315531485164,2.802030005133698,not_available,3.4085129415949122,0.6064829364612141,not_available,
dominant_k4_low_gini_1_support_cover_callback_limited_300s:first_relaxation_callback,first_relaxation_callback,20.18745110063159,0.16884315531485164,2.802030005133698,not_available,3.4085129415949122,0.6064829364612141,not_available,
dominant_k4_low_gini_1_support_cover_only_high_violation_1200s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_support_cover_only_high_violation_300s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_support_cover_root_limited_1200s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_1_support_cover_root_limited_300s:first_relaxation_callback,first_relaxation_callback,20.187451100631584,0.16884315531485783,2.802030005133801,not_available,3.408512941595036,0.606482936461235,not_available,
dominant_k4_low_gini_2_gs_static_upper_only_300s:first_relaxation_callback,first_relaxation_callback,19.97201039073319,0.15591139420759068,2.5874214675579346,not_available,3.1138639851476992,0.5264425175897647,not_available,
