leaf,gamma_L,gamma_U,variant,budget_seconds,json_path,progress_path,lp_path,status,solver_status,certified,lower_bound,upper_bound,gap,gap_to_cutoff,runtime_seconds,compact_bc_best_bound_available,compact_bc_bound_valid,best_valid_lb_seen,best_valid_gap_seen,finalization_source,final_json_uses_best_checkpoint,checkpoint_valid_rows,checkpoint_improvements,checkpoint_best_bound,checkpoint_best_time,checkpoint_best_node_count,nodes,tailored_bc_callback_cut_profile,tailored_bc_local_centering_rows_added,tailored_bc_low_gini_l1_centering_rows_added,tailored_bc_variable_s_centering_rows_added,tailored_bc_gini_subset_envelope_rows_added,tailored_bc_transfer_cutset_rows_added,compact_bc_sp_product_estimator_rows_added,compact_bc_sp_product_paper_safe,s_range_refinement_enabled,s_range_certificate_valid,s_range_global_L,s_range_global_U,thread_fairness_class,compact_bc_solver_threads,diagnostic_only,command_hash,model_lp_exists,lp_hash,lp_rows_estimated,lp_binary_markers,lp_general_markers,lp_h_vars,lp_q_l1_vars,lp_local_centering_rows,parent_S_L,parent_S_U,S_domain_source,S_domain_proof_status,S_domain_audit_passed,tailored_bc_s_bucket_ledger,tailored_bc_s_bucket_policy,tailored_bc_subset_cross_h_separation_profile,tailored_bc_subset_cross_h_centering_rows_added,tailored_bc_local_q_centering_rows_added,tailored_bc_compatible_source_transfer_cuts_added,tailored_bc_required_external_source_cuts_added,compact_bc_sp_product_mccormick_rows_added,row_class,proof_status,parent_leaf,bucket_variant,ledger_mode,bucket_count,bucket_policy_requested,bucket_policy_effective,bucket_id,s_bucket_L,s_bucket_U,bucket_closed,bucket_timed_out,bucket_valid_bound,closure_source,coverage_used_for_paper_certificate,diagnostic_evidence_used,checkpoint_only_used,plain_cplex_used
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b13_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b13_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b13_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.8022952,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0157118,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,571ac2b3d4be4bbd,True,3440fb76f531e7b9,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,13,22.907653049775977,25.150828724281407,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b14_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b14_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b14_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.8306797,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.012468,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,f0087d6379cd94f4,True,1b59f0a28eb83ccc,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,14,25.150828724281407,27.498338151089413,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b15_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-hybrid_K16_b15_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-hybrid_K16_b15_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5427317,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0033878,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,95800b66e803b46d,True,cab94b09a01b1f6c,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-hybrid,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,low_gini_1,S_bucket_diagnostic_adaptive-hybrid,diagnostic,16,adaptive-hybrid,adaptive-hybrid,15,27.498338151089413,29.9501813302,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-snapshot,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-snapshot_K4_b0_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-snapshot_K4_b0_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-snapshot_K4_b0_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5397712,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0075392,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,b58daf6fc0450fe4,True,9bcdba0b8f1f03c3,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-snapshot,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,low_gini_1,S_bucket_diagnostic_adaptive-snapshot,diagnostic,4,adaptive-snapshot,adaptive-snapshot,0,3.24074074074,11.836884768687916,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-snapshot,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-snapshot_K4_b1_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-snapshot_K4_b1_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-snapshot_K4_b1_low_gini_1_best_combined_paper_safe_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0454668384229,0.0491525526647,0.0749852050809,0.0036857142417999963,90.9342833,True,True,0.0454668384229,0.0749852050809,cplex_time_limit_with_valid_best_bound,True,3,3,0.0454668384229,90.0254236,2391,2391,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,8f61b8cbc7fafe37,True,b79e0ad37d3eabb5,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-snapshot,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,low_gini_1,S_bucket_diagnostic_adaptive-snapshot,diagnostic,4,adaptive-snapshot,adaptive-snapshot,1,11.836884768687916,19.472280155095834,False,True,True,timeout_noncertified,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-snapshot,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-snapshot_K4_b2_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-snapshot_K4_b2_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-snapshot_K4_b2_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.7740698,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0064629,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,51915d06a32570a4,True,2f17d3a931f619f9,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-snapshot,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,low_gini_1,S_bucket_diagnostic_adaptive-snapshot,diagnostic,4,adaptive-snapshot,adaptive-snapshot,2,19.472280155095834,25.839784009539798,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_diagnostic_adaptive-snapshot,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-snapshot_K4_b3_low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_diagnostic_adaptive-snapshot_K4_b3_low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_diagnostic_adaptive-snapshot_K4_b3_low_gini_1_best_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.7915161,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0148872,0,0,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,03245a293e1ac063,True,d05df96779fcbbe3,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,diagnostic,adaptive-snapshot,hybrid,2700,20,0,1,4,diagnostic_s_bucket,diagnostic_only,low_gini_1,S_bucket_diagnostic_adaptive-snapshot,diagnostic,4,adaptive-snapshot,adaptive-snapshot,3,25.839784009539798,29.9501813302,True,False,True,closed_by_best_bound,False,True,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_paper_safe_if_implemented,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_combined_paper_safe_1200s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_combined_paper_safe_1200s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_combined_paper_safe_1200s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5542693,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0142459,0,0,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,ed62de39bb26ff76,True,95cf398a52ee795c,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,paper-safe,uniform,hybrid,2700,20,0,1,4,paper_safe_s_bucket_child,paper_safe_fixed_interval,low_gini_1,S_bucket_paper_safe_if_implemented,paper-safe,4,uniform,uniform,0,3.24074074074,9.918100888105,True,False,True,closed_by_best_bound,False,False,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_paper_safe_if_implemented,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_combined_paper_safe_1200s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_combined_paper_safe_1200s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_combined_paper_safe_1200s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.827081,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0077946,0,0,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,ce356c2d3f5de524,True,b85172ccb5a5b271,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,paper-safe,uniform,hybrid,2700,20,0,1,4,paper_safe_s_bucket_child,paper_safe_fixed_interval,low_gini_1,S_bucket_paper_safe_if_implemented,paper-safe,4,uniform,uniform,1,9.918100888105,16.59546103547,True,False,True,closed_by_best_bound,False,False,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_paper_safe_if_implemented,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_combined_paper_safe_1200s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_combined_paper_safe_1200s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_combined_paper_safe_1200s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0487233640003,0.0491525526647,0.0087317675515,0.0004291886643999973,1201.2340297,True,True,0.0487233640003,0.0087317675515,cplex_time_limit_with_valid_best_bound,True,40,23,0.0487233640003,1110.288652,36970,40135,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,e0f205e072ddc127,True,4e81b95595c879be,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,paper-safe,uniform,hybrid,2700,20,0,1,4,paper_safe_s_bucket_child,paper_safe_fixed_interval,low_gini_1,S_bucket_paper_safe_if_implemented,paper-safe,4,uniform,uniform,2,16.59546103547,23.272821182835,False,True,True,timeout_noncertified,False,False,False,False
low_gini_1,0.0122881381662,0.0245762763324,S_bucket_paper_safe_if_implemented,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_combined_paper_safe_1200s.json,results\gf_tailored_bc_s_bucket_strengthening_round\progress_traces\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_combined_paper_safe_1200s.progress.csv,results\gf_tailored_bc_s_bucket_strengthening_round\model_exports\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_combined_paper_safe_1200s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.7510002,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.006482,0,0,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,60337dbf6d0d3b90,True,2f52565e162f700a,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,paper-safe,uniform,hybrid,2700,20,0,1,4,paper_safe_s_bucket_child,paper_safe_fixed_interval,low_gini_1,S_bucket_paper_safe_if_implemented,paper-safe,4,uniform,uniform,3,23.272821182835,29.9501813302,True,False,True,closed_by_best_bound,False,False,False,False
