leaf,variant,budget_seconds,json_path,command_hash
low_gini_1,callback_compatible_source_transfer,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_compatible_source_transfer_60s.json,c188a9676b6f8306
low_gini_1,callback_compatible_source_transfer,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_compatible_source_transfer_300s.json,8b2d613c209f8b17
low_gini_1,callback_local_plus_q,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_local_plus_q_60s.json,d20c8b1d066053f6
low_gini_1,callback_local_plus_q,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_local_plus_q_300s.json,d9a82259b2927ce1
low_gini_1,callback_local_plus_subset,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_local_plus_subset_60s.json,eb20c092f916f558
low_gini_1,callback_local_plus_subset,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_local_plus_subset_300s.json,ce5c6cc371699292
low_gini_1,callback_q_plus_subset,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_q_plus_subset_60s.json,3a3f3f7aed56e391
low_gini_1,callback_q_plus_subset,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_q_plus_subset_300s.json,fb2456a45961ffec
low_gini_1,all_low_gini_safe_cuts,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_all_low_gini_safe_cuts_60s.json,2c18af3ff7f13795
low_gini_1,all_low_gini_safe_cuts,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_all_low_gini_safe_cuts_300s.json,a4db23093770eb87
low_gini_1,all_low_gini_safe_cuts_denominator,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_all_low_gini_safe_cuts_denominator_60s.json,86e2dcaf77e967fd
low_gini_1,all_low_gini_safe_cuts_denominator,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_all_low_gini_safe_cuts_denominator_300s.json,70d2592be2c7c934
low_gini_1,s_bucket_diagnostic,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_s_bucket_diagnostic_60s.json,75341fcd6def2dc9
low_gini_1,s_bucket_diagnostic,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_s_bucket_diagnostic_300s.json,8be700c4c4d7fedb
low_gini_1,best_combined_paper_safe,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_best_combined_paper_safe_60s.json,7951e67f9b1eb149
low_gini_1,best_combined_paper_safe,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_best_combined_paper_safe_300s.json,126d5532979ee7d9
low_gini_1,plain_fixed_interval_mip,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_plain_fixed_interval_mip_1200s.json,107654c99dfd4e13
low_gini_1,static_tailored_compact_bc,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_static_tailored_compact_bc_1200s.json,c9b77c3f1d809121
low_gini_1,callback_subset_cross_h_centering,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_subset_cross_h_centering_1200s.json,f5022bb06c40ce64
low_gini_1,callback_local_q_centering,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_callback_local_q_centering_1200s.json,30f221d9fc767799
low_gini_1,all_low_gini_safe_cuts_denominator,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_all_low_gini_safe_cuts_denominator_1200s.json,22d6710095e1a176
low_gini_1,best_combined_paper_safe,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_best_combined_paper_safe_1200s.json,6a87267cdf4ef56a
low_gini_1,plain_fixed_interval_mip,3600,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_plain_fixed_interval_mip_3600s.json,da6604e771be1799
low_gini_1,best_combined_paper_safe,3600,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_1_best_combined_paper_safe_3600s.json,fba8ab016180f578
low_gini_2,plain_fixed_interval_mip,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_2_plain_fixed_interval_mip_300s.json,db2c2818608c7a25
low_gini_2,best_combined_paper_safe,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\low_gini_2_best_combined_paper_safe_300s.json,d441a7bb2f734b84
high_imbalance_seed3201_hard,plain_fixed_interval_mip,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\high_imbalance_seed3201_hard_plain_fixed_interval_mip_300s.json,2ae1cf28e299693f
high_imbalance_seed3201_hard,best_combined_paper_safe,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\high_imbalance_seed3201_hard_best_combined_paper_safe_300s.json,92bcbc4a25549ea5
tight_T_seed3102_hard,plain_fixed_interval_mip,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\tight_T_seed3102_hard_plain_fixed_interval_mip_300s.json,48bc362daeb84716
tight_T_seed3102_hard,best_combined_paper_safe,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\tight_T_seed3102_hard_best_combined_paper_safe_300s.json,c08311cb498eae29
moderate_seed3302_hard,plain_fixed_interval_mip,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\moderate_seed3302_hard_plain_fixed_interval_mip_300s.json,1e1fa96ae3acb753
moderate_seed3302_hard,best_combined_paper_safe,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\moderate_seed3302_hard_best_combined_paper_safe_300s.json,8bed27d4abb4d164
low_gini_1,S_bucket_paper_safe_if_implemented,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_combined_paper_safe_60s.json,f6038ec681b9f5c7
low_gini_1,S_bucket_paper_safe_if_implemented,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_combined_paper_safe_60s.json,8f7669d8a0d3af86
low_gini_1,S_bucket_paper_safe_if_implemented,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_combined_paper_safe_60s.json,e8d126fdc3097364
low_gini_1,S_bucket_paper_safe_if_implemented,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_combined_paper_safe_60s.json,43bc9171f60149c2
low_gini_1,S_bucket_paper_safe_if_implemented,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_combined_paper_safe_300s.json,ed729127062cb703
low_gini_1,S_bucket_paper_safe_if_implemented,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_combined_paper_safe_300s.json,251b9d002cced5dc
low_gini_1,S_bucket_paper_safe_if_implemented,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_combined_paper_safe_300s.json,045f9737114bb31c
low_gini_1,S_bucket_paper_safe_if_implemented,300,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_combined_paper_safe_300s.json,0e3adc1574ae8945
low_gini_1,S_bucket_diagnostic_adaptive-cutoff,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-cutoff_K8_b0_low_gini_1_best_combined_paper_safe_60s.json,d5795dfc06e7e105
low_gini_1,S_bucket_diagnostic_adaptive-cutoff,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-cutoff_K8_b1_low_gini_1_best_combined_paper_safe_60s.json,4208d4f4c258feba
low_gini_1,S_bucket_diagnostic_adaptive-cutoff,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-cutoff_K8_b2_low_gini_1_best_combined_paper_safe_60s.json,1502855ec43fb23c
low_gini_1,S_bucket_diagnostic_adaptive-cutoff,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-cutoff_K8_b3_low_gini_1_best_combined_paper_safe_60s.json,e6f92a1b5ab5d505
low_gini_1,S_bucket_diagnostic_adaptive-cutoff,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-cutoff_K8_b4_low_gini_1_best_combined_paper_safe_60s.json,d8a3d833cad5313a
low_gini_1,S_bucket_diagnostic_adaptive-cutoff,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-cutoff_K8_b5_low_gini_1_best_combined_paper_safe_60s.json,2a51672766da2ca9
low_gini_1,S_bucket_diagnostic_adaptive-cutoff,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-cutoff_K8_b6_low_gini_1_best_combined_paper_safe_60s.json,c6264b7005c4bdeb
low_gini_1,S_bucket_diagnostic_adaptive-cutoff,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-cutoff_K8_b7_low_gini_1_best_combined_paper_safe_60s.json,70459090ff6f847f
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b0_low_gini_1_best_combined_paper_safe_60s.json,07aa642b4187e470
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b1_low_gini_1_best_combined_paper_safe_60s.json,3c097a9f67ceb5fb
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b2_low_gini_1_best_combined_paper_safe_60s.json,baa96a8efed32150
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b3_low_gini_1_best_combined_paper_safe_60s.json,7040fce09f356faa
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b4_low_gini_1_best_combined_paper_safe_60s.json,ea179fd27ffaa176
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b5_low_gini_1_best_combined_paper_safe_60s.json,dd73167509bc8294
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b6_low_gini_1_best_combined_paper_safe_60s.json,7c35a78e78a9a79a
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b7_low_gini_1_best_combined_paper_safe_60s.json,e8389325d5e4c801
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b8_low_gini_1_best_combined_paper_safe_60s.json,0d632f9000f6cb1e
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b9_low_gini_1_best_combined_paper_safe_60s.json,fa9a94faddcd0c46
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b10_low_gini_1_best_combined_paper_safe_60s.json,7a9bd3a0398a9347
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b11_low_gini_1_best_combined_paper_safe_60s.json,fa4a2583da712d4f
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b12_low_gini_1_best_combined_paper_safe_60s.json,6d35d315ec86b926
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b13_low_gini_1_best_combined_paper_safe_60s.json,571ac2b3d4be4bbd
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b14_low_gini_1_best_combined_paper_safe_60s.json,f0087d6379cd94f4
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-hybrid_K16_b15_low_gini_1_best_combined_paper_safe_60s.json,95800b66e803b46d
low_gini_1,S_bucket_diagnostic_adaptive-snapshot,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-snapshot_K4_b0_low_gini_1_best_combined_paper_safe_60s.json,b58daf6fc0450fe4
low_gini_1,S_bucket_diagnostic_adaptive-snapshot,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-snapshot_K4_b1_low_gini_1_best_combined_paper_safe_60s.json,8f61b8cbc7fafe37
low_gini_1,S_bucket_diagnostic_adaptive-snapshot,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-snapshot_K4_b2_low_gini_1_best_combined_paper_safe_60s.json,51915d06a32570a4
low_gini_1,S_bucket_diagnostic_adaptive-snapshot,60,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_diagnostic_adaptive-snapshot_K4_b3_low_gini_1_best_combined_paper_safe_60s.json,03245a293e1ac063
low_gini_1,S_bucket_paper_safe_if_implemented,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_combined_paper_safe_1200s.json,ed62de39bb26ff76
low_gini_1,S_bucket_paper_safe_if_implemented,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_combined_paper_safe_1200s.json,ce356c2d3f5de524
low_gini_1,S_bucket_paper_safe_if_implemented,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_combined_paper_safe_1200s.json,e0f205e072ddc127
low_gini_1,S_bucket_paper_safe_if_implemented,1200,results\gf_tailored_bc_s_bucket_strengthening_round\raw\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_combined_paper_safe_1200s.json,60337dbf6d0d3b90
