leaf,variant,budget_seconds,command_hash,lp_hash,model_lp_exists,compact_bc_solver_threads,thread_fairness_class,audit_passed,failures
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,3c097a9f67ceb5fb,2679b2a4fddecab1,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,baa96a8efed32150,9c3b518fef3ac500,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,7040fce09f356faa,d3062205335d5a02,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,ea179fd27ffaa176,a710b713ec5d9a4d,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,dd73167509bc8294,6241bfd2036d0251,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,7c35a78e78a9a79a,27d4648bf2164ec2,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,e8389325d5e4c801,e2fd8a91e41fe493,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,0d632f9000f6cb1e,09ab8995254e6028,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,fa9a94faddcd0c46,6cf554303ac8ce57,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,7a9bd3a0398a9347,3dd6dd14f2032196,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,fa4a2583da712d4f,a7d3f127be68db35,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,6d35d315ec86b926,eaf682b6590e19d5,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,571ac2b3d4be4bbd,3440fb76f531e7b9,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,f0087d6379cd94f4,1b59f0a28eb83ccc,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-hybrid,60,95800b66e803b46d,cab94b09a01b1f6c,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-snapshot,60,b58daf6fc0450fe4,9bcdba0b8f1f03c3,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-snapshot,60,8f61b8cbc7fafe37,b79e0ad37d3eabb5,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-snapshot,60,51915d06a32570a4,2f17d3a931f619f9,True,1,one_thread_fair,True,
low_gini_1,S_bucket_diagnostic_adaptive-snapshot,60,03245a293e1ac063,d05df96779fcbbe3,True,1,one_thread_fair,True,
low_gini_1,S_bucket_paper_safe_if_implemented,1200,ed62de39bb26ff76,95cf398a52ee795c,True,1,one_thread_fair,True,
low_gini_1,S_bucket_paper_safe_if_implemented,1200,ce356c2d3f5de524,b85172ccb5a5b271,True,1,one_thread_fair,True,
low_gini_1,S_bucket_paper_safe_if_implemented,1200,e0f205e072ddc127,4e81b95595c879be,True,1,one_thread_fair,True,
low_gini_1,S_bucket_paper_safe_if_implemented,1200,60337dbf6d0d3b90,2f52565e162f700a,True,1,one_thread_fair,True,
