run_id,instance,arm,elapsed_seconds,native_tree_memory_mb,rows_attached_final,rows_avoided_final
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,45.78,103.98,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,51.14,123.16,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,67.12,174.6,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,83.25,210.34,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,99.14,275.45,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,115.56,321.15,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,131.66,360.57,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,148.22,391.83,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,164.47,425.94,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,181.23,461.51,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,198.61,485.2,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,216.02,510.37,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,232.91,538.2,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,250.45,558.35,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,267.19,584.14,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,283.48,608.6,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,300.16,628.78,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,316.48,663.6,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,333.33,675.77,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,349.83,692.68,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,367.08,716.41,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,383.97,731.74,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,400.91,744.76,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,418.19,759.4,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,435.27,776.88,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,452.5,798.88,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,469.61,814.99,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,486.41,834.37,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,503.56,846.2,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,521.02,873.49,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,538.53,888.83,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,555.5,901.12,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,573.36,921.18,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,590.81,943.53,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,607.91,963.93,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,625.19,980.77,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,642.3,998.91,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,659.7,1011.06,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,677.28,1022.94,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,694.7,1038.06,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,711.94,1053.05,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,729.11,1080.1,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,746.88,1090.5,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,764.31,1104.71,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,781.8,1122.51,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,799.77,1146.54,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,817.25,1161.92,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,834.78,1173.07,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,852.55,1195.05,208488,0.0
stage2__high_imbalance_seed3201__baseline__900s,high_imbalance_seed3201,baseline,871.16,1212.31,208488,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,6.86,0.01,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,11.55,0.63,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,18.86,6.41,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,25.11,12.66,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,30.92,23.88,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,35.8,33.85,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,41.02,45.28,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,46.05,52.2,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,51.22,59.36,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,55.89,70.01,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,62.27,75.54,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,81.14,118.39,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,100.44,146.56,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,118.45,172.84,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,136.58,197.65,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,154.92,225.9,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,173.12,237.77,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,191.56,268.23,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,210.3,290.47,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,228.38,308.35,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,246.52,336.8,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,265.14,347.66,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,283.17,357.05,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,301.75,370.39,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,320.0,385.9,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,338.55,402.73,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,356.89,427.55,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,375.64,472.33,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,393.7,487.51,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,411.67,509.14,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,430.25,523.29,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,448.31,541.63,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,467.2,551.37,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,485.58,573.7,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,504.53,585.01,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,523.83,607.0,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,542.08,622.5,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,561.42,634.52,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,579.58,645.85,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,597.48,661.58,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,615.95,675.62,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,634.09,690.46,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,652.56,707.69,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,671.45,718.34,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,689.42,730.46,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,708.28,740.88,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,726.84,758.67,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,745.56,773.27,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,764.55,784.83,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,783.38,802.61,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,802.41,818.02,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,821.31,830.15,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,840.33,838.52,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,859.03,855.73,234192,0.0
stage2__high_imbalance_seed3201__root_flow_only__900s,high_imbalance_seed3201,root_flow_only,878.89,867.44,234192,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,3.17,0.01,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,6.72,1.08,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,14.33,5.33,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,20.56,24.68,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,26.17,33.48,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,30.8,41.36,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,35.08,54.73,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,39.77,62.24,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,44.41,72.83,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,49.52,77.44,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,56.16,81.9,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,74.3,108.82,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,91.55,126.28,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,108.58,145.12,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,125.89,161.87,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,143.11,172.56,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,161.78,189.93,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,180.33,199.83,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,198.62,218.01,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,216.44,230.14,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,234.5,237.63,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,252.38,253.1,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,270.09,265.01,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,286.92,272.58,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,308.0,277.06,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,328.12,280.5,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,345.38,283.85,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,364.03,290.05,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,381.91,293.07,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,399.77,299.65,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,417.19,306.96,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,434.61,312.75,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,452.88,319.1,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,471.05,325.29,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,492.23,330.85,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,509.8,336.3,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,527.89,340.36,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,547.31,346.98,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,566.78,351.26,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,585.44,358.72,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,604.48,361.07,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,624.22,367.87,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,643.52,373.71,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,662.16,376.44,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,681.3,385.02,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,699.91,394.07,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,718.83,401.87,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,739.38,405.32,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,761.34,410.78,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,782.69,416.53,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,803.34,421.62,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,825.17,432.1,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,846.09,439.22,193992,0.0
stage2__high_imbalance_seed3202__baseline__900s,high_imbalance_seed3202,baseline,866.39,445.01,193992,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,6.94,0.01,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,11.83,0.79,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,20.8,2.49,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,26.33,5.51,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,31.92,10.55,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,36.69,14.95,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,41.98,17.75,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,47.31,19.22,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,52.61,23.26,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,57.3,28.77,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,63.38,31.15,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,80.77,47.31,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,97.62,57.18,233640,0.0
stage2__high_imbalance_seed3202__root_flow_only__900s,high_imbalance_seed3202,root_flow_only,115.58,74.85,233640,0.0
