run_id,stage,instance,leaf_id,depth,status,inherited_lower_bound,complete_lp_bound,lp_bound_gain_over_inherited,lp_materially_improves_inherited,lp_infeasible,structural_split,both_children_lp_evaluated,post_split_child_lower_bound,post_split_gain_over_parent_lp,low_value_structural_split,terminal_mip,terminal_mip_global_lb_gain,terminal_mip_improved_incumbent
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.0.1.0.1.0,8,empty,0.0039810229155280135,0.004010145182010717,2.912226648270344e-05,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.0.1.0.1.1,8,empty,0.0039810229155280135,0.004020504764292338,3.948184876432451e-05,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.0.1.1.1.0,8,empty,0.004022891004686825,0.004052674571489035,2.9783566802209574e-05,True,False,False,False,,,False,True,1.5859999999999486e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.0.1.1.1.1,8,empty,0.004022891004686825,0.0040631283817569265,4.0237377070101096e-05,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.0.1.1.0.0,8,empty,0.004002312699557587,0.004031739783282502,2.9427083724914427e-05,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.0.1.1.0.1,8,empty,0.004002312699557587,0.004042211704698616,3.9899005141028586e-05,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.1.0,6,replaced,0.004493740612011434,0.004497362853839349,3.6222418279144644e-06,True,False,True,True,0.004499359224288834,1.9963704494850923e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.1.1,6,replaced,0.004493740612011434,0.004706241602510042,0.00021250099049860763,True,False,True,True,0.004708203114690884,1.961512180841986e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.0.0,6,replaced,0.004075918814430351,0.0040796336096574235,3.7147952270727078e-06,True,False,True,True,0.0040817345575713,2.100947913876404e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.0.1,6,replaced,0.004075918814430351,0.004288595758658668,0.00021267694422831725,True,False,True,True,0.0042904469462331455,1.8511875744774142e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.0.0.0,7,replaced,0.0040796336096574235,0.0040817345575713,2.100947913876404e-06,True,False,True,True,0.004083990729504056,2.256171932756186e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.0.0.1,7,replaced,0.0040796336096574235,0.004185887204063157,0.00010625359440573356,True,False,True,True,0.0041867900841691804,9.028801060233238e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.0.1.0,7,replaced,0.004288595758658668,0.0042904469462331455,1.8511875744774142e-06,True,False,True,True,0.004291249365690923,8.024194577778074e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.0.1.1,7,replaced,0.004288595758658668,0.004394866410198953,0.00010627065154028472,True,False,True,True,0.004395871790600063,1.0053804011100204e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.0.0.0.0,8,empty,0.0040817345575713,0.004083990729504056,2.256171932756186e-06,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.0.0.0.1,8,empty,0.0040817345575713,0.004134603505519557,5.28689479482574e-05,True,False,False,False,,,False,True,5.128999999999984e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.0.0.1.0,8,empty,0.004185887204063157,0.0041867900841691804,9.028801060233238e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.0.0.1.1,8,empty,0.004185887204063157,0.004239126506174525,5.3239302111368104e-05,True,False,False,False,,,False,True,4.947000000000024e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.0.1.0.0,8,empty,0.0042904469462331455,0.004291249365690923,8.024194577778074e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.0.1.0.1,8,empty,0.0042904469462331455,0.004343660787465644,5.321384123249846e-05,True,False,False,False,,,False,True,5.121000000000032e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.0.1.1.0,8,empty,0.004394866410198953,0.004395871790600063,1.0053804011100204e-06,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.0.1.1.1,8,empty,0.004394866410198953,0.004448045385480151,5.3178975281197895e-05,True,False,False,False,,,False,True,4.569000000000014e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.1.1.0,7,replaced,0.004706241602510042,0.004708203114690884,1.961512180841986e-06,True,False,True,True,0.0047091079887768535,9.04874085969759e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.1.1.1,7,replaced,0.004706241602510042,0.004812617790103911,0.0001063761875938693,True,False,True,True,0.004813482008877464,8.64218773552819e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.1.0.0,7,replaced,0.004497362853839349,0.004499359224288834,1.9963704494850923e-06,True,False,True,True,0.0045002167453503245,8.575210614907708e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.1.0.1,7,replaced,0.004497362853839349,0.004603779574774254,0.00010641672093490533,True,False,True,True,0.004604733085274302,9.535105000482019e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.1.0.0.0,8,empty,0.004499359224288834,0.0045002167453503245,8.575210614907708e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.1.0.0.1,8,empty,0.004499359224288834,0.004552514248032718,5.3155023743884505e-05,True,False,False,False,,,False,True,5.126999999999996e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.1.0.1.0,8,empty,0.004603779574774254,0.004604733085274302,9.535105000482019e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.1.0.1.1,8,empty,0.004603779574774254,0.004656897166768708,5.311759199445442e-05,True,False,False,False,,,False,True,4.934000000000015e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.1.1.1.0,8,empty,0.004812617790103911,0.004813482008877464,8.64218773552819e-07,True,False,False,False,,,False,True,7.58499999999997e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.1.1.1.1,8,empty,0.004812617790103911,0.004865733712173765,5.311592206985391e-05,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.1.1.0.0,8,empty,0.004708203114690884,0.0047091079887768535,9.04874085969759e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.0.1.1.1.0.1,8,empty,0.004708203114690884,0.004761391130971542,5.3188016280658265e-05,True,False,False,False,,,False,True,5.12300000000002e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0,5,replaced,0.005748870785376171,0.005755387957967227,6.517172591056185e-06,True,False,True,True,0.005758699157494645,3.3111995274177908e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.1,5,replaced,0.005748870785376171,0.006178868654049888,0.00042999786867371683,True,False,True,False,,,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0,5,replaced,0.004903918000967776,0.004911297762154045,7.379761186268596e-06,True,False,True,True,0.004915128268020926,3.830505866881176e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1,5,replaced,0.004903918000967776,0.005331780782985359,0.00042786278201758284,True,False,True,True,0.0053350982479523764,3.3174649670172224e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0.0,6,replaced,0.004911297762154045,0.004915128268020926,3.830505866881176e-06,True,False,True,True,0.004916959020212736,1.8307521918101144e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0.1,6,replaced,0.004911297762154045,0.005123928716937481,0.00021263095478343645,True,False,True,True,0.005125725565239197,1.7968483017154202e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1.0,6,replaced,0.005331780782985359,0.0053350982479523764,3.3174649670172224e-06,True,False,True,True,0.0053367428449657426,1.6445970133661253e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1.1,6,replaced,0.005331780782985359,0.005546929603424205,0.0002151488204388454,True,False,True,True,0.005548535165462251,1.605562038046321e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0.0.0,7,replaced,0.004915128268020926,0.004916959020212736,1.8307521918101144e-06,True,False,True,True,0.004917929112513716,9.700923009796705e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0.0.1,7,replaced,0.004915128268020926,0.005021403462960668,0.00010627519493974173,True,False,True,True,0.005022390340027772,9.868770671044025e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0.1.0,7,replaced,0.005123928716937481,0.005125725565239197,1.7968483017154202e-06,True,False,True,True,0.0051267340008122764,1.0084355730795996e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0.1.1,7,replaced,0.005123928716937481,0.005230744814662988,0.00010681609772550654,True,False,True,True,0.005231617132406274,8.723177432863952e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0.0.0.0,8,empty,0.004916959020212736,0.004917929112513716,9.700923009796705e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0.0.0.1,8,empty,0.004916959020212736,0.004970147492427392,5.318847221465542e-05,True,False,False,False,,,False,True,5.125000000000008e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0.0.1.0,8,empty,0.005021403462960668,0.005022390340027772,9.868770671044025e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0.0.1.1,8,empty,0.005021403462960668,0.005074547542760871,5.314407980020353e-05,True,False,False,False,,,False,True,4.937999999999991e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0.1.0.0,8,empty,0.005125725565239197,0.0051267340008122764,1.0084355730795996e-06,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0.1.0.1,8,empty,0.005125725565239197,0.005178948069658647,5.3222504419450124e-05,True,False,False,False,,,False,True,5.179000000000034e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0.1.1.0,8,empty,0.005230744814662988,0.005231617132406274,8.723177432863952e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.0.1.1.1,8,empty,0.005230744814662988,0.005284620703033045,5.387588837005731e-05,True,False,False,False,,,False,True,4.7160000000000084e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1.0.0,7,replaced,0.0053350982479523764,0.0053367428449657426,1.6445970133661253e-06,True,False,True,True,0.005337581461589153,8.386166234107192e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1.0.1,7,replaced,0.0053350982479523764,0.005442699232173755,0.00010760098422137824,True,False,True,True,0.005443527771242843,8.285390690884395e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1.1.0,7,replaced,0.005546929603424205,0.005548535165462251,1.605562038046321e-06,True,False,True,True,0.005549438725393336,9.035599310850198e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1.1.1,7,replaced,0.005546929603424205,0.005654485642657904,0.0001075560392336996,True,False,True,True,0.005655346687669458,8.6104501155395e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1.0.0.0,8,empty,0.0053367428449657426,0.005337581461589153,8.386166234107192e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1.0.0.1,8,empty,0.0053367428449657426,0.005390547971954637,5.3805126988894746e-05,True,False,False,False,,,False,True,5.214999999999994e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1.0.1.0,8,empty,0.005442699232173755,0.005443527771242843,8.285390690884395e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1.0.1.1,8,empty,0.005442699232173755,0.0054964903671974675,5.379113502371278e-05,True,False,False,False,,,False,True,5.0440000000000554e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1.1.0.0,8,empty,0.005548535165462251,0.005549438725393336,9.035599310850198e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1.1.0.1,8,empty,0.005548535165462251,0.005602327711463979,5.379254600172776e-05,True,False,False,False,,,False,True,5.215999999999988e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1.1.1.0,8,empty,0.005654485642657904,0.005655346687669458,8.6104501155395e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.0.1.1.1.1,8,empty,0.005654485642657904,0.005708291572986893,5.3805930328988845e-05,True,False,False,False,,,False,True,4.057999999999926e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.1.0,6,open,0.006178868654049888,,,False,False,False,False,,,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.1.1,6,open,0.006178868654049888,,,False,False,False,False,,,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0.0,6,replaced,0.005755387957967227,0.005758699157494645,3.3111995274177908e-06,True,False,True,True,0.005760371939959768,1.672782465123382e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0.1,6,replaced,0.005755387957967227,0.005970497798074829,0.0002151098401076022,True,False,True,True,0.005971928047932966,1.4302498581369658e-06,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0.0.0,7,replaced,0.005758699157494645,0.005760371939959768,1.672782465123382e-06,True,False,True,True,0.005761224317331669,8.523773719010599e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0.0.1,7,replaced,0.005758699157494645,0.005866078160039382,0.00010737900254473732,True,False,True,True,0.005867032026648972,9.538666095902301e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0.1.0,7,replaced,0.005970497798074829,0.005971928047932966,1.4302498581369658e-06,True,False,True,True,0.005972852527482891,9.244795499251807e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0.1.1,7,replaced,0.005970497798074829,0.006077835575692727,0.00010733777761789791,True,False,True,True,0.006078691677831572,8.561021388447249e-07,False,False,,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0.0.0.0,8,empty,0.005760371939959768,0.005761224317331669,8.523773719010599e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0.0.0.1,8,empty,0.005760371939959768,0.0058141277451153805,5.375580515561227e-05,True,False,False,False,,,False,True,5.195000000000026e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0.0.1.0,8,empty,0.005866078160039382,0.005867032026648972,9.538666095902301e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0.0.1.1,8,empty,0.005866078160039382,0.005919920691832659,5.3842531793277075e-05,True,False,False,False,,,False,True,5.057999999999972e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0.1.0.0,8,empty,0.005971928047932966,0.005972852527482891,9.244795499251807e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0.1.0.1,8,empty,0.005971928047932966,0.0060257515995066875,5.382355157372131e-05,True,False,False,False,,,False,True,5.2090000000000296e-05,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0.1.1.0,8,empty,0.006077835575692727,0.006078691677831572,8.561021388447249e-07,True,False,False,False,,,False,True,0.0,False
stage0_sentinel__moderate_seed4301__c3_replica__120s,stage0_sentinel,moderate_seed4301,R.0.0.1.1.0.1.1.1,8,open,0.006077835575692727,0.006131653597263195,5.381802157046825e-05,True,False,False,False,,,False,True,0.0,False
stage1__high_imbalance_seed3202__c3_replica__300s,stage1,high_imbalance_seed3202,R,0,replaced,0.0,1.2862908369824355,1.2862908369824355,True,False,True,True,1.5608908680839333,0.2746000311014978,False,False,,False
stage1__high_imbalance_seed3202__c3_replica__300s,stage1,high_imbalance_seed3202,R.0,1,replaced,1.2862908369824355,1.5608908680839333,0.2746000311014978,True,False,True,True,1.6362929161051682,0.07540204802123496,False,False,,False
