stage,instance,repetition,parent_id,parent_lp_bound,left_lp_bound,left_infeasible,right_lp_bound,right_infeasible,post_split_bound,one_level_bound_gain,decision_valid,split,decision_reason,low_value_split
stage1,high_imbalance_seed3202,0,L2.0.0.0.1.0.1,1.60668,1.60787,False,1.60738,False,1.60738,0.0006999999999999229,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.0.1.1.1.0,1.6068,1.60719,False,1.60718,False,1.60718,0.00038000000000004697,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.0.1.1.0.1,1.60684,1.60726,False,1.60721,False,1.60721,0.00036999999999998145,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.1.0.0.0,1.60684,1.60729,False,1.60762,False,1.60729,0.00045000000000006146,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.0.1.1.1.1,1.60702,1.60729,False,1.60741,False,1.60729,0.0002700000000002145,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.0.1.1.0.0,1.60704,1.60756,False,1.60739,False,1.60739,0.0003500000000000725,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.1.0.0.0.0,1.60729,1.60754,False,1.60768,False,1.60754,0.00024999999999986144,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.0.1.0.1.1,1.60738,1.60793,False,1.60774,False,1.60774,0.00035999999999991594,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.1.0.0.0.1,1.60762,1.60785,False,1.60801,False,1.60785,0.00022999999999995246,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.1.0.0.1,1.60766,1.60802,False,1.60849,False,1.60802,0.00035999999999991594,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.0.1.0.1.0,1.60787,1.60873,False,1.60821,False,1.60821,0.00034000000000000696,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.1.0.0.1.0,1.60802,1.60821,False,1.60843,False,1.60821,0.00018999999999991246,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.1.0.0.1.1,1.60849,1.60866,False,1.60891,False,1.60866,0.00017000000000000348,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.1.0.1,1.60866,1.60896,False,1.61084,False,1.60896,0.00029999999999996696,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.1.0.1.0,1.60896,1.60913,False,1.60997,False,1.60913,0.00017000000000000348,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.1.0.1.0.0,1.60913,1.60922,False,1.60962,False,1.60922,9.000000000014552e-05,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.0.1.0.0,1.60957,1.6157,False,1.61009,False,1.61009,0.000520000000000076,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.1.0.1.0.1,1.60997,1.61004,False,1.61047,False,1.61004,7.00000000000145e-05,1,1,strict_child_lp_bound_improvement,False
stage1,high_imbalance_seed3202,0,L2.0.0.0.1.0.0.1,1.61009,1.61246,False,1.61035,False,1.61035,0.00025999999999992696,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0,0.113908,0.127181,False,0.127951,False,0.127181,0.013272999999999993,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L1,0.136021,0.138297,False,0.152249,False,0.138297,0.0022760000000000002,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L2,0.167931,0.167999,False,0.187611,False,0.167999,6.80000000000125e-05,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.0,0.127181,0.1463,False,0.133566,False,0.133566,0.006385000000000002,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1,0.127951,0.133151,False,0.134974,False,0.133151,0.005199999999999982,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0,0.133151,0.13624,False,0.136515,False,0.13624,0.0030890000000000084,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.0.1,0.133566,0.141034,False,0.136765,False,0.136765,0.0031990000000000074,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.1,0.134974,0.137269,False,0.138477,False,0.137269,0.0022949999999999915,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0,0.13624,0.138113,False,0.137843,False,0.137843,0.0016029999999999933,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1,0.136515,0.138022,False,0.138197,False,0.138022,0.0015070000000000083,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.0.1.1,0.136765,0.138604,False,0.138366,False,0.138366,0.0016009999999999913,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.1.0,0.137269,0.13841,False,0.139025,False,0.13841,0.0011410000000000031,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1,0.137843,0.138782,False,0.138676,False,0.138676,0.0008330000000000004,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0,0.138022,0.138771,False,0.138864,False,0.138771,0.0007489999999999997,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.0,0.138113,0.139043,False,0.138914,False,0.138914,0.0008009999999999962,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.1,0.138197,0.138953,False,0.139039,False,0.138953,0.0007560000000000067,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L1.0,0.138297,0.139734,False,0.146273,False,0.139734,0.0014369999999999938,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.0.1.1.1,0.138366,0.139287,False,0.139167,False,0.139167,0.0008010000000000239,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.1.0.0,0.13841,0.139122,False,0.139289,False,0.139122,0.0007119999999999904,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.1.1,0.138477,0.139631,False,0.140289,False,0.139631,0.0011540000000000161,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.0.1.1.0,0.138604,0.141062,False,0.139402,False,0.139402,0.0007979999999999932,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1.1,0.138676,0.139114,False,0.139096,False,0.139096,0.0004200000000000037,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0.0,0.138771,0.139145,False,0.139192,False,0.139145,0.00037399999999998546,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1.0,0.138782,0.139249,False,0.139182,False,0.139182,0.00040000000000001146,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0.1,0.138864,0.139239,False,0.139284,False,0.139239,0.0003750000000000142,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.0.1,0.138914,0.13938,False,0.139315,False,0.139315,0.0004009999999999847,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.1.0,0.138953,0.139329,False,0.139374,False,0.139329,0.0003760000000000152,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.1.0.1,0.139025,0.139598,False,0.139904,False,0.139598,0.0005729999999999902,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.1.1,0.139039,0.139417,False,0.13946,False,0.139417,0.0003780000000000172,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.0.0,0.139043,0.139506,False,0.139443,False,0.139443,0.00040000000000001146,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1.1.1,0.139096,0.139283,False,0.139308,False,0.139283,0.00018699999999999273,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1.1.0,0.139114,0.13935,False,0.139316,False,0.139316,0.00020200000000000773,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.1.0.0.0,0.139122,0.139501,False,0.139542,False,0.139501,0.00037899999999999046,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0.0.0,0.139145,0.139332,False,0.139356,False,0.139332,0.00018700000000002048,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.0.1.1.1.1,0.139167,0.139628,False,0.139567,False,0.139567,0.0003999999999999837,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1.0.1,0.139182,0.139417,False,0.139383,False,0.139383,0.00020100000000000673,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0.0.1,0.139192,0.13938,False,0.139404,False,0.13938,0.00018799999999999373,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0.1.0,0.139239,0.139427,False,0.139449,False,0.139427,0.00018799999999999373,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1.0.0,0.139249,0.139483,False,0.13945,False,0.13945,0.00020099999999997897,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1.1.1.0,0.139283,0.1394,False,0.139389,False,0.139389,0.00010600000000002274,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0.1.1,0.139284,0.139473,False,0.139496,False,0.139473,0.00018900000000002248,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.0.1.1.1.0,0.139287,0.139745,False,0.139687,False,0.139687,0.00040000000000001146,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.1.0.0.1,0.139289,0.139583,False,0.139728,False,0.139583,0.00029400000000001647,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1.1.1.1,0.139308,0.139402,False,0.139414,False,0.139402,9.400000000001074e-05,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.0.1.1,0.139315,0.139549,False,0.139516,False,0.139516,0.00020100000000000673,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1.1.0.1,0.139316,0.139434,False,0.139417,False,0.139417,0.00010100000000001774,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.1.0.0,0.139329,0.139518,False,0.139541,False,0.139518,0.00018899999999999473,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0.0.0.0,0.139332,0.139426,False,0.139438,False,0.139426,9.399999999998299e-05,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1.1.0.0,0.13935,0.139468,False,0.139451,False,0.139451,0.00010099999999998999,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0.0.0.1,0.139356,0.13945,False,0.139462,False,0.13945,9.399999999998299e-05,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.1.0.1,0.139374,0.139562,False,0.139585,False,0.139562,0.00018799999999999373,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0.0.1.0,0.13938,0.139474,False,0.139486,False,0.139474,9.399999999998299e-05,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.0.1.0,0.13938,0.139613,False,0.13958,False,0.13958,0.00020000000000000573,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1.0.1.1,0.139383,0.139502,False,0.139485,False,0.139485,0.00010199999999999099,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.0.1.1.0.1,0.139402,0.140392,False,0.139803,False,0.139803,0.00040100000000001246,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0.0.1.1,0.139404,0.139497,False,0.139509,False,0.139497,9.300000000000974e-05,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.1.1.0,0.139417,0.139607,False,0.139628,False,0.139607,0.00018999999999999573,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1.0.1.0,0.139417,0.139536,False,0.139519,False,0.139519,0.00010199999999999099,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0.1.0.0,0.139427,0.139521,False,0.139533,False,0.139521,9.400000000001074e-05,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.0.0.1,0.139443,0.139676,False,0.139644,False,0.139644,0.00020099999999997897,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0.1.0.1,0.139449,0.139545,False,0.139556,False,0.139545,9.600000000001274e-05,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1.0.0.1,0.13945,0.139569,False,0.139552,False,0.139552,0.00010200000000001874,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.1.1.1,0.13946,0.139649,False,0.139671,False,0.139649,0.00018899999999999473,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0.1.1.0,0.139473,0.139567,False,0.139579,False,0.139567,9.399999999998299e-05,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.1.0.0.0,0.139483,0.139601,False,0.139585,False,0.139585,0.00010199999999999099,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.0.1.1.1,0.139496,0.13959,False,0.139602,False,0.13959,9.399999999998299e-05,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.1.0.0.0.0,0.139501,0.139692,False,0.139713,False,0.139692,0.00019100000000002448,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.0.0.0,0.139506,0.139738,False,0.139707,False,0.139707,0.00020100000000000673,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.0.0.1.1.1,0.139516,0.139634,False,0.139618,False,0.139618,0.00010199999999999099,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed3302,0,L0.1.0.1.1.0.0.0,0.139518,0.139613,False,0.139625,False,0.139613,9.499999999998399e-05,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed6301,0,L1,0.437294,0.444302,False,0.494998,False,0.444302,0.007007999999999959,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed6301,0,L2,0.570939,0.570939,False,0,True,0.570939,0.0,1,1,child_lp_infeasible,False
stage1,moderate_seed6301,0,L1.0,0.444302,0,True,0.466104,False,0.466104,0.021802000000000044,1,1,child_lp_infeasible,False
stage1,moderate_seed6301,0,L1.0.1,0.466104,0.505068,False,0.478225,False,0.478225,0.012120999999999993,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed6301,0,L1.0.1.1,0.478225,0.478736,False,0.485506,False,0.478736,0.0005109999999999837,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed6301,0,L1.0.1.1.0,0.478736,0.479796,False,0.481782,False,0.479796,0.0010600000000000054,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed6301,0,L1.0.1.1.0.0,0.479796,0.48623,False,0.480986,False,0.480986,0.0011900000000000244,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed6301,0,L1.0.1.1.0.0.1,0.480986,0.482216,False,0.48165,False,0.48165,0.0006639999999999979,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed6301,0,L1.0.1.1.0.0.1.1,0.48165,0.481878,False,0.481984,False,0.481878,0.00022799999999995046,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed6301,0,L1.0.1.1.0.1,0.481782,0.481898,False,0.483419,False,0.481898,0.00011600000000000499,1,1,strict_child_lp_bound_improvement,False
stage1,moderate_seed6301,0,L1.0.1.1.0.1.0,0.481898,0.482037,False,0.482671,False,0.482037,0.00013900000000000023,1,1,strict_child_lp_bound_improvement,False
stage1,tight_T_seed3101,0,L0,0.00169257,0.00172796,False,0.0145284,False,0.00172796,3.5389999999999944e-05,1,1,strict_child_lp_bound_improvement,False
stage1,tight_T_seed3101,0,L0.0,0.00172796,0.00203919,False,0.00782531,False,0.00203919,0.00031123000000000023,1,1,strict_child_lp_bound_improvement,False
stage1,tight_T_seed3101,0,L0.0.0,0.00203919,0,True,0.00463663,False,0.00463663,0.00259744,1,1,child_lp_infeasible,False
stage1,tight_T_seed3101,0,L0.0.0.1,0.00463663,0.00473699,False,0.0061493,False,0.00473699,0.00010035999999999986,1,1,strict_child_lp_bound_improvement,False
stage1,tight_T_seed3101,0,L0.0.0.1.0,0.00473699,0,True,0.00536582,False,0.00536582,0.0006288300000000004,1,1,child_lp_infeasible,False
stage1,tight_T_seed3101,0,L0.0.0.1.0.1,0.00536582,0.00543793,False,0.00573039,False,0.00543793,7.210999999999936e-05,1,1,strict_child_lp_bound_improvement,False
stage1,tight_T_seed3101,0,L0.0.0.1.0.1.0,0.00543793,0.00755046,False,0.00556306,False,0.00556306,0.0001251300000000002,1,1,strict_child_lp_bound_improvement,False
stage1,tight_T_seed3101,0,L0.0.0.1.0.1.0.1,0.00556306,0.00562761,False,0.00563634,False,0.00562761,6.455000000000002e-05,1,1,strict_child_lp_bound_improvement,False
stage1,tight_T_seed3101,0,L0.0.0.1.0.1.1,0.00573039,0.00573035,False,0.00593982,False,0.00573035,-3.999999999976245e-08,1,0,no_certified_one_level_lp_benefit,False
stage1,tight_T_seed3101,0,L0.0.0.1.1,0.0061493,0.0061493,False,0.00698721,False,0.0061493,0.0,1,0,no_certified_one_level_lp_benefit,False
stage1,tight_T_seed3101,0,L0.0.0.1.0.1.0.0,0.00755046,0.00963348,False,0.00758061,False,0.00758061,3.014999999999962e-05,1,1,strict_child_lp_bound_improvement,False
stage1,tight_T_seed3101,0,L0.0.1,0.00782531,0.0078252,False,0.0111769,False,0.0078252,-1.1000000000108145e-07,1,0,no_certified_one_level_lp_benefit,False
stage1,tight_T_seed3101,0,L0.1,0.0145284,0.0145284,False,0.0212317,False,0.0145284,0.0,1,0,no_certified_one_level_lp_benefit,False
stage1,tight_T_seed3101,0,L1,0.027935,0.027935,False,0.0413416,False,0.027935,0.0,1,0,no_certified_one_level_lp_benefit,False
stage1,V12_M1,0,L1,0.277261,0,True,0.292961,False,0.292961,0.015700000000000047,1,1,child_lp_infeasible,False
stage1,V12_M1,0,L2,0.294243,0.295729,False,0.32305,False,0.295729,0.0014860000000000428,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L3,0.354035,0.354035,False,0,True,0.354035,0.0,1,1,child_lp_infeasible,False
stage1,V12_M1,0,L1.1,0.292961,0,True,0.300833,False,0.300833,0.00787199999999999,1,1,child_lp_infeasible,False
stage1,V12_M1,0,L2.0,0.295729,0.297683,False,0.308483,False,0.297683,0.0019539999999999558,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0,0.297683,0.299819,False,0.30329,False,0.299819,0.0021360000000000268,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0,0.299819,0.301439,False,0.302364,False,0.301439,0.0016200000000000103,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L1.1.1,0.300833,0,True,0.304772,False,0.304772,0.00393899999999997,1,1,child_lp_infeasible,False
stage1,V12_M1,0,L2.0.0.0.0,0.301439,0.3032,False,0.302649,False,0.302649,0.0012099999999999889,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1,0.302364,0.303088,False,0.303635,False,0.303088,0.0007240000000000024,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.0.1,0.302649,0.303139,False,0.303254,False,0.303139,0.0004899999999999904,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1.0,0.303088,0.303457,False,0.303723,False,0.303457,0.0003689999999999527,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.0.1.0,0.303139,0.303659,False,0.303442,False,0.303442,0.0003029999999999977,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.0.0,0.3032,0.305455,False,0.303731,False,0.303731,0.0005309999999999482,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.0.1.1,0.303254,0.303498,False,0.303557,False,0.303498,0.00024399999999996647,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1,0.30329,0.303832,False,0.306099,False,0.303832,0.0005419999999999869,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.0.1.0.1,0.303442,0.303636,False,0.303594,False,0.303594,0.00015199999999998548,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1.0.0,0.303457,0.303639,False,0.303772,False,0.303639,0.00018200000000001548,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.0.1.1.0,0.303498,0.303621,False,0.30365,False,0.303621,0.00012299999999998423,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.0.1.1.1,0.303557,0.30368,False,0.30371,False,0.30368,0.00012299999999998423,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1.1,0.303635,0.303993,False,0.30427,False,0.303993,0.00035800000000002496,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1.0.0.0,0.303639,0.30374,False,0.303798,False,0.30374,0.00010100000000001774,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.0.1.0.0,0.303659,0.303961,False,0.303792,False,0.303792,0.00013299999999999423,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1.0.1,0.303723,0.303907,False,0.30404,False,0.303907,0.00018399999999996197,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.0.0.1,0.303731,0.304452,False,0.303997,False,0.303997,0.000266000000000044,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1.0.0.1,0.303772,0.303864,False,0.303931,False,0.303864,9.20000000000365e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.0,0.303832,0.304204,False,0.30523,False,0.304204,0.00037199999999998346,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1.0.1.0,0.303907,0.303998,False,0.304066,False,0.303998,9.100000000000774e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1.1.0,0.303993,0.304175,False,0.304311,False,0.304175,0.00018199999999995997,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.0.0.1.1,0.303997,0.3043,False,0.30413,False,0.30413,0.00013299999999999423,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1.0.1.1,0.30404,0.304133,False,0.3042,False,0.304133,9.300000000000974e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1.1.0.0,0.304175,0.304268,False,0.304335,False,0.304268,9.300000000000974e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.0.0,0.304204,0.304551,False,0.30484,False,0.304551,0.0003470000000000417,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1.1.1,0.30427,0.304449,False,0.304587,False,0.304449,0.00017900000000004024,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1.1.0.1,0.304311,0.304403,False,0.304471,False,0.304403,9.199999999998099e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1.1.1.0,0.304449,0.30454,False,0.304609,False,0.30454,9.099999999995223e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.0.0.1.0,0.304452,0.305139,False,0.30458,False,0.30458,0.000128000000000017,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.0.0.0,0.304551,0.304727,False,0.304869,False,0.304727,0.00017600000000000948,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.0.1.1.1.1,0.304587,0.304678,False,0.304748,False,0.304678,9.100000000000774e-05,1,1,strict_child_lp_bound_improvement,False
stage1,V12_M1,0,L2.0.0.1.0.0.0.0,0.304727,0.304817,False,0.304888,False,0.304817,8.999999999997899e-05,1,1,strict_child_lp_bound_improvement,False
