check,leaf_id,cold_value,incremental_value,absolute_difference,passed,evidence
cold_vs_incremental_split_decision,L0.0.1.1.1,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.1.1.0,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.1.1.0.0,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.1.1.0.1,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.1.1.1,strict_child_lp_bound_improvement,strict_child_lp_bound_improvement,,True,complete common parent decision
cold_vs_incremental_split_decision,L0.0.1.1.1.1.0,structurally_terminal,structurally_terminal,,True,complete common parent decision
cold_vs_incremental_split_decision,L1,no_certified_one_level_lp_benefit,no_certified_one_level_lp_benefit,,True,complete common parent decision
cold_vs_incremental_terminal_mip,L0.0.0.1.0.0.0,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.0.1.0.0.1,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.0.1.0.1.0,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.0.1.0.1.1,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.0.1.1.0.0,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.0.1.1.0.1,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.0.1.1.1.0,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.0.1.1.1.1,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.0.0.0.0,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.0.0.0.1,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.0.0.1.0,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.0.0.1.1,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.0.1.0.0,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.0.1.0.1,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.0.1.1.0,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.0.1.1.1,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.1.0.0.0,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.1.0.0.1,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.1.0.1.0,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.1.0.1.1,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.1.1.0.0,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.1.1.0.1,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L0.0.1.1.1.1.0,INFEASIBLE,INFEASIBLE,,True,same canonical model and native terminal status
cold_vs_incremental_terminal_mip,L1,TIME_LIMIT,TIME_LIMIT,,True,same canonical model and native terminal status
cold_and_incremental_verified_ub_identity,,,,,True,independently verified same-run UBs
incremental_model_lifecycle_symmetry,,,,,True,model/environment create-free and restore counters
incremental_basis_not_claimed,,,,,True,basis submission count is zero
interrupted_leaves_not_certified,,,,,True,open coverage rejects strict certificate
toy_exhaustive_optimum_identity,,0,0,0.0,True,plain exact MILP versus C4 verified toy objective
