stage,instance,family,V,M,arm,repetition,horizon_seconds,return_code,runner_wall_seconds,emergency_timeout,result_exists,status,completed_process,authoritative,verified_witness,correctness_gates,strict_certificate,certificate_class,certificate_rejection_reason,exact_phase_started,graceful_deadline_finalization,verified_ub,valid_final_lb,common_ub,common_ub_gap,bound_progress_auc,normalized_gap_auc,bound_observations,process_wall_seconds,process_elapsed_at_exact_start_seconds,hga_wall_time_seconds,exact_phase_seconds,work,lp_work,terminal_mip_work,lp_optimize_count,terminal_mip_leaf_count,terminal_mip_optimize_count,split_count,declined_split_count,unconditional_split_count,lp_pruned_leaf_count,lp_infeasible_leaf_count,initial_leaf_count,final_leaf_count,open_leaf_count,closed_leaf_count,max_depth,optimize_count,model_count,model_read_count,model_free_count,environment_count,environment_free_count,presolve_count,root_relaxation_count,simplex_iterations,barrier_iterations,native_nodes,peak_memory_gb,model_build_seconds,model_read_seconds,solver_seconds,final_stagnation_seconds,same_leaf_model_reuse_count,explicit_leaf_model_discard_count,integer_domain_restore_count,basis_available_count,basis_mapped_count,basis_submitted_count,basis_accepted_count,basis_rejected_count,mip_start_submitted_count,mip_start_accepted_count,mip_start_rejected_count,selector_variable_count,global_row_family_count,interval_row_family_count,lifecycle_complete,conservative_lower_bound_source,result_path,run_path
stage3,high_imbalance_seed3202,high_imbalance,20,3,C4-CANDIDATE,0,300,0,295.06300000008196,False,True,round29_c4_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,True,True,1.7493134520506337,1.610843602757366,1.7493134520506337,0.07915668237213079,0.015270752362864792,0.9847292476371352,0,295.0249672,15.849944,15.8426295,279.1750232,577.0638739734727,45.12717780623104,531.9366961672417,68,25,25,32,0,0,0,0,4,36,9,27,0,93,68,68,68,1,1,93,25,1512676.0,0.0,2204.0,0.112608476,7.476878000000001,1.4229500000000004,269.0139982700348,8.101500000000044,25,35,68,0,0,0,0,0,0,0,0,0,6,9,True,objective_nonnegative_G_plus_lambda_P,results/gf_gurobi_performance_recovery_round29/runs/stage1__high_imbalance_seed3202__c4_candidate__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage1__high_imbalance_seed3202__c4_candidate__300s
stage3,high_imbalance_seed3202,high_imbalance,20,3,S0-CPLEX,0,300,0,294.23400000017136,False,True,global_gini_tree_time_limit,True,True,True,True,False,time_limit_valid_bound,none,,,1.7493134520506337,1.6805879593515818,1.7493134520506337,0.03928712296729236,0.9003509460626776,0.09964905393732235,2817,294.2086231,,16.3208285,277.8877946,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,0,True,,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage3__high_imbalance_seed3202__s0_cplex__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage3__high_imbalance_seed3202__s0_cplex__300s
stage3,moderate_seed3302,moderate,20,3,C2-PAPER,0,300,0,294.0779999997467,False,True,paper_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,,,0.19563620654901237,0.13951573914498416,0.19563620654901237,0.28686135554345077,0.6583552451533133,0.34164475484668666,88,294.049427,,20.3220818,273.7273452,467.6628563424964,95.74578113585508,371.91707520664136,139,18,18,68,0,0,0,0,4,72,55,17,0,157,157,157,157,1,1,157,18,1119049,0,20,0.087584863,15.790030699999999,3.3622989999999993,229.8850016593933,5.9172636000000125,0,,0,0,0,0,0,0,,,,0,0,0,True,,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage3__moderate_seed3302__c2_paper__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage3__moderate_seed3302__c2_paper__300s
stage3,moderate_seed3302,moderate,20,3,C3-REPLICA,0,300,0,295.0789999999106,False,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,True,True,0.19563620654901237,0.1394169181016961,0.19563620654901237,0.2873664820996811,0.6066963545831485,0.39330364541685153,230,295.0425433,42.7007817,20.0871762,252.34176159999998,469.7018183654042,81.31945946304744,388.3823589023567,115,18,18,97,0,97,0,0,4,98,81,17,0,133,133,133,133,1,1,133,18,1082596.0,0.0,20.0,0.087584862,13.067998900000001,2.8806864,232.84600162506104,40.8964488,0,0,0,0,0,0,0,0,0,0,0,0,6,9,True,objective_nonnegative_G_plus_lambda_P,results/gf_gurobi_performance_recovery_round29/runs/stage1__moderate_seed3302__c3_replica__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage1__moderate_seed3302__c3_replica__300s
stage3,moderate_seed3302,moderate,20,3,C4-CANDIDATE,0,300,0,295.06199999991804,False,True,round29_c4_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,True,True,0.19563620654901237,0.13953281761623015,0.19563620654901237,0.28677405845490433,0.011805929634248091,0.9881940703657519,0,295.0341418,20.1820834,20.1758776,274.8520584,514.7351730809264,97.95902256806225,416.77615051286415,143,20,20,70,0,0,0,0,4,74,55,19,0,163,143,143,143,1,1,163,20,1209474.0,0.0,24.0,0.187795396,16.305925699999996,3.0600587000000017,253.27599835395813,1.2137486999999965,20,70,143,0,0,0,0,0,0,0,0,0,6,9,True,objective_nonnegative_G_plus_lambda_P,results/gf_gurobi_performance_recovery_round29/runs/stage1__moderate_seed3302__c4_candidate__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage1__moderate_seed3302__c4_candidate__300s
stage3,moderate_seed3302,moderate,20,3,S0-CPLEX,0,300,0,294.2650000001304,False,True,global_gini_tree_time_limit,True,True,True,True,False,time_limit_valid_bound,none,,,0.19563620654901237,0.14140646704917867,0.19563620654901237,0.27719684641425324,0.6639218974988472,0.33607810250115283,4153,294.2482695,,20.0262036,274.2220659,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,0,True,,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage3__moderate_seed3302__s0_cplex__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage3__moderate_seed3302__s0_cplex__300s
stage3,tight_T_seed3101,tight_T,20,3,C2-PAPER,0,300,0,294.094000000041,False,True,paper_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,,,0.10725273413394144,0.05362636706697072,0.10725273413394144,0.5,0.24116698577317508,0.7588330142268249,19,294.0574524,,15.3073692,278.7500832,507.16627283367313,23.46352216663424,483.7027506670389,30,9,9,9,0,0,0,0,4,13,3,10,0,39,39,39,39,1,1,39,9,726792,0,964,0.18316261,3.4081305000000004,0.8527571999999997,259.5779993534088,248.16980420000002,0,,0,0,0,0,0,0,,,,0,0,0,True,,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage3__tight_T_seed3101__c2_paper__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage3__tight_T_seed3101__c2_paper__300s
stage3,tight_T_seed3101,tight_T,20,3,C3-REPLICA,0,300,0,295.06300000008196,False,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,True,True,0.10725273413394144,0.023745611370687886,0.10725273413394144,0.7786013423113911,0.1224924243407075,0.8775075756592925,727,295.0283632,29.286923,14.9857434,265.7414402,476.0238000739585,291.3443429393155,184.67945713464317,364,176,176,186,0,186,0,2,4,187,9,178,0,540,540,540,540,1,1,540,176,1652113.0,0.0,176.0,0.055520843,41.28787400000001,11.5085254,200.31100034713745,0.42800940000000764,0,0,0,0,0,0,0,0,0,0,0,0,6,9,True,objective_nonnegative_G_plus_lambda_P,results/gf_gurobi_performance_recovery_round29/runs/stage1__tight_T_seed3101__c3_replica__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage1__tight_T_seed3101__c3_replica__300s
stage3,tight_T_seed3101,tight_T,20,3,C4-CANDIDATE,0,300,0,295.06300000008196,False,True,round29_c4_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,True,True,0.10725273413394144,0.05362636706697072,0.10725273413394144,0.5,0.008263589000000016,0.991736411,0,295.0418466,14.961967,14.9531506,280.07987959999997,543.6235730705707,23.46352216663424,520.1600509039365,30,9,9,9,5,0,0,0,4,13,3,10,0,39,30,30,30,1,1,39,9,798932.0,0.0,1067.0,0.183179874,3.437663900000001,0.6585795999999999,275.42900037765503,263.99937309999996,9,21,30,0,0,0,0,0,0,0,0,0,6,9,True,objective_nonnegative_G_plus_lambda_P,results/gf_gurobi_performance_recovery_round29/runs/stage1__tight_T_seed3101__c4_candidate__300s/result.json,results/gf_gurobi_performance_recovery_round29/runs/stage1__tight_T_seed3101__c4_candidate__300s
stage3,tight_T_seed3101,tight_T,20,3,S0-CPLEX,0,300,0,294.2349999998696,False,True,global_gini_tree_time_limit,True,True,True,True,False,time_limit_valid_bound,none,,,0.10725273413394144,0.039548146402267864,0.10725273413394144,0.6312621144662048,0.3190003517606036,0.6809996482393964,1501,294.2005652,,15.4741156,278.7264496,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,0,True,,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage3__tight_T_seed3101__s0_cplex__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage3__tight_T_seed3101__s0_cplex__300s
