charged,number,id,stage,arm,cap,wall,returncode,watchdog,within_budget,exe_sha256,performance_eligible,performance_exclusion_reason,status,objective,lower_bound,upper_bound,gap,strict_certified_original_problem,round62_external_stop_requested,round62_external_certificate,round62_control_upper_bound,round62_archive_upper_bound,round62_archive_construction_seconds,external_gini_tree_optimize_count,external_gini_tree_lp_optimize_count,round62_archive_evidence_persisted,external_gini_tree_backend_parameter_roundtrip_valid,external_gini_tree_partial_mip_optimize_count,external_gini_tree_terminal_mip_optimize_count,external_gini_tree_final_leaf_count,external_gini_tree_open_leaf_count,external_gini_tree_split_count,external_gini_tree_cumulative_work,external_gini_tree_model_build_seconds,absolute_gap,gap_source,scope,work,nodes,optimizer_calls,native_statuses,parameter_readback,fixed_interval_certificate,native_status,model_build_seconds,root_relaxation_bound,final_root_cut_bound,root_work,root_time_seconds,rows,columns,nonzeros,native_model_fingerprint,official_PGRB_fingerprint_matches
True,7,D4,lp_v1,conflicts,120,0.17200000025331974,0,False,True,8eedc28845e00cbab6cb6d666a77cf6a98fe7cdb3d82dc7a6ce57fae1fe6a3dc,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,8,D4,lp_v1,projection,120,0.17200000025331974,0,False,True,8eedc28845e00cbab6cb6d666a77cf6a98fe7cdb3d82dc7a6ce57fae1fe6a3dc,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,9,D4,lp_v1,service,120,0.17200000025331974,0,False,True,8eedc28845e00cbab6cb6d666a77cf6a98fe7cdb3d82dc7a6ce57fae1fe6a3dc,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,10,D4,lp_v1,service-conflicts,120,0.17200000025331974,0,False,True,8eedc28845e00cbab6cb6d666a77cf6a98fe7cdb3d82dc7a6ce57fae1fe6a3dc,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,11,D1,full_easy,Single-off-off,120,0.4679999998770654,0,False,True,433ecc326369830404a048243be7572c780a19f0701961495f55c76c7190f269,True,,optimal,0,0,0,0,True,False,False,0,0,0,2,1,,True,0,1,1,0,0,,0.0138981,0,reported,full_original_problem,0.25640069553746414,10.0,2,LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,12,D1,full_easy,Single-passive-cert-off,120,0.07799999974668026,0,False,True,433ecc326369830404a048243be7572c780a19f0701961495f55c76c7190f269,True,,optimal,0,0,0,0,True,True,True,0.47752994459271064,0,0.0343735,0,0,,True,0,0,1,1,0,,0,0,reported,full_original_problem,0,0,0,no native optimize,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,13,D3,full_screen,Single-off-off,120,117.06300000008196,0,False,True,433ecc326369830404a048243be7572c780a19f0701961495f55c76c7190f269,True,,round31_c6_external_gini_tree_time_limit,0.04500155005562836,0.038629880805387005,0.04500155005562836,0.1415877729181563,False,False,False,0.04500155005562836,0.04500155005562836,0,2,1,,True,0,1,1,1,0,,0.0343605,0.006371669250241352,reported,full_original_problem,186.36029785748352,11054.0,2,LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,14,D3,full_screen,Single-passive-observe-off,120,117.04700000025332,0,False,True,433ecc326369830404a048243be7572c780a19f0701961495f55c76c7190f269,True,,round31_c6_external_gini_tree_time_limit,0.04500155005562836,0.038629880805387005,0.04500155005562836,0.1415877729181563,False,False,False,0.04500155005562836,0.07095552388769952,0.0433281,2,1,,True,0,1,1,1,0,,0.0349027,0.006371669250241352,reported,full_original_problem,186.5256823410994,11060.0,2,LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,15,D3,full_screen,Single-passive-cert-off,120,117.06300000008196,0,False,True,433ecc326369830404a048243be7572c780a19f0701961495f55c76c7190f269,True,,round31_c6_external_gini_tree_time_limit,0.04500155005562836,0.038629880805387005,0.04500155005562836,0.1415877729181563,False,False,False,0.04500155005562836,0.07095552388769952,0.0444889,2,1,,True,0,1,1,1,0,,0.034694,0.006371669250241352,reported,full_original_problem,186.2809877876727,11050.0,2,LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,16,D4,lp_v2,off,120,0.23399999970570207,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,17,D4,lp_v2,projection,120,0.1869999999180436,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,18,D4,lp_v2,projection-rlt,120,0.17200000025331974,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,19,D3,lp_v2,off,120,0.1559999999590218,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,20,D3,lp_v2,projection,120,0.1559999999590218,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,21,D3,lp_v2,projection-rlt,120,0.17199999978765845,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,22,D1,native_micro,passive-native-stop,20,0.1880000000819564,0,False,True,cb057d167ca107ff73d251308d059c7e4c1dd4c1357621863b3f6b2f0d5e9113,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,23,D4,mip_v2,off,120,89.81199999991804,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,exact,0.506343307565206,0.5063433072459947,0.506343307565206,6.304244733733646e-10,,,,,,,,,,,,,,,,,,3.1921121301792255e-10,reported,fixed_F0_improving_domain,140.87267731766892,19132,,,,True,OPTIMAL,0.0308342,0.1078381,0.36524073389288925,3.070536170950688,2.1166647,4136,1404,19373,,
True,24,D4,mip_v2,events,120,94.84299999987707,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,exact,0.506343307565206,0.5063433075652061,0.506343307565206,0,,,,,,,,,,,,,,,,,,-1.1102230246251565e-16,reported,fixed_F0_improving_domain,148.47928382138028,19993,,,,True,OPTIMAL,0.0386254,0.1088436,0.36098296208260167,2.2854813539545407,1.5394722,4236,1440,19573,,
True,25,D4,mip_v2,conflicts,120,90.93800000008196,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,exact,0.506343307565206,0.5063433027855354,0.506343307565206,9.439584718166419e-09,,,,,,,,,,,,,,,,,,4.779670548238357e-09,reported,fixed_F0_improving_domain,139.07161248059046,21877,,,,True,OPTIMAL,0.0392044,0.1090024,0.3612667334441616,2.1674117351681406,1.5266448,4268,1440,19701,,
True,26,D4,mip_v2,projection,120,54.89099999982864,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,exact,0.506343307565206,0.5063433054486712,0.506343307565206,4.180038905694351e-09,,,,,,,,,,,,,,,,,,2.1165347252605216e-09,reported,fixed_F0_improving_domain,85.83094740223551,16033,,,,True,OPTIMAL,0.0377843,0.107838,0.3655777168756165,2.726380856591922,1.9182676,4168,1404,19501,,
True,27,D4,mip_v2,service,120,118.0789999999106,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,capped,0.506422789224163,0.45272457241301445,0.506422789224163,0.10603436092086987,,,,,,,,,,,,,,,,,,0.0536982168111485,reported,fixed_F0_improving_domain,195.10711952941733,12160,,,,False,TIME_LIMIT,0.0400711,0.1132938,0.3675774976873413,2.9779571038692554,2.0673806,4344,1440,20005,,
True,28,D4,mip_v2,service-conflicts,120,100.89000000013039,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,exact,0.506343307565206,0.506343305439138,0.506343307565206,4.1988665724678936e-09,,,,,,,,,,,,,,,,,,2.126067988328373e-09,reported,fixed_F0_improving_domain,157.49094082507938,21041,,,,True,OPTIMAL,0.0396026,0.1132873,0.36534451926807543,3.022083791430761,2.1024308,4376,1440,20133,,
True,29,D4,mip_v2,projection-rlt,120,57.10900000017136,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,exact,0.506343307565206,0.5063433037148224,0.506343307565206,7.604294378952928e-09,,,,,,,,,,,,,,,,,,3.850383567538529e-09,reported,fixed_F0_improving_domain,90.81430895335527,14835,,,,True,OPTIMAL,0.0385745,0.107871,0.3667135022281826,3.631868547342971,2.5939533,4232,1404,19949,,
True,30,D3,mip_v2,off,120,118.0789999999106,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,capped,0.04500155005562836,0.0387210953848286,0.04500155005562836,0.1395608520825665,,,,,,,,,,,,,,,,,,0.006280454670799761,reported,fixed_F0_improving_domain,188.85159535109145,11131,,,,False,TIME_LIMIT,0.0356533,0.03081566,0.032479286994541376,2.676871252409295,2.1180071,4143,1406,20074,,
True,31,D3,mip_v2,projection,120,118.09400000004098,0,False,True,f9568492b37ea1809c94adbeb7167c1d07cc312fd9bbf3b6919251d8033773da,True,,capped,0.056604475850865574,0.03748097122083982,0.056604475850865574,0.3378443902635894,,,,,,,,,,,,,,,,,,0.019123504630025753,reported,fixed_F0_improving_domain,200.06491155535178,10208,,,,False,TIME_LIMIT,0.0426095,0.03081566,0.032547066373117196,2.5533770502822946,2.1926383,4175,1406,20202,,
True,32,D6,full_medium_v2,Single-off-off,120,117.21799999987707,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,round31_c6_external_gini_tree_time_limit,0.1885912102417383,0.1382120953969077,0.1885912102417383,0.26713394956347164,False,False,False,0.1885912102417383,0.1885912102417383,0,2,1,,True,0,1,1,1,0,,0.2716751,0.0503791148448306,reported,full_original_problem,252.81098768019007,602.0,2,LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,33,D6,full_medium_v2,Single-off-projection,120,117.07800000021234,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,round31_c6_external_gini_tree_time_limit,0.1885912102417383,0.1382120953969077,0.1885912102417383,0.26713394956347164,False,False,False,0.1885912102417383,0.1885912102417383,0,2,1,,True,0,1,1,1,0,,0.2754721,0.0503791148448306,reported,full_original_problem,253.08433630719904,602.0,2,LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,34,D6,full_medium_v2,Single-passive-cert-projection,120,117.07800000021234,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,round31_c6_external_gini_tree_time_limit,0.1572411758522922,0.1382120953969077,0.1572411758522922,0.12101843141429984,False,False,False,0.1885912102417383,0.1572411758522922,2.9968955,2,1,,True,0,1,1,1,0,,0.2763185,0.019029080455384484,reported,full_original_problem,247.5405004419371,598.0,2,LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,35,D4,threshold_oracle,cheap,120,0.07800000021234155,0,False,True,0c6c216dff339ab8f799c44c9deac0644872f191fb1556419205cf39c3174e6f,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,36,D4,threshold_oracle,force-native,120,64.82799999974668,0,False,True,0c6c216dff339ab8f799c44c9deac0644872f191fb1556419205cf39c3174e6f,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,37,D4,full_D4_v2,Single-off-off,120,89.95300000021234,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,optimal,0.506343307565206,0.5063433072459947,0.506343307565206,6.304244733733646e-10,True,False,False,0.506343307565206,0.506343307565206,0,2,1,,True,0,1,1,0,0,,0.0306192,3.1921121301792255e-10,reported,full_original_problem,140.98719433074365,19132.0,2,LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,38,D4,full_D4_v2,Single-passive-cert-off,120,90.04699999978766,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,optimal,0.506343307565206,0.5063433072459947,0.506343307565206,6.304244733733646e-10,True,False,True,0.506343307565206,0.506422789224163,0.0295549,2,1,,True,0,1,1,0,0,,0.0327669,3.1921121301792255e-10,reported,full_original_problem,140.98719433074365,19132.0,2,LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,39,D4,full_D4_v2,Single-off-projection,120,55.125,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,optimal,0.506343307565206,0.5063433054486712,0.506343307565206,4.180038905694351e-09,True,False,False,0.506343307565206,0.506343307565206,0,2,1,,True,0,1,1,0,0,,0.0368465,2.1165347252605216e-09,reported,full_original_problem,85.95302991945977,16033.0,2,LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,40,D4,full_D4_v2,Single-passive-cert-projection,120,55.15599999995902,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,optimal,0.506343307565206,0.5063433054486712,0.506343307565206,4.180038905694351e-09,True,False,True,0.506343307565206,0.506422789224163,0.0294249,2,1,,True,0,1,1,0,0,,0.0377911,2.1165347252605216e-09,reported,full_original_problem,85.95302991945977,16033.0,2,LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,41,D3,long_v2,Single-off-off,600,314.7029999997467,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,optimal,0.04500155005562836,0.04500154968743541,0.04500155005562836,8.181783691832644e-09,True,False,False,0.04500155005562836,0.04500155005562836,0,2,1,,True,0,1,1,0,0,,0.03532,3.681929483523305e-10,reported,full_original_problem,523.3382101536217,26739.0,2,LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,42,D3,long_v2,Single-passive-cert-off,600,315.17199999978766,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,optimal,0.04500155005562836,0.04500154968743541,0.04500155005562836,8.181783691832644e-09,True,False,True,0.04500155005562836,0.07095552388769952,0.0432281,2,1,,True,0,1,1,0,0,,0.0363474,3.681929483523305e-10,reported,full_original_problem,523.3382101536217,26739.0,2,LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,43,C2,long_v2,Single-off-off,600,551.625,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,optimal,0.8299634131717752,0.8299634131717734,0.8299634131717752,2.2740510146706196e-15,True,False,False,0.8299634131717752,0.8299634131717752,0,2,1,,True,0,1,1,0,0,,0.0707781,1.887379141862766e-15,reported,full_original_problem,1145.1514431027522,46980.0,2,LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,44,C2,long_v2,Single-passive-cert-off,600,552.3599999998696,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,optimal,0.8299634131717752,0.8299634131717734,0.8299634131717752,2.2740510146706196e-15,True,False,True,0.8299634131717752,0.837091467554702,0.0228903,2,1,,True,0,1,1,0,0,,0.0721526,1.887379141862766e-15,reported,full_original_problem,1145.1514431027522,46980.0,2,LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,45,D7,long_v2,Single-off-off,600,597.125,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,round31_c6_external_gini_tree_time_limit,0.3718940096799275,0.19556942667467492,0.3718940096799275,0.4741259025844682,False,False,False,0.3718940096799275,0.3718940096799275,0,2,1,,True,0,1,1,1,0,,1.0495662,0.17632458300525256,reported,full_original_problem,1507.0807529988467,448.0,2,LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,46,D7,long_v2,Single-passive-cert-off,600,597.1090000001714,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,round31_c6_external_gini_tree_time_limit,0.2828562228211009,0.19556942667467492,0.2828562228211009,0.30859068708427384,False,False,False,0.3718940096799275,0.2828562228211009,4.2979488,2,1,,True,0,1,1,1,0,,1.0359197,0.08728679614642598,reported,full_original_problem,1493.390725638254,447.0,2,LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,47,D3,long_v2,Single-off-projection,600,460.5150000001304,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,optimal,0.04500155005562836,0.04500155005562817,0.04500155005562836,4.1631929383299814e-15,True,False,False,0.04500155005562836,0.04500155005562836,0,2,1,,True,0,1,1,0,0,,0.0411473,1.8735013540549517e-16,reported,full_original_problem,853.1206445659795,31036.0,2,LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,48,C2,long_v2,Single-off-projection,600,457.75,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,optimal,0.8299634131717752,0.8299634131717737,0.8299634131717752,1.872747894434628e-15,True,False,False,0.8299634131717752,0.8299634131717752,0,2,1,,True,0,1,1,0,0,,0.0796736,1.5543122344752192e-15,reported,full_original_problem,926.6005893666235,48773.0,2,LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
True,49,C2,k1_v2,K1-off-off,600,597.1089999997057,0,False,True,2477d2fea0dec87b84611fd64563a8290fad03c99dd33754eeae65d7e97e4977,True,,round31_c6_external_gini_tree_time_limit,0.8299634131717752,0.8224407005394138,0.8299634131717752,0.009063908737389763,False,False,False,0.8299634131717752,0.8299634131717752,0,5,3,,True,1,1,1,1,0,,0.2215358,0.0075227126323614835,reported,full_original_problem,1229.3377829027288,57146.0,5,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",,,,,,,,,,,,
False,,D3,preflight_v3,off,120,0.20300000021234155,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight_v3,events,120,0.10900000017136335,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight_v3,conflicts,120,0.14099999982863665,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight_v3,projection,120,0.10899999970570207,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight_v3,service,120,0.10900000017136335,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight_v3,service-conflicts,120,0.10900000017136335,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight_v3,projection-rlt,120,0.10900000017136335,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D3,preflight_v3,projection-service,120,0.10900000017136335,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v3,off,120,0.0940000000409782,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v3,events,120,0.10900000017136335,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v3,conflicts,120,0.10999999986961484,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v3,projection,120,0.10900000017136335,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_v3,service,120,0.09299999987706542,0,False,True,b00547427ac64fedeae087df70803f32c8812e5a5b0f60f81682019a7cf0d958,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
