file,instance_name,algorithm_preset,method,status,certified_original_problem,objective,lower_bound,upper_bound,gap,runtime_seconds,wall_time_seconds,time_budget_seconds,actual_runtime_seconds,gap_trajectory_available,progress_log,progress_checkpoints_written,compact_bc_progress_interval_seconds,unresolved_intervals,invalid_bound_intervals,open_nodes,compact_interval_bc_enabled,compact_interval_bc_closed_leaves,compact_interval_bc_timed_out_leaves,compact_bc_bound_valid,compact_bc_bound_scope,compact_bc_certificate_valid,compact_bc_enabled_families_requested,compact_bc_enabled_families_effective,compact_bc_total_cuts_added_by_family,compact_bc_total_domains_tightened_by_family,compact_bc_receiver_source_cover_mode,compact_bc_total_root_cut_rounds,compact_bc_dynamic_cut_families,compact_bc_root_probe,compact_bc_dynamic_cut_violation_tol,compact_bc_domain_propagation_mode,compact_bc_domain_propagation_rounds,compact_bc_domain_propagation_rounds_completed,compact_bc_expensive_static_families,compact_bc_use_dynamic_instead_of_static,compact_bc_dynamic_cuts_added_by_family,compact_bc_dynamic_max_violation_by_family,compact_bc_dynamic_cuts_added_total,compact_bc_model_size_policy,compact_bc_rows_estimated,compact_bc_cols_estimated,compact_bc_nonzeros_estimated,compact_bc_memory_estimate_mb,compact_bc_model_rows,compact_bc_model_cols,compact_bc_model_nonzeros,compact_bc_disabled_families_due_to_size,compact_bc_model_size_stop_reason,compact_bc_total_leaf_nodes,compact_bc_total_solver_time,cplex_threads,mip_threads,compact_bc_solver_threads,solver_thread_policy,thread_fairness_class,ablation_variant_semantics,certificate_uses_bpc_tree,no_archive_scanning,no_external_known_ub
results\gf_compact_bc_lowgini_round\raw\generated_diag_V16_M2_balanced_fractional_seed7103_plain_cplex_300s.json,diag_V16_M2_balanced_fractional_seed7103.txt,custom,cplex,optimal,True,0,0,0,0,3.5477903,3.5477903,300,3.5477903,False,,0,0,0,0,0,False,0,0,False,none,False,,,,,off,0,,lp,1e-06,static,1,0,auto,False,,,0,full,0,0,0,0,0,0,0,,,0,0,1,1,0,plain_cplex_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_lowgini_round\raw\generated_diag_V16_M2_balanced_fractional_seed7103_relaxation_only_300s.json,diag_V16_M2_balanced_fractional_seed7103.txt,paper-gf-compact-bc,gcap-frontier,optimal,True,0,0,0,0,18.1739617,18.1739617,300,18.1739617,True,results\gf_compact_bc_lowgini_round\progress_traces\generated_diag_V16_M2_balanced_fractional_seed7103_relaxation_only_300s.progress.csv,1,30,0,0,0,False,0,0,False,none,True,,,none,none,off,0,,lp,1e-06,static,1,0,auto,False,,,0,full,0,0,0,0,0,0,0,,,0,0,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_lowgini_round\raw\generated_diag_V20_M2_high_transfer_seed7104_compact_bc_300s.json,,,wrapper_error,wrapper_timeout,False,,0.0,0.0,1.0,900.0232725143433,,,900.0232725143433,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one_thread_fair,,,,
results\gf_compact_bc_lowgini_round\raw\generated_diag_V20_M2_high_transfer_seed7104_plain_cplex_300s.json,diag_V20_M2_high_transfer_seed7104.txt,custom,cplex,not_certified,False,0.587729784017,0.4022112442,0.587729784017,0.315652779325,300.26776,300.26776,300,300.26776,False,,0,0,0,0,0,False,0,0,False,none,False,,,,,off,0,,lp,1e-06,static,1,0,auto,False,,,0,full,0,0,0,0,0,0,0,,,0,0,1,1,0,plain_cplex_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_lowgini_round\raw\generated_diag_V20_M2_high_transfer_seed7104_relaxation_only_300s.json,,,wrapper_error,wrapper_timeout,False,,0.0,0.0,1.0,900.0273275375366,,,900.0273275375366,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one_thread_fair,,,,
results\gf_compact_bc_lowgini_round\raw\generated_diag_V20_M3_dense_duration_seed7105_compact_bc_300s.json,,,wrapper_error,wrapper_timeout,False,,0.0,0.0,1.0,900.0336818695068,,,900.0336818695068,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one_thread_fair,,,,
results\gf_compact_bc_lowgini_round\raw\generated_diag_V20_M3_dense_duration_seed7105_plain_cplex_300s.json,diag_V20_M3_dense_duration_seed7105.txt,custom,cplex,not_certified,False,0.168756292672,0.015588525392,0.168756292672,0.907626997813,300.0933622,300.0933622,300,300.0933622,False,,0,0,0,0,0,False,0,0,False,none,False,,,,,off,0,,lp,1e-06,static,1,0,auto,False,,,0,full,0,0,0,0,0,0,0,,,0,0,1,1,0,plain_cplex_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_lowgini_round\raw\generated_diag_V20_M3_dense_duration_seed7105_relaxation_only_300s.json,,,wrapper_error,wrapper_timeout,False,,0.0,0.0,1.0,900.0262174606323,,,900.0262174606323,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one_thread_fair,,,,
results\gf_compact_bc_lowgini_round\raw\interval_moderate_low_gini_1_combined_safe_1200s.json,moderate_seed3301.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,0.048388162834,0.0491525526647,0.015551376058,1200.5076564,1200.5076564,1200,1200.5076564,False,,0,0,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=0;sp_product_mccormick=4;sp_product_estimator=1;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=10;movement_reachability=5;domain_width_before=684;domain_width_after=557,off,1,,lp,1e-06,iterative,2,1,auto,False,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,0,full,11682,2483,93456,2.70080566406,9886,2120,53968,none,,0,1200.5076564,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_lowgini_round\raw\interval_moderate_low_gini_1_combined_safe_300s.json,moderate_seed3301.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,0.046196408037,0.0491525526647,0.0601422401775,300.4198347,300.4198347,300,300.4198347,False,,0,0,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=0;sp_product_mccormick=4;sp_product_estimator=1;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=10;movement_reachability=5;domain_width_before=684;domain_width_after=557,off,1,,lp,1e-06,iterative,2,1,auto,False,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,0,full,11682,2483,93456,2.70080566406,9886,2120,53968,none,,0,300.4198347,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_lowgini_round\raw\interval_moderate_low_gini_1_combined_safe_3600s.json,moderate_seed3301.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,0.048723364,0.0491525526647,0.00873176755697,3600.7327552,3600.7327552,3600,3600.7327552,False,,0,0,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=0;sp_product_mccormick=4;sp_product_estimator=1;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=10;movement_reachability=5;domain_width_before=684;domain_width_after=557,off,1,,lp,1e-06,iterative,2,1,auto,False,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,0,full,11682,2483,93456,2.70080566406,9886,2120,53968,none,,0,3600.7327552,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_lowgini_round\raw\interval_moderate_low_gini_1_combined_safe_60s.json,moderate_seed3301.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,0.044612735122,0.0491525526647,0.0923617858399,60.3898218,60.3898218,60,60.3898218,False,,0,0,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=0;sp_product_mccormick=4;sp_product_estimator=1;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=10;movement_reachability=5;domain_width_before=684;domain_width_after=557,off,1,,lp,1e-06,iterative,2,1,auto,False,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,0,full,11682,2483,93456,2.70080566406,9886,2120,53968,none,,0,60.3898218,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
results\gf_compact_bc_lowgini_round\raw\interval_moderate_low_gini_1_current_tailored_300s.json,moderate_seed3301.txt,paper-gf-compact-bc,interval-cutoff-oracle,interval_unresolved_timeout,False,0,0.04752220582,0.0491525526647,0.033169118516,300.497914,300.497914,300,300.497914,False,,0,0,0,0,0,True,0,1,True,original_fixed_interval,False,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;variable_s_centering=1;s_range=0;sp_product_mccormick=0;sp_product_estimator=0;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0;dynamic_root_total=0,penalty_domains=10;movement_reachability=5;domain_width_before=684;domain_width_after=557,off,1,,lp,1e-06,static,1,1,auto,False,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,support_duration=0;transfer_compat=0;visit_inventory_linking=0;objective_estimator=0;receiver_source_cover=0,0,full,11682,2483,93456,2.69240570068,9881,2119,53633,none,,0,300.497914,0,1,1,compact_bc_single_thread,one_thread_fair,,False,True,True
