id,stage,query,arm,status,optimal,infeasible,objective,work,solver_seconds,rows,columns,nonzeros,valid,seconds
D4,qcap_strength_v4,3,qcap,OPTIMAL,1,0,0.10886850365388422,0.42440769357081015,0.17999982833862305,5072,1836,22469,1,0.4282379
D4,qcap_strength_v4,4,sep,OPTIMAL,1,0,0.2900967276882972,0.46616088611706213,0.20399999618530273,5144,2268,24233,1,0.67235310000000004
D4,qcap_strength_v4,5,pinned_q,OPTIMAL,1,0,0.093969105660899596,0.0035198030999197627,0.0039999485015869141,6044,1836,21605,1,0.70054669999999997
D4,qcap_strength_v4,6,pinned_qcap,INFEASIBLE,0,1,0,0.00151874,0.00099992752075195312,6476,1836,22469,1,0.72200739999999997
D4,qcap_strength_v4,7,pinned_sep_q,OPTIMAL,1,0,0.2900967276882972,0.0031835007400000388,0.0039999485015869141,6044,1836,21605,1,0.74451610000000001
D4,qcap_strength_v4,8,pinned_sep_qcap,INFEASIBLE,0,1,0,0.001502097,0.0020000934600830078,6476,1836,22469,1,0.76597800000000005
D3,strength_v1,1,off,OPTIMAL,1,0,0.02055001075057826,0.072674026041513282,0.032000064849853516,4143,1406,20074,1,0.063454999999999998
D3,strength_v1,2,q,OPTIMAL,1,0,0.02055001075057826,0.10292113721362124,0.040999889373779297,4647,1838,22306,1,0.13551060000000001
D3,strength_v1,3,t,OPTIMAL,1,0,0.02055001075057826,0.11480382645305601,0.045000076293945312,4611,1838,22234,1,0.2142107
D3,strength_v1,4,sep,OPTIMAL,1,0,0.020550010750578263,0.1211784590970866,0.04700016975402832,5151,2270,24934,1,0.30191069999999998
D3,strength_v1,5,joint,OPTIMAL,1,0,0.02055001075057826,0.23031977057152217,0.092000007629394531,5583,2270,25798,1,0.43712980000000001
D3,strength_v1,6,pinned_sep,OPTIMAL,1,0,0.020550010750578263,0.0039755942615609715,0.0040001869201660156,6557,2270,24934,1,0.46564179999999999
D3,strength_v1,7,pinned_joint,INFEASIBLE,0,1,0,0.0017154760000000001,0.0019998550415039062,6989,2270,25798,1,0.49035069999999997
D4,strength_v1,1,off,OPTIMAL,1,0,0.093948255393593263,0.11451701307472226,0.046999931335449219,4136,1404,19373,1,0.075930800000000007
D4,strength_v1,2,q,OPTIMAL,1,0,0.093969105660899596,0.27746309515201917,0.10700011253356934,4640,1836,21605,1,0.2130058
D4,strength_v1,3,t,OPTIMAL,1,0,0.26294355429573629,0.2151874073136634,0.095000028610229492,4604,1836,21533,1,0.34245370000000003
D4,strength_v1,4,sep,OPTIMAL,1,0,0.2900967276882972,0.46616088611706213,0.20499992370605469,5144,2268,24233,1,0.58845239999999999
D4,strength_v1,5,joint,OPTIMAL,1,0,0.31730264358211679,0.57441939723129198,0.27400016784667969,5576,2268,25097,1,0.90780939999999999
D4,strength_v1,6,pinned_sep,OPTIMAL,1,0,0.2900967276882972,0.0038891924505420933,0.0039999485015869141,6548,2268,24233,1,0.93654490000000001
D4,strength_v1,7,pinned_joint,INFEASIBLE,0,1,0,0.001706097,0.0020000934600830078,6980,2268,25097,1,0.96022439999999998
D6,strength_v1,1,off,OPTIMAL,1,0,0.12569183094621511,0.80800860699805244,0.29500007629394531,29923,6991,186978,1,0.41733490000000001
D6,strength_v1,2,q,OPTIMAL,1,0,0.12569183094621508,1.0536733432349024,0.40700006484985352,32803,9691,200658,1,0.97544620000000004
D6,strength_v1,3,t,OPTIMAL,1,0,0.12569183094621511,1.396412358140618,0.51399993896484375,32713,9691,200478,1,1.6463576
D6,strength_v1,4,sep,OPTIMAL,1,0,0.12569183094621511,3.3223178526395518,1.2819998264312744,35683,12391,216948,1,3.1228037
D6,strength_v1,5,joint,OPTIMAL,1,0,0.12569183094621508,2.6752955475357534,1.0880000591278076,38383,12391,222348,1,4.4285750000000004
D6,strength_v1,6,pinned_sep,OPTIMAL,1,0,0.12569183094621511,0.037062102011598347,0.026999950408935547,42674,12391,216948,1,4.5956248999999998
D6,strength_v1,7,pinned_joint,INFEASIBLE,0,1,0,0.027963589083385816,0.014999866485595703,45374,12391,222348,1,4.7447489000000003
D7,strength_v1,1,off,OPTIMAL,1,0,0.17514318460582309,7.4466830270386604,2.5450000762939453,103581,23563,716883,1,2.9533159000000002
D7,strength_v1,2,q,OPTIMAL,1,0,0.17514318460582309,14.576542935803241,5.3410000801086426,113981,33563,767283,1,8.8147330999999998
D7,strength_v1,3,t,OPTIMAL,1,0,0.1751431846058232,13.624471189508117,4.9449999332427979,113781,33563,766883,1,14.301879700000001
D7,strength_v1,4,sep,OPTIMAL,1,0,0.17514318460582309,38.968218715845339,14.610000133514404,124381,43563,827483,1,29.5806735
D7,strength_v1,5,joint,OPTIMAL,1,0,0.17514318460582309,32.499018695292818,12.44599986076355,134381,43563,847483,1,42.746101299999999
D7,strength_v1,6,pinned_sep,OPTIMAL,1,0,0.17514318460582309,0.15927175646062999,0.092999935150146484,147944,43563,827483,1,43.343339100000001
D7,strength_v1,7,pinned_joint,INFEASIBLE,0,1,0,0.07045013450770482,0.043000221252441406,157944,43563,847483,1,43.873089999999998
