number,id,arm,stage,source,sha256,raw_observations,consecutive_semantic_states,rule
38,C3,warm-joint,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\C3\warm-joint\external\global_bound_trace.csv,9b85e559f2d4ebca8d98e157f0aaa7329d92646274956bbb1476e6bd6b415906,108,108,all non-time fields exact; preserve first/last times and count of every consecutive state
39,C5,warm-off,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\C5\warm-off\external\global_bound_trace.csv,ccc88d36f4ff1718c925007487eec5b8a444541b7cf7498cb35595e4883ccc21,2,2,all non-time fields exact; preserve first/last times and count of every consecutive state
40,C5,warm-joint,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\C5\warm-joint\external\global_bound_trace.csv,50b768b2ca784cab05c41e743cf7166ebeb22ffaf85fd702488cd75794ce35af,2,2,all non-time fields exact; preserve first/last times and count of every consecutive state
41,C5,cold-off,cold_long_v3,results\gf_shared_load_time_round64\local_raw\cold_long_v3\C5\cold-off\external\global_bound_trace.csv,ef04a08c898d61a038b2e96a455c9d890546b129494babfd9ffcf90d2d1f4286,9,9,all non-time fields exact; preserve first/last times and count of every consecutive state
42,C5,cold-joint,cold_long_v3,results\gf_shared_load_time_round64\local_raw\cold_long_v3\C5\cold-joint\external\global_bound_trace.csv,dda860cc2f5b43cf553f987df39de9ab80622b8dd65782ba6b18eedcce8dc8f7,9,9,all non-time fields exact; preserve first/last times and count of every consecutive state
43,D7,cold-off,cold_long_v3,results\gf_shared_load_time_round64\local_raw\cold_long_v3\D7\cold-off\external\global_bound_trace.csv,9e15c270162d32715bfba22c989626bc1de128168494e1f7285af481de92b234,78,78,all non-time fields exact; preserve first/last times and count of every consecutive state
44,D7,cold-joint,cold_long_v3,results\gf_shared_load_time_round64\local_raw\cold_long_v3\D7\cold-joint\external\global_bound_trace.csv,aa94f27d97d30aa40d1d4c0da165443377ede9ae37ed4e1701edbc55377aa207,29,29,all non-time fields exact; preserve first/last times and count of every consecutive state
45,D4,warm-sep,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\D4\warm-sep\external\global_bound_trace.csv,dc78c0bb306cbaab8b371e896053b6f9ca0e9013c5641a5be781cc28253f2711,3111,3111,all non-time fields exact; preserve first/last times and count of every consecutive state
46,C3,warm-sep,warm_protection_v3,results\gf_shared_load_time_round64\local_raw\warm_protection_v3\C3\warm-sep\external\global_bound_trace.csv,97a83cf5b68f9005add27bbccd4fd3cbb708dd4396051bae4bf937ba3e1ced09,130,130,all non-time fields exact; preserve first/last times and count of every consecutive state
48,C2,K1-H,warm_dev_v3,results\gf_shared_load_time_round64\local_raw\warm_dev_v3\C2\K1-H\external\global_bound_trace.csv,9064ad5f9f56e9d7a967bc771d0268ffac360c74ed44306020da74131d25d040,9761,9761,all non-time fields exact; preserve first/last times and count of every consecutive state
50,D7,K1-H,warm_dev_v3,results\gf_shared_load_time_round64\local_raw\warm_dev_v3\D7\K1-H\external\global_bound_trace.csv,6cdad66e3faba7f7b72bf62458a03cf60d3b45ca6cb80ad7f41bf8d3fb221e5a,51,51,all non-time fields exact; preserve first/last times and count of every consecutive state
51,C6,warm-off,confirmation_v3,results\gf_shared_load_time_round64\local_raw\confirmation_v3\C6\warm-off\external\global_bound_trace.csv,aa24671b62e8b0cc73826de9f8e1cf3f503157d8a8fda68ed5303babfa6aeeca,52,52,all non-time fields exact; preserve first/last times and count of every consecutive state
52,C6,warm-joint,confirmation_v3,results\gf_shared_load_time_round64\local_raw\confirmation_v3\C6\warm-joint\external\global_bound_trace.csv,a042d11119e468d1385c162e81c472484af1a59e8a545b85af1a8cb76680f1ef,7,7,all non-time fields exact; preserve first/last times and count of every consecutive state
54,C6,K1-H,confirmation_v3,results\gf_shared_load_time_round64\local_raw\confirmation_v3\C6\K1-H\external\global_bound_trace.csv,ee1075ca1b777b78825699959f316192194c36f50f5581fcad5511d89e924a59,52,52,all non-time fields exact; preserve first/last times and count of every consecutive state
55,C6,cold-off,confirmation_v3,results\gf_shared_load_time_round64\local_raw\confirmation_v3\C6\cold-off\external\global_bound_trace.csv,7b1a1597e8068881a0f1a90c8793251d83c5b7ce7bd3d0c2cae69f8027708508,44,44,all non-time fields exact; preserve first/last times and count of every consecutive state
56,C6,cold-joint,confirmation_v3,results\gf_shared_load_time_round64\local_raw\confirmation_v3\C6\cold-joint\external\global_bound_trace.csv,bc0a6853c79364dea8d8a79472557db6ad8dad9df596769d28757d589e77f973,24,24,all non-time fields exact; preserve first/last times and count of every consecutive state
