number,id,arm,path,F,G,P,stations,pickup,drop,maximum_duration,original_T_feasible
40,C5,warm-joint,results\gf_shared_load_time_round64\witnesses\40\external\initial_witness.json,0.0,0.0,0.0,50,225,150,17222.582857437577,True
40,C5,warm-joint,results\gf_shared_load_time_round64\witnesses\40\result.json,0.0,0.0,0.0,50,225,150,17222.582857437577,True
41,C5,cold-off,results\gf_shared_load_time_round64\witnesses\41\external\initial_witness.json,1.932558668914593,0.2873211126383692,10.968250375174826,0,0,0,0.0,True
41,C5,cold-off,results\gf_shared_load_time_round64\witnesses\41\result.json,0.0,0.0,0.0,50,225,150,17956.919102623026,True
42,C5,cold-joint,results\gf_shared_load_time_round64\witnesses\42\external\initial_witness.json,1.932558668914593,0.2873211126383692,10.968250375174826,0,0,0,0.0,True
42,C5,cold-joint,results\gf_shared_load_time_round64\witnesses\42\result.json,0.0,0.0,0.0,50,225,150,17714.513155535315,True
43,D7,cold-off,results\gf_shared_load_time_round64\witnesses\43\external\initial_witness.json,1.5423858798368395,0.3769173156092946,7.769790428183632,0,0,0,0.0,True
43,D7,cold-off,results\gf_shared_load_time_round64\witnesses\43\result.json,0.276066509431013,0.09546017193268577,1.2040422499888483,50,219,219,17876.093358609207,True
44,D7,cold-joint,results\gf_shared_load_time_round64\witnesses\44\external\initial_witness.json,1.5423858798368395,0.3769173156092946,7.769790428183632,0,0,0,0.0,True
44,D7,cold-joint,results\gf_shared_load_time_round64\witnesses\44\result.json,0.26547702332085665,0.09936831454464579,1.107391391841406,47,215,215,17834.184282110444,True
45,D4,warm-sep,results\gf_shared_load_time_round64\witnesses\45\external\initial_witness.json,0.506422789224163,0.1810788634566511,2.168959505116746,8,29,29,2366.030638810974,True
45,D4,warm-sep,results\gf_shared_load_time_round64\witnesses\45\result.json,0.506343307565206,0.17721566970978195,2.194184252369493,10,29,29,2389.694072063803,True
46,C3,warm-sep,results\gf_shared_load_time_round64\witnesses\46\external\initial_witness.json,0.8142420757383567,0.17061966447961555,4.290816075058275,12,20,19,1794.0812252063472,True
46,C3,warm-sep,results\gf_shared_load_time_round64\witnesses\46\result.json,0.8142420757383567,0.17061966447961555,4.290816075058275,12,20,19,1794.0812252063472,True
47,C2,P-GRB,results\gf_shared_load_time_round64\witnesses\47\result.json,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
48,C2,K1-H,results\gf_shared_load_time_round64\witnesses\48\result.json,0.8299634131717751,0.26521341317177516,3.7649999999999997,5,17,17,1785.7310100703473,True
49,D7,P-GRB,results\gf_shared_load_time_round64\witnesses\49\result.json,0.27732086593398864,0.09989121031469565,1.1828643707952866,47,209,209,17978.256445183477,True
50,D7,K1-H,results\gf_shared_load_time_round64\witnesses\50\result.json,0.21564407531579494,0.03872267378877319,1.179476010180145,50,228,228,17975.490961810894,True
