charged,number,id,stage,arm,cap,wall,returncode,watchdog,within_budget,exe_sha256,performance_eligible,performance_exclusion_reason,optimizer_calls,backend_attempts,build_freeze,kind,shared_mode,startup,status,objective,lower_bound,upper_bound,gap,strict_certified_original_problem,round62_external_stop_requested,round62_external_certificate,round62_control_upper_bound,round62_archive_upper_bound,round62_archive_construction_seconds,external_gini_tree_optimize_count,external_gini_tree_lp_optimize_count,round62_archive_evidence_persisted,external_gini_tree_backend_parameter_roundtrip_valid,external_gini_tree_partial_mip_optimize_count,external_gini_tree_terminal_mip_optimize_count,external_gini_tree_final_leaf_count,external_gini_tree_open_leaf_count,external_gini_tree_split_count,external_gini_tree_cumulative_work,external_gini_tree_model_build_seconds,absolute_gap,gap_source,scope,fixed_interval_certificate,native_status,work,nodes,model_build_seconds,root_relaxation_bound,final_root_cut_bound,root_work,root_time_seconds,rows,columns,nonzeros,native_statuses,parameter_readback,initial_upper_bound,heuristic_seconds
True,21,C2,warm_dev_v3,warm-off,600,526.280999999959,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,7,7,build_freeze_v3.json,performance,off,HGA-current-process,optimal,0.8299634131717752,0.8299634029496857,0.8299634131717752,1.2316313401235654e-08,True,False,False,0.8299634131717752,0.8299634131717752,0,7,5,False,True,1,1,2,0,1,,0.4775462,1.0222089508182819e-08,reported,full_original_problem,,,1069.6367492655427,44826.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:INFEASIBLE|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.8299634131717752,2.66153
True,22,C2,warm_dev_v3,warm-q,600,573.625,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,7,7,build_freeze_v3.json,performance,q,HGA-current-process,optimal,0.8299634131717752,0.829963413171775,0.8299634131717752,2.6753541349066113e-16,True,False,False,0.8299634131717752,0.8299634131717752,0,7,5,False,True,1,1,2,0,1,,0.5669708,2.220446049250313e-16,reported,full_original_problem,,,1184.8461341388809,36540.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:INFEASIBLE|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.8299634131717752,2.64388
True,23,C2,warm_dev_v3,warm-sep,600,325.01599999982864,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,8,8,build_freeze_v3.json,performance,sep,HGA-current-process,optimal,0.8299634131717752,0.8299634107626634,0.8299634131717752,2.9026722873642886e-09,True,False,False,0.8299634131717752,0.8299634131717752,0,8,7,False,True,0,1,3,0,2,,0.9069029999999999,2.409111798939989e-09,reported,full_original_problem,,,669.6200485497563,10606.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:INFEASIBLE|LP:INFEASIBLE|LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.8299634131717752,2.63392
True,24,C2,warm_dev_v3,warm-joint,600,397.155999999959,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,11,11,build_freeze_v3.json,performance,joint,HGA-current-process,optimal,0.8299634131717752,0.8299634128115423,0.8299634131717752,4.340347403995066e-10,True,False,False,0.8299634131717752,0.8299634131717752,0,11,9,False,True,1,1,4,0,3,,1.1961951,3.602329545770999e-10,reported,full_original_problem,,,814.0558460561804,9597.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:INFEASIBLE|LP:INFEASIBLE|LP:OPTIMAL|LP:OPTIMAL|LP:INFEASIBLE|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.8299634131717752,2.61937
True,25,D7,warm_dev_v3,warm-off,1200,1197.2349999998696,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,6,6,build_freeze_v3.json,performance,off,HGA-current-process,round31_c6_external_gini_tree_time_limit,0.21564407531579505,0.19772972251984766,0.21564407531579505,0.08307370731012721,False,False,False,0.21564407531579505,0.21564407531579505,0,6,5,False,True,1,0,3,2,2,,7.376214900000001,0.017914352795947386,reported,full_original_problem,,,1683.8521263291298,566.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:INFEASIBLE|LP:OPTIMAL|LP:OPTIMAL|NEXT_LEAF_TARGET_MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.21564407531579505,571.981
True,26,D7,warm_dev_v3,warm-q,1200,1197.125,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,6,6,build_freeze_v3.json,performance,q,HGA-current-process,round31_c6_external_gini_tree_time_limit,0.21564407531579505,0.19630263362245037,0.21564407531579505,0.08969150515737816,False,False,False,0.21564407531579505,0.21564407531579505,0,6,5,False,True,1,0,3,2,2,,7.917055400000001,0.019341441693344674,reported,full_original_problem,,,1557.1657244202731,17.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:INFEASIBLE|LP:OPTIMAL|LP:OPTIMAL|NEXT_LEAF_TARGET_MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.21564407531579505,567.507
True,27,D7,warm_dev_v3,warm-sep,1200,1197.1399999996647,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,6,6,build_freeze_v3.json,performance,sep,HGA-current-process,round31_c6_external_gini_tree_time_limit,0.21564407531579505,0.1962829153561732,0.21564407531579505,0.08978294410022086,False,False,False,0.21564407531579505,0.21564407531579505,0,6,5,False,True,1,0,3,2,2,,8.7354895,0.019361159959621843,reported,full_original_problem,,,1453.918259402928,1.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:INFEASIBLE|LP:OPTIMAL|LP:OPTIMAL|NEXT_LEAF_TARGET_MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.21564407531579505,569.268
True,28,D7,warm_dev_v3,warm-joint,1200,1197.155999999959,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,6,6,build_freeze_v3.json,performance,joint,HGA-current-process,round31_c6_external_gini_tree_time_limit,0.21564407531579505,0.19623822063762975,0.21564407531579505,0.08999020561889698,False,False,False,0.21564407531579505,0.21564407531579505,0,6,5,False,True,1,0,3,2,2,,8.935198100000001,0.019405854678165302,reported,full_original_problem,,,1477.8521627337745,3.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:INFEASIBLE|LP:OPTIMAL|LP:OPTIMAL|NEXT_LEAF_TARGET_MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.21564407531579505,569.89
False,,D4,preflight_qcap_v4,off,120,0.20399999991059303,0,False,True,421036aea2d8bf27eb6eb7869ab90f0b34ff46baecd461353e23d49a870516b8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_qcap_v4,q,120,0.10999999986961484,0,False,True,421036aea2d8bf27eb6eb7869ab90f0b34ff46baecd461353e23d49a870516b8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D4,preflight_qcap_v4,qcap,120,0.125,0,False,True,421036aea2d8bf27eb6eb7869ab90f0b34ff46baecd461353e23d49a870516b8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C2,preflight_qcap_v4,off,120,0.1559999999590218,0,False,True,421036aea2d8bf27eb6eb7869ab90f0b34ff46baecd461353e23d49a870516b8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C2,preflight_qcap_v4,q,120,0.17200000025331974,0,False,True,421036aea2d8bf27eb6eb7869ab90f0b34ff46baecd461353e23d49a870516b8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,C2,preflight_qcap_v4,qcap,120,0.17199999978765845,0,False,True,421036aea2d8bf27eb6eb7869ab90f0b34ff46baecd461353e23d49a870516b8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D7,preflight_qcap_v4,off,120,1.25,0,False,True,421036aea2d8bf27eb6eb7869ab90f0b34ff46baecd461353e23d49a870516b8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D7,preflight_qcap_v4,q,120,1.4220000002533197,0,False,True,421036aea2d8bf27eb6eb7869ab90f0b34ff46baecd461353e23d49a870516b8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D7,preflight_qcap_v4,qcap,120,1.4219999997876585,0,False,True,421036aea2d8bf27eb6eb7869ab90f0b34ff46baecd461353e23d49a870516b8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,29,D4,qcap_strength_v4,OFF-Q-QCAP-SEP-and-two-point-controls,120,0.875,0,False,True,e22d2f977168d66c4fab0a1ac1e0efaabf954b75bcb4e5510156f3e9d4d534f0,False,,8,8,build_freeze_v4.json,LP,off,verified-empty-routes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,30,C2,qcap_strength_v4,OFF-Q-QCAP-SEP-and-two-point-controls,120,1.5320000001229346,0,False,True,e22d2f977168d66c4fab0a1ac1e0efaabf954b75bcb4e5510156f3e9d4d534f0,False,,8,8,build_freeze_v4.json,LP,off,verified-empty-routes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,31,D4,qcap_screen_v4,q,120,91.54700000025332,0,False,True,421036aea2d8bf27eb6eb7869ab90f0b34ff46baecd461353e23d49a870516b8,True,,1,1,build_freeze_v4.json,performance,q,verified-empty-routes,exact,0.506343307565206,0.5063433075652057,0.506343307565206,4.3852580177814796e-16,,,,,,,,,,,,,,,,,,2.220446049250313e-16,reported,fixed_F0_improving_domain,True,OPTIMAL,147.9973865212372,14648,0.043718,0.1189913,0.3931858561789418,4.6690274264481975,3.1844417,4640,1836,21605,,,,
True,32,D4,qcap_screen_v4,qcap,120,118.09299999987707,0,False,True,421036aea2d8bf27eb6eb7869ab90f0b34ff46baecd461353e23d49a870516b8,True,,1,1,build_freeze_v4.json,performance,qcap,verified-empty-routes,capped,0.506343307565206,0.48960010587766817,0.506343307565206,0.033066896387055796,,,,,,,,,,,,,,,,,,0.01674320168753779,reported,fixed_F0_improving_domain,False,TIME_LIMIT,198.4615932175013,20521,0.0491576,0.1432834,0.4047008097226889,7.091432921017604,4.8049134,5072,1836,22469,,,,
True,33,D3,warm_protection_v3,warm-off,600,357.14099999982864,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,5,5,build_freeze_v3.json,performance,off,HGA-current-process,optimal,0.04500155005562836,0.04500155005562828,0.04500155005562836,1.6961156415418443e-15,True,False,False,0.04500155005562836,0.04500155005562836,0,5,3,False,True,1,1,1,0,0,,0.1245861,7.632783294297951e-17,reported,full_original_problem,,,541.173795948995,36158.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.049468682614419446,2.07556
True,34,D3,warm_protection_v3,warm-joint,600,519.313000000082,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,5,5,build_freeze_v3.json,performance,joint,HGA-current-process,optimal,0.04500155005562836,0.04500155005562812,0.04500155005562836,5.242539255674792e-15,True,False,False,0.04500155005562836,0.04500155005562836,0,5,3,False,True,1,1,1,0,0,,0.21296710000000002,2.3592239273284576e-16,reported,full_original_problem,,,833.1319044891301,28208.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.049468682614419446,2.07549
True,35,D4,warm_protection_v3,warm-off,600,129.0,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,4,4,build_freeze_v3.json,performance,off,HGA-current-process,optimal,0.506343307565206,0.5063433073265636,0.506343307565206,4.713053861981636e-10,True,False,False,0.506343307565206,0.506343307565206,0,4,3,False,True,0,1,1,0,0,,0.10904370000000001,2.3864232812087494e-10,reported,full_original_problem,,,208.95192254875317,24983.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.506422789224163,2.03622
True,36,D4,warm_protection_v3,warm-joint,600,53.390000000130385,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,9,9,build_freeze_v3.json,performance,joint,HGA-current-process,optimal,0.506343307565206,0.5063433031970151,0.506343307565206,8.626935013859261e-09,True,False,False,0.506343307565206,0.506343307565206,0,9,7,False,True,1,1,3,0,2,,0.42055380000000003,4.368190809067585e-09,reported,full_original_problem,,,80.76360031753873,9879.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:INFEASIBLE|LP:INFEASIBLE|LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.506422789224163,2.0673
True,37,C3,warm_protection_v3,warm-off,600,597.0780000002123,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,4,4,build_freeze_v3.json,performance,off,HGA-current-process,round31_c6_external_gini_tree_time_limit,0.8142420757383566,0.702684834668421,0.8142420757383566,0.13700746300634883,False,False,False,0.8142420757383566,0.8142420757383566,0,4,3,False,True,0,1,1,1,0,,0.8343863,0.11155724106993559,reported,full_original_problem,,,1226.3813700057153,4019.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.8142420757383566,5.83519
True,38,C3,warm_protection_v3,warm-joint,600,597.0929999998771,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,7,7,build_freeze_v3.json,performance,joint,HGA-current-process,round31_c6_external_gini_tree_time_limit,0.8142420757383566,0.7198986904552764,0.8142420757383566,0.11586650714104815,False,False,False,0.8142420757383566,0.8142420757383566,0,7,5,False,True,1,1,2,1,1,,1.8797635,0.09434338528308017,reported,full_original_problem,,,1240.5729482201978,814.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:INFEASIBLE|LP:OPTIMAL|LP:OPTIMAL|CHILD_BOUND_TARGET_MIP:INTERRUPTED|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0.8142420757383566,5.82947
True,39,C5,warm_protection_v3,warm-off,600,199.43699999991804,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,0,0,build_freeze_v3.json,performance,off,HGA-current-process,optimal,0,0,0,0,True,False,False,0,0,0,0,0,False,True,0,0,1,1,0,,0,0,reported,full_original_problem,,,0,0,,,,,,,,,no native optimize,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0,199.388
True,40,C5,warm_protection_v3,warm-joint,600,204.46900000004098,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,0,0,build_freeze_v3.json,performance,joint,HGA-current-process,optimal,0,0,0,0,True,False,False,0,0,0,0,0,False,True,0,0,1,1,0,,0,0,reported,full_original_problem,,,0,0,,,,,,,,,no native optimize,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",0,204.417
False,,D4,joint_identity_v4,joint,120,0.125,0,False,True,421036aea2d8bf27eb6eb7869ab90f0b34ff46baecd461353e23d49a870516b8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,D7,joint_identity_v4,joint,120,1.6399999996647239,0,False,True,421036aea2d8bf27eb6eb7869ab90f0b34ff46baecd461353e23d49a870516b8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,41,C5,cold_long_v3,cold-off,600,59.45300000021234,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,4,4,build_freeze_v3.json,performance,off,verified-empty-routes,optimal,0,0,0,0,True,False,False,0,0,0,4,3,False,True,0,1,1,0,0,,3.5221481,0,reported,full_original_problem,,,121.6199706843255,14.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",1.9325586689145928,6.8e-06
True,42,C5,cold_long_v3,cold-joint,600,208.0,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,4,4,build_freeze_v3.json,performance,joint,verified-empty-routes,optimal,0,0,0,0,True,False,False,0,0,0,4,3,False,True,0,1,1,0,0,,4.5852386,0,reported,full_original_problem,,,457.7714201360722,1.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:OPTIMAL,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",1.9325586689145928,5.7e-06
True,43,D7,cold_long_v3,cold-off,1200,1197.1710000000894,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,4,4,build_freeze_v3.json,performance,off,verified-empty-routes,round31_c6_external_gini_tree_time_limit,0.2760665094310133,0.196435140633266,0.2760665094310133,0.28844994259488943,False,False,False,0.2760665094310133,0.2760665094310133,0,4,3,False,True,0,1,1,1,0,,3.5269002,0.07963136879774729,reported,full_original_problem,,,3062.9767049090206,570.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",1.5423858798368388,5.9e-06
True,44,D7,cold_long_v3,cold-joint,1200,1197.1399999996647,0,False,True,bd059f22d7b27884cb66ce3f7c20579b1ddd6796f61caded7149ab474f26a1d1,True,,4,4,build_freeze_v3.json,performance,joint,verified-empty-routes,round31_c6_external_gini_tree_time_limit,0.26547702332085715,0.19588172293058817,0.26547702332085715,0.2621518786059149,False,False,False,0.26547702332085715,0.26547702332085715,0,4,3,False,True,0,1,1,1,0,,4.5954721,0.06959530039026898,reported,full_original_problem,,,2908.5283069857674,34.0,,,,,,,,,LP:OPTIMAL|LP:OPTIMAL|LP:OPTIMAL|MIP:TIME_LIMIT,"{'threads': 1, 'seed': 0, 'presolve': -1, 'mip_gap': 0, 'mip_gap_abs': 0}",1.5423858798368388,6.1e-06
