panel_row_id,run_id,instance_id,V,M,scenario,round35_pattern,arm,completion_checksum_valid,structural_exactness_gates,open_leaf_state_preserved_on_deadline,active_proof_range_coverage_valid,startup_verification_contract_valid,proof_anchor_contract_valid,reported_arm_normalization_contract_valid,runner_normal_exit,runner_no_emergency_timeout,result_json_verified_after_process_exit,runner_required_artifacts_complete,atomic_completion_marker_valid,algorithmic_solve_state_not_resumed,runner_lifecycle_valid,valid_time_limited_noncertificate,certificate_or_graceful_deadline_endpoint_valid,anchor_safety_valid,single_thread_command_valid,gurobi_seed_zero,K_equals_four,rho_frozen_source_contract,finite_bounds,bound_inversion,strict_certificate,strict_bound_equality_within_tolerance,false_certificate,final_verified_ub_no_worse_than_launch_proof,exactness_certificate_audit_passed
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__bw_p__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,BW-P,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__bw_a__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,BW-A,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__hh__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,HH,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__ss__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,SS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__bw_p__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-P,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__bw_a__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-A,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__hh__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,HH,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__ss__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,SS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__bw_p__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-P,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__bw_a__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-A,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_06_moderate_seed5301,r36_06_moderate_seed5301__hh__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,HH,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_06_moderate_seed5301,r36_06_moderate_seed5301__ss__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,SS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_06_moderate_seed5301,r36_06_moderate_seed5301__bw_p__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,BW-P,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_06_moderate_seed5301,r36_06_moderate_seed5301__bw_a__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,BW-A,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__hh__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,HH,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__ss__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,SS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__bw_p__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,BW-P,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__bw_a__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,BW-A,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_08_tight_T_seed5102,r36_08_tight_T_seed5102__hh__1800s,tight_T_seed5102,20,3,tight_T,3_simple_ub_weaker_exact_phase_faster,HH,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_08_tight_T_seed5102,r36_08_tight_T_seed5102__ss__1800s,tight_T_seed5102,20,3,tight_T,3_simple_ub_weaker_exact_phase_faster,SS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_08_tight_T_seed5102,r36_08_tight_T_seed5102__bw_p__1800s,tight_T_seed5102,20,3,tight_T,3_simple_ub_weaker_exact_phase_faster,BW-P,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_08_tight_T_seed5102,r36_08_tight_T_seed5102__bw_a__1800s,tight_T_seed5102,20,3,tight_T,3_simple_ub_weaker_exact_phase_faster,BW-A,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_09_round31_sealed_moderate_V50_seed1112848618,r36_09_round31_sealed_moderate_V50_seed1112848618__hh__3600s,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,5_simple_certification_or_final_gap_regression,HH,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_09_round31_sealed_moderate_V50_seed1112848618,r36_09_round31_sealed_moderate_V50_seed1112848618__ss__3600s,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,5_simple_certification_or_final_gap_regression,SS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_09_round31_sealed_moderate_V50_seed1112848618,r36_09_round31_sealed_moderate_V50_seed1112848618__bw_p__3600s,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,5_simple_certification_or_final_gap_regression,BW-P,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_09_round31_sealed_moderate_V50_seed1112848618,r36_09_round31_sealed_moderate_V50_seed1112848618__bw_a__3600s,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,5_simple_certification_or_final_gap_regression,BW-A,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_10_high_imbalance_seed6202,r36_10_high_imbalance_seed6202__hh__3600s,high_imbalance_seed6202,50,3,high_imbalance,5_simple_certification_or_final_gap_regression,HH,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_10_high_imbalance_seed6202,r36_10_high_imbalance_seed6202__ss__3600s,high_imbalance_seed6202,50,3,high_imbalance,5_simple_certification_or_final_gap_regression,SS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_10_high_imbalance_seed6202,r36_10_high_imbalance_seed6202__bw_p__3600s,high_imbalance_seed6202,50,3,high_imbalance,5_simple_certification_or_final_gap_regression,BW-P,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_10_high_imbalance_seed6202,r36_10_high_imbalance_seed6202__bw_a__3600s,high_imbalance_seed6202,50,3,high_imbalance,5_simple_certification_or_final_gap_regression,BW-A,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_11_tight_T_seed6102,r36_11_tight_T_seed6102__hh__3600s,tight_T_seed6102,50,3,tight_T,5_simple_certification_or_final_gap_regression,HH,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_11_tight_T_seed6102,r36_11_tight_T_seed6102__ss__3600s,tight_T_seed6102,50,3,tight_T,5_simple_certification_or_final_gap_regression,SS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_11_tight_T_seed6102,r36_11_tight_T_seed6102__bw_p__3600s,tight_T_seed6102,50,3,tight_T,5_simple_certification_or_final_gap_regression,BW-P,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_11_tight_T_seed6102,r36_11_tight_T_seed6102__bw_a__3600s,tight_T_seed6102,50,3,tight_T,5_simple_certification_or_final_gap_regression,BW-A,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_12_round32_multi_m_moderate_V50_M4_seed721910669,r36_12_round32_multi_m_moderate_V50_M4_seed721910669__hh__3600s,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,5_simple_certification_or_final_gap_regression,HH,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_12_round32_multi_m_moderate_V50_M4_seed721910669,r36_12_round32_multi_m_moderate_V50_M4_seed721910669__ss__3600s,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,5_simple_certification_or_final_gap_regression,SS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_12_round32_multi_m_moderate_V50_M4_seed721910669,r36_12_round32_multi_m_moderate_V50_M4_seed721910669__bw_p__3600s,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,5_simple_certification_or_final_gap_regression,BW-P,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_12_round32_multi_m_moderate_V50_M4_seed721910669,r36_12_round32_multi_m_moderate_V50_M4_seed721910669__bw_a__3600s,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,5_simple_certification_or_final_gap_regression,BW-A,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.01,True,False,False,not_applicable,False,True,True
r36_13_moderate_seed4302,r36_13_moderate_seed4302__hh__1800s,moderate_seed4302,20,3,moderate,2_simple_ub_weaker_exact_phase_similar,HH,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_13_moderate_seed4302,r36_13_moderate_seed4302__ss__1800s,moderate_seed4302,20,3,moderate,2_simple_ub_weaker_exact_phase_similar,SS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_13_moderate_seed4302,r36_13_moderate_seed4302__bw_p__1800s,moderate_seed4302,20,3,moderate,2_simple_ub_weaker_exact_phase_similar,BW-P,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_13_moderate_seed4302,r36_13_moderate_seed4302__bw_a__1800s,moderate_seed4302,20,3,moderate,2_simple_ub_weaker_exact_phase_similar,BW-A,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__hh__1800s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,1_simple_ub_not_weaker_simple_faster,HH,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,1_simple_ub_not_weaker_simple_faster,SS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__bw_p__1800s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,1_simple_ub_not_weaker_simple_faster,BW-P,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__bw_a__1800s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,1_simple_ub_not_weaker_simple_faster,BW-A,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,0.01,True,False,True,True,False,True,True
