panel_row_id,run_id,instance_id,V,M,scenario,round35_pattern,arm,U_proof_launch,U_anchor_launch,normalization_source,sequence,phase_index,leaf_id,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,status,native_status,native_bound,target_reached,exact_closure,requeued,solver_runtime,work,nodes,event_source
r36_02_V12_M2,r36_02_V12_M2__hh__1800s,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,HH,0.7185040707549709,0.7185040707549709,proof,0,1,L2.0,next_leaf,0.595217,0.657203,0.657203,0.718504,target_reached_requeue,INTERRUPTED,0.657214,1,0,1,2.892,4.33321,1,c6_next_strict_frontier_bound_reached_requeue
r36_02_V12_M2,r36_02_V12_M2__hh__1800s,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,HH,0.7185040707549709,0.7185040707549709,proof,1,1,L2.1,next_leaf,0.657203,0.657214,0.657214,0.718504,target_reached_requeue,INTERRUPTED,0.660352,1,0,1,0.486,1.04303,1,c6_next_strict_frontier_bound_reached_requeue
r36_02_V12_M2,r36_02_V12_M2__hh__1800s,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,HH,0.7185040707549709,0.7185040707549709,proof,2,1,L2.0.1,next_leaf,0.657214,0.660352,0.660352,0.718504,target_reached_requeue,INTERRUPTED,0.660548,1,0,1,2.042,3.34636,1,c6_next_strict_frontier_bound_reached_requeue
r36_02_V12_M2,r36_02_V12_M2__ss__1800s,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,SS,0.7893423968012562,0.7893423968012562,proof,0,1,L2.0,next_leaf,0.617112,0.697135,0.697135,0.725443,target_reached_requeue,INTERRUPTED,0.697139,1,0,1,29.958,68.6476,902,c6_next_strict_frontier_bound_reached_requeue
r36_02_V12_M2,r36_02_V12_M2__ss__1800s,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,SS,0.7893423968012562,0.7893423968012562,proof,1,1,L2.1,next_leaf,0.697135,0.697139,0.697139,0.725443,target_reached_requeue,INTERRUPTED,0.698388,1,0,1,0.481,1.01933,1,c6_next_strict_frontier_bound_reached_requeue
r36_02_V12_M2,r36_02_V12_M2__bw_p__1800s,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,BW-P,0.7185040707549709,0.7893423968012562,proof,0,1,L2.0,next_leaf,0.617112,0.697135,0.697135,0.718504,target_reached_requeue,INTERRUPTED,0.697743,1,0,1,90.529,168.922,1097,c6_next_strict_frontier_bound_reached_requeue
r36_02_V12_M2,r36_02_V12_M2__bw_p__1800s,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,BW-P,0.7185040707549709,0.7893423968012562,proof,1,1,L2.1,next_leaf,0.697135,0.697743,0.697743,0.718504,target_reached_requeue,INTERRUPTED,0.698388,1,0,1,0.465,1.00385,1,c6_next_strict_frontier_bound_reached_requeue
r36_02_V12_M2,r36_02_V12_M2__bw_a__1800s,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,BW-A,0.7185040707549709,0.7893423968012562,anchor,0,1,L2.0,next_leaf,0.617112,0.697135,0.697135,0.718504,target_reached_requeue,INTERRUPTED,0.697743,1,0,1,90.416,168.922,1097,c6_next_strict_frontier_bound_reached_requeue
r36_02_V12_M2,r36_02_V12_M2__bw_a__1800s,V12_M2,12,2,v12,3_simple_ub_weaker_exact_phase_faster,BW-A,0.7185040707549709,0.7893423968012562,anchor,1,1,L2.1,next_leaf,0.697135,0.697743,0.697743,0.718504,target_reached_requeue,INTERRUPTED,0.698388,1,0,1,0.482,1.00385,1,c6_next_strict_frontier_bound_reached_requeue
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__hh__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,HH,1.7493134520506337,1.7493134520506337,proof,0,1,L2,next_leaf,1.58233,1.63629,1.63629,1.74931,target_reached_requeue,INTERRUPTED,1.6576,1,0,1,1.377,2.82355,1,c6_next_strict_frontier_bound_reached_requeue
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__hh__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,HH,1.7493134520506337,1.7493134520506337,proof,1,1,L1,next_leaf,1.63629,1.6576,1.6576,1.74931,exact_closure,INFEASIBLE,1e+100,0,1,0,0.592,1.27926,1,c6_next_strict_frontier_bound_reached_requeue
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__ss__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,SS,1.7576833851330294,1.7576833851330294,proof,0,1,L2,next_leaf,1.58233,1.63629,1.63629,1.75768,target_reached_requeue,INTERRUPTED,1.65934,1,0,1,1.367,2.80882,1,c6_next_strict_frontier_bound_reached_requeue
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__ss__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,SS,1.7576833851330294,1.7576833851330294,proof,1,1,L1,next_leaf,1.63629,1.65934,1.65934,1.75768,exact_closure,INFEASIBLE,1e+100,0,1,0,0.878,1.92526,1,c6_next_strict_frontier_bound_reached_requeue
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__bw_p__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,BW-P,1.7493134520506337,1.7576833851330294,proof,0,1,L2,next_leaf,1.58233,1.63629,1.63629,1.74931,target_reached_requeue,INTERRUPTED,1.6576,1,0,1,1.375,2.82355,1,c6_next_strict_frontier_bound_reached_requeue
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__bw_p__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,BW-P,1.7493134520506337,1.7576833851330294,proof,1,1,L1,next_leaf,1.63629,1.6576,1.6576,1.74931,exact_closure,INFEASIBLE,1e+100,0,1,0,0.588,1.27926,1,c6_next_strict_frontier_bound_reached_requeue
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__bw_a__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,BW-A,1.7493134520506337,1.7576833851330294,anchor,0,1,L2,next_leaf,1.58233,1.63629,1.63629,1.74931,target_reached_requeue,INTERRUPTED,1.6576,1,0,1,1.37,2.82355,1,c6_next_strict_frontier_bound_reached_requeue
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__bw_a__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,BW-A,1.7493134520506337,1.7576833851330294,anchor,1,1,L1,next_leaf,1.63629,1.6576,1.6576,1.74931,exact_closure,INFEASIBLE,1e+100,0,1,0,0.594,1.27926,1,c6_next_strict_frontier_bound_reached_requeue
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__hh__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,HH,0.35363892908469974,0.35363892908469974,proof,0,1,L1,next_leaf,0.156614,0.176819,0.176819,0.353639,target_reached_requeue,INTERRUPTED,0.184936,1,0,1,0.384,0.785596,1,c6_next_strict_frontier_bound_reached_requeue
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__hh__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,HH,0.35363892908469974,0.35363892908469974,proof,1,1,L2,next_leaf,0.23593,0.265229,0.265229,0.353639,target_reached_requeue,INTERRUPTED,0.267793,1,0,1,0.579,0.981731,1,c6_next_strict_frontier_bound_reached_requeue
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__ss__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,SS,0.42185791230189496,0.42185791230189496,proof,0,1,L1,next_leaf,0.168484,0.210929,0.210929,0.421858,target_reached_requeue,INTERRUPTED,0.242907,1,0,1,0.838,1.27215,1,c6_next_strict_frontier_bound_reached_requeue
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__ss__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,SS,0.42185791230189496,0.42185791230189496,proof,1,1,L2,next_leaf,0.27004,0.316393,0.316393,0.421858,target_reached_requeue,INTERRUPTED,0.316424,1,0,1,3.476,4.74976,1,c6_next_strict_frontier_bound_reached_requeue
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__bw_p__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-P,0.35363892908469974,0.42185791230189496,proof,0,1,L1,next_leaf,0.168484,0.210929,0.210929,0.353639,target_reached_requeue,INTERRUPTED,0.241483,1,0,1,0.823,1.20633,1,c6_next_strict_frontier_bound_reached_requeue
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__bw_p__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-P,0.35363892908469974,0.42185791230189496,proof,1,1,L2,next_leaf,0.27004,0.316393,0.316393,0.353639,target_reached_requeue,INTERRUPTED,0.317217,1,0,1,5.021,7.53653,6,c6_next_strict_frontier_bound_reached_requeue
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__bw_a__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-A,0.35363892908469974,0.42185791230189496,anchor,0,1,L1,next_leaf,0.168484,0.210929,0.210929,0.353639,target_reached_requeue,INTERRUPTED,0.241483,1,0,1,0.826,1.20633,1,c6_next_strict_frontier_bound_reached_requeue
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__bw_a__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-A,0.35363892908469974,0.42185791230189496,anchor,1,1,L2,next_leaf,0.27004,0.316393,0.316393,0.353639,target_reached_requeue,INTERRUPTED,0.317217,1,0,1,5.014,7.53653,6,c6_next_strict_frontier_bound_reached_requeue
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__hh__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,HH,0.2849628509699851,0.2849628509699851,proof,0,1,L1,next_leaf,0.131966,0.142481,0.142481,0.284963,target_reached_requeue,INTERRUPTED,0.158228,1,0,1,0.587,1.22002,1,c6_next_strict_frontier_bound_reached_requeue
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__hh__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,HH,0.2849628509699851,0.2849628509699851,proof,1,1,L2,next_leaf,0.197004,0.213722,0.213722,0.284963,target_reached_requeue,INTERRUPTED,0.219868,1,0,1,1.001,1.9272,1,c6_next_strict_frontier_bound_reached_requeue
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__ss__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,SS,0.47493373175620823,0.47493373175620823,proof,0,1,L0,next_leaf,0.0866012,0.118733,0.118733,0.474934,exact_closure,INFEASIBLE,1e+100,0,1,0,1.574,2.63634,1,c6_next_strict_frontier_bound_reached_requeue
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__ss__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,SS,0.47493373175620823,0.47493373175620823,proof,1,1,L1,next_leaf,0.173256,0.237467,0.237467,0.297772,target_reached_requeue,INTERRUPTED,0.237755,1,0,1,83.996,143.619,697,c6_next_strict_frontier_bound_reached_requeue
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__bw_p__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-P,0.2849628509699851,0.47493373175620823,proof,0,1,L0,next_leaf,0.0866012,0.118733,0.118733,0.284963,target_reached_requeue,INTERRUPTED,0.140191,1,0,1,0.646,1.41921,1,c6_next_strict_frontier_bound_reached_requeue
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__bw_p__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-P,0.2849628509699851,0.47493373175620823,proof,1,1,L0.1,next_leaf,0.140191,0.173256,0.173256,0.284963,exact_closure,INFEASIBLE,1e+100,0,1,0,1.593,2.81292,1,c6_next_strict_frontier_bound_reached_requeue
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__bw_p__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-P,0.2849628509699851,0.47493373175620823,proof,2,1,L1,next_leaf,0.173256,0.237467,0.237467,0.284963,target_reached_requeue,INTERRUPTED,0.237633,1,0,1,142.057,261.926,906,c6_next_strict_frontier_bound_reached_requeue
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__bw_a__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-A,0.2849628509699851,0.47493373175620823,anchor,0,1,L0,next_leaf,0.0866012,0.118733,0.118733,0.284963,target_reached_requeue,INTERRUPTED,0.140191,1,0,1,0.64,1.41921,1,c6_next_strict_frontier_bound_reached_requeue
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__bw_a__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-A,0.2849628509699851,0.47493373175620823,anchor,1,1,L0.1,next_leaf,0.140191,0.173256,0.173256,0.284963,exact_closure,INFEASIBLE,1e+100,0,1,0,1.604,2.81292,1,c6_next_strict_frontier_bound_reached_requeue
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__bw_a__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-A,0.2849628509699851,0.47493373175620823,anchor,2,1,L1,next_leaf,0.173256,0.237467,0.237467,0.284963,target_reached_requeue,INTERRUPTED,0.237633,1,0,1,142.198,261.926,906,c6_next_strict_frontier_bound_reached_requeue
r36_06_moderate_seed5301,r36_06_moderate_seed5301__hh__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,HH,0.16885733659692667,0.16885733659692667,proof,0,1,L0,next_leaf,0.0571446,0.0835141,0.0835141,0.168857,target_reached_requeue,INTERRUPTED,0.0860139,1,0,1,2.015,4.15624,1,c6_next_strict_frontier_bound_reached_requeue
r36_06_moderate_seed5301,r36_06_moderate_seed5301__hh__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,HH,0.16885733659692667,0.16885733659692667,proof,1,1,L1,next_leaf,0.0835141,0.0844287,0.0844287,0.168857,target_reached_requeue,INTERRUPTED,0.0849528,1,0,1,0.451,0.975536,1,c6_next_strict_frontier_bound_reached_requeue
r36_06_moderate_seed5301,r36_06_moderate_seed5301__ss__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,SS,0.24325805444040238,0.24325805444040238,proof,0,1,L0,next_leaf,0.0541535,0.0608145,0.0608145,0.243258,target_reached_requeue,INTERRUPTED,0.0638791,1,0,1,0.631,1.50293,1,c6_next_strict_frontier_bound_reached_requeue
r36_06_moderate_seed5301,r36_06_moderate_seed5301__ss__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,SS,0.24325805444040238,0.24325805444040238,proof,1,1,L1,next_leaf,0.0984147,0.121629,0.121629,0.168857,target_reached_requeue,INTERRUPTED,0.121907,1,0,1,675.294,1380.39,2354,c6_next_strict_frontier_bound_reached_requeue
r36_06_moderate_seed5301,r36_06_moderate_seed5301__bw_p__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,BW-P,0.16885733659692667,0.24325805444040238,proof,0,1,L0,next_leaf,0.0541535,0.0608145,0.0608145,0.168857,target_reached_requeue,INTERRUPTED,0.0638791,1,0,1,0.618,1.53987,1,c6_next_strict_frontier_bound_reached_requeue
r36_06_moderate_seed5301,r36_06_moderate_seed5301__bw_p__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,BW-P,0.16885733659692667,0.24325805444040238,proof,1,1,L1,next_leaf,0.0984127,0.121629,0.121629,0.168857,target_reached_requeue,INTERRUPTED,0.12203,1,0,1,688.168,1409.12,3356,c6_next_strict_frontier_bound_reached_requeue
r36_06_moderate_seed5301,r36_06_moderate_seed5301__bw_a__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,BW-A,0.16885733659692667,0.24325805444040238,anchor,0,1,L0,next_leaf,0.0541535,0.0608145,0.0608145,0.168857,target_reached_requeue,INTERRUPTED,0.0638791,1,0,1,0.631,1.53987,1,c6_next_strict_frontier_bound_reached_requeue
r36_06_moderate_seed5301,r36_06_moderate_seed5301__bw_a__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,BW-A,0.16885733659692667,0.24325805444040238,anchor,1,1,L1,next_leaf,0.0984127,0.121629,0.121629,0.168857,target_reached_requeue,INTERRUPTED,0.12203,1,0,1,688.361,1409.12,3356,c6_next_strict_frontier_bound_reached_requeue
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__hh__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,HH,2.3524097575828193,2.3524097575828193,proof,0,1,L2,next_leaf,1.98143,2.19766,2.19766,2.35241,target_reached_requeue,INTERRUPTED,2.21339,1,0,1,1.852,3.33559,1,c6_next_strict_frontier_bound_reached_requeue
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__hh__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,HH,2.3524097575828193,2.3524097575828193,proof,1,1,L3,next_leaf,2.19766,2.21339,2.21339,2.35241,target_reached_requeue,INTERRUPTED,2.30704,1,0,1,0.476,0.96231,1,c6_next_strict_frontier_bound_reached_requeue
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__hh__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,HH,2.3524097575828193,2.3524097575828193,proof,2,1,L1,next_leaf,2.25897,2.30704,2.30704,2.35241,target_reached_requeue,INTERRUPTED,2.31775,1,0,1,0.448,0.999377,1,c6_next_strict_frontier_bound_reached_requeue
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__ss__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,SS,2.3643426812899904,2.3643426812899904,proof,0,1,L2,next_leaf,1.98143,2.19766,2.19766,2.36434,target_reached_requeue,INTERRUPTED,2.19883,1,0,1,1.395,2.573,1,c6_next_strict_frontier_bound_reached_requeue
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__ss__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,SS,2.3643426812899904,2.3643426812899904,proof,1,1,L3,next_leaf,2.19766,2.19883,2.19883,2.36434,target_reached_requeue,INTERRUPTED,2.20341,1,0,1,0.335,0.678242,1,c6_next_strict_frontier_bound_reached_requeue
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__ss__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,SS,2.3643426812899904,2.3643426812899904,proof,2,1,L1.1.1.1.1.1.1,next_leaf,2.31251,2.33927,2.33927,2.35241,exact_closure,INFEASIBLE,1e+100,0,1,0,0.525,1.12089,1,c6_next_strict_frontier_bound_reached_requeue
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__ss__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,SS,2.3643426812899904,2.3643426812899904,proof,3,1,L1.1.1.1.1.1.0.1.1,next_leaf,2.3399,2.3467,2.3467,2.35241,target_reached_requeue,INTERRUPTED,2.35855,1,0,1,0.395,0.885589,1,c6_next_strict_frontier_bound_reached_requeue
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__bw_p__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,BW-P,2.3524097575828193,2.3643426812899904,proof,0,1,L2,next_leaf,1.98143,2.19766,2.19766,2.35241,target_reached_requeue,INTERRUPTED,2.21339,1,0,1,1.843,3.33559,1,c6_next_strict_frontier_bound_reached_requeue
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__bw_p__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,BW-P,2.3524097575828193,2.3643426812899904,proof,1,1,L3,next_leaf,2.19766,2.21339,2.21339,2.35241,target_reached_requeue,INTERRUPTED,2.30704,1,0,1,0.468,0.96231,1,c6_next_strict_frontier_bound_reached_requeue
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__bw_p__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,BW-P,2.3524097575828193,2.3643426812899904,proof,2,1,L1,next_leaf,2.25897,2.30704,2.30704,2.35241,target_reached_requeue,INTERRUPTED,2.31775,1,0,1,0.445,0.999377,1,c6_next_strict_frontier_bound_reached_requeue
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__bw_a__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,BW-A,2.3524097575828193,2.3643426812899904,anchor,0,1,L2,next_leaf,1.98143,2.19766,2.19766,2.35241,target_reached_requeue,INTERRUPTED,2.21339,1,0,1,1.84,3.33559,1,c6_next_strict_frontier_bound_reached_requeue
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__bw_a__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,BW-A,2.3524097575828193,2.3643426812899904,anchor,1,1,L3,next_leaf,2.19766,2.21339,2.21339,2.35241,target_reached_requeue,INTERRUPTED,2.30704,1,0,1,0.468,0.96231,1,c6_next_strict_frontier_bound_reached_requeue
