round_id,stage,serial_order,validation_stage,run_id,instance_id,V,M,scenario,candidate,status,strict_certificate,verified_upper_bound,valid_lower_bound,final_gap,process_seconds,runner_wall_seconds,proof_incumbent_launch,decomposition_anchor_launch,anchor_safety_valid,arm_contract_matches,root_coverage_valid,parent_child_coverage_valid,result_sha256,matrix_instance_sha256_matches
36,C,25,qualification_1800,r36c_25_round32_multi_m_high_imbalance_V20_M4_seed2081968251__bw_p__1800s,round32_multi_m_high_imbalance_V20_M4_seed2081968251,20,4,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,1.9079421509022063,1.702005602222497,0.1079364741652824,1785.0426901,1785.0779999997467,1.9105128200497403,1.9627887165897784,True,True,True,True,edd8bcf63fcc116b10c39449faba54e7edc154ba02d2a8b7b204db358bdf70ed,True
36,C,26,qualification_1800,r36c_26_round32_multi_m_moderate_V20_M2_seed479269984__bw_p__1800s,round32_multi_m_moderate_V20_M2_seed479269984,20,2,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,0.5393140900933879,0.539314090093385,5.352316798408818e-15,163.0009866,163.046999999322,0.5573119255965047,0.6217535390592063,True,True,True,True,b2dd391a7fc0a27233214b5869a5a843f480c403beb68e285fc86b732fc1bf8a,True
36,C,27,qualification_1800,r36c_27_round32_multi_m_moderate_V20_M4_seed822125155__bw_p__1800s,round32_multi_m_moderate_V20_M4_seed822125155,20,4,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.1256317204608936,0.05070306996792207,0.5964150631551304,1785.0401618,1785.0779999997467,0.1256317204608936,0.23154005200496314,True,True,True,True,36a90eead99c8ed78a8ccaf6b3e38f2d51c29d1deb582400b7ba551e9144a38d,True
36,C,28,qualification_1800,r36c_28_round32_multi_m_tight_T_V20_M2_seed89001413__bw_p__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,0.33993609699240646,0.33993609699239996,1.9105957712405717e-14,345.7074739,345.75,0.35363892908469974,0.42185791230189496,True,True,True,True,62b2533898445b25c28490d27189b9e31491c7e5bc862f9f7f912d3d5b7622b0,True
36,C,29,qualification_1800,r36c_29_round32_multi_m_tight_T_V20_M4_seed2095231402__bw_p__1800s,round32_multi_m_tight_T_V20_M4_seed2095231402,20,4,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.9547387631169927,0.9109442140053619,0.045870714381232566,1785.0446521,1785.078000000678,0.9547387631169927,0.9992141480748833,True,True,True,True,8910a7ae3e31a143b28b383234d6075449f027e05dcfe868796288dead1c1c20,True
36,C,30,qualification_1800,r36c_30_round32_multi_m_high_imbalance_V50_M2_seed910922492__bw_p__1800s,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,4.8899440450913,4.889944045091299,1.8163365705415592e-16,378.3972428,378.43800000008196,4.8975868030757725,5.0519601822823,True,True,True,True,32e4a528e1ee2ccc0199aef4f70a36b2b85a98ffad24cdad17378b80ec3b5eeb,True
36,C,31,qualification_1800,r36c_31_round32_multi_m_high_imbalance_V50_M4_seed163456187__bw_p__1800s,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,7.2560131433843695,7.0156892607101,0.033120651510035334,1785.1331945,1785.188000000082,7.2866083182414725,7.383573549912558,True,True,True,True,c7a183aa1ac81a75283834e6ae12e16f629cf074d3f9ca15ac27692592bb072b,True
36,C,32,qualification_1800,r36c_32_round32_multi_m_moderate_V50_M2_seed254020866__bw_p__1800s,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.8488889504927619,0.7723874379248812,0.090119576327944,1785.1169364,1785.1560000004247,0.9269409695906828,0.961759740400111,True,True,True,True,abfe59d83f74cbc5d2ab235b99e1d220ba9514eac10528b3ea89e762d2c52117,True
36,C,33,qualification_1800,r36c_33_round32_multi_m_moderate_V50_M4_seed721910669__bw_p__1800s,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.40669239072992647,0.3181313583867897,0.2177592557957343,1785.1143172,1785.1560000004247,0.40669239072992647,0.6327934627353216,True,True,True,True,3b3ee5230538866bbef4951bfb6499e11e3f81fbea97ab21dbc40c40612402ac,True
36,C,34,qualification_1800,r36c_34_round32_multi_m_tight_T_V50_M2_seed104207248__bw_p__1800s,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,4.578118917160246,4.578118917160243,7.760204011922451e-16,99.2816579,99.3289999999106,4.578833560654546,4.578833560654546,True,True,True,True,6b11c49a9ef9f3c5d618bf13ff2f57999ed83edb7a39a647a4e786976672ad9a,True
36,C,35,qualification_1800,r36c_35_round32_multi_m_tight_T_V50_M4_seed1562257203__bw_p__1800s,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,5.485350829690545,5.425670767591327,0.010879898834581056,1785.1166006,1785.1409999998286,5.485350829690545,6.183808117000585,True,True,True,True,6155668d37f2e313ce8927c4f12a94aeba0af18add27e06d1e749c1872012556,True
36,C,36,independent_v50_3600,r36c_36_high_imbalance_seed6202__bw_p__3600s,high_imbalance_seed6202,50,3,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,9.729609677413569,8.191699928419316,0.15806489674137436,3585.1218232,3585.1560000004247,9.820664665302525,10.82672037080388,True,True,True,True,a31caa8b4bb50e5d175c21c082f9ac00edd2db541101dcb7561483f8b91547b2,True
36,C,37,independent_v50_3600,r36c_37_moderate_seed6301__bw_p__3600s,moderate_seed6301,50,3,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.6075292832179728,0.5379124728441186,0.11459004906744015,3585.1313343,3585.1710000000894,0.6075292832179728,1.3124247509563882,True,True,True,True,eeb35fe9dd4debf32862e52ee5ca1a792e6f49c0075fc01224372d18415fc65e,True
36,C,38,independent_v50_3600,r36c_38_tight_T_seed6102__bw_p__3600s,tight_T_seed6102,50,3,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.6855974831044359,0.6116901179296208,0.10779993654608695,3585.1668378,3585.203000000678,0.6855974831044359,0.8431367355053666,True,True,True,True,b842f0757bd97d7b5c5139e6c9345827074bb56d3ef8ad2e033faa061f93e2c9,True
36,C,39,independent_v50_3600,r36c_39_round31_sealed_high_imbalance_V50_seed802548647__bw_p__3600s,round31_sealed_high_imbalance_V50_seed802548647,50,3,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,8.771979091147195,8.771979091147196,0.0,1138.1073717,1138.1399999996647,8.773853723068965,8.833146456637262,True,True,True,True,47625ad3dc0a54fa8d4b80c2dfec3a7213bb54e4cd8c97fbc823e658f4456786,True
36,C,40,independent_v50_3600,r36c_40_round31_sealed_moderate_V50_seed1112848618__bw_p__3600s,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.6241572045194745,0.5120573643096316,0.17960193265116003,3585.1547725,3585.186999999918,0.6874838397370203,0.7588125173791058,True,True,True,True,0c82191cea60c12ca8a6cea288ba3717f948a51c77acb438d25dc096a2299e52,True
36,C,41,independent_v50_3600,r36c_41_round31_sealed_tight_T_V50_seed1973327304__bw_p__3600s,round31_sealed_tight_T_V50_seed1973327304,50,3,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.8336099350314662,0.6507886407076122,0.2193127584509331,3585.1963413,3585.2190000005066,0.895923434379984,1.174452788893665,True,True,True,True,4729cfea3af3d7fb322abda2846d0e21de2efc224d2b8868073fe1e44a3f1869,True
36,C,42,independent_v50_3600,r36c_42_round32_multi_m_high_imbalance_V50_M2_seed910922492__bw_p__3600s,round32_multi_m_high_imbalance_V50_M2_seed910922492,50,2,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,4.8899440450913,4.889944045091299,1.8163365705415592e-16,379.7161905,379.8430000003427,4.8975868030757725,5.0519601822823,True,True,True,True,a1dd209005784793bb5839f305c48a689c26ba544cf8108431684e7ee1efc5d3,True
36,C,43,independent_v50_3600,r36c_43_round32_multi_m_high_imbalance_V50_M4_seed163456187__bw_p__3600s,round32_multi_m_high_imbalance_V50_M4_seed163456187,50,4,high_imbalance,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,7.255830940545673,7.0156892607101,0.03309637198045209,3585.1710118,3585.2029999997467,7.2866083182414725,7.383573549912558,True,True,True,True,7409f18553e5f2fab6a74ed9014b4bf230aa876d436ddc73534a45dc1b03f525,True
36,C,44,independent_v50_3600,r36c_44_round32_multi_m_moderate_V50_M2_seed254020866__bw_p__3600s,round32_multi_m_moderate_V50_M2_seed254020866,50,2,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.8488889504927619,0.7723874379248812,0.090119576327944,3585.1250615,3585.171999999322,0.9269409695906828,0.961759740400111,True,True,True,True,165659d8d8738e562a889b18097ded62fc34f9c890f385d1170b20fad21f25e6,True
36,C,45,independent_v50_3600,r36c_45_round32_multi_m_moderate_V50_M4_seed721910669__bw_p__3600s,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,0.40669239072992647,0.3181313583867897,0.2177592557957343,3585.1323845,3585.1720000002533,0.40669239072992647,0.6327934627353216,True,True,True,True,7ca7fa658b3983e36cc411b73b3a74d250635cda09c3d8c5ea76402711de8dcc,True
36,C,46,independent_v50_3600,r36c_46_round32_multi_m_tight_T_V50_M2_seed104207248__bw_p__3600s,round32_multi_m_tight_T_V50_M2_seed104207248,50,2,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,optimal,True,4.578118917160246,4.578118917160243,7.760204011922451e-16,103.5271166,103.56199999991804,4.578833560654546,4.578833560654546,True,True,True,True,f1690e800d47a3f353b52bb3085ce09715e659350b679b3bc5bcda4aad8a0c4c,True
36,C,47,independent_v50_3600,r36c_47_round32_multi_m_tight_T_V50_M4_seed1562257203__bw_p__3600s,round32_multi_m_tight_T_V50_M4_seed1562257203,50,4,tight_T,C6-BEST-PROOF-WIDE-ANCHOR-PROOF-NORM,round31_c6_external_gini_tree_time_limit,False,5.485350829690545,5.455339841710776,0.005471115505926909,3585.1258936,3585.171999999322,5.485350829690545,6.183808117000585,True,True,True,True,a0ea2a89befedf6baf7f625cafd8489df365b04e02c3634e983c33d392fbd3f5,True
