panel_row_id,run_id,instance_id,V,M,scenario,round35_pattern,arm,U_proof_launch,U_anchor_launch,normalization_source,terminal_order,optimize_ledger_sequence,leaf_id,native_status,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,in_memory_model_reused
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__bw_p__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,BW-P,1.7493134520506337,1.7576833851330294,proof,0,8,L2,OPTIMAL,213.462,401.455,3603,725025,0,1
r36_03_high_imbalance_seed3202,r36_03_high_imbalance_seed3202__bw_a__1800s,high_imbalance_seed3202,20,3,high_imbalance,4_simple_ub_weaker_exact_phase_slower,BW-A,1.7493134520506337,1.7576833851330294,anchor,0,8,L2,OPTIMAL,213.114,401.455,3603,725025,0,1
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__hh__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,HH,0.35363892908469974,0.35363892908469974,proof,0,6,L1,INFEASIBLE,2.26,2.88753,1,9453,0,1
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__hh__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,HH,0.35363892908469974,0.35363892908469974,proof,1,11,L2,OPTIMAL,126.374,216.082,8857,847452,0,1
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__hh__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,HH,0.35363892908469974,0.35363892908469974,proof,2,16,L3.0,INFEASIBLE,0.594,1.06107,1,2784,0,1
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__ss__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,SS,0.42185791230189496,0.42185791230189496,proof,0,6,L1,INFEASIBLE,295.255,507.719,9738,1.64977e+06,0,1
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__ss__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,SS,0.42185791230189496,0.42185791230189496,proof,1,11,L2,OPTIMAL,32.029,52.451,1617,206799,0,1
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__bw_p__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-P,0.35363892908469974,0.42185791230189496,proof,0,6,L1,INFEASIBLE,255.812,444.61,9284,1.40784e+06,0,1
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__bw_p__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-P,0.35363892908469974,0.42185791230189496,proof,1,11,L2,OPTIMAL,70.438,125.801,5661,644292,0,1
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__bw_a__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-A,0.35363892908469974,0.42185791230189496,anchor,0,6,L1,INFEASIBLE,256.046,444.61,9284,1.40784e+06,0,1
r36_04_round32_multi_m_tight_T_V20_M2_seed89001413,r36_04_round32_multi_m_tight_T_V20_M2_seed89001413__bw_a__1800s,round32_multi_m_tight_T_V20_M2_seed89001413,20,2,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-A,0.35363892908469974,0.42185791230189496,anchor,1,11,L2,OPTIMAL,70.555,125.801,5661,644292,0,1
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__hh__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,HH,0.2849628509699851,0.2849628509699851,proof,0,6,L1,INFEASIBLE,19.056,30.7852,41,66024,0,1
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__hh__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,HH,0.2849628509699851,0.2849628509699851,proof,1,11,L2,OPTIMAL,335.489,668.552,7272,1.93606e+06,0,1
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__hh__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,HH,0.2849628509699851,0.2849628509699851,proof,2,18,L3.0.0,INFEASIBLE,1.537,3.10273,1,10795,0,1
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__ss__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,SS,0.47493373175620823,0.47493373175620823,proof,0,7,L1,OPTIMAL,328.754,675.382,8748,2.21344e+06,0,1
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__bw_p__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-P,0.2849628509699851,0.47493373175620823,proof,0,10,L1,OPTIMAL,562.595,1159.46,14568,4.44878e+06,0,1
r36_05_tight_T_seed5103,r36_05_tight_T_seed5103__bw_a__1800s,tight_T_seed5103,20,3,tight_T,4_simple_ub_weaker_exact_phase_slower,BW-A,0.2849628509699851,0.47493373175620823,anchor,0,10,L1,OPTIMAL,561.551,1159.46,14568,4.44878e+06,0,1
r36_06_moderate_seed5301,r36_06_moderate_seed5301__hh__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,HH,0.16885733659692667,0.16885733659692667,proof,0,7,L1,TIME_LIMIT,1759.08,3682.35,9014,5.91262e+06,0,1
r36_06_moderate_seed5301,r36_06_moderate_seed5301__ss__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,SS,0.24325805444040238,0.24325805444040238,proof,0,5,L0,INFEASIBLE,301.431,565.641,1021,734935,0,1
r36_06_moderate_seed5301,r36_06_moderate_seed5301__ss__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,SS,0.24325805444040238,0.24325805444040238,proof,1,10,L1,TIME_LIMIT,804.31,1910.85,8168,7.57737e+06,0,1
r36_06_moderate_seed5301,r36_06_moderate_seed5301__bw_p__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,BW-P,0.16885733659692667,0.24325805444040238,proof,0,5,L0,INFEASIBLE,208.663,428.099,857,557484,0,1
r36_06_moderate_seed5301,r36_06_moderate_seed5301__bw_p__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,BW-P,0.16885733659692667,0.24325805444040238,proof,1,10,L1,TIME_LIMIT,862.879,1787.59,12252,5.34528e+06,0,1
r36_06_moderate_seed5301,r36_06_moderate_seed5301__bw_a__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,BW-A,0.16885733659692667,0.24325805444040238,anchor,0,5,L0,INFEASIBLE,208.282,428.099,857,557484,0,1
r36_06_moderate_seed5301,r36_06_moderate_seed5301__bw_a__1800s,moderate_seed5301,20,3,moderate,3_simple_ub_weaker_exact_phase_faster,BW-A,0.16885733659692667,0.24325805444040238,anchor,1,10,L1,TIME_LIMIT,863.111,1786.28,12237,5.34218e+06,0,1
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__hh__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,HH,2.3524097575828193,2.3524097575828193,proof,0,8,L2,OPTIMAL,133.486,228.453,2780,370839,0,1
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__hh__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,HH,2.3524097575828193,2.3524097575828193,proof,1,12,L3,INFEASIBLE,0.467,0.937317,1,6688,0,1
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__hh__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,HH,2.3524097575828193,2.3524097575828193,proof,2,25,L1.1.1.1.1.1,INFEASIBLE,0.498,1.07144,1,3886,0,1
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__ss__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,SS,2.3643426812899904,2.3643426812899904,proof,0,8,L2,OPTIMAL,88.577,160.09,1813,317425,0,1
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__ss__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,SS,2.3643426812899904,2.3643426812899904,proof,1,11,L3,INFEASIBLE,0.472,0.883886,1,6145,0,1
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__ss__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,SS,2.3643426812899904,2.3643426812899904,proof,2,30,L1.1.1.1.1.1.0.1.0,INFEASIBLE,0.603,1.38409,1,7424,0,1
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__bw_p__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,BW-P,2.3524097575828193,2.3643426812899904,proof,0,8,L2,OPTIMAL,133.076,228.453,2780,370839,0,1
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__bw_p__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,BW-P,2.3524097575828193,2.3643426812899904,proof,1,12,L3,INFEASIBLE,0.467,0.937317,1,6688,0,1
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__bw_p__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,BW-P,2.3524097575828193,2.3643426812899904,proof,2,25,L1.1.1.1.1.1,INFEASIBLE,0.501,1.07144,1,3886,0,1
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__bw_a__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,BW-A,2.3524097575828193,2.3643426812899904,anchor,0,8,L2,OPTIMAL,132.986,228.453,2780,370839,0,1
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__bw_a__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,BW-A,2.3524097575828193,2.3643426812899904,anchor,1,12,L3,INFEASIBLE,0.467,0.937317,1,6688,0,1
r36_07_high_imbalance_seed5203,r36_07_high_imbalance_seed5203__bw_a__1800s,high_imbalance_seed5203,20,3,high_imbalance,3_simple_ub_weaker_exact_phase_faster,BW-A,2.3524097575828193,2.3643426812899904,anchor,2,25,L1.1.1.1.1.1,INFEASIBLE,0.495,1.07144,1,3886,0,1
r36_08_tight_T_seed5102,r36_08_tight_T_seed5102__hh__1800s,tight_T_seed5102,20,3,tight_T,3_simple_ub_weaker_exact_phase_faster,HH,0.3623546627845846,0.3623546627845846,proof,0,7,L1,OPTIMAL,1576.7,3208.54,13420,6.25773e+06,0,1
r36_08_tight_T_seed5102,r36_08_tight_T_seed5102__hh__1800s,tight_T_seed5102,20,3,tight_T,3_simple_ub_weaker_exact_phase_faster,HH,0.3623546627845846,0.3623546627845846,proof,1,10,L2,TIME_LIMIT,185.738,321.481,2143,662227,0,1
r36_08_tight_T_seed5102,r36_08_tight_T_seed5102__ss__1800s,tight_T_seed5102,20,3,tight_T,3_simple_ub_weaker_exact_phase_faster,SS,0.440522065322945,0.440522065322945,proof,0,10,L1,OPTIMAL,1555.84,3275.16,21605,8.90728e+06,0,1
r36_08_tight_T_seed5102,r36_08_tight_T_seed5102__ss__1800s,tight_T_seed5102,20,3,tight_T,3_simple_ub_weaker_exact_phase_faster,SS,0.440522065322945,0.440522065322945,proof,1,15,L2,OPTIMAL,187.098,355.992,4493,1.21158e+06,0,1
r36_08_tight_T_seed5102,r36_08_tight_T_seed5102__bw_p__1800s,tight_T_seed5102,20,3,tight_T,3_simple_ub_weaker_exact_phase_faster,BW-P,0.3623546627845846,0.440522065322945,proof,0,10,L1,TIME_LIMIT,1762.31,3703.26,25082,1.25659e+07,0,1
r36_08_tight_T_seed5102,r36_08_tight_T_seed5102__bw_a__1800s,tight_T_seed5102,20,3,tight_T,3_simple_ub_weaker_exact_phase_faster,BW-A,0.3623546627845846,0.440522065322945,anchor,0,10,L1,TIME_LIMIT,1762.21,3701.25,25034,1.25542e+07,0,1
r36_09_round31_sealed_moderate_V50_seed1112848618,r36_09_round31_sealed_moderate_V50_seed1112848618__hh__3600s,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,5_simple_certification_or_final_gap_regression,HH,0.6874838397370203,0.6874838397370203,proof,0,7,L1,TIME_LIMIT,3362.35,10868.5,1316,2.61567e+06,0,1
r36_09_round31_sealed_moderate_V50_seed1112848618,r36_09_round31_sealed_moderate_V50_seed1112848618__ss__3600s,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,5_simple_certification_or_final_gap_regression,SS,0.7588125173791058,0.7588125173791058,proof,0,10,L1,TIME_LIMIT,3468.49,10939.4,810,2.87084e+06,0,1
r36_09_round31_sealed_moderate_V50_seed1112848618,r36_09_round31_sealed_moderate_V50_seed1112848618__bw_p__3600s,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,5_simple_certification_or_final_gap_regression,BW-P,0.6874838397370203,0.7588125173791058,proof,0,10,L1,TIME_LIMIT,3341.11,10318.7,590,2.64315e+06,0,1
r36_09_round31_sealed_moderate_V50_seed1112848618,r36_09_round31_sealed_moderate_V50_seed1112848618__bw_a__3600s,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,5_simple_certification_or_final_gap_regression,BW-A,0.6874838397370203,0.7588125173791058,anchor,0,10,L1,TIME_LIMIT,3340.86,10329.4,590,2.64315e+06,0,1
r36_10_high_imbalance_seed6202,r36_10_high_imbalance_seed6202__hh__3600s,high_imbalance_seed6202,50,3,high_imbalance,5_simple_certification_or_final_gap_regression,HH,9.820664665302525,9.820664665302525,proof,0,8,L2,TIME_LIMIT,3503.9,8540.63,6745,4.96473e+06,0,1
r36_10_high_imbalance_seed6202,r36_10_high_imbalance_seed6202__ss__3600s,high_imbalance_seed6202,50,3,high_imbalance,5_simple_certification_or_final_gap_regression,SS,10.82672037080388,10.82672037080388,proof,0,8,L2,TIME_LIMIT,3522.46,8667.83,5762,4.77921e+06,0,1
r36_10_high_imbalance_seed6202,r36_10_high_imbalance_seed6202__bw_p__3600s,high_imbalance_seed6202,50,3,high_imbalance,5_simple_certification_or_final_gap_regression,BW-P,9.820664665302525,10.82672037080388,proof,0,8,L2,TIME_LIMIT,3505.24,8386.11,6497,4.80926e+06,0,1
r36_10_high_imbalance_seed6202,r36_10_high_imbalance_seed6202__bw_a__3600s,high_imbalance_seed6202,50,3,high_imbalance,5_simple_certification_or_final_gap_regression,BW-A,9.820664665302525,10.82672037080388,anchor,0,8,L2,TIME_LIMIT,3503.08,8420.57,6541,4.8409e+06,0,1
r36_11_tight_T_seed6102,r36_11_tight_T_seed6102__hh__3600s,tight_T_seed6102,50,3,tight_T,5_simple_certification_or_final_gap_regression,HH,0.6855974831044359,0.6855974831044359,proof,0,11,L1.1,TIME_LIMIT,979.586,2737.78,1063,2.42292e+06,0,1
r36_12_round32_multi_m_moderate_V50_M4_seed721910669,r36_12_round32_multi_m_moderate_V50_M4_seed721910669__hh__3600s,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,5_simple_certification_or_final_gap_regression,HH,0.40669239072992647,0.40669239072992647,proof,0,7,L1,TIME_LIMIT,3190.28,10077.4,291,2.06252e+06,0,1
r36_12_round32_multi_m_moderate_V50_M4_seed721910669,r36_12_round32_multi_m_moderate_V50_M4_seed721910669__ss__3600s,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,5_simple_certification_or_final_gap_regression,SS,0.6327934627353216,0.6327934627353216,proof,0,10,L1,TIME_LIMIT,2314.48,7178.68,563,1.85692e+06,0,1
r36_12_round32_multi_m_moderate_V50_M4_seed721910669,r36_12_round32_multi_m_moderate_V50_M4_seed721910669__bw_p__3600s,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,5_simple_certification_or_final_gap_regression,BW-P,0.40669239072992647,0.6327934627353216,proof,0,10,L1,TIME_LIMIT,2725.26,8386.98,591,1.95633e+06,0,1
r36_12_round32_multi_m_moderate_V50_M4_seed721910669,r36_12_round32_multi_m_moderate_V50_M4_seed721910669__bw_a__3600s,round32_multi_m_moderate_V50_M4_seed721910669,50,4,moderate,5_simple_certification_or_final_gap_regression,BW-A,0.40669239072992647,0.6327934627353216,anchor,0,10,L1,TIME_LIMIT,2731.9,8460.61,600,1.96907e+06,0,1
r36_13_moderate_seed4302,r36_13_moderate_seed4302__hh__1800s,moderate_seed4302,20,3,moderate,2_simple_ub_weaker_exact_phase_similar,HH,0.04854285887126694,0.04854285887126694,proof,0,6,L0,INFEASIBLE,0.592,1.23156,375,127281,0,1
r36_13_moderate_seed4302,r36_13_moderate_seed4302__hh__1800s,moderate_seed4302,20,3,moderate,2_simple_ub_weaker_exact_phase_similar,HH,0.04854285887126694,0.04854285887126694,proof,1,9,L1,OPTIMAL,285.059,516.229,13588,2.82942e+06,0,1
r36_13_moderate_seed4302,r36_13_moderate_seed4302__hh__1800s,moderate_seed4302,20,3,moderate,2_simple_ub_weaker_exact_phase_similar,HH,0.04854285887126694,0.04854285887126694,proof,2,13,L2,OPTIMAL,360.942,719.437,21488,2.56914e+06,0,1
r36_13_moderate_seed4302,r36_13_moderate_seed4302__ss__1800s,moderate_seed4302,20,3,moderate,2_simple_ub_weaker_exact_phase_similar,SS,0.06607699113576627,0.06607699113576627,proof,0,6,L0,INFEASIBLE,10.081,18.2001,2400,753417,0,1
r36_13_moderate_seed4302,r36_13_moderate_seed4302__ss__1800s,moderate_seed4302,20,3,moderate,2_simple_ub_weaker_exact_phase_similar,SS,0.06607699113576627,0.06607699113576627,proof,1,9,L1,OPTIMAL,525.714,1112.21,12304,4.4738e+06,0,1
r36_13_moderate_seed4302,r36_13_moderate_seed4302__bw_p__1800s,moderate_seed4302,20,3,moderate,2_simple_ub_weaker_exact_phase_similar,BW-P,0.04854285887126694,0.06607699113576627,proof,0,6,L0,INFEASIBLE,7.314,13.0228,1940,661950,0,1
r36_13_moderate_seed4302,r36_13_moderate_seed4302__bw_p__1800s,moderate_seed4302,20,3,moderate,2_simple_ub_weaker_exact_phase_similar,BW-P,0.04854285887126694,0.06607699113576627,proof,1,9,L1,OPTIMAL,376.409,784.035,12956,2.91804e+06,0,1
r36_13_moderate_seed4302,r36_13_moderate_seed4302__bw_a__1800s,moderate_seed4302,20,3,moderate,2_simple_ub_weaker_exact_phase_similar,BW-A,0.04854285887126694,0.06607699113576627,anchor,0,6,L0,INFEASIBLE,7.332,13.0228,1940,661950,0,1
r36_13_moderate_seed4302,r36_13_moderate_seed4302__bw_a__1800s,moderate_seed4302,20,3,moderate,2_simple_ub_weaker_exact_phase_similar,BW-A,0.04854285887126694,0.06607699113576627,anchor,1,9,L1,OPTIMAL,376.657,784.035,12956,2.91804e+06,0,1
r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__hh__1800s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,1_simple_ub_not_weaker_simple_faster,HH,4.356924112605589,4.356924112605589,proof,0,15,L3.0.0,OPTIMAL,0.0829999,0.16284,1,77,0,1
r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__ss__1800s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,1_simple_ub_not_weaker_simple_faster,SS,4.356924112605589,4.356924112605589,proof,0,15,L3.0.0,OPTIMAL,0.0809999,0.16284,1,77,0,1
r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__bw_p__1800s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,1_simple_ub_not_weaker_simple_faster,BW-P,4.356924112605589,4.356924112605589,proof,0,15,L3.0.0,OPTIMAL,0.0840001,0.16284,1,77,0,1
r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459,r36_14_round32_multi_m_high_imbalance_V20_M2_seed1052706459__bw_a__1800s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,20,2,high_imbalance,1_simple_ub_not_weaker_simple_faster,BW-A,4.356924112605589,4.356924112605589,anchor,0,15,L3.0.0,OPTIMAL,0.0829999,0.16284,1,77,0,1
