parent_stem,source_type,source_csv,interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,closure_source_class,bound_valid,best_bound,runtime_seconds,nodes,gap_to_cutoff,cuts_added
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.intervals.csv,2,0.475,0.7125,replaced_by_children,unresolved,,unresolved,true,1.06421478404,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.intervals.csv,3,0.7125,0.95,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,1.74931345205,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.intervals.csv,4,0.475,0.59375,replaced_by_children,unresolved,,unresolved,true,1.06421478404,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.intervals.csv,5,0.59375,0.7125,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,1.74931345205,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.intervals.csv,6,0.475,0.534375,replaced_by_children,unresolved,,unresolved,true,1.06421478404,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.intervals.csv,7,0.534375,0.59375,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,1.74931345205,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.intervals.csv,8,0.475,0.5046875,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,1.74931345205,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.intervals.csv,9,0.5046875,0.534375,unresolved,unresolved,,unresolved,true,1.06421478404,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.merged.intervals.csv,0,0,0.2375,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,1.74931345205,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.merged.intervals.csv,1,0.2375,0.475,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,1.74931345205,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.merged.intervals.csv,2,0.475,0.7125,replaced_by_children,unresolved,,unresolved,true,1.06421478404,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.merged.intervals.csv,3,0.7125,0.95,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,1.74931345205,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.merged.intervals.csv,4,0.475,0.59375,replaced_by_children,unresolved,,unresolved,true,1.06421478404,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.merged.intervals.csv,5,0.59375,0.7125,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,1.74931345205,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.merged.intervals.csv,6,0.475,0.534375,replaced_by_children,unresolved,,unresolved,true,1.06421478404,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.merged.intervals.csv,7,0.534375,0.59375,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,1.74931345205,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.merged.intervals.csv,8,0.475,0.5046875,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,1.74931345205,,,,||||
exact_high_imbalance_seed3202_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_high_imbalance_seed3202_300s.merged.intervals.csv,9,0.5046875,0.534375,unresolved,unresolved,,unresolved,true,1.711009,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,0,0,0.0122881381662,replaced_by_children,unresolved,,unresolved,true,0,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,1,0.0122881381662,0.0245762763324,unresolved,unresolved,,unresolved,true,0.0122881381662,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,2,0.0245762763324,0.0368644144986,unresolved,unresolved,,unresolved,true,0.0245762763324,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,3,0.0368644144986,0.0491525526647,unresolved,unresolved,,unresolved,true,0.0368644144986,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,4,0,0.00614406908309,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.0491525526647,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,5,0.00614406908309,0.0122881381662,replaced_by_children,unresolved,,unresolved,true,0.00614406908309,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,6,0.00614406908309,0.00921610362464,replaced_by_children,unresolved,,unresolved,true,0.00614406908309,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,7,0.00921610362464,0.0122881381662,unresolved,unresolved,,unresolved,true,0.00921610362464,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,8,0.00614406908309,0.00768008635387,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.0491525526647,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,9,0.00768008635387,0.00921610362464,replaced_by_children,unresolved,,unresolved,true,0.00768008635387,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,10,0.00768008635387,0.00844809498925,replaced_by_children,unresolved,,unresolved,true,0.00768008635387,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,11,0.00844809498925,0.00921610362464,unresolved,unresolved,,unresolved,true,0.00844809498925,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,12,0.00768008635387,0.00806409067156,replaced_by_children,unresolved,,unresolved,true,0.00768008635387,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,13,0.00806409067156,0.00844809498925,replaced_by_children,unresolved,,unresolved,true,0.00806409067156,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,14,0.00768008635387,0.00787208851271,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.0491525526647,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,15,0.00787208851271,0.00806409067156,replaced_by_children,unresolved,,unresolved,true,0.00787208851271,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,16,0.00787208851271,0.00796808959214,unresolved,unresolved,,unresolved,true,0.00869,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,17,0.00796808959214,0.00806409067156,unresolved,unresolved,,unresolved,true,0.00796808959214,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,18,0.00806409067156,0.00825609283041,unresolved,unresolved,,unresolved,true,0.00806409067156,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,19,0.00825609283041,0.00844809498925,unresolved,unresolved,,unresolved,true,0.00825609283041,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,0,0,0.0122881381662,replaced_by_children,unresolved,,unresolved,true,0,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,1,0.0122881381662,0.0245762763324,unresolved,unresolved,,unresolved,true,0.044543,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,2,0.0245762763324,0.0368644144986,unresolved,unresolved,,unresolved,true,0.048810,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,3,0.0368644144986,0.0491525526647,bound_fathomed,unresolved,,invalid_or_unknown,true,0.049153,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,4,0,0.00614406908309,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.0491525526647,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,5,0.00614406908309,0.0122881381662,replaced_by_children,unresolved,,unresolved,true,0.00614406908309,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,6,0.00614406908309,0.00921610362464,replaced_by_children,unresolved,,unresolved,true,0.00614406908309,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,7,0.00921610362464,0.0122881381662,bound_fathomed,unresolved,,invalid_or_unknown,true,0.049153,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,8,0.00614406908309,0.00768008635387,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.0491525526647,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,9,0.00768008635387,0.00921610362464,replaced_by_children,unresolved,,unresolved,true,0.00768008635387,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,10,0.00768008635387,0.00844809498925,replaced_by_children,unresolved,,unresolved,true,0.00768008635387,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,11,0.00844809498925,0.00921610362464,bound_fathomed,unresolved,,invalid_or_unknown,true,0.049153,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,12,0.00768008635387,0.00806409067156,replaced_by_children,unresolved,,unresolved,true,0.00768008635387,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,13,0.00806409067156,0.00844809498925,replaced_by_children,unresolved,,unresolved,true,0.00806409067156,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,14,0.00768008635387,0.00787208851271,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.0491525526647,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,15,0.00787208851271,0.00806409067156,replaced_by_children,unresolved,,unresolved,true,0.00787208851271,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,16,0.00787208851271,0.00796808959214,bound_fathomed,unresolved,,invalid_or_unknown,true,0.049153,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,17,0.00796808959214,0.00806409067156,bound_fathomed,unresolved,,invalid_or_unknown,true,0.049153,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,18,0.00806409067156,0.00825609283041,bound_fathomed,unresolved,,invalid_or_unknown,true,0.049153,,,,||||
exact_moderate_seed3301_1200s_static300,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,19,0.00825609283041,0.00844809498925,bound_fathomed,unresolved,,invalid_or_unknown,true,0.049153,,,,||||
exact_moderate_seed3301_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.intervals.csv,0,0,0.0122881381662,replaced_by_children,unresolved,,unresolved,true,0,,,,||||
exact_moderate_seed3301_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.intervals.csv,1,0.0122881381662,0.0245762763324,replaced_by_children,unresolved,,unresolved,true,0.0122881381662,,,,||||
exact_moderate_seed3301_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.intervals.csv,2,0.0245762763324,0.0368644144986,unresolved,unresolved,,unresolved,true,0.0245762763324,,,,||||
exact_moderate_seed3301_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.intervals.csv,3,0.0368644144986,0.0491525526647,unresolved,unresolved,,unresolved,true,0.0368644144986,,,,||||
exact_moderate_seed3301_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.intervals.csv,4,0,0.00614406908309,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.0491525526647,,,,||||
exact_moderate_seed3301_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.intervals.csv,5,0.00614406908309,0.0122881381662,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.0491525526647,,,,||||
exact_moderate_seed3301_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.intervals.csv,6,0.0122881381662,0.0184322072493,replaced_by_children,unresolved,,unresolved,true,0.0122881381662,,,,||||
exact_moderate_seed3301_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.intervals.csv,7,0.0184322072493,0.0245762763324,unresolved,unresolved,,unresolved,true,0.0184322072493,,,,||||
exact_moderate_seed3301_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.intervals.csv,8,0.0122881381662,0.0153601727077,replaced_by_children,unresolved,,unresolved,true,0.0122881381662,,,,||||
exact_moderate_seed3301_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.intervals.csv,9,0.0153601727077,0.0184322072493,unresolved,unresolved,,unresolved,true,0.0153601727077,,,,||||
exact_moderate_seed3301_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.intervals.csv,10,0.0122881381662,0.013824155437,unresolved,unresolved,,unresolved,true,0.0122881381662,,,,||||
exact_moderate_seed3301_300s,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s.intervals.csv,11,0.013824155437,0.0153601727077,unresolved,unresolved,,unresolved,true,0.013824155437,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,0,0,0.0122881381662,replaced_by_children,unresolved,,unresolved,true,0,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,1,0.0122881381662,0.0245762763324,unresolved,unresolved,,unresolved,true,0.0122881381662,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,2,0.0245762763324,0.0368644144986,unresolved,unresolved,,unresolved,true,0.0245762763324,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,3,0.0368644144986,0.0491525526647,unresolved,unresolved,,unresolved,true,0.0368644144986,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,4,0,0.00614406908309,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.0491525526647,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,5,0.00614406908309,0.0122881381662,replaced_by_children,unresolved,,unresolved,true,0.00614406908309,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,6,0.00614406908309,0.00921610362464,replaced_by_children,unresolved,,unresolved,true,0.00614406908309,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,7,0.00921610362464,0.0122881381662,unresolved,unresolved,,unresolved,true,0.00921610362464,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,8,0.00614406908309,0.00768008635387,bound_fathomed,inventory_route_gini_relaxation_fathomed,,relaxation_only,true,0.0491525526647,,,,||||
exact_moderate_seed3301_300s_static30,interval_csv,results\gf_compact_bc_effectiveness_round2\raw\exact_moderate_seed3301_300s_static30.intervals.csv,9,0.00768008635387,0.00921610362464,replaced_by_children,unresolved,,unresolved,true,0.00768008635387,,,,||||
