official_run_id,official_instance,phase_index,leaf_id,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,status,native_status,native_bound,target_reached,exact_closure,requeued,solver_runtime,work,nodes,event_source
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,1,L0.1.0.0.0,next_leaf,0.040895711769869475,0.040914671540228674,0.040914671540228674,0.049468682614419446,target_reached_requeue,INTERRUPTED,0.040936377771101873,1,0,1,1.9779999256134033,3.7609770090296712,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,1,L0.0.1.1.0,next_leaf,0.040914671540228674,0.040936377771101873,0.040914671540228674,0.049468682614419446,target_reached_requeue,INTERRUPTED,0.041006074557920505,1,0,1,20.304999828338623,40.717580668269171,594,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,1,L0.0.1.1.1,next_leaf,0.040914671540228674,0.040936377771101873,0.040936377771101873,0.049468682614419446,target_reached_requeue,INTERRUPTED,0.040953722342014047,1,0,1,14.45799994468689,30.473729558146928,196,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,1,L0.1.0.0.0.0,next_leaf,0.040936377771101873,0.040937052778012829,0.040937052778012829,0.049468682614419446,target_reached_requeue,INTERRUPTED,0.041173047173312556,1,0,1,1.8480000495910645,3.4006108007679421,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,1,L0.0.0.0,next_leaf,0.040937052778012829,0.040953722342014047,0.040937052778012829,0.049468682614419446,exact_closure,INFEASIBLE,1e+100,0,1,0,0.64100003242492676,1.1069020117358335,0,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-RC-A,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,1,L0.0.0.1,next_leaf,0.040937052778012829,0.040953722342014047,0.040953722342014047,0.049468682614419446,deadline_open,TIME_LIMIT,0.034952234519493454,0,0,0,4.7210001945495605,8.2686395561018742,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1,L0.0,next_leaf,2.1367958494969104,2.2662042877898423,2.2662042877898423,2.4434031919432,target_reached_requeue,INTERRUPTED,2.2690665138558717,1,0,1,0.66100001335144043,1.4886798727199351,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1,L0.1,next_leaf,2.2662042877898423,2.2690665138558717,2.2690665138558717,2.4434031919432,target_reached_requeue,INTERRUPTED,2.2710404752343383,1,0,1,0.40499997138977051,0.85240689404978331,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1,L0.0.1,next_leaf,2.2690665138558717,2.2710404752343383,2.2710404752343383,2.4434031919432,target_reached_requeue,INTERRUPTED,2.307538658925516,1,0,1,0.6940000057220459,1.5762832800267039,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1,L0.1.0,next_leaf,2.2710404752343383,2.307538658925516,2.307538658925516,2.4434031919432,target_reached_requeue,INTERRUPTED,2.3348837952183876,1,0,1,1.0379998683929443,2.0539652432371303,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1,L0.0.1.1,next_leaf,2.307538658925516,2.3348837952183876,2.3348837952183876,2.4434031919432,target_reached_requeue,INTERRUPTED,2.3545030031536247,1,0,1,1.2250001430511475,2.615222590770498,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1,L0.1.0.0,next_leaf,2.3348837952183876,2.3545030031536247,2.3545030031536247,2.4434031919432,target_reached_requeue,INTERRUPTED,2.355235312864647,1,0,1,20.095999956130981,36.463758544786316,428,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1,L0.0.1.1.1,next_leaf,2.3545030031536247,2.355235312864647,2.355235312864647,2.4434031919432,target_reached_requeue,INTERRUPTED,2.3567737483202418,1,0,1,1.0850000381469727,2.2646721463753172,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1,L0.1.0.0.0,next_leaf,2.355235312864647,2.3567737483202418,2.355235312864647,2.4434031919432,target_reached_requeue,INTERRUPTED,2.3708911084649462,1,0,1,31.066999912261963,57.840096663549154,642,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1,L0.1.0.0.1,next_leaf,2.355235312864647,2.3567737483202418,2.3567737483202418,2.4434031919432,target_reached_requeue,INTERRUPTED,2.3778489019483682,1,0,1,0.76899981498718262,1.5004472356972227,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1,L0.0.1.1.1.0,next_leaf,2.3567737483202418,2.3708911084649462,2.3567737483202418,2.4434031919432,target_reached_requeue,INTERRUPTED,2.3815568308146413,1,0,1,0.60500001907348633,1.3316014648116852,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1,L0.0.1.1.1.1,next_leaf,2.3567737483202418,2.3708911084649462,2.3708911084649462,2.4434031919432,target_reached_requeue,INTERRUPTED,2.371799751155768,1,0,1,23.651000022888184,43.985855878272019,544,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1,L0.0.1.1.1.1.0,next_leaf,2.371799751155768,2.3771183114459844,2.371799751155768,2.4434031919432,target_reached_requeue,INTERRUPTED,2.3796882577328442,1,0,1,0.99400019645690918,2.0583809873849388,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,1,L0.0.1.1.1.1.1,next_leaf,2.371799751155768,2.3771183114459844,2.3771183114459844,2.4434031919432,deadline_open,TIME_LIMIT,2.3744186276999355,0,0,0,76.365000009536743,143.37232217081004,618,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,1,L0.0,next_leaf,0.033181515548994886,0.044264412577495041,0.044264412577495041,0.04915255266474515,target_reached_requeue,INTERRUPTED,0.044405043752714236,1,0,1,87.233999967575073,173.02150249547466,929,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,1,L0.1,next_leaf,0.044264412577495041,0.044405043752714236,0.044405043752714236,0.04915255266474515,target_reached_requeue,INTERRUPTED,0.047964726923681769,1,0,1,0.45500016212463379,0.95128960965206333,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,1,L0.0.0,next_leaf,0.044405043752714236,0.047964726923681769,0.044405043752714236,0.04915255266474515,exact_closure,INFEASIBLE,1e+100,0,1,0,11.135999917984009,20.452661673448546,11,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,1,L0.0.1,next_leaf,0.044405043752714236,0.047964726923681769,0.047964726923681769,0.04915255266474515,deadline_open,TIME_LIMIT,0.046682348941429259,0,0,0,136.93400001525879,272.63915793175079,1977,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.0,next_leaf,0.43699011491207468,0.50832936531373507,0.50832936531373507,0.60070443668510809,target_reached_requeue,INTERRUPTED,0.54930239677804993,1,0,1,1.7320001125335693,3.0828412302944099,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.1,next_leaf,0.50832936531373507,0.54930239677804993,0.54930239677804993,0.60070443668510809,target_reached_requeue,INTERRUPTED,0.55191687422638547,1,0,1,1.3689999580383301,2.6160942997689958,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.0.1,next_leaf,0.54930239677804993,0.55191687422638547,0.55191687422638547,0.60070443668510809,target_reached_requeue,INTERRUPTED,0.55285152633502999,1,0,1,2.6559998989105225,4.8202193788837144,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.1.0,next_leaf,0.55191687422638547,0.55285152633502999,0.55285152633502999,0.60070443668510809,target_reached_requeue,INTERRUPTED,0.55351547489010566,1,0,1,2.0740001201629639,3.7521232542821981,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.0.1.0,next_leaf,0.55285152633502999,0.55351547489010566,0.55285152633502999,0.60070443668510809,exact_closure,INFEASIBLE,1e+100,0,1,0,0.81199979782104492,1.7970370506560283,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.0.1.1,next_leaf,0.55285152633502999,0.55351547489010566,0.55351547489010566,0.60070443668510809,target_reached_requeue,INTERRUPTED,0.55460807005593082,1,0,1,2.7599999904632568,5.2240112196502917,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.1.0.0,next_leaf,0.55351547489010566,0.55460807005593082,0.55351547489010566,0.60070443668510809,target_reached_requeue,INTERRUPTED,0.5564900030771589,1,0,1,3.0540001392364502,5.5698986221714382,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.1.0.1,next_leaf,0.55351547489010566,0.55460807005593082,0.55460807005593082,0.60070443668510809,target_reached_requeue,INTERRUPTED,0.55636930644341887,1,0,1,0.57700014114379883,1.2191765410420787,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.0.1.1.0,next_leaf,0.55460807005593082,0.55636930644341887,0.55460807005593082,0.60070443668510809,exact_closure,INFEASIBLE,1e+100,0,1,0,1.9279999732971191,3.6461562934708915,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.0.1.1.1,next_leaf,0.55460807005593082,0.55636930644341887,0.55636930644341887,0.60070443668510809,target_reached_requeue,INTERRUPTED,0.55875199378610074,1,0,1,3.3039999008178711,6.110809315215584,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.1.0.1.0,next_leaf,0.55636930644341887,0.5564900030771589,0.5564900030771589,0.60070443668510809,target_reached_requeue,INTERRUPTED,0.56911764349092064,1,0,1,1,1.9678303401033521,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.1.0.0.0,next_leaf,0.5564900030771589,0.55875199378610074,0.5564900030771589,0.60070443668510809,target_reached_requeue,INTERRUPTED,0.55907842789581252,1,0,1,4.4270000457763672,8.12053798504013,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.1.0.0.1,next_leaf,0.5564900030771589,0.55875199378610074,0.55875199378610074,0.60070443668510809,target_reached_requeue,INTERRUPTED,0.55955759033777785,1,0,1,1.1589999198913574,2.2781208781494144,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.0.1.1.1.0,next_leaf,0.55875199378610074,0.55907842789581252,0.55875199378610074,0.60070443668510809,target_reached_requeue,INTERRUPTED,0.56024354465363801,1,0,1,1.6750001907348633,3.2052154655975156,1,c6_next_strict_frontier_bound_reached_requeue
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,1,L0.0.0.1.1.1.1,next_leaf,0.55875199378610074,0.55907842789581252,0.55907842789581252,0.60070443668510809,target_reached_requeue,INTERRUPTED,0.56127683969492614,1,0,1,4.6599998474121094,8.6237434359692138,1,c6_next_strict_frontier_bound_reached_requeue
