official_run_id,official_instance,run_id,instance,decision_sequence,interval_id,state,state_interval_id,model_fingerprint,incumbent_epoch,objective_sense,terminal_valid,optimal,infeasible,bound_available,lower_bound,primal_valid,reduced_cost_valid,basis_valid,evidence_valid,variable_count
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-RC-A,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-RC-A,round39_small_hard_V12_M3_Q30_slot08_seed1288546114.txt,1,L0,P,L0,b676d66df7da22169dffb846698809df0caf0993da1219d3f2b620e17d77875b,0.50642278922416295,1,1,1,0,1,0.093948255393593263,1,1,1,1,1404
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-RC-A,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-RC-A,round39_small_hard_V12_M3_Q30_slot08_seed1288546114.txt,1,L0,L,L0.0,5ce0f71215174c5f2c2269ca4cacdc0a69ca35d9e742531e9592da347a576763,0.50642278922416295,1,1,1,0,1,0.093948255393593263,1,1,1,1,1404
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-RC-A,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-RC-A,round39_small_hard_V12_M3_Q30_slot08_seed1288546114.txt,1,L0,R,L0.1,4540c2f313b4709ac21f265af599cce85419b50ca64992743376f05d28aee587,0.50642278922416295,1,1,1,0,1,0.32496933294190883,1,1,1,1,1404
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-RC-A,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-RC-A,round39_small_hard_V10_M3_Q20_slot04_seed1145042375.txt,1,L0,P,L0,3702a7d910d3230f488a1e38d4343981124ee8fc32f908f1c90f785fd8bc94fd,0.50454385216420738,1,1,1,0,1,0.15858790015822441,1,1,1,1,1039
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-RC-A,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-RC-A,round39_small_hard_V10_M3_Q20_slot04_seed1145042375.txt,1,L0,L,L0.0,9f4a599cf2712734317b9f780599c68142552217d88374cd0f3a85e0cfe32709,0.50454385216420738,1,1,1,0,1,0.15858790015822441,1,1,1,1,1039
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-RC-A,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-RC-A,round39_small_hard_V10_M3_Q20_slot04_seed1145042375.txt,1,L0,R,L0.1,7880eaf0fa438291b8b77e9de4be6c38fec2b9087260dde92877ac32350a94c6,0.50454385216420738,1,1,1,0,1,0.37478605399896031,1,1,1,1,1039
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-RC-A,round39_small_hard_V12_M3_Q20_slot07_seed621538683,stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-RC-A,round39_small_hard_V12_M3_Q20_slot07_seed621538683.txt,1,L0,P,L0,abc591fff4a2457e7a3a4eb7c3b470869bf7ae9e310ed8ebcfab369e6a998440,0.64711643345550207,1,1,1,0,1,0.051828010205628182,1,1,1,1,1404
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-RC-A,round39_small_hard_V12_M3_Q20_slot07_seed621538683,stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-RC-A,round39_small_hard_V12_M3_Q20_slot07_seed621538683.txt,1,L0,L,L0.0,2af46f24710ab1df99cf469b274fa88c1f5724b0d7a3e377046555d5d6f01108,0.64711643345550207,1,1,1,0,1,0.051828010205628217,1,1,1,1,1404
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-RC-A,round39_small_hard_V12_M3_Q20_slot07_seed621538683,stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-RC-A,round39_small_hard_V12_M3_Q20_slot07_seed621538683.txt,1,L0,R,L0.1,fa8360c907eee69517c909eb7cceebeb76d1e267731ce7b1d4eed42797f0480b,0.64711643345550207,1,1,1,0,1,0.36579459779792906,1,1,1,1,1404
stage3_300s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-RC-A,round39_small_hard_V12_M2_Q20_slot06_seed258908503,stage3_300s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-RC-A,round39_small_hard_V12_M2_Q20_slot06_seed258908503.txt,1,L0,P,L0,c78ce31ee342d5fdd4e0fb793b38c40876fbc5103ab05940a2ea52bf3cd5feb9,0.70625309852907492,1,1,1,0,1,0.2092648777189226,1,1,1,1,1016
stage3_300s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-RC-A,round39_small_hard_V12_M2_Q20_slot06_seed258908503,stage3_300s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-RC-A,round39_small_hard_V12_M2_Q20_slot06_seed258908503.txt,1,L0,L,L0.0,d2ded41b25049ef80831fd87a81072efc88c34269a11b270b1d55eb1aa2be6af,0.70625309852907492,1,1,1,0,1,0.20926487771892274,1,1,1,1,1016
stage3_300s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-RC-A,round39_small_hard_V12_M2_Q20_slot06_seed258908503,stage3_300s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-RC-A,round39_small_hard_V12_M2_Q20_slot06_seed258908503.txt,1,L0,R,L0.1,78d46018c68d250530a00d9f5fe47c18fc8e34f860e5f55e054e1f219d3cfb88,0.70625309852907492,1,1,1,0,1,0.52806619587109682,1,1,1,1,1016
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,1,L0,P,L0,a85c2771d9874c42c5ce65535f9798f390e9e0bca6783abcda12a11ff74a5ac5,2.4434031919432,1,1,1,0,1,1.9912725282848309,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,1,L0,L,L0.0,a3766210aaa1c1ddfed094ad0013f1d8425c084e5bc3a14887cadf3f9505b01a,2.4434031919432,1,1,1,0,1,2.1367958494969104,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,1,L0,R,L0.1,b3b46478269b04bcbac6c4337f6aa98782e8804d27f40bdc5aa7bb5705270a39,2.4434031919432,1,1,1,0,1,2.2662042877898423,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,5,L0.1.0,P,L0.1.0,9a81a0c8ab917b0bdbb1dffb23033d77bf38916d622473b36a1753782f83ea51,2.4434031919432,1,1,1,0,1,2.2662584414844362,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,5,L0.1.0,L,L0.1.0.0,b7e74b5b8dfb78e213dfa48704de963930d619223f1a7ad3865b71b1d5f82662,2.4434031919432,1,1,1,0,1,2.2663608459488285,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,5,L0.1.0,R,L0.1.0.1,88fde9ff0bf857e5479a9646c5ff6ff40cc360f7d9f702e29bf6bc68d02192fb,2.4434031919432,1,1,1,0,1,2.3771183114459844,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,6,L0.0.1.1,P,L0.0.1.1,dfda7d730a25acc8e88f5e2dac5e05d35195010f734e3bd62249d2569f246bfb,2.4434031919432,1,1,1,0,1,2.261240112868975,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,6,L0.0.1.1,L,L0.0.1.1.0,d95719d76b14310756ce811b8923631d029e96215d46f60a7d2f4f99ec6853ff,2.4434031919432,1,1,1,0,1,2.399666969991638,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,6,L0.0.1.1,R,L0.0.1.1.1,5bcec11789be343b027e6e2d71474d1f1a6228ca8e93baf9a365a035e2819400,2.4434031919432,1,1,1,0,1,2.2805701552883075,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,7,L0.1.0.0,P,L0.1.0.0,b7e74b5b8dfb78e213dfa48704de963930d619223f1a7ad3865b71b1d5f82662,2.4434031919432,1,1,1,0,1,2.2663608459488285,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,7,L0.1.0.0,L,L0.1.0.0.0,53a776bed92eeed8ba45ad445a74510aa201312f0c81da1ce53e711555dd3800,2.4434031919432,1,1,1,0,1,2.2675629829711532,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,7,L0.1.0.0,R,L0.1.0.0.1,26bf9a132b54507aa507265d921edd05f8e9c89fbad5994bfac10a36fefb2ed8,2.4434031919432,1,1,1,0,1,2.3177433114459842,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,8,L0.0.1.1.1,P,L0.0.1.1.1,5bcec11789be343b027e6e2d71474d1f1a6228ca8e93baf9a365a035e2819400,2.4434031919432,1,1,1,0,1,2.2805701552883075,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,8,L0.0.1.1.1,L,L0.0.1.1.1.0,20502f96c1e140617821287f9a829330622a286f92a8ac21f073bb634a1f146c,2.4434031919432,1,1,1,0,1,2.330474469690381,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,8,L0.0.1.1.1,R,L0.0.1.1.1.1,12577e2da9861be498a54f50c92cb73bd6ac5597c655b48dab9f3a19bbc4cdc5,2.4434031919432,1,1,1,0,1,2.28997862731782,1,1,1,1,3378
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,9,L0.1.0.0.0,P,L0.1.0.0.0,53a776bed92eeed8ba45ad445a74510aa201312f0c81da1ce53e711555dd3800,2.4434031919432,1,1,1,0,1,2.2675629829711532,1,1,1,1,3378
