official_run_id,official_instance,run_id,instance,decision_sequence,interval_id,parent_id,depth,gamma_L,gamma_U,parent_model_fingerprint,left_model_fingerprint,right_model_fingerprint,incumbent_epoch,B_p,B_L,B_R,U,g_L,g_R,eta,mu,S_AM,parent_terminal,parent_optimal,left_terminal,left_optimal,right_terminal,right_optimal,parent_primal_valid,parent_rc_valid,parent_basis_valid,left_primal_valid,left_rc_valid,left_basis_valid,right_primal_valid,right_rc_valid,right_basis_valid,primitive_variable_count,rc_valid_variable_count,parent_fixed_count,left_fixed_count,right_fixed_count,parent_tightened_count,left_tightened_count,right_tightened_count,D_P,D_L,D_R,H_P,H_L,H_R,disjoint_domain_count,AM_action,RC_predicted_action,final_action,rescue_activated,profile_valid,invalid_profile_reason,selected_rule,decision_hash
stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-RC-A,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,stage3_300s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-RC-A,round39_small_hard_V12_M3_Q30_slot08_seed1288546114.txt,1,L0,,0,0,0.50642278922416295,b676d66df7da22169dffb846698809df0caf0993da1219d3f2b620e17d77875b,5ce0f71215174c5f2c2269ca4cacdc0a69ca35d9e742531e9592da347a576763,4540c2f313b4709ac21f265af599cce85419b50ca64992743376f05d28aee587,0.50642278922416295,0.093948255393593263,0.093948255393593263,0.32496933294190883,0.50642278922416295,0,0.5600856746303059,0,0.28004283731515295,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,660,660,0,0,0,0,0,0,1,1,1,1,1,1,0,exact-close,retain,exact-close,0,1,none,d-rcd,0aef2fd3dd02a3c4
stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-RC-A,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-RC-A,round39_small_hard_V10_M3_Q20_slot04_seed1145042375.txt,1,L0,,0,0,0.50454385216420738,3702a7d910d3230f488a1e38d4343981124ee8fc32f908f1c90f785fd8bc94fd,9f4a599cf2712734317b9f780599c68142552217d88374cd0f3a85e0cfe32709,7880eaf0fa438291b8b77e9de4be6c38fec2b9087260dde92877ac32350a94c6,0.50454385216420738,0.15858790015822441,0.15858790015822441,0.37478605399896031,0.50454385216420738,0,0.62492971312427936,0,0.31246485656213968,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,490,490,0,0,0,0,0,0,1,1,1,1,1,1,0,exact-close,retain,exact-close,0,1,none,d-rcd,5b8473f8d8845138
stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-RC-A,round39_small_hard_V12_M3_Q20_slot07_seed621538683,stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-RC-A,round39_small_hard_V12_M3_Q20_slot07_seed621538683.txt,1,L0,,0,0,0.64711643345550207,abc591fff4a2457e7a3a4eb7c3b470869bf7ae9e310ed8ebcfab369e6a998440,2af46f24710ab1df99cf469b274fa88c1f5724b0d7a3e377046555d5d6f01108,fa8360c907eee69517c909eb7cceebeb76d1e267731ce7b1d4eed42797f0480b,0.64711643345550207,0.051828010205628182,0.051828010205628217,0.36579459779792906,0.64711643345550207,5.8281781006470289e-17,0.52741927329655558,5.8281781006470289e-17,0.26370963664827785,1.5369467292430781e-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,660,660,0,0,0,0,0,0,1,1,1,1,1,1,0,exact-close,retain,exact-close,0,1,none,d-rcd,d85db1971e36b332
stage3_300s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-RC-A,round39_small_hard_V12_M2_Q20_slot06_seed258908503,stage3_300s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-RC-A,round39_small_hard_V12_M2_Q20_slot06_seed258908503.txt,1,L0,,0,0,0.70625309852907492,c78ce31ee342d5fdd4e0fb793b38c40876fbc5103ab05940a2ea52bf3cd5feb9,d2ded41b25049ef80831fd87a81072efc88c34269a11b270b1d55eb1aa2be6af,78d46018c68d250530a00d9f5fe47c18fc8e34f860e5f55e054e1f219d3cfb88,0.70625309852907492,0.2092648777189226,0.20926487771892274,0.52806619587109682,0.70625309852907492,2.792377611121637e-16,0.6414665475018474,2.792377611121637e-16,0.32073327375092386,8.956084127638268e-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,444,444,0,0,0,0,0,0,1,1,1,1,1,1,0,exact-close,retain,exact-close,0,1,none,d-rcd,b859214185c99423
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,1,L0,,0,0,0.94999999999999996,a85c2771d9874c42c5ce65535f9798f390e9e0bca6783abcda12a11ff74a5ac5,a3766210aaa1c1ddfed094ad0013f1d8425c084e5bc3a14887cadf3f9505b01a,b3b46478269b04bcbac6c4337f6aa98782e8804d27f40bdc5aa7bb5705270a39,2.4434031919432,1.9912725282848309,2.1367958494969104,2.2662042877898423,2.4434031919432,0.32186120718863076,0.60808032191497285,0.32186120718863076,0.46497076455180181,0.14965605158606354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1580,1580,0,0,0,1,1,1,0.99960063897763574,0.99952076677316293,0.99944089456869012,0.99940944323480929,0.99918549954030333,0.99884551256668774,0,split,retain,split,0,1,none,d-rcd,fbd9e0e4a295f4fc
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,5,L0.1.0,L0.1,2,0.47499999999999998,0.71249999999999991,9a81a0c8ab917b0bdbb1dffb23033d77bf38916d622473b36a1753782f83ea51,b7e74b5b8dfb78e213dfa48704de963930d619223f1a7ad3865b71b1d5f82662,88fde9ff0bf857e5479a9646c5ff6ff40cc360f7d9f702e29bf6bc68d02192fb,2.4434031919432,2.3348837952183876,2.2663608459488285,2.3771183114459844,2.4434031919432,0,0.3891886381813997,0,0.19459431909069985,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1580,1580,0,0,1,1,1,5,0.99948881789137378,0.99948881789137378,0.99863684771033023,0.99913499383715565,0.99913499383715565,0.99750644218720974,0,exact-close,split,split,1,1,none,d-rcd,59a6444a11f48a9b
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,6,L0.0.1.1,L0.0.1,3,0.35624999999999996,0.47499999999999998,dfda7d730a25acc8e88f5e2dac5e05d35195010f734e3bd62249d2569f246bfb,d95719d76b14310756ce811b8923631d029e96215d46f60a7d2f4f99ec6853ff,5bcec11789be343b027e6e2d71474d1f1a6228ca8e93baf9a365a035e2819400,2.4434031919432,2.3545030031536247,2.399666969991638,2.2805701552883075,2.4434031919432,0.50803004417589426,0,0,0.25401502208794713,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1580,1580,0,131,0,1,159,1,0.9994772001161778,0.90438189045974482,0.9994772001161778,0.99907711890362827,0.91903250993018659,0.99907711890362827,0,exact-close,split,split,1,1,none,d-rcd,b2c61f74ac012852
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,7,L0.1.0.0,L0.1.0,3,0.47499999999999998,0.59375,b7e74b5b8dfb78e213dfa48704de963930d619223f1a7ad3865b71b1d5f82662,53a776bed92eeed8ba45ad445a74510aa201312f0c81da1ce53e711555dd3800,26bf9a132b54507aa507265d921edd05f8e9c89fbad5994bfac10a36fefb2ed8,2.4434031919432,2.355235312864647,2.2675629829711532,2.3177433114459842,2.4434031919432,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1580,1580,0,0,0,1,1,1,0.99948881789137378,0.99948881789137378,0.99942492012779549,0.99913499383715565,0.99913499383715565,0.99886505278380866,0,exact-close,split,split,1,1,none,d-rcd,e3058ac508777703
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,8,L0.0.1.1.1,L0.0.1.1,4,0.41562499999999997,0.47499999999999998,5bcec11789be343b027e6e2d71474d1f1a6228ca8e93baf9a365a035e2819400,20502f96c1e140617821287f9a829330622a286f92a8ac21f073bb634a1f146c,12577e2da9861be498a54f50c92cb73bd6ac5597c655b48dab9f3a19bbc4cdc5,2.4434031919432,2.3567737483202418,2.330474469690381,2.28997862731782,2.4434031919432,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1580,1580,0,0,0,1,7,1,0.9994772001161778,0.99878177200860918,0.99941911124019744,0.99907711890362827,0.9980810272329943,0.99880719348662739,0,exact-close,split,split,1,1,none,d-rcd,ff56df183d66598c
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,9,L0.1.0.0.0,L0.1.0.0,4,0.47499999999999998,0.53437500000000004,53a776bed92eeed8ba45ad445a74510aa201312f0c81da1ce53e711555dd3800,b24e95d7a393c5c82e3ee89097b2e2337e26383a934b410c140e4a99816362af,4dfcd6f8a2a48483a7bcf408aeb35ddb8acfec9adae71367731550bab5d2a9b5,2.4434031919432,2.3708911084649462,2.2696016279974383,2.2880558114459841,2.4434031919432,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1580,1580,0,0,0,1,1,1,0.99948881789137378,0.99948881789137378,0.99948881789137378,0.99913499383715565,0.99913499383715565,0.99913499383715565,0,exact-close,retain,exact-close,0,1,none,d-rcd,c6e277c4c4ed2910
stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201,stage3_300s__high_imbalance_seed3201__K1-AM-RC-A,high_imbalance_seed3201.txt,10,L0.0.1.1.1.1,L0.0.1.1.1,5,0.4453125,0.47499999999999998,12577e2da9861be498a54f50c92cb73bd6ac5597c655b48dab9f3a19bbc4cdc5,a5588cf53df485c5981bcb49775ae52a534a2b30778c6ac49e65ed7f6e5af7a7,36c454747a4d6d61762d9a2d51952a89c3aff143c922dda11e3488bd9fe6bf0c,2.4434031919432,2.371799751155768,2.3107113522922154,2.2946534735242179,2.4434031919432,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1580,1580,0,0,0,1,2,1,0.99942492012779549,0.9993610223642172,0.99942492012779549,0.99886505278380866,0.9987972902879364,0.99886505278380866,0,exact-close,split,split,1,1,none,d-rcd,edb18214991ef3ba
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301.txt,1,L0,,0,0,0.04915255266474515,189351aec15b0e96c7e886e99e61aa2cb51710a987ca5a9c297ba6ae73146095,d32e46c8b6899b8c6ce6def8a75d4b2dd5d13d0b1a099019e88fed77350a1271,95a776c446f2ddf28aea2f930d25074ec594866f3eff1ac3d8792a8caba0ef2c,0.04915255266474515,0.029559107138148299,0.033181515548994886,0.044264412577495041,0.04915255266474515,0.18487858125460366,0.75052166906454654,0.18487858125460366,0.4677001251595751,0.086467735592102801,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1580,1580,0,0,0,0,0,0,1,1,0.998551562074105,1,1,0.99822558997061472,0,split,retain,split,0,1,none,d-rcd,281e394eb0ae1442
stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301,stage3_300s__moderate_seed3301__K1-AM-RC-A,moderate_seed3301.txt,2,L0.0,L0,1,0,0.024576276332372575,d32e46c8b6899b8c6ce6def8a75d4b2dd5d13d0b1a099019e88fed77350a1271,72f3911d04e7f89d952f64ff540e348a5323f343f624c2f5f3c68e019909a8d2,f5b68c51035f3a7413f186bad2af9efc816ee7a3388d9232a77634c4d1fbfade,0.04915255266474515,0.044405043752714236,0.037023531980125257,0.040577244234631035,0.04915255266474515,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1580,1580,0,0,0,0,0,0,1,1,0.99948033126293989,1,1,0.99942456140056568,0,exact-close,split,split,1,1,none,d-rcd,e64d6bbff9c9f8b8
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,2,L0.0,L0,1,0,0.30035221834255404,de6043550459538877b79bf9de73bb88a9ff035e95933eb6343da4175045a28b,e7343e97941e2142c6befe4d54f93c29f846d77b26e2327d52262f1a642aba23,70e3216fa6c984e2d16b46247ce435c07e590c6b3cd197c70ea7a84a85cd7cd4,0.60070443668510809,0.407329005858862,0.43699011491207468,0.50832936531373507,0.60070443668510809,0.15338613042245328,0.52230192337942394,0.15338613042245328,0.33784402690093862,0.051820587972674186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1580,1580,0,0,0,1,1,1,0.99968233799237616,0.99952350698856418,0.99938736612815393,0.99966601359299245,0.99940091366784467,0.99925501865106592,0,native-target,split,split,1,1,none,d-rcd,905a79f02f18289f
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,4,L0.0.1,L0.0,2,0.15017610917127702,0.30035221834255404,70e3216fa6c984e2d16b46247ce435c07e590c6b3cd197c70ea7a84a85cd7cd4,8e13cf64fc0df6d700e5f795a025ff4f8c1eaea0ea5884d55cc1c1a2d0a7a3b4,2291cca1ee68f7675c15e1f058c767c39d59d4888dcd4f0d1cd795bb6f7cae67,0.60070443668510809,0.55191687422638547,0.50832936531373496,0.5792828813924723,0.60070443668510809,0,0.5609217961901708,0,0.2804608980950854,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1580,1580,0,0,1,1,1,29,0.99968233799237616,0.99968233799237616,0.99311340575524876,0.99973477279724454,0.99973477279724454,0.99057222957462743,0,exact-close,split,split,1,1,none,d-rcd,88256db917e89867
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,5,L0.0.0.1,L0.0.0,3,0.075088054585638511,0.15017610917127702,fd27a6a4b90b92bf353c2377e0c0cefa71dd9d30482385c0e478d7e210564b29,558c7da7a5ed80cda959ed2b1a5a820a370bff2145c7c20779421f999f9907ac,4149f21838f475b9a39248acea19546227105e873d3d0669c7f7e6aeb267ee31,0.60070443668510809,0.55285152633502999,0.50375312681608653,0.49153384668579103,0.60070443668510809,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1580,1580,0,1,0,1,20,1,0.99957645065650158,0.9948573940929335,0.99952350698856418,0.99954670013890667,0.99304154372756037,0.99949435433229072,0,exact-close,split,split,1,1,none,d-rcd,e94039cf6129f56c
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,6,L0.0.1.0,L0.0.1,3,0.15017610917127702,0.22526416375691555,8e13cf64fc0df6d700e5f795a025ff4f8c1eaea0ea5884d55cc1c1a2d0a7a3b4,4192583f3b8f0234ef3e821cfa9a5981608854c1efe14123fae57f854e695b92,7f4aa0e8a1a4b9bf9e8f6ae0c0e32e4a309fcbc481bb402262553ae690444195,0.60070443668510809,0.55351547489010566,0.50850452384161349,0.54173885409965306,0.60070443668510809,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1580,1580,0,0,1,1,1,4,0.99968233799237616,0.99968233799237616,0.99898925724846954,0.99973477279724454,0.99973477279724454,0.99887928059000153,0,exact-close,split,split,1,1,none,d-rcd,54402a39998b046a
stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102,stage3_300s__tight_T_seed3102__K1-AM-RC-A,tight_T_seed3102.txt,7,L0.0.0.1.1,L0.0.0.1,4,0.11263208187845777,0.15017610917127702,4149f21838f475b9a39248acea19546227105e873d3d0669c7f7e6aeb267ee31,f361a02ef45f3d5b987a0495e039a38c0ef1db682a608a189a975693558ee9dd,0a4c893e8cf503d9966533c9c3bf6c06e2039021e80b14294eddb3ed22846a5a,0.60070443668510809,0.55460807005593082,0.49700730974828389,0.5017883608802014,0.60070443668510809,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1580,1580,0,0,0,1,5,1,0.99968233799237616,0.99941913232891644,0.99968233799237616,0.99973477279724454,0.99945226958915423,0.99973477279724454,0,exact-close,split,split,1,1,none,d-rcd,340a05eebddb61c6
