scenario_id,method,passed,failures,objective,archive_time_excluded_from_algorithm_time,optimization_or_repair_performed
cb443_V12_compact_r2_surplus_M01_Q30_T03600,pgrb,True,,0.4277351154428614,True,False
cb443_V12_compact_r2_surplus_M01_Q30_T18000,k1_am_sf,True,,0.0,True,False
cb443_V12_compact_r2_surplus_M01_Q30_T18000,pgrb,True,,0.0,True,False
cb443_V12_regional_r2_shortage_M01_Q30_T03600,k1_am_sf,True,,0.8046255197202796,True,False
cb443_V12_regional_r2_shortage_M01_Q30_T03600,pgrb,True,,0.8046255197202796,True,False
cb443_V12_regional_r2_shortage_M01_Q30_T18000,k1_am_sf,True,,0.1861765253928475,True,False
cb443_V12_regional_r2_shortage_M01_Q30_T18000,pgrb,True,,0.1861765253928475,True,False
cb443_V20_compact_r2_balanced_M02_Q30_T03600,k1_am_sf,True,,0.24340221626021413,True,False
cb443_V20_compact_r2_balanced_M02_Q30_T03600,pgrb,True,,0.24340221626021413,True,False
cb443_V20_compact_r2_balanced_M02_Q30_T18000,k1_am_sf,True,,0.0,True,False
cb443_V20_compact_r2_balanced_M02_Q30_T18000,pgrb,True,,0.0,True,False
cb443_V20_regional_r1_surplus_M02_Q30_T03600,k1_am_sf,True,,0.6620542879155705,True,False
cb443_V20_regional_r1_surplus_M02_Q30_T03600,pgrb,True,,0.6620542879155705,True,False
cb443_V20_regional_r1_surplus_M02_Q30_T18000,k1_am_sf,True,,0.0,True,False
cb443_V20_regional_r1_surplus_M02_Q30_T18000,pgrb,True,,0.0,True,False
cb443_V30_compact_r1_shortage_M03_Q30_T03600,k1_am_sf,True,,0.6486421073654243,True,False
cb443_V30_compact_r1_shortage_M03_Q30_T03600,pgrb,True,,0.653963771715447,True,False
cb443_V30_compact_r1_shortage_M03_Q30_T18000,k1_am_sf,True,,0.15708313110317407,True,False
cb443_V30_compact_r1_shortage_M03_Q30_T18000,pgrb,True,,0.15724117585229214,True,False
cb443_V30_regional_r1_balanced_M03_Q30_T03600,k1_am_sf,True,,0.39027501914283436,True,False
cb443_V30_regional_r1_balanced_M03_Q30_T03600,pgrb,True,,0.39092036045820516,True,False
cb443_V30_regional_r1_balanced_M03_Q30_T18000,k1_am_sf,True,,0.0,True,False
cb443_V30_regional_r1_balanced_M03_Q30_T18000,pgrb,True,,0.0,True,False
cb443_V50_compact_r1_surplus_M04_Q30_T03600,k1_am_sf,True,,1.2331005033155256,True,False
cb443_V50_compact_r1_surplus_M04_Q30_T03600,pgrb,True,,1.2465728684740134,True,False
cb443_V50_compact_r1_surplus_M04_Q30_T18000,k1_am_sf,True,,0.0,True,False
cb443_V50_compact_r1_surplus_M04_Q30_T18000,pgrb,True,,0.0,True,False
cb443_V50_regional_r1_shortage_M04_Q30_T03600,k1_am_sf,True,,1.1479599483529417,True,False
cb443_V50_regional_r1_shortage_M04_Q30_T03600,pgrb,True,,1.1871800877683896,True,False
cb443_V50_regional_r1_shortage_M04_Q30_T18000,k1_am_sf,True,,0.21564407531579494,True,False
cb443_V50_regional_r1_shortage_M04_Q30_T18000,pgrb,True,,0.21812485668361808,True,False
