panel_class,scenario_id,scenario_sha256,dataset_family,landscape_id,selection_id,V,geographic_regime,inventory_regime,replicate,M,Q,complete_Q_vector,T_seconds,pickup_seconds,drop_seconds,lambda,instance_path,instance_file_sha256,landscape_path,landscape_file_sha256,selection_status,method_first,method_second,replicate_selection_rule,fractional_factor_assignment_rule,primary_position_within_V,corresponding_primary_cell_replicate,uses_other_replicate_for_corresponding_cell,matched_landscape_ordinal,inventory_rotation_rule
primary_structural,cb443_V12_regional_r2_balanced_M02_Q30_T03600,706f2069ae529da4bda334dce183b7b4139719f77c0a88627a11d276b32a2976,citibike443-regional-v1,cb443_V12_regional_r2_balanced,cb443_V12_regional_r2,12,regional,balanced,2,2,30,"[30,30]",3600,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V12/cb443_V12_regional_r2_balanced_M02_Q30.txt,04efe9466f95c3d5ce766c6bc34454ee4a01a461d388bf388d9e8998118c1d5b,reference/citibike443-regional-v1/landscapes/V12/cb443_V12_regional_r2_balanced.json,2d52a8fa3157dfcd5ba846773886c754447a16321ab7e5959d09c8b9d1092c6c,selected_round58_before_performance,pgrb,k1_am_sf,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,5,,,,
primary_structural,cb443_V12_regional_r1_surplus_M01_Q30_T10800,632b261dcba2b74a0c51415c582dbde53e4b59eabaed9fc4d88452537949b84c,citibike443-regional-v1,cb443_V12_regional_r1_surplus,cb443_V12_regional_r1,12,regional,surplus,1,1,30,[30],10800,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V12/cb443_V12_regional_r1_surplus_M01_Q30.txt,060ee6366b2277c8427675e1a1484de7db10d2ef82a64d4e2ffa6e4695b7b626,reference/citibike443-regional-v1/landscapes/V12/cb443_V12_regional_r1_surplus.json,3c54ddfdb77cc63b508897459571e5a2b74b4732019ad64a9a3e2e695de49281,selected_round58_before_performance,k1_am_sf,pgrb,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,6,,,,
primary_structural,cb443_V20_compact_r2_shortage_M02_Q20_T10800,36e503d62786652247ba59ddbcd55cd5aa364accdc03605570b5d90b1edce034,citibike443-regional-v1,cb443_V20_compact_r2_shortage,cb443_V20_compact_r2,20,compact,shortage,2,2,20,"[20,20]",10800,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V20/cb443_V20_compact_r2_shortage_M02_Q20.txt,9c61e0bd65053af1a260ff599bc438db7db0284f219b94492ac2eadec085855d,reference/citibike443-regional-v1/landscapes/V20/cb443_V20_compact_r2_shortage.json,be8a0e25fa5ddf33181622c0a38400bbf84b48f14b99281745ebf4c2ae0783dd,selected_round58_before_performance,pgrb,k1_am_sf,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,1,,,,
primary_structural,cb443_V20_compact_r1_balanced_M03_Q30_T18000,475869ee4fc63bf642775a8ef710a55edb2cd6829aca13d03b604255b1e66527,citibike443-regional-v1,cb443_V20_compact_r1_balanced,cb443_V20_compact_r1,20,compact,balanced,1,3,30,"[30,30,30]",18000,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V20/cb443_V20_compact_r1_balanced_M03_Q30.txt,3a234c754cca055c70fd27fffb938731f3bfc322a1f82182df4b962bf5c11ad5,reference/citibike443-regional-v1/landscapes/V20/cb443_V20_compact_r1_balanced.json,26233b19a2c47d91706e4586ca1c2ba33ea0ec5947d5a6804d5b48eb11a52961,selected_round58_before_performance,k1_am_sf,pgrb,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,2,,,,
primary_structural,cb443_V20_compact_r1_surplus_M02_Q30_T01800,4852b08701f76c32e34504748cc4dab9cdef3a81d3b2dd601426701b6267ddb4,citibike443-regional-v1,cb443_V20_compact_r1_surplus,cb443_V20_compact_r1,20,compact,surplus,1,2,30,"[30,30]",1800,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V20/cb443_V20_compact_r1_surplus_M02_Q30.txt,1bb4898eef8e5b2535a6d1d609637528875581fa81acf120636941f285f23b60,reference/citibike443-regional-v1/landscapes/V20/cb443_V20_compact_r1_surplus.json,489a6366affbc3e455af0268264ba592914779a9635b7cf765c08ad825cd76ea,selected_round58_before_performance,k1_am_sf,pgrb,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,3,,,,
primary_structural,cb443_V20_regional_r2_shortage_M03_Q30_T03600,5748ccb701b931e5d9f437ed3a79a6428fab5c01fc660fd59a7778f407c16aa7,citibike443-regional-v1,cb443_V20_regional_r2_shortage,cb443_V20_regional_r2,20,regional,shortage,2,3,30,"[30,30,30]",3600,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V20/cb443_V20_regional_r2_shortage_M03_Q30.txt,abe0d5a6155a9ab56a8a8b5ef628e42f7c6f19bfd5143c8916f9bf4a82c1a0b1,reference/citibike443-regional-v1/landscapes/V20/cb443_V20_regional_r2_shortage.json,23d8a3dfa22e11660e16ca33252907ebc5444fb78e6fccf728e33f02f0f84ef6,selected_round58_before_performance,pgrb,k1_am_sf,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,4,,,,
primary_structural,cb443_V20_regional_r2_balanced_M02_Q20_T10800,ad48705a86f81d511d0e19e607623968e4254c26d1c9d4074ceaab188a6d5edd,citibike443-regional-v1,cb443_V20_regional_r2_balanced,cb443_V20_regional_r2,20,regional,balanced,2,2,20,"[20,20]",10800,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V20/cb443_V20_regional_r2_balanced_M02_Q20.txt,9fb47afd75032007587f6bd074cbf179ca55bd5c7fc4ececcf6b5291d4d9bed1,reference/citibike443-regional-v1/landscapes/V20/cb443_V20_regional_r2_balanced.json,74233b952bd6ed0132c66ebb610018359e2f265a3fb4ff9526774aef84436af5,selected_round58_before_performance,k1_am_sf,pgrb,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,5,,,,
primary_structural,cb443_V20_regional_r2_surplus_M03_Q20_T18000,1c88c288800a198d9b80081ccba1b0724d5f2010e187658f18f0ae7725bba554,citibike443-regional-v1,cb443_V20_regional_r2_surplus,cb443_V20_regional_r2,20,regional,surplus,2,3,20,"[20,20,20]",18000,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V20/cb443_V20_regional_r2_surplus_M03_Q20.txt,610bc6b3a5d3ea2b37393c762b57738ad1f18d170faede6c1014294f697f871f,reference/citibike443-regional-v1/landscapes/V20/cb443_V20_regional_r2_surplus.json,050ba330539e6c7448664b773d57aed74c63fc4da3471329b858548315264e53,selected_round58_before_performance,pgrb,k1_am_sf,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,6,,,,
primary_structural,cb443_V30_compact_r2_shortage_M05_Q20_T18000,ae60ffa818e8614dd4b683f688616955e426bf3c2aa2c67e7a1e71ad6b1a1c83,citibike443-regional-v1,cb443_V30_compact_r2_shortage,cb443_V30_compact_r2,30,compact,shortage,2,5,20,"[20,20,20,20,20]",18000,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_shortage_M05_Q20.txt,315dc2a04cc97821733be95b8d712660f6bb594cc59be4e918e4610f02db886e,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r2_shortage.json,1787eb78408d6bbeba1947edac30c5540e79b71adce8c19fd67280122cf9e8bd,selected_round58_before_performance,k1_am_sf,pgrb,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,1,,,,
primary_structural,cb443_V30_compact_r2_balanced_M03_Q30_T01800,24e5e1142f956fa55f6e27794289b46f888f7068f76fe23efb332cd1adf605de,citibike443-regional-v1,cb443_V30_compact_r2_balanced,cb443_V30_compact_r2,30,compact,balanced,2,3,30,"[30,30,30]",1800,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_balanced_M03_Q30.txt,35354b95dac5dd58b1426274736f1cb9a44875832a868740daf7ee317c25d4a9,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r2_balanced.json,9001813e8f18f9ff438b92c18fb7ef4036109fbd1493a76cf2255ec8d59aee43,selected_round58_before_performance,k1_am_sf,pgrb,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,2,,,,
primary_structural,cb443_V30_compact_r2_surplus_M05_Q30_T03600,4af3711197db62565659a8e8bd5de45ef02f015392f8d976d1f8720362d5edf4,citibike443-regional-v1,cb443_V30_compact_r2_surplus,cb443_V30_compact_r2,30,compact,surplus,2,5,30,"[30,30,30,30,30]",3600,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V30/cb443_V30_compact_r2_surplus_M05_Q30.txt,f789166d120e9685f04b783091a224b73f1de2eb7fca2c4aa261bc9dfede2971,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_compact_r2_surplus.json,3541ccb399f9abf35adab7105356c1e787794064aa46623a9294b119d849d375,selected_round58_before_performance,k1_am_sf,pgrb,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,3,,,,
primary_structural,cb443_V30_regional_r2_shortage_M03_Q30_T10800,5f875186337eb1c5e5f5e210d53b0bfe0ea09a295734f5a4ed0e1804b011f3fb,citibike443-regional-v1,cb443_V30_regional_r2_shortage,cb443_V30_regional_r2,30,regional,shortage,2,3,30,"[30,30,30]",10800,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V30/cb443_V30_regional_r2_shortage_M03_Q30.txt,3c92e291e358c103fd6cfeeca7412d038393df71d9bfc6cdfe824ddd8d5db9ff,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_regional_r2_shortage.json,2d600a42ffb1bc6735d85dc613ea559b256689a4cfa1b561335b3f4c71972a0f,selected_round58_before_performance,pgrb,k1_am_sf,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,4,,,,
primary_structural,cb443_V30_regional_r2_balanced_M05_Q20_T18000,44213eca1edf698518c1d9813356f385141cc54064cec11909008691e771996c,citibike443-regional-v1,cb443_V30_regional_r2_balanced,cb443_V30_regional_r2,30,regional,balanced,2,5,20,"[20,20,20,20,20]",18000,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V30/cb443_V30_regional_r2_balanced_M05_Q20.txt,be50036efabab739f25b901e3d601c72db0130786d945120bbc2ff6651f741ef,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_regional_r2_balanced.json,b1827755e0192808cb864924308417283df1c275373966a27cce69689dedc662,selected_round58_before_performance,k1_am_sf,pgrb,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,5,,,,
primary_structural,cb443_V30_regional_r2_surplus_M03_Q20_T01800,048031f18952ccb804dad97d94bc3d44fc254b7b80fe69c61f177fb834424756,citibike443-regional-v1,cb443_V30_regional_r2_surplus,cb443_V30_regional_r2,30,regional,surplus,2,3,20,"[20,20,20]",1800,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V30/cb443_V30_regional_r2_surplus_M03_Q20.txt,9449f98abc6833c931f4a369a40c9b2d494d9207daf39b679b9a38067e5af238,reference/citibike443-regional-v1/landscapes/V30/cb443_V30_regional_r2_surplus.json,4334769f32fc5fb12eee1edc6b7c721a58577c0a21576c3b66b75c0cea6665a2,selected_round58_before_performance,k1_am_sf,pgrb,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,6,,,,
primary_structural,cb443_V50_compact_r1_shortage_M04_Q30_T01800,8b3e89e877ee8d1e3e5796b1659c288404ff714a97618ee8ba2709c09c9b9391,citibike443-regional-v1,cb443_V50_compact_r1_shortage,cb443_V50_compact_r1,50,compact,shortage,1,4,30,"[30,30,30,30]",1800,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V50/cb443_V50_compact_r1_shortage_M04_Q30.txt,9a0c5824c118b24f895b58d052ca9db277d38d57083c6e37c1df81ff39555dbe,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_compact_r1_shortage.json,74a3cd76e1caa95d77524f1ebae165f54bafc876d37d3988a259dcd202fa8ac5,selected_round58_before_performance,k1_am_sf,pgrb,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,1,,,,
primary_structural,cb443_V50_compact_r2_balanced_M07_Q20_T03600,4d17350f83cd16c4303d5809b19052d6e8335ad6185505fb07b1620e97ca844e,citibike443-regional-v1,cb443_V50_compact_r2_balanced,cb443_V50_compact_r2,50,compact,balanced,2,7,20,"[20,20,20,20,20,20,20]",3600,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V50/cb443_V50_compact_r2_balanced_M07_Q20.txt,915801240a408cefd6a964dfdbf9fd38c8fa3e3ce2f005e70baa4ebfc8bc9439,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_compact_r2_balanced.json,8bc5597c17d1fc65aad2d92af8f201e66381f198a0a6a05afa903f9094dca371,selected_round58_before_performance,k1_am_sf,pgrb,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,2,,,,
primary_structural,cb443_V50_compact_r2_surplus_M04_Q20_T10800,e88d4fadc6eb9404ec5f040b0cdc73dc91ca36b595c1a8c1444bbad1b7263cff,citibike443-regional-v1,cb443_V50_compact_r2_surplus,cb443_V50_compact_r2,50,compact,surplus,2,4,20,"[20,20,20,20]",10800,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V50/cb443_V50_compact_r2_surplus_M04_Q20.txt,ea19c87717ea584743b4d01f10d2937e8ea2adbaec497f92e2270a1ec22a3d98,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_compact_r2_surplus.json,9e600806f5f94589329f4c981ae53a12127681b7837f59aa6e510781f7aa9638,selected_round58_before_performance,k1_am_sf,pgrb,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,3,,,,
primary_structural,cb443_V50_regional_r2_shortage_M07_Q20_T18000,3c447b8248e2c387ed0c649a1205b7a2056df61e1b553703e85d30bc562da415,citibike443-regional-v1,cb443_V50_regional_r2_shortage,cb443_V50_regional_r2,50,regional,shortage,2,7,20,"[20,20,20,20,20,20,20]",18000,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_shortage_M07_Q20.txt,783aa1407d17d705781f6cba12fb58f268952579ce1db6e391c80d8fcd05f01b,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_shortage.json,25b9930e730e2cf7391a7d4dda1d04a7dcaf08568f6076554010e8e6ac4b4166,selected_round58_before_performance,pgrb,k1_am_sf,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,4,,,,
primary_structural,cb443_V50_regional_r1_balanced_M04_Q30_T01800,cf9fde37eefdc406810aae3ae63f8a9750db47ff59790f1d82e7687175cd2782,citibike443-regional-v1,cb443_V50_regional_r1_balanced,cb443_V50_regional_r1,50,regional,balanced,1,4,30,"[30,30,30,30]",1800,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r1_balanced_M04_Q30.txt,79ca3506aac00f52268199bd88596f7a512161f5dc19b75315a4bb576d41ceb2,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r1_balanced.json,441de80739cecc0760334f748be371feaea2639169299fc4413f4ba767ae83f0,selected_round58_before_performance,k1_am_sf,pgrb,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,5,,,,
primary_structural,cb443_V50_regional_r2_surplus_M07_Q30_T03600,7384a9fedc255a29e5c9a9335b314af53eaf78e3edc1d4472bd225d8ff23b76c,citibike443-regional-v1,cb443_V50_regional_r2_surplus,cb443_V50_regional_r2,50,regional,surplus,2,7,30,"[30,30,30,30,30,30,30]",3600,60.0,60.0,0.15,reference/citibike443-regional-v1/instances/V50/cb443_V50_regional_r2_surplus_M07_Q30.txt,a0731e42027d644c6046bd455dc539ad5d4ee0df63590921492cc6182b44e6f1,reference/citibike443-regional-v1/landscapes/V50/cb443_V50_regional_r2_surplus.json,2d570232b3a978f226e6acca2da757f75b4e7819ac08a56cf24a6e5e94e83f52,selected_round58_before_performance,pgrb,k1_am_sf,lower_canonical_landscape_sha256,round58_fixed_balanced_cycle_v1,6,,,,
