"result_file","instance","status","ledger_note"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m1_average_off.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=2, range=[0.253221,0.379831], status=unprocessed_relevant, interval_lb=0.253221, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=gamma_floor, lb_sources=gamma_floor, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m1_average_scheduling_cache_only.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.12661], status=bound_fathomed, interval_lb=0.379831, cheap_prepass_lb=0, cheap_sources=gamma_floor|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m1_average_scheduling_cache_only.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.12661,0.253221], status=unresolved, interval_lb=0.254099, cheap_prepass_lb=0.12661, cheap_sources=gamma_floor|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m1_average_scheduling_cache_only.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=2, range=[0.253221,0.379831], status=unprocessed_relevant, interval_lb=0.253221, cheap_prepass_lb=0.253221, cheap_sources=gamma_floor|penalty_domain|projection_bound, lb_source=gamma_floor, lb_sources=gamma_floor, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_current_full.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.259781], status=bound_fathomed, interval_lb=0.779342, cheap_prepass_lb=0, cheap_sources=gamma_floor|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_current_full.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.259781,0.519562], status=unresolved, interval_lb=0.471977, cheap_prepass_lb=0.259781, cheap_sources=gamma_floor|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_current_full.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=2, range=[0.519562,0.779342], status=unprocessed_relevant, interval_lb=0.519562, cheap_prepass_lb=0.519562, cheap_sources=gamma_floor|penalty_domain|projection_bound, lb_source=gamma_floor, lb_sources=gamma_floor, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_improved_full.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.259781], status=bound_fathomed, interval_lb=0.779342, cheap_prepass_lb=0.065587, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_improved_full.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.259781,0.519562], status=unresolved, interval_lb=0.473382, cheap_prepass_lb=0.290852, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_improved_full.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=2, range=[0.519562,0.779342], status=unprocessed_relevant, interval_lb=0.550633, cheap_prepass_lb=0.550633, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=cheap_projection_bound, lb_sources=gamma_floor|cheap_projection_bound, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_movement_only.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.259781], status=bound_fathomed, interval_lb=0.779342, cheap_prepass_lb=0.065587, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_movement_only.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.259781,0.519562], status=unresolved, interval_lb=0.473382, cheap_prepass_lb=0.290852, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_movement_only.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=2, range=[0.519562,0.779342], status=unprocessed_relevant, interval_lb=0.550633, cheap_prepass_lb=0.550633, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=cheap_projection_bound, lb_sources=gamma_floor|cheap_projection_bound, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_off.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.259781], status=bound_fathomed, interval_lb=0.779342, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_off.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.259781,0.519562], status=unresolved, interval_lb=0.471977, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_off.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=2, range=[0.519562,0.779342], status=unprocessed_relevant, interval_lb=0.519562, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=gamma_floor, lb_sources=gamma_floor, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_scheduling_cache_only.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.259781], status=bound_fathomed, interval_lb=0.779342, cheap_prepass_lb=0, cheap_sources=gamma_floor|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_scheduling_cache_only.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.259781,0.519562], status=unresolved, interval_lb=0.471977, cheap_prepass_lb=0.259781, cheap_sources=gamma_floor|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\ablation_v12_m2_average_scheduling_cache_only.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=2, range=[0.519562,0.779342], status=unprocessed_relevant, interval_lb=0.519562, cheap_prepass_lb=0.519562, cheap_sources=gamma_floor|penalty_domain|projection_bound, lb_source=gamma_floor, lb_sources=gamma_floor, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent__greedy.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.394671], status=bound_fathomed, interval_lb=0.789342, cheap_prepass_lb=0.065587, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent__greedy.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.394671,0.789342], status=unresolved, interval_lb=0.607922, cheap_prepass_lb=0.425742, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent__local.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.389671], status=bound_fathomed, interval_lb=0.779342, cheap_prepass_lb=0.065587, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent__local.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.389671,0.779342], status=unresolved, interval_lb=0.602922, cheap_prepass_lb=0.420742, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent__pool.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.187703], status=bound_fathomed, interval_lb=0.375406, cheap_prepass_lb=0.00515451, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent__pool.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.187703,0.375406], status=unresolved, interval_lb=0.283278, cheap_prepass_lb=0.192141, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent__strong.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.187703], status=bound_fathomed, interval_lb=0.375406, cheap_prepass_lb=0.00515451, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent__strong.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.187703,0.375406], status=unresolved, interval_lb=0.283278, cheap_prepass_lb=0.192141, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_import_v12_m1_existing.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.246848], status=unresolved, interval_lb=0.240977, cheap_prepass_lb=0.00515451, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation|branch_price_tree, complete_or_fathomed=false, open_nodes=1, pricing_closed=true"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_import_v12_m1_existing.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.246848,0.493696], status=unprocessed_relevant, interval_lb=0.251286, cheap_prepass_lb=0.251286, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=cheap_projection_bound, lb_sources=gamma_floor|cheap_projection_bound, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m1_average_greedy.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.19654], status=unresolved, interval_lb=0.254038, cheap_prepass_lb=0.00515451, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m1_average_greedy.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.19654,0.39308], status=unprocessed_relevant, interval_lb=0.200978, cheap_prepass_lb=0.200978, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=cheap_projection_bound, lb_sources=gamma_floor|cheap_projection_bound, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m1_average_local.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.189915], status=bound_fathomed, interval_lb=0.379831, cheap_prepass_lb=0.00515451, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m1_average_local.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.189915,0.379831], status=unprocessed_relevant, interval_lb=0.194354, cheap_prepass_lb=0.194354, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=cheap_projection_bound, lb_sources=gamma_floor|cheap_projection_bound, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m1_average_pool.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.189915], status=bound_fathomed, interval_lb=0.379831, cheap_prepass_lb=0.00515451, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m1_average_pool.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.189915,0.379831], status=unprocessed_relevant, interval_lb=0.194354, cheap_prepass_lb=0.194354, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=cheap_projection_bound, lb_sources=gamma_floor|cheap_projection_bound, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m1_average_portfolio.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.189915], status=bound_fathomed, interval_lb=0.379831, cheap_prepass_lb=0.00515451, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m1_average_portfolio.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.189915,0.379831], status=unprocessed_relevant, interval_lb=0.194354, cheap_prepass_lb=0.194354, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=cheap_projection_bound, lb_sources=gamma_floor|cheap_projection_bound, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m1_average_pricing.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.246848], status=unresolved, interval_lb=0.239988, cheap_prepass_lb=0.00515451, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m1_average_pricing.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.246848,0.493696], status=unprocessed_relevant, interval_lb=0.251286, cheap_prepass_lb=0.251286, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=cheap_projection_bound, lb_sources=gamma_floor|cheap_projection_bound, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m1_average_strong.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.189915], status=bound_fathomed, interval_lb=0.379831, cheap_prepass_lb=0.00515451, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m1_average_strong.json","regen_candidate_V12_M1_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.189915,0.379831], status=unprocessed_relevant, interval_lb=0.194354, cheap_prepass_lb=0.194354, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=cheap_projection_bound, lb_sources=gamma_floor|cheap_projection_bound, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m2_average_greedy.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.394671], status=bound_fathomed, interval_lb=0.789342, cheap_prepass_lb=0.065587, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m2_average_greedy.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=1, range=[0.394671,0.789342], status=unresolved, interval_lb=0.605082, cheap_prepass_lb=0.425742, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=0, pricing_closed=false"
"E:\codes\ExactEBRP\results\optimization_update_round3\raw\incumbent_v12_m2_average_local.json","regen_candidate_V12_M2_average.txt","gcap_frontier_not_closed","frontier_interval_ledger: interval_id=0, range=[0,0.389671], status=bound_fathomed, interval_lb=0.779342, cheap_prepass_lb=0.065587, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false"
