source,instance_name,method,status,method_scope,solves_original_objective,is_bpc,certified_original_problem,verifier_passed,gap,unresolved_intervals,invalid_bound_intervals,open_nodes,audit_passed,failure_count,failures,warnings
results\paper_bpc_core\raw\v4_paper_core_continuous_precheck_smoke.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\paper_bpc_core\raw\v4_paper_core_depth5_smoke.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\paper_bpc_core\raw\v4_paper_core_depth6_default_smoke.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\paper_bpc_core\raw\v4_paper_core_depth7_default_smoke.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\paper_bpc_core\raw\v4_paper_core_depth8_default_smoke.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\paper_bpc_core\raw\v4_paper_core_gated_precheck_smoke.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\paper_bpc_core\raw\v4_paper_core_label_dominance_trace_smoke.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\paper_bpc_core\raw\v4_paper_core_required_closure_pruning_smoke.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\paper_bpc_core\raw\v4_paper_core_short_budget_compat_skip_smoke.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\paper_bpc_core\raw\v4_paper_core_smoke.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\paper_bpc_core\raw\v4_paper_core_split_before_tree_smoke.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\paper_bpc_core\raw\v4_paper_core_trace_fix_smoke.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\paper_bpc_core\raw\v8_trace_tree_probe_60s.json,regen_V8_M2_average.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.00595217261352,2,0,9,True,0,,
results\paper_bpc_core\raw\v8_trace_tree_probe_completion_lb_60s.json,regen_V8_M2_average.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.00628928605775,2,0,2,True,0,,
