run_id,instance,instance_class,budget_seconds,arm,fresh_round18,status,objective,lower_bound,upper_bound,gap,certificate,certified_original_problem,benchmark_only,paper_certificate_contamination,actual_process_wall_seconds,wall_tolerance_seconds,comparable,engineering_blocker,scheduler_mode,scheduler_invariants_passed,budget_policy_requested,budget_policy_parsed,budget_policy_effective,budget_policy_serialized,option_audit_consistent,cplex_threads,compact_threads,callback_calls_total,native_time_limit_param_id,native_time_limit_set_rc,time_to_first_valid_lb,time_to_best_lb,controlling_set_switches,time_spent_controlling,time_spent_noncontrolling,leaves_never_attempted,accepted_checkpoint_bounds,checkpoint_based_bound_fathomings,solver_final_closures,unresolved_leaves,primal_dual_integral,time_to_gap_5pct,time_to_gap_1pct,time_to_gap_0_1pct,json_path,command_path,executable_sha256
official__high_imbalance_seed3202__tailored_legacy_scheduler_static__300s,high_imbalance_seed3202,control,300,tailored_legacy_scheduler_static,True,gcap_frontier_not_closed,1.74931345205,1.674685,1.74931345205,0.0426615664352,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,249.69154999987222,3.0,True,,legacy,True,total,total,total,total,True,1,1,0,1039,0,161.0121441,161.0064335,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3202__tailored_legacy_scheduler_static__300s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3202__tailored_legacy_scheduler_static__300s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__300s,high_imbalance_seed3202,control,300,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,1.74931345205,1.682832,1.74931345205,0.0380043107613,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,294.3221645001322,3.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,39.1847952,39.1795155,3,255.058732,0.0,0,0,0,2,1,18.273892107465,78.6109,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3202__tailored_controlling_scheduler_static__300s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3202__tailored_controlling_scheduler_static__300s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3301__plain_cplex__300s,moderate_seed3301,hard,300,plain_cplex,True,not_certified,0.0727327782328,0.037866383531,0.0727327782328,0.479376638002,CPLEX did not report optimality: time limit exceeded,False,True,False,300.26201050006784,3.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,300.242511,300.2221429,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3301__plain_cplex__300s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3301__plain_cplex__300s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3301__tailored_legacy_scheduler_static__300s,moderate_seed3301,hard,300,tailored_legacy_scheduler_static,True,gcap_frontier_not_closed,0.0491525526647,0.00614406908309,0.0491525526647,0.875,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,294.2701214000117,3.0,True,,legacy,True,total,total,total,total,True,1,1,0,1039,0,155.6986744,155.6944345,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3301__tailored_legacy_scheduler_static__300s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3301__tailored_legacy_scheduler_static__300s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,moderate_seed3301,hard,300,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,0.0491525526647,0.045742,0.0491525526647,0.0693870914092,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,294.29251769999973,3.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,49.785849,49.7807995,4,244.42769900000002,0.0,0,0,0,2,2,44.700815120099996,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3301__tailored_controlling_scheduler_static__300s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3301__tailored_controlling_scheduler_static__300s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3302__plain_cplex__300s,moderate_seed3302,hard,300,plain_cplex,True,not_certified,0.213397988698,0.11450097091,0.213397988698,0.463439315391,CPLEX did not report optimality: time limit exceeded,False,True,False,300.1493770999368,3.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,300.1304339,300.1064475,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3302__plain_cplex__300s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3302__plain_cplex__300s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3302__tailored_legacy_scheduler_static__300s,moderate_seed3302,hard,300,tailored_legacy_scheduler_static,True,gcap_frontier_not_closed,0.195636206549,0,0.195636206549,1,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,294.3111919001676,3.0,True,,legacy,True,total,total,total,total,True,1,1,0,1039,0,159.2884513,159.2842558,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3302__tailored_legacy_scheduler_static__300s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3302__tailored_legacy_scheduler_static__300s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3302__tailored_controlling_scheduler_static__300s,moderate_seed3302,hard,300,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,0.195636206549,0.122681,0.195636206549,0.372912600566,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,294.2428367000539,3.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,51.7442114,51.7389096,3,242.4258,0.0,1,0,0,0,4,88.6516872815,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3302__tailored_controlling_scheduler_static__300s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3302__tailored_controlling_scheduler_static__300s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3201__plain_cplex__300s,high_imbalance_seed3201,hard,300,plain_cplex,True,not_certified,2.55478672027,1.9775993942,2.55478672027,0.225923879082,CPLEX did not report optimality: time limit exceeded,False,True,False,300.1453682000283,3.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,300.1255164,300.1038408,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3201__plain_cplex__300s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3201__plain_cplex__300s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3201__tailored_legacy_scheduler_static__300s,high_imbalance_seed3201,hard,300,tailored_legacy_scheduler_static,True,gcap_frontier_not_closed,2.44340319194,2.294618,2.44340319194,0.0608926076686,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,294.31251299986616,3.0,True,,legacy,True,total,total,total,total,True,1,1,0,1039,0,177.3085331,177.2953652,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3201__tailored_legacy_scheduler_static__300s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3201__tailored_legacy_scheduler_static__300s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__300s,high_imbalance_seed3201,hard,300,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,2.44340319194,2.294618,2.44340319194,0.0608926076686,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,294.32100729993545,3.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,49.8820047,49.8758616,3,244.36093499999998,0.0,0,0,0,1,2,18.4648585825,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3201__tailored_controlling_scheduler_static__300s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3201__tailored_controlling_scheduler_static__300s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__tight_T_seed3102__plain_cplex__300s,tight_T_seed3102,hard,300,plain_cplex,True,not_certified,0.607204120346,0.4660589143,0.607204120346,0.232451001758,CPLEX did not report optimality: time limit exceeded,False,True,False,300.1620398000814,3.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,300.1427868,300.1207866,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__tight_T_seed3102__plain_cplex__300s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__tight_T_seed3102__plain_cplex__300s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__tight_T_seed3102__tailored_legacy_scheduler_static__300s,tight_T_seed3102,hard,300,tailored_legacy_scheduler_static,True,gcap_frontier_not_closed,0.600704436685,0.512039,0.600704436685,0.147602433527,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,294.2323145000264,3.0,True,,legacy,True,total,total,total,total,True,1,1,0,1039,0,165.5669793,165.562744,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__tight_T_seed3102__tailored_legacy_scheduler_static__300s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__tight_T_seed3102__tailored_legacy_scheduler_static__300s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__tight_T_seed3102__tailored_controlling_scheduler_static__300s,tight_T_seed3102,hard,300,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,0.600704436685,0.450528327514,0.600704436685,0.25,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,294.11986700003035,3.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,0,0,67.5188007,67.5148825,2,220.65789999999998,0.0,1,0,0,0,4,49.0754705235,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__tight_T_seed3102__tailored_controlling_scheduler_static__300s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__tight_T_seed3102__tailored_controlling_scheduler_static__300s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__V12_M1__plain_cplex__900s,V12_M1,control,900,plain_cplex,True,optimal,0.357200583208,0.357200583208,0.357200583208,0,CPLEX reported optimality and the independent verifier recomputed the same feasible objective.,True,True,False,183.07485620002262,9.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,183.0489957,183.0396039,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__V12_M1__plain_cplex__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__V12_M1__plain_cplex__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__V12_M1__tailored_legacy_scheduler_static__900s,V12_M1,control,900,tailored_legacy_scheduler_static,True,optimal,0.357200583208,0.357200583208,0.357200583208,0,sealed frontier certificate completed by automatic exact interval cutoff MIP infeasibility certificates,True,False,False,493.29619179992005,9.0,True,,legacy,True,total,total,total,total,True,1,1,0,1039,0,450.5032283,450.486816,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__V12_M1__tailored_legacy_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__V12_M1__tailored_legacy_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__V12_M1__tailored_controlling_scheduler_static__900s,V12_M1,control,900,tailored_controlling_scheduler_static,True,optimal,0.357200583208,0.357200583208,0.357200583208,0,sealed frontier certificate completed by automatic exact interval cutoff MIP infeasibility certificates,True,False,False,101.1558265001513,9.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,27.8463409,27.8421625,3,73.24195900000001,0.0,0,0,0,3,0,11.38092764944,58.7428,101.114,101.114,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__V12_M1__tailored_controlling_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__V12_M1__tailored_controlling_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__V12_M2__plain_cplex__900s,V12_M2,control,900,plain_cplex,True,not_certified,0.718504070755,0.64543395179,0.718504070755,0.1016975713,CPLEX did not report optimality: time limit exceeded,False,True,False,900.1956207000185,9.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,900.1696672,900.1566858,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__V12_M2__plain_cplex__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__V12_M2__plain_cplex__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__V12_M2__tailored_legacy_scheduler_static__900s,V12_M2,control,900,tailored_legacy_scheduler_static,True,optimal,0.718504070755,0.718504070755,0.718504070755,0,gamma-frontier certificate: every relevant Gini interval was either closed with exact pricing or fathomed by a valid interval lower bound above the verified incumbent objective,True,False,False,290.5714823999442,9.0,True,,legacy,True,total,total,total,total,True,1,1,0,0,0,290.5379757,290.5294002,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__V12_M2__tailored_legacy_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__V12_M2__tailored_legacy_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__V12_M2__tailored_controlling_scheduler_static__900s,V12_M2,control,900,tailored_controlling_scheduler_static,True,optimal,0.718504070755,0.718504070755,0.718504070755,0,sealed frontier certificate completed by automatic exact interval cutoff MIP infeasibility certificates,True,False,False,476.8021013997495,9.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,34.2914336,34.287261,2,442.42770800000005,0.0,0,0,0,2,0,15.757178536839998,246.06,476.768,476.768,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__V12_M2__tailored_controlling_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__V12_M2__tailored_controlling_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__tight_T_seed3101__plain_cplex__900s,tight_T_seed3101,control,900,plain_cplex,True,not_certified,0.139366024177,0.018684593498,0.139366024177,0.865931502256,CPLEX did not report optimality: time limit exceeded,False,True,False,900.161751100095,9.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,900.1355378,900.119635,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__tight_T_seed3101__plain_cplex__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__tight_T_seed3101__plain_cplex__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__tight_T_seed3101__tailored_legacy_scheduler_static__900s,tight_T_seed3101,control,900,tailored_legacy_scheduler_static,True,optimal,0.107252734134,0.107252734134,0.107252734134,0,gamma-frontier certificate: every relevant Gini interval was either closed with exact pricing or fathomed by a valid interval lower bound above the verified incumbent objective,True,False,False,76.2585634002462,9.0,True,,legacy,True,total,total,total,total,True,1,1,0,0,0,76.2253116,76.2196835,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__tight_T_seed3101__tailored_legacy_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__tight_T_seed3101__tailored_legacy_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__tight_T_seed3101__tailored_controlling_scheduler_static__900s,tight_T_seed3101,control,900,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,0.107252734134,0.031391,0.107252734134,0.707317484692,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,882.1500009000301,9.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,31.7743,31.7672947,0,850.306,0.0,2,0,0,0,3,581.367771081,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__tight_T_seed3101__tailored_controlling_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__tight_T_seed3101__tailored_controlling_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3202__plain_cplex__900s,high_imbalance_seed3202,control,900,plain_cplex,True,not_certified,1.7774623665,1.1404943279,1.7774623665,0.358358101193,CPLEX did not report optimality: time limit exceeded,False,True,False,900.1513706999831,9.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,900.1256288,900.110493,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3202__plain_cplex__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3202__plain_cplex__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3202__tailored_legacy_scheduler_static__900s,high_imbalance_seed3202,control,900,tailored_legacy_scheduler_static,True,optimal,1.74931345205,1.74931345205,1.74931345205,0,gamma-frontier certificate: every relevant Gini interval was either closed with exact pricing or fathomed by a valid interval lower bound above the verified incumbent objective,True,False,False,294.10749879991636,9.0,True,,legacy,True,total,total,total,total,True,1,1,0,0,0,294.0726422,294.0659982,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3202__tailored_legacy_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3202__tailored_legacy_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
