run_id,leaf_id,variant,command_hash,compact_bc_solver_threads,thread_fairness_class,model_lp_exists,model_fingerprint,formulation_profile
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__900s,2,tailored_static_no_callback,dcb3661ad6da39a46c68143ee5eff8567371e20e9287cce64655854ca4daefb5,1,one_thread_fair,True,3adaef2386c41c09,round17_static_no_callback_paper_safe
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__900s,3,tailored_static_no_callback,dcb3661ad6da39a46c68143ee5eff8567371e20e9287cce64655854ca4daefb5,1,one_thread_fair,True,3ddfedf15234d9d1,round17_static_no_callback_paper_safe
official__moderate_seed3301__tailored_controlling_scheduler_static__900s,0,tailored_static_no_callback,c6097c85a079ad5e42fcfcfa921ada135108ad32434b238538b7f77a83c76417,1,one_thread_fair,True,6f76345b2512aea7,round17_static_no_callback_paper_safe
official__moderate_seed3301__tailored_controlling_scheduler_static__900s,1,tailored_static_no_callback,c6097c85a079ad5e42fcfcfa921ada135108ad32434b238538b7f77a83c76417,1,one_thread_fair,True,b3b400df77a2aeb3,round17_static_no_callback_paper_safe
official__moderate_seed3301__tailored_controlling_scheduler_static__900s,2,tailored_static_no_callback,c6097c85a079ad5e42fcfcfa921ada135108ad32434b238538b7f77a83c76417,1,one_thread_fair,True,0981ff597531c88d,round17_static_no_callback_paper_safe
official__moderate_seed3301__tailored_controlling_scheduler_static__900s,3,tailored_static_no_callback,c6097c85a079ad5e42fcfcfa921ada135108ad32434b238538b7f77a83c76417,1,one_thread_fair,True,73c3b53dd6db45e5,round17_static_no_callback_paper_safe
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,0,tailored_static_no_callback,cb01ea37a540965eb8f011264fa1ec5b16fc7bb9a43bfd2d588a1072b012feb9,1,one_thread_fair,True,ba8fcaa5985e89e3,round17_static_no_callback_paper_safe
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,1,tailored_static_no_callback,cb01ea37a540965eb8f011264fa1ec5b16fc7bb9a43bfd2d588a1072b012feb9,1,one_thread_fair,True,4ec968367c6e7149,round17_static_no_callback_paper_safe
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,2,tailored_static_no_callback,cb01ea37a540965eb8f011264fa1ec5b16fc7bb9a43bfd2d588a1072b012feb9,1,one_thread_fair,True,12627594b1d7ed46,round17_static_no_callback_paper_safe
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__900s,1,tailored_static_no_callback,09d80b2d656eecd62ab202ce54e30fba64084f6d482632e4f7df37c9228b5035,1,one_thread_fair,True,4f1b65851e64c47d,round17_static_no_callback_paper_safe
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__900s,2,tailored_static_no_callback,09d80b2d656eecd62ab202ce54e30fba64084f6d482632e4f7df37c9228b5035,1,one_thread_fair,True,f43b33590b826bb8,round17_static_no_callback_paper_safe
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__900s,3,tailored_static_no_callback,09d80b2d656eecd62ab202ce54e30fba64084f6d482632e4f7df37c9228b5035,1,one_thread_fair,True,565f17d732a604f7,round17_static_no_callback_paper_safe
official__tight_T_seed3102__tailored_controlling_scheduler_static__900s,0,tailored_static_no_callback,74b1008b3a54f7e5d0f38fe13df4a9b943d72fb47229f560c602016e85255145,1,one_thread_fair,True,b00154d86c96bd51,round17_static_no_callback_paper_safe
official__tight_T_seed3102__tailored_controlling_scheduler_static__900s,1,tailored_static_no_callback,74b1008b3a54f7e5d0f38fe13df4a9b943d72fb47229f560c602016e85255145,1,one_thread_fair,True,8377874d0f1c3ab9,round17_static_no_callback_paper_safe
official__tight_T_seed3102__tailored_controlling_scheduler_static__900s,3,tailored_static_no_callback,74b1008b3a54f7e5d0f38fe13df4a9b943d72fb47229f560c602016e85255145,1,one_thread_fair,True,f85f214357155264,round17_static_no_callback_paper_safe
official__V12_M1__tailored_controlling_scheduler_static__1800s,1,tailored_static_no_callback,c37973596f3f399fe3a48003a035fc9150651580c0e3692dd352663844292ece,1,one_thread_fair,True,a195c7d4133cc3d1,round17_static_no_callback_paper_safe
official__V12_M1__tailored_controlling_scheduler_static__1800s,2,tailored_static_no_callback,c37973596f3f399fe3a48003a035fc9150651580c0e3692dd352663844292ece,1,one_thread_fair,True,a7700d99fe0dc484,round17_static_no_callback_paper_safe
official__V12_M1__tailored_controlling_scheduler_static__1800s,3,tailored_static_no_callback,c37973596f3f399fe3a48003a035fc9150651580c0e3692dd352663844292ece,1,one_thread_fair,True,40103e98e78ed251,round17_static_no_callback_paper_safe
official__V12_M2__tailored_controlling_scheduler_static__1800s,2,tailored_static_no_callback,f4ab180a8d4a3d622a69f1abdf6518fc2685845592efeee0cb8b440b6d548006,1,one_thread_fair,True,831681fce70b0aa5,round17_static_no_callback_paper_safe
official__V12_M2__tailored_controlling_scheduler_static__1800s,3,tailored_static_no_callback,f4ab180a8d4a3d622a69f1abdf6518fc2685845592efeee0cb8b440b6d548006,1,one_thread_fair,True,71379639ca35c8c6,round17_static_no_callback_paper_safe
official__tight_T_seed3101__tailored_controlling_scheduler_static__1800s,1,tailored_static_no_callback,95e5e5cc1d23c3e082af2d216c7a70fa88eb4b0d96e87d63cd603cde9812d831,1,one_thread_fair,True,5315149b148157a5,round17_static_no_callback_paper_safe
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__1800s,1,tailored_static_no_callback,0762a7afcee06115de9ff6cb44dd2b0cdc44d87fd9cdda9e955d491ff20b6f3c,1,one_thread_fair,True,22cea6dcf4b3af97,round17_static_no_callback_paper_safe
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__1800s,2,tailored_static_no_callback,0762a7afcee06115de9ff6cb44dd2b0cdc44d87fd9cdda9e955d491ff20b6f3c,1,one_thread_fair,True,3adaef2386c41c09,round17_static_no_callback_paper_safe
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__1800s,3,tailored_static_no_callback,0762a7afcee06115de9ff6cb44dd2b0cdc44d87fd9cdda9e955d491ff20b6f3c,1,one_thread_fair,True,3ddfedf15234d9d1,round17_static_no_callback_paper_safe
official__moderate_seed3301__tailored_controlling_scheduler_static__1800s,0,tailored_static_no_callback,450e895672fcb661816cdecc06defd2cb2205957bae2657cebce8ea4bc06c5ab,1,one_thread_fair,True,6f76345b2512aea7,round17_static_no_callback_paper_safe
official__moderate_seed3301__tailored_controlling_scheduler_static__1800s,1,tailored_static_no_callback,450e895672fcb661816cdecc06defd2cb2205957bae2657cebce8ea4bc06c5ab,1,one_thread_fair,True,b3b400df77a2aeb3,round17_static_no_callback_paper_safe
official__moderate_seed3301__tailored_controlling_scheduler_static__1800s,2,tailored_static_no_callback,450e895672fcb661816cdecc06defd2cb2205957bae2657cebce8ea4bc06c5ab,1,one_thread_fair,True,0981ff597531c88d,round17_static_no_callback_paper_safe
official__moderate_seed3301__tailored_controlling_scheduler_static__1800s,3,tailored_static_no_callback,450e895672fcb661816cdecc06defd2cb2205957bae2657cebce8ea4bc06c5ab,1,one_thread_fair,True,73c3b53dd6db45e5,round17_static_no_callback_paper_safe
official__moderate_seed3302__tailored_controlling_scheduler_static__1800s,0,tailored_static_no_callback,bc3de8a4089dbc5e19f68cd45b7ea6a18d809b264eb9228d1d5cf8d4d7189914,1,one_thread_fair,True,ba8fcaa5985e89e3,round17_static_no_callback_paper_safe
official__moderate_seed3302__tailored_controlling_scheduler_static__1800s,1,tailored_static_no_callback,bc3de8a4089dbc5e19f68cd45b7ea6a18d809b264eb9228d1d5cf8d4d7189914,1,one_thread_fair,True,4ec968367c6e7149,round17_static_no_callback_paper_safe
official__moderate_seed3302__tailored_controlling_scheduler_static__1800s,2,tailored_static_no_callback,bc3de8a4089dbc5e19f68cd45b7ea6a18d809b264eb9228d1d5cf8d4d7189914,1,one_thread_fair,True,12627594b1d7ed46,round17_static_no_callback_paper_safe
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,1,tailored_static_no_callback,ca8dc225ed65d50a7465acf8bb585dc6b9e9a0bf81c48db0f112bf3f63a12d99,1,one_thread_fair,True,4f1b65851e64c47d,round17_static_no_callback_paper_safe
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,2,tailored_static_no_callback,ca8dc225ed65d50a7465acf8bb585dc6b9e9a0bf81c48db0f112bf3f63a12d99,1,one_thread_fair,True,f43b33590b826bb8,round17_static_no_callback_paper_safe
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,3,tailored_static_no_callback,ca8dc225ed65d50a7465acf8bb585dc6b9e9a0bf81c48db0f112bf3f63a12d99,1,one_thread_fair,True,565f17d732a604f7,round17_static_no_callback_paper_safe
official__tight_T_seed3102__tailored_controlling_scheduler_static__1800s,0,tailored_static_no_callback,f4ec84d013242d88c03842b782c4bfdea14ae72dd292a36c70ec619511b0232e,1,one_thread_fair,True,b00154d86c96bd51,round17_static_no_callback_paper_safe
official__tight_T_seed3102__tailored_controlling_scheduler_static__1800s,1,tailored_static_no_callback,f4ec84d013242d88c03842b782c4bfdea14ae72dd292a36c70ec619511b0232e,1,one_thread_fair,True,8377874d0f1c3ab9,round17_static_no_callback_paper_safe
official__tight_T_seed3102__tailored_controlling_scheduler_static__1800s,3,tailored_static_no_callback,f4ec84d013242d88c03842b782c4bfdea14ae72dd292a36c70ec619511b0232e,1,one_thread_fair,True,f85f214357155264,round17_static_no_callback_paper_safe
