check,run_id,passed,reason
one_thread_cplex,official__moderate_seed3301__plain_cplex__300s,True,cplex_threads=1
single_solver_process,official__moderate_seed3301__plain_cplex__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__moderate_seed3301__plain_cplex__300s,True,benchmark_same_process
run_timestamps_valid,official__moderate_seed3301__plain_cplex__300s,True,start=2026-07-13T23:00:37+08:00;end=2026-07-13T23:05:37+08:00
resource_stop_not_used,official__moderate_seed3301__plain_cplex__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__moderate_seed3302__plain_cplex__300s,True,unique
one_thread_cplex,official__moderate_seed3302__plain_cplex__300s,True,cplex_threads=1
single_solver_process,official__moderate_seed3302__plain_cplex__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__moderate_seed3302__plain_cplex__300s,True,benchmark_same_process
run_timestamps_valid,official__moderate_seed3302__plain_cplex__300s,True,start=2026-07-13T23:15:27+08:00;end=2026-07-13T23:20:27+08:00
resource_stop_not_used,official__moderate_seed3302__plain_cplex__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__high_imbalance_seed3201__plain_cplex__300s,True,unique
one_thread_cplex,official__high_imbalance_seed3201__plain_cplex__300s,True,cplex_threads=1
single_solver_process,official__high_imbalance_seed3201__plain_cplex__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__high_imbalance_seed3201__plain_cplex__300s,True,benchmark_same_process
run_timestamps_valid,official__high_imbalance_seed3201__plain_cplex__300s,True,start=2026-07-13T23:30:16+08:00;end=2026-07-13T23:35:17+08:00
resource_stop_not_used,official__high_imbalance_seed3201__plain_cplex__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__tight_T_seed3102__plain_cplex__300s,True,unique
one_thread_cplex,official__tight_T_seed3102__plain_cplex__300s,True,cplex_threads=1
single_solver_process,official__tight_T_seed3102__plain_cplex__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__tight_T_seed3102__plain_cplex__300s,True,benchmark_same_process
run_timestamps_valid,official__tight_T_seed3102__plain_cplex__300s,True,start=2026-07-13T23:45:06+08:00;end=2026-07-13T23:50:07+08:00
resource_stop_not_used,official__tight_T_seed3102__plain_cplex__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__V12_M1__plain_cplex__900s,True,unique
one_thread_cplex,official__V12_M1__plain_cplex__900s,True,cplex_threads=1
single_solver_process,official__V12_M1__plain_cplex__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__V12_M1__plain_cplex__900s,True,benchmark_same_process
run_timestamps_valid,official__V12_M1__plain_cplex__900s,True,start=2026-07-14T00:04:19+08:00;end=2026-07-14T00:07:22+08:00
resource_stop_not_used,official__V12_M1__plain_cplex__900s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,official__V12_M2__plain_cplex__900s,True,unique
one_thread_cplex,official__V12_M2__plain_cplex__900s,True,cplex_threads=1
single_solver_process,official__V12_M2__plain_cplex__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__V12_M2__plain_cplex__900s,True,benchmark_same_process
run_timestamps_valid,official__V12_M2__plain_cplex__900s,True,start=2026-07-14T00:20:00+08:00;end=2026-07-14T00:35:00+08:00
resource_stop_not_used,official__V12_M2__plain_cplex__900s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__tight_T_seed3101__plain_cplex__900s,True,unique
one_thread_cplex,official__tight_T_seed3101__plain_cplex__900s,True,cplex_threads=1
single_solver_process,official__tight_T_seed3101__plain_cplex__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__tight_T_seed3101__plain_cplex__900s,True,benchmark_same_process
run_timestamps_valid,official__tight_T_seed3101__plain_cplex__900s,True,start=2026-07-14T00:47:47+08:00;end=2026-07-14T01:02:48+08:00
resource_stop_not_used,official__tight_T_seed3101__plain_cplex__900s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__high_imbalance_seed3202__plain_cplex__900s,True,unique
one_thread_cplex,official__high_imbalance_seed3202__plain_cplex__900s,True,cplex_threads=1
single_solver_process,official__high_imbalance_seed3202__plain_cplex__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__high_imbalance_seed3202__plain_cplex__900s,True,benchmark_same_process
run_timestamps_valid,official__high_imbalance_seed3202__plain_cplex__900s,True,start=2026-07-14T01:18:47+08:00;end=2026-07-14T01:33:48+08:00
resource_stop_not_used,official__high_imbalance_seed3202__plain_cplex__900s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__moderate_seed3301__plain_cplex__900s,True,unique
one_thread_cplex,official__moderate_seed3301__plain_cplex__900s,True,cplex_threads=1
single_solver_process,official__moderate_seed3301__plain_cplex__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__moderate_seed3301__plain_cplex__900s,True,benchmark_same_process
run_timestamps_valid,official__moderate_seed3301__plain_cplex__900s,True,start=2026-07-14T01:53:22+08:00;end=2026-07-14T02:08:25+08:00
resource_stop_not_used,official__moderate_seed3301__plain_cplex__900s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__moderate_seed3302__plain_cplex__900s,True,unique
one_thread_cplex,official__moderate_seed3302__plain_cplex__900s,True,cplex_threads=1
single_solver_process,official__moderate_seed3302__plain_cplex__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__moderate_seed3302__plain_cplex__900s,True,benchmark_same_process
run_timestamps_valid,official__moderate_seed3302__plain_cplex__900s,True,start=2026-07-14T02:40:08+08:00;end=2026-07-14T02:55:09+08:00
resource_stop_not_used,official__moderate_seed3302__plain_cplex__900s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__V12_M1__tailored_legacy_scheduler_static__300s,True,unique
one_thread_cplex,official__V12_M1__tailored_legacy_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__V12_M1__tailored_legacy_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__V12_M1__tailored_legacy_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__V12_M1__tailored_legacy_scheduler_static__300s,True,start=2026-07-14T03:31:37+08:00;end=2026-07-14T03:34:31+08:00
resource_stop_not_used,official__V12_M1__tailored_legacy_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,official__V12_M1__tailored_controlling_scheduler_static__300s,True,unique
one_thread_cplex,official__V12_M1__tailored_controlling_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__V12_M1__tailored_controlling_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__V12_M1__tailored_controlling_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__V12_M1__tailored_controlling_scheduler_static__300s,True,start=2026-07-14T03:34:32+08:00;end=2026-07-14T03:36:12+08:00
resource_stop_not_used,official__V12_M1__tailored_controlling_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,official__V12_M2__tailored_legacy_scheduler_static__300s,True,unique
one_thread_cplex,official__V12_M2__tailored_legacy_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__V12_M2__tailored_legacy_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__V12_M2__tailored_legacy_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__V12_M2__tailored_legacy_scheduler_static__300s,True,start=2026-07-14T03:36:12+08:00;end=2026-07-14T03:40:06+08:00
resource_stop_not_used,official__V12_M2__tailored_legacy_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,official__V12_M2__tailored_controlling_scheduler_static__300s,True,unique
one_thread_cplex,official__V12_M2__tailored_controlling_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__V12_M2__tailored_controlling_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__V12_M2__tailored_controlling_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__V12_M2__tailored_controlling_scheduler_static__300s,True,start=2026-07-14T03:40:06+08:00;end=2026-07-14T03:45:01+08:00
resource_stop_not_used,official__V12_M2__tailored_controlling_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__tight_T_seed3101__tailored_legacy_scheduler_static__300s,True,unique
one_thread_cplex,official__tight_T_seed3101__tailored_legacy_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__tight_T_seed3101__tailored_legacy_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__tight_T_seed3101__tailored_legacy_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__tight_T_seed3101__tailored_legacy_scheduler_static__300s,True,start=2026-07-14T03:45:01+08:00;end=2026-07-14T03:46:17+08:00
resource_stop_not_used,official__tight_T_seed3101__tailored_legacy_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,official__tight_T_seed3101__tailored_controlling_scheduler_static__300s,True,unique
one_thread_cplex,official__tight_T_seed3101__tailored_controlling_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__tight_T_seed3101__tailored_controlling_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__tight_T_seed3101__tailored_controlling_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__tight_T_seed3101__tailored_controlling_scheduler_static__300s,True,start=2026-07-14T03:46:18+08:00;end=2026-07-14T03:51:12+08:00
resource_stop_not_used,official__tight_T_seed3101__tailored_controlling_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__high_imbalance_seed3202__tailored_legacy_scheduler_static__300s,True,unique
one_thread_cplex,official__high_imbalance_seed3202__tailored_legacy_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__high_imbalance_seed3202__tailored_legacy_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__high_imbalance_seed3202__tailored_legacy_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__high_imbalance_seed3202__tailored_legacy_scheduler_static__300s,True,start=2026-07-14T03:51:13+08:00;end=2026-07-14T03:55:23+08:00
resource_stop_not_used,official__high_imbalance_seed3202__tailored_legacy_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__high_imbalance_seed3202__tailored_controlling_scheduler_static__300s,True,unique
one_thread_cplex,official__high_imbalance_seed3202__tailored_controlling_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__high_imbalance_seed3202__tailored_controlling_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__high_imbalance_seed3202__tailored_controlling_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__high_imbalance_seed3202__tailored_controlling_scheduler_static__300s,True,start=2026-07-14T03:55:23+08:00;end=2026-07-14T04:00:17+08:00
resource_stop_not_used,official__high_imbalance_seed3202__tailored_controlling_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__moderate_seed3301__tailored_legacy_scheduler_static__300s,True,unique
one_thread_cplex,official__moderate_seed3301__tailored_legacy_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__moderate_seed3301__tailored_legacy_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__moderate_seed3301__tailored_legacy_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__moderate_seed3301__tailored_legacy_scheduler_static__300s,True,start=2026-07-14T04:00:18+08:00;end=2026-07-14T04:05:12+08:00
resource_stop_not_used,official__moderate_seed3301__tailored_legacy_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__moderate_seed3301__tailored_controlling_scheduler_static__300s,True,unique
one_thread_cplex,official__moderate_seed3301__tailored_controlling_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__moderate_seed3301__tailored_controlling_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__moderate_seed3301__tailored_controlling_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__moderate_seed3301__tailored_controlling_scheduler_static__300s,True,start=2026-07-14T04:05:12+08:00;end=2026-07-14T04:10:07+08:00
resource_stop_not_used,official__moderate_seed3301__tailored_controlling_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__moderate_seed3302__tailored_legacy_scheduler_static__300s,True,unique
one_thread_cplex,official__moderate_seed3302__tailored_legacy_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__moderate_seed3302__tailored_legacy_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__moderate_seed3302__tailored_legacy_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__moderate_seed3302__tailored_legacy_scheduler_static__300s,True,start=2026-07-14T04:10:07+08:00;end=2026-07-14T04:15:02+08:00
resource_stop_not_used,official__moderate_seed3302__tailored_legacy_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__moderate_seed3302__tailored_controlling_scheduler_static__300s,True,unique
one_thread_cplex,official__moderate_seed3302__tailored_controlling_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__moderate_seed3302__tailored_controlling_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__moderate_seed3302__tailored_controlling_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__moderate_seed3302__tailored_controlling_scheduler_static__300s,True,start=2026-07-14T04:15:02+08:00;end=2026-07-14T04:19:57+08:00
resource_stop_not_used,official__moderate_seed3302__tailored_controlling_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__high_imbalance_seed3201__tailored_legacy_scheduler_static__300s,True,unique
one_thread_cplex,official__high_imbalance_seed3201__tailored_legacy_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__high_imbalance_seed3201__tailored_legacy_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__high_imbalance_seed3201__tailored_legacy_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__high_imbalance_seed3201__tailored_legacy_scheduler_static__300s,True,start=2026-07-14T04:19:57+08:00;end=2026-07-14T04:24:52+08:00
resource_stop_not_used,official__high_imbalance_seed3201__tailored_legacy_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__high_imbalance_seed3201__tailored_controlling_scheduler_static__300s,True,unique
one_thread_cplex,official__high_imbalance_seed3201__tailored_controlling_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__high_imbalance_seed3201__tailored_controlling_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__high_imbalance_seed3201__tailored_controlling_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__high_imbalance_seed3201__tailored_controlling_scheduler_static__300s,True,start=2026-07-14T04:24:52+08:00;end=2026-07-14T04:29:46+08:00
resource_stop_not_used,official__high_imbalance_seed3201__tailored_controlling_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__tight_T_seed3102__tailored_legacy_scheduler_static__300s,True,unique
one_thread_cplex,official__tight_T_seed3102__tailored_legacy_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__tight_T_seed3102__tailored_legacy_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__tight_T_seed3102__tailored_legacy_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__tight_T_seed3102__tailored_legacy_scheduler_static__300s,True,start=2026-07-14T04:29:47+08:00;end=2026-07-14T04:34:41+08:00
resource_stop_not_used,official__tight_T_seed3102__tailored_legacy_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__tight_T_seed3102__tailored_controlling_scheduler_static__300s,True,unique
one_thread_cplex,official__tight_T_seed3102__tailored_controlling_scheduler_static__300s,True,cplex_threads=1
single_solver_process,official__tight_T_seed3102__tailored_controlling_scheduler_static__300s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__tight_T_seed3102__tailored_controlling_scheduler_static__300s,True,same_run_verifier_gated
run_timestamps_valid,official__tight_T_seed3102__tailored_controlling_scheduler_static__300s,True,start=2026-07-14T04:34:41+08:00;end=2026-07-14T04:39:36+08:00
resource_stop_not_used,official__tight_T_seed3102__tailored_controlling_scheduler_static__300s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__V12_M1__tailored_legacy_scheduler_static__900s,True,unique
one_thread_cplex,official__V12_M1__tailored_legacy_scheduler_static__900s,True,cplex_threads=1
single_solver_process,official__V12_M1__tailored_legacy_scheduler_static__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__V12_M1__tailored_legacy_scheduler_static__900s,True,same_run_verifier_gated
run_timestamps_valid,official__V12_M1__tailored_legacy_scheduler_static__900s,True,start=2026-07-14T04:40:45+08:00;end=2026-07-14T04:48:58+08:00
resource_stop_not_used,official__V12_M1__tailored_legacy_scheduler_static__900s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,official__V12_M1__tailored_controlling_scheduler_static__900s,True,unique
one_thread_cplex,official__V12_M1__tailored_controlling_scheduler_static__900s,True,cplex_threads=1
single_solver_process,official__V12_M1__tailored_controlling_scheduler_static__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__V12_M1__tailored_controlling_scheduler_static__900s,True,same_run_verifier_gated
run_timestamps_valid,official__V12_M1__tailored_controlling_scheduler_static__900s,True,start=2026-07-14T04:48:58+08:00;end=2026-07-14T04:50:40+08:00
resource_stop_not_used,official__V12_M1__tailored_controlling_scheduler_static__900s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,official__V12_M2__tailored_legacy_scheduler_static__900s,True,unique
one_thread_cplex,official__V12_M2__tailored_legacy_scheduler_static__900s,True,cplex_threads=1
single_solver_process,official__V12_M2__tailored_legacy_scheduler_static__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__V12_M2__tailored_legacy_scheduler_static__900s,True,same_run_verifier_gated
run_timestamps_valid,official__V12_M2__tailored_legacy_scheduler_static__900s,True,start=2026-07-14T04:50:40+08:00;end=2026-07-14T04:55:31+08:00
resource_stop_not_used,official__V12_M2__tailored_legacy_scheduler_static__900s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,official__V12_M2__tailored_controlling_scheduler_static__900s,True,unique
one_thread_cplex,official__V12_M2__tailored_controlling_scheduler_static__900s,True,cplex_threads=1
single_solver_process,official__V12_M2__tailored_controlling_scheduler_static__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__V12_M2__tailored_controlling_scheduler_static__900s,True,same_run_verifier_gated
run_timestamps_valid,official__V12_M2__tailored_controlling_scheduler_static__900s,True,start=2026-07-14T04:55:31+08:00;end=2026-07-14T05:03:28+08:00
resource_stop_not_used,official__V12_M2__tailored_controlling_scheduler_static__900s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,official__tight_T_seed3101__tailored_legacy_scheduler_static__900s,True,unique
one_thread_cplex,official__tight_T_seed3101__tailored_legacy_scheduler_static__900s,True,cplex_threads=1
single_solver_process,official__tight_T_seed3101__tailored_legacy_scheduler_static__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__tight_T_seed3101__tailored_legacy_scheduler_static__900s,True,same_run_verifier_gated
run_timestamps_valid,official__tight_T_seed3101__tailored_legacy_scheduler_static__900s,True,start=2026-07-14T05:03:29+08:00;end=2026-07-14T05:04:45+08:00
resource_stop_not_used,official__tight_T_seed3101__tailored_legacy_scheduler_static__900s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,official__tight_T_seed3101__tailored_controlling_scheduler_static__900s,True,unique
one_thread_cplex,official__tight_T_seed3101__tailored_controlling_scheduler_static__900s,True,cplex_threads=1
single_solver_process,official__tight_T_seed3101__tailored_controlling_scheduler_static__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__tight_T_seed3101__tailored_controlling_scheduler_static__900s,True,same_run_verifier_gated
run_timestamps_valid,official__tight_T_seed3101__tailored_controlling_scheduler_static__900s,True,start=2026-07-14T05:04:46+08:00;end=2026-07-14T05:19:28+08:00
resource_stop_not_used,official__tight_T_seed3101__tailored_controlling_scheduler_static__900s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__high_imbalance_seed3202__tailored_legacy_scheduler_static__900s,True,unique
one_thread_cplex,official__high_imbalance_seed3202__tailored_legacy_scheduler_static__900s,True,cplex_threads=1
single_solver_process,official__high_imbalance_seed3202__tailored_legacy_scheduler_static__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__high_imbalance_seed3202__tailored_legacy_scheduler_static__900s,True,same_run_verifier_gated
run_timestamps_valid,official__high_imbalance_seed3202__tailored_legacy_scheduler_static__900s,True,start=2026-07-14T05:19:28+08:00;end=2026-07-14T05:24:23+08:00
resource_stop_not_used,official__high_imbalance_seed3202__tailored_legacy_scheduler_static__900s,True,resource_stopped=False;bound_used=True;certified=True
unique_run_id,official__high_imbalance_seed3202__tailored_controlling_scheduler_static__900s,True,unique
one_thread_cplex,official__high_imbalance_seed3202__tailored_controlling_scheduler_static__900s,True,cplex_threads=1
single_solver_process,official__high_imbalance_seed3202__tailored_controlling_scheduler_static__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__high_imbalance_seed3202__tailored_controlling_scheduler_static__900s,True,same_run_verifier_gated
run_timestamps_valid,official__high_imbalance_seed3202__tailored_controlling_scheduler_static__900s,True,start=2026-07-14T05:24:23+08:00;end=2026-07-14T05:39:05+08:00
resource_stop_not_used,official__high_imbalance_seed3202__tailored_controlling_scheduler_static__900s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__moderate_seed3301__tailored_legacy_scheduler_static__900s,True,unique
one_thread_cplex,official__moderate_seed3301__tailored_legacy_scheduler_static__900s,True,cplex_threads=1
single_solver_process,official__moderate_seed3301__tailored_legacy_scheduler_static__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__moderate_seed3301__tailored_legacy_scheduler_static__900s,True,same_run_verifier_gated
run_timestamps_valid,official__moderate_seed3301__tailored_legacy_scheduler_static__900s,True,start=2026-07-14T05:39:06+08:00;end=2026-07-14T05:53:48+08:00
resource_stop_not_used,official__moderate_seed3301__tailored_legacy_scheduler_static__900s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__moderate_seed3301__tailored_controlling_scheduler_static__900s,True,unique
one_thread_cplex,official__moderate_seed3301__tailored_controlling_scheduler_static__900s,True,cplex_threads=1
single_solver_process,official__moderate_seed3301__tailored_controlling_scheduler_static__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__moderate_seed3301__tailored_controlling_scheduler_static__900s,True,same_run_verifier_gated
run_timestamps_valid,official__moderate_seed3301__tailored_controlling_scheduler_static__900s,True,start=2026-07-14T05:53:49+08:00;end=2026-07-14T06:08:31+08:00
resource_stop_not_used,official__moderate_seed3301__tailored_controlling_scheduler_static__900s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__moderate_seed3302__tailored_legacy_scheduler_static__900s,True,unique
one_thread_cplex,official__moderate_seed3302__tailored_legacy_scheduler_static__900s,True,cplex_threads=1
single_solver_process,official__moderate_seed3302__tailored_legacy_scheduler_static__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__moderate_seed3302__tailored_legacy_scheduler_static__900s,True,same_run_verifier_gated
run_timestamps_valid,official__moderate_seed3302__tailored_legacy_scheduler_static__900s,True,start=2026-07-14T06:08:32+08:00;end=2026-07-14T06:23:14+08:00
resource_stop_not_used,official__moderate_seed3302__tailored_legacy_scheduler_static__900s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__moderate_seed3302__tailored_controlling_scheduler_static__900s,True,unique
one_thread_cplex,official__moderate_seed3302__tailored_controlling_scheduler_static__900s,True,cplex_threads=1
single_solver_process,official__moderate_seed3302__tailored_controlling_scheduler_static__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__moderate_seed3302__tailored_controlling_scheduler_static__900s,True,same_run_verifier_gated
run_timestamps_valid,official__moderate_seed3302__tailored_controlling_scheduler_static__900s,True,start=2026-07-14T06:23:14+08:00;end=2026-07-14T06:37:57+08:00
resource_stop_not_used,official__moderate_seed3302__tailored_controlling_scheduler_static__900s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__high_imbalance_seed3201__plain_cplex__900s,True,unique
one_thread_cplex,official__high_imbalance_seed3201__plain_cplex__900s,True,cplex_threads=1
single_solver_process,official__high_imbalance_seed3201__plain_cplex__900s,True,max_concurrent=0;background=False
incumbent_source_policy_present,official__high_imbalance_seed3201__plain_cplex__900s,True,benchmark_same_process
run_timestamps_valid,official__high_imbalance_seed3201__plain_cplex__900s,True,start=2026-07-14T06:37:57+08:00;end=2026-07-14T06:52:57+08:00
resource_stop_not_used,official__high_imbalance_seed3201__plain_cplex__900s,True,resource_stopped=False;bound_used=True;certified=False
unique_run_id,official__high_imbalance_seed3201__tailored_legacy_scheduler_static__900s,True,unique
