row,variant,budget_seconds,json_path,selected_for_summary,certified_original_problem,row_certificate_source_class,leaf_solver_row,compact_bc_called_this_row,compact_bc_called_any_child,parent_row_compact_bc_called_any_leaf,compact_bc_called_any_leaf,compact_bc_contributed_to_certificate,compact_bc_diagnostic_only,paper_certificate_contamination,inconsistent_source_label_detected,audit_passed,failures
low_gini_2,plain_fixed_interval_mip,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\low_gini_2_plain_fixed_interval_mip_300s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
low_gini_2,current_best_new_combined_paper_safe,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\low_gini_2_current_best_new_combined_paper_safe_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
low_gini_2,all_new_paper_safe_cuts,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\low_gini_2_all_new_paper_safe_cuts_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
high_imbalance_seed3201_hard,plain_fixed_interval_mip,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\high_imbalance_seed3201_hard_plain_fixed_interval_mip_300s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
high_imbalance_seed3201_hard,current_best_new_combined_paper_safe,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\high_imbalance_seed3201_hard_current_best_new_combined_paper_safe_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
high_imbalance_seed3201_hard,all_new_paper_safe_cuts,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\high_imbalance_seed3201_hard_all_new_paper_safe_cuts_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
tight_T_seed3102_hard,plain_fixed_interval_mip,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\tight_T_seed3102_hard_plain_fixed_interval_mip_300s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
tight_T_seed3102_hard,current_best_new_combined_paper_safe,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\tight_T_seed3102_hard_current_best_new_combined_paper_safe_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
tight_T_seed3102_hard,all_new_paper_safe_cuts,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\tight_T_seed3102_hard_all_new_paper_safe_cuts_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
moderate_seed3302_hard,plain_fixed_interval_mip,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\moderate_seed3302_hard_plain_fixed_interval_mip_300s.json,false,false,benchmark_only,false,false,false,false,false,false,true,false,false,True,
moderate_seed3302_hard,current_best_new_combined_paper_safe,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\moderate_seed3302_hard_current_best_new_combined_paper_safe_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
moderate_seed3302_hard,all_new_paper_safe_cuts,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\moderate_seed3302_hard_all_new_paper_safe_cuts_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
moderate_seed3302_hard,bucket_integer_inventory_domain,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\moderate_seed3302_hard_bucket_integer_inventory_domain_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
moderate_seed3302_hard,bucket_required_movement,300,results\gf_tailored_bc_lp_pattern_strengthening_round\raw\moderate_seed3302_hard_bucket_required_movement_300s.json,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
full_convergence_comparison,static_tailored_compact_bc,,,false,false,tailored_bc_assisted_noncertified,true,true,false,false,true,false,false,false,false,True,
