file,instance_name,status,certified_original_problem,selected_for_summary,row_certificate_source_class,leaf_solver_row,compact_bc_called_this_row,compact_bc_called_any_child,parent_row_compact_bc_called_any_leaf,compact_bc_child_rows_found,compact_bc_child_rows_aggregated,compact_bc_diagnostic_only,paper_certificate_contamination,relaxation_only_intervals,compact_bc_infeasible_intervals,compact_bc_valid_best_bound_intervals,compact_bc_cutoff_bound_intervals,compact_bc_called_any_leaf,compact_bc_contributed_to_certificate,compact_bc_contributed_leaf_count,compact_bc_closed_leaf_count,compact_bc_timed_out_leaf_count,compact_bc_leaf_runtime_total,compact_bc_leaf_nodes_total,unresolved_leaf_count_after_compact_bc,inconsistent_source_label_detected,lower_bound,upper_bound,gap
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\tight_T_seed3102_hard_plain_60s.json,tight_T_seed3102.txt,interval_unresolved_timeout,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.29862985358,0.600704436685,0.502867241621
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\tight_T_seed3102_hard_tailored_300s.json,tight_T_seed3102.txt,interval_unresolved_timeout,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.5284969862,0.600704436685,0.120204623231
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\tight_T_seed3102_hard_tailored_60s.json,tight_T_seed3102.txt,interval_unresolved_timeout,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.52209714526,0.600704436685,0.130858516476
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\v12_m1_easy_plain_20s.json,regen_candidate_V12_M1_average.txt,interval_unresolved_timeout,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.35566671732,0.357200583208,0.00429413041329
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\v12_m1_easy_plain_60s.json,regen_candidate_V12_M1_average.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.357200583208,0.357200583208,0
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\v12_m1_easy_tailored_20s.json,regen_candidate_V12_M1_average.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.357200583208,0.357200583208,0
results\gf_compact_bc_effectiveness_round3\raw\diagnostic_interval_comparisons\v12_m1_easy_tailored_60s.json,regen_candidate_V12_M1_average.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.357200583208,0.357200583208,0
results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3201_300s.json,high_imbalance_seed3201.txt,gcap_frontier_not_closed,False,,mixed_noncertified,False,False,True,True,2,2,False,False,4,1,0,0,True,False,0,1,1,126.5371554,4439,3,False,2.315507,2.44340319194,0.052343466017
results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3201_300s_auto_oracle\interval_6.json,high_imbalance_seed3201.txt,interval_unresolved_timeout,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,2.3155068261,2.44340319194,0.0523435371882
results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3201_300s_auto_oracle\interval_7.json,high_imbalance_seed3201.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,2.44340319194,2.44340319194,0
results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3202_1200s_static.json,high_imbalance_seed3202.txt,optimal,True,,relaxation_only_certified,False,False,False,False,0,0,False,False,7,0,0,0,False,False,0,0,0,0.0,0,3,False,1.74931345205,1.74931345205,0
results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3202_300s.json,high_imbalance_seed3202.txt,gcap_frontier_not_closed,False,,mixed_noncertified,False,False,True,True,1,1,False,False,6,0,0,0,True,False,0,0,1,120.3905912,3196,4,False,1.711009,1.74931345205,0.0218968487356
results\gf_compact_bc_effectiveness_round3\raw\exact_high_imbalance_seed3202_300s_auto_oracle\interval_9.json,high_imbalance_seed3202.txt,interval_unresolved_timeout,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,1.7110088864,1.74931345205,0.0218969136753
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s.json,moderate_seed3301.txt,interrupted_noncertified,False,,wrapper_checkpoint_only,False,False,False,False,0,0,False,False,0,0,0,0,False,False,0,0,0,0.0,0,3,False,0.0122881381662,0.0491525526647,0.7499999999994913
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300.json,moderate_seed3301.txt,gcap_frontier_not_closed,False,,mixed_noncertified,False,False,True,True,9,9,False,False,3,7,0,0,True,False,0,7,2,607.4875694,5229,10,False,0.044543,0.0491525526647,0.0937805345774
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_1.json,moderate_seed3301.txt,interval_unresolved_timeout,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.044542850351,0.0491525526647,0.0937835791599
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_11.json,moderate_seed3301.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.0491525526647,0.0491525526647,0
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_16.json,moderate_seed3301.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.0491525526647,0.0491525526647,0
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_17.json,moderate_seed3301.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.0491525526647,0.0491525526647,0
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_18.json,moderate_seed3301.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.0491525526647,0.0491525526647,0
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_19.json,moderate_seed3301.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.0491525526647,0.0491525526647,0
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_2.json,moderate_seed3301.txt,interval_unresolved_timeout,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.048809709088,0.0491525526647,0.00697509199743
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_3.json,moderate_seed3301.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.0491525526647,0.0491525526647,0
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_1200s_static300_auto_oracle\interval_7.json,moderate_seed3301.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.0491525526647,0.0491525526647,0
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s.json,moderate_seed3301.txt,interrupted_noncertified,False,,wrapper_checkpoint_only,False,False,True,True,2,2,False,False,2,1,0,0,True,False,0,1,1,121.9999612,2714,9,False,0.0122881381662,0.0491525526647,0.7499999999994913
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_auto_oracle\interval_2.json,moderate_seed3301.txt,interval_unresolved_timeout,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.048809709088,0.0491525526647,0.00697509199743
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_auto_oracle\interval_3.json,moderate_seed3301.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.0491525526647,0.0491525526647,0
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_static30.json,moderate_seed3301.txt,gcap_frontier_not_closed,False,,mixed_noncertified,False,False,True,True,6,6,False,False,2,4,0,0,True,False,0,4,2,64.8554399,2981,6,False,0.044391,0.0491525526647,0.096872947723
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_1.json,moderate_seed3301.txt,interval_unresolved_timeout,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.044390657922,0.0491525526647,0.0968799072395
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_10.json,moderate_seed3301.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.0491525526647,0.0491525526647,0
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_11.json,moderate_seed3301.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.0491525526647,0.0491525526647,0
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_2.json,moderate_seed3301.txt,interval_unresolved_timeout,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.048432362662,0.0491525526647,0.0146521383672
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_3.json,moderate_seed3301.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.0491525526647,0.0491525526647,0
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3301_300s_static30_auto_oracle\interval_7.json,moderate_seed3301.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.0491525526647,0.0491525526647,0
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3302_300s.json,moderate_seed3302.txt,interrupted_noncertified,False,,wrapper_checkpoint_only,False,False,True,True,1,1,False,False,3,0,0,0,True,False,0,0,1,120.4799038,1464,9,False,0.0489090516373,0.195636206549,0.7499999999997444
results\gf_compact_bc_effectiveness_round3\raw\exact_moderate_seed3302_300s_auto_oracle\interval_1.json,moderate_seed3302.txt,interval_unresolved_timeout,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.14468086865,0.195636206549,0.260459650071
results\gf_compact_bc_effectiveness_round3\raw\exact_tight_T_seed3101_300s.json,tight_T_seed3101.txt,optimal,True,,relaxation_only_certified,False,False,False,False,0,0,False,False,4,0,0,0,False,False,0,0,0,0.0,0,0,False,0.107252734134,0.107252734134,0
results\gf_compact_bc_effectiveness_round3\raw\exact_tight_T_seed3102_300s.json,tight_T_seed3102.txt,interrupted_noncertified,False,,wrapper_checkpoint_only,False,False,True,True,1,1,False,False,5,0,0,0,True,False,0,0,1,120.3857343,2526,7,False,0.450176109171,0.600704436685,0.25058634216969283
results\gf_compact_bc_effectiveness_round3\raw\exact_tight_T_seed3102_300s_auto_oracle\interval_1.json,tight_T_seed3102.txt,interval_unresolved_timeout,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.5284969862,0.600704436685,0.120204623231
results\gf_compact_bc_effectiveness_round3\raw\exact_V100_M5_high_imbalance_300s.json,V100_M5_high_imbalance_seed6201.txt,interrupted_noncertified,False,,wrapper_checkpoint_only,False,False,False,False,0,0,False,False,0,0,0,0,False,False,0,0,0,0.0,0,4,False,1.61194290217,6.07870799652,0.7348214615518921
results\gf_compact_bc_effectiveness_round3\raw\exact_V100_M5_moderate_300s.json,V100_M5_moderate_seed6101.txt,interrupted_noncertified,False,,wrapper_checkpoint_only,False,False,False,False,0,0,False,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.0,1.71629103286,1.0
results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M1_300s.json,regen_candidate_V12_M1_average.txt,optimal,True,,mixed_certified,False,False,True,True,5,5,False,False,6,5,0,0,True,True,5,5,0,15.2743093,5778,7,False,0.357200583208,0.357200583208,0
results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M1_300s_auto_oracle\interval_12.json,regen_candidate_V12_M1_average.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.357200583208,0.357200583208,0
results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M1_300s_auto_oracle\interval_13.json,regen_candidate_V12_M1_average.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.357200583208,0.357200583208,0
results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M1_300s_auto_oracle\interval_14.json,regen_candidate_V12_M1_average.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.357200583208,0.357200583208,0
results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M1_300s_auto_oracle\interval_16.json,regen_candidate_V12_M1_average.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.357200583208,0.357200583208,0
results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M1_300s_auto_oracle\interval_17.json,regen_candidate_V12_M1_average.txt,interval_closed,False,,compact_bc_leaf_diagnostic,True,True,False,False,0,0,True,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.357200583208,0.357200583208,0
results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M2_300s.json,regen_candidate_V12_M2_average.txt,interrupted_noncertified,False,,wrapper_checkpoint_only,False,False,False,False,0,0,False,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.718504069755,0.718504070755,1.3917805234802278e-09
results\gf_compact_bc_effectiveness_round3\raw\exact_V12_M2_300s_static.json,regen_candidate_V12_M2_average.txt,optimal,True,,relaxation_only_certified,False,False,False,False,0,0,False,False,12,0,0,0,False,False,0,0,0,0.0,0,8,False,0.718504070755,0.718504070755,0
results\gf_compact_bc_effectiveness_round3\raw\exact_V50_M3_high_imbalance_300s.json,V50_M3_high_imbalance_seed5201.txt,model_size_limit,False,,model_size_limit,False,False,False,False,0,0,False,False,0,0,0,0,False,False,0,0,0,0.0,0,4,False,0.538409750224,2.68277858158,0.7993089128112436
results\gf_compact_bc_effectiveness_round3\raw\exact_V50_M3_moderate_300s.json,V50_M3_moderate_seed5101.txt,model_size_limit,False,,model_size_limit,False,False,False,False,0,0,False,False,0,0,0,0,False,False,0,0,0,0.0,0,0,False,0.0,1.37151140999,1.0
