instance_id,mode,run_id,reused_mechanism_row,executable_sha256,certified,right_censored,hard_failure,lifecycle_complete,valid_final_lower,verified_upper,relative_gap,root_native_bound,root_improvement_over_E0,total_work,solver_seconds,process_seconds,peak_memory_gb,run_dir
round39_small_easy_V10_M1_Q30_slot04_seed1099392856,single,stage2-development__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__algorithm__K1__d2__rho0.01__no-adaptive__single,False,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,True,False,False,True,0.0,0.0,0.0,0.0,nan,0.0,0.0,2.4636966,0.0,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-development__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,single,stage2-development__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__algorithm__K1__d2__rho0.01__no-adaptive__single,False,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,True,False,False,True,0.021337006039780688,0.021337006039780566,0.0,0.017546503159005106,nan,37.41641907787794,16.319000244140625,22.8641982,0.123098389,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-development__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,single,stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__single,True,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,True,False,False,True,0.0450015500556283,0.04500155005562836,1.2335386483940687e-15,0.03294807449482851,-0.0001227222923216864,1545.8494704354425,778.7539999485016,782.5297337,0.216291548,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,single,stage2-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__algorithm__K1__d2__rho0.01__no-adaptive__single,False,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,True,False,False,True,0.02339790976481131,0.023397909764811306,0.0,0.015056377682433186,nan,2.9790562526828124,2.0209999084472656,3.3974701,0.014979818,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_medium_V10_M2_Q20_slot05_seed968549317,single,stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__single,True,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,True,False,False,True,0.12152565367470174,0.1215256536747018,5.709818210467038e-16,0.06542967033562291,0.0003633300450696514,66.98362238615394,40.01600003242493,41.7686261,0.051505697,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,single,stage2-development__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__algorithm__K1__d2__rho0.01__no-adaptive__single,False,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,True,False,False,True,0.9216631288917017,0.921663128891689,0.0,0.9118906327311299,nan,1.1276064441445226,1.0299999713897705,1.705202,0.01197003,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-development__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_hard_V10_M1_Q20_slot01_seed561355351,single,stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__single,True,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,True,False,False,True,0.8585174613256091,0.8585174613256055,0.0,0.8585174613256091,-2.220446049250313e-16,0.7923224495557765,0.7569999694824219,1.5563219,0.010665324,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M1_Q20_slot01_seed561355351__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_hard_V12_M3_Q20_slot07_seed621538683,single,stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__single,True,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,True,False,False,True,0.6471163661350579,0.6471164334555021,1.04031424236467e-07,0.3713900693728616,-0.0012715773351713033,226.30685306541812,125.49699997901917,129.3600606,0.119877366,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,single,stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__single,True,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,True,False,False,True,0.506343307565206,0.506343307565206,0.0,0.3457450708023699,0.0005829116337104923,392.30860746272197,240.23399996757507,243.9743399,0.172351352,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,single,stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__single,True,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,True,False,False,True,0.5045438521642086,0.5045438521642074,0.0,0.336579879122931,0.002423835957031939,13.040363594739457,8.329999923706055,9.7838521,0.023325677,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__single
