run_id,run_dir,artifact_count,published_file_count,artifact_manifest_sha256,completion_marker_sha256,command_sha256,result_sha256,executable_sha256,input_sha256,strict_certificate,verifier_passed,retention
reference__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__pgrb,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__pgrb,20,24,72aa3b1f124bb2206aa4c923ae74eede844d258ceecee25a59283f87aa8f837b,47582d32e1b589acd7dccc97f110e979310ea799d88b042f39a29458fee73c9e,48e782e251809242ed86d1737cd49910cc0e03e1f98a69d3a217a47bc63eaf01,0467a965ac0e5b26cc197410eaefc4d57250639c24399fc7f9d72e0ddd72be47,52fa775e9be5d3b37686d95aaffc3d965d107ae7a3692dd1a9521df3d5877fe1,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,True,True,raw_run_local_compact_manifest_committed
reference__round39_small_medium_V10_M2_Q20_slot05_seed968549317__pgrb,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_medium_V10_M2_Q20_slot05_seed968549317__pgrb,20,24,1fee815462b63f578135ef43812fdc630cd3e2c4e385f3ed924b9d554cddb65f,bd7c0145e4db413112f689dd438e4a6e4ac26241174df8cd456abcf0c31a0a06,6f99919d64cea48cf2c327b79928dc805c7839770d6c401766e20d514dc49da9,93318b101a7e87dc29361342bc9b018d19baae5c0e05cdc89b9f328cad555631,52fa775e9be5d3b37686d95aaffc3d965d107ae7a3692dd1a9521df3d5877fe1,26d880932532ff3cff9602b44f5451acc7c47d6642a0faa5c23392bc77c83e4a,True,True,raw_run_local_compact_manifest_committed
reference__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__c6,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__c6,20,70,df772f5c0df02f8d254db7afbf0b97840585be48aed2e21a5512d99b5f4c39a7,21312e9a3fc54b75754c0901ab89eb09dd42c6df55d4385487f61e8ef5cf4975,7581cf872336c4633cf878f7c5809fc9bc6e19e06d2f2b5148f666c46479af54,ceb3a80a36dfefe6eac2e99508942ecdf696e85774ea9528ff8ccea4a686aace,52fa775e9be5d3b37686d95aaffc3d965d107ae7a3692dd1a9521df3d5877fe1,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,True,True,raw_run_local_compact_manifest_committed
reference__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__c6-implicit,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__c6-implicit,20,70,b39cc5999e66c35d8b9a7634961d04bbd10735b54dc977758fdcd72284d8c857,6dc41e5a52191366c139b5d28cb62605207c49ce4d659e42ca2c736e13b54570,347779cf3755c48be2e9514edcec181840c89db6189991080726cd45211d2c2d,ea13a1a6cc39d82431eb0d83678929c27c5b1751fbd6e00f85240d0c9521f01f,52fa775e9be5d3b37686d95aaffc3d965d107ae7a3692dd1a9521df3d5877fe1,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,True,True,raw_run_local_compact_manifest_committed
reference__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__pgrb,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__pgrb,20,24,4e291b88a4df3784d85203c90eb81a19b56aeff10d6ac6ed3b98ee22d8673aa1,ef8621bb6e8a391bc00c504f9dfd8ff0d3b8d3d62672a3983de5c0400290d7f7,fd7bbe5e0dda29c09ceb50b7630d5ec00b61b6ac8332a9618b1152b8e63b6aba,b5389219d90295d4c6de9e4164c946ba8b5e2fa23131926d1901066143b111c8,52fa775e9be5d3b37686d95aaffc3d965d107ae7a3692dd1a9521df3d5877fe1,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,True,True,raw_run_local_compact_manifest_committed
reference__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__pgrb,results/gf_k1_k4_envelope_refinement_round43/runs/reference__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__pgrb,20,24,52cf9ccaa0ec61bdbc482c5e27cfdf9770410bdb6c21cfee2c1fea3345272e82,5ccc3f942d553554a15a62e0cccbceb944e7e59d2c700f96e4ef5fd12004baf6,fd39570a396d29e474070e6ddc3bfb690d77701aafe40a10e2e9eef581d49f73,9952c5125d929c4590f8e0085cf0f3d797d8c079baad36934b6d18d6928259ec,52fa775e9be5d3b37686d95aaffc3d965d107ae7a3692dd1a9521df3d5877fe1,fcbe294480dcacf0303cc2dc12c948335d8d8c8f4f875de2feb58ae21ed83bbb,True,True,raw_run_local_compact_manifest_committed
stage1-atlas__round39_small_hard_V10_M1_Q20_slot01_seed561355351__atlas__K1__d1__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_hard_V10_M1_Q20_slot01_seed561355351__atlas__K1__d1__rho0.01__d__single,20,44,175e6ec2244c9a969347511f6ae2806d3c1d658b0da77af3815e311d38828c5b,24818e71489cd3cd8d3903980e43694e94200032c1b291967f211ab7473ddd7b,e508ec7431256638c2c89b0c97c7a19ab5393f1a31e86da19b1b71a8d224ab12,8f34e92a4406f4e773e3c4ad184f03e267eafa7aca77b1077360172e988e6a0f,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,08cc363f365dec28647189686a8f1d7081f922d88e40c1ccac9c42e1b696893c,False,True,raw_run_local_compact_manifest_committed
stage1-atlas__round39_small_hard_V10_M1_Q20_slot01_seed561355351__atlas__K1__d2__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_hard_V10_M1_Q20_slot01_seed561355351__atlas__K1__d2__rho0.01__d__single,20,48,8b83b7cf810d666074d9948b56ede6164acfb017d3381ed7f5994da099b46eab,317f2303b5f0f0f18af725be745358069917024a2e1c65a23894e730c15823ab,f6ccf406bbc85096abe7bb15c7bef0189a2bf1a75c1da1f4f00ba09d0c53cc5f,dccd982b2c30c6f5144886e3cb5f82991a270312f469eb55d593dab67b7f0fa5,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,08cc363f365dec28647189686a8f1d7081f922d88e40c1ccac9c42e1b696893c,False,True,raw_run_local_compact_manifest_committed
stage1-atlas__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__atlas__K1__d1__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__atlas__K1__d1__rho0.01__d__single,20,44,6f00268ba3706dd4a45ef2f16202fd1cb4c145f2a00c54905365c3a9be88d2ec,2f13a238ad57d1ff9e582bf294e6280ff3a24b714f793b1f3d2260dcfcf2f178,fdf7b64e5bcbdada3205093a9e4f64645d31df5ea37e9afa629dcdedd34f0ff6,f19330901d1f8ae20397e55c7077b834fd449dd78884a4690bb14026f046388d,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,False,True,raw_run_local_compact_manifest_committed
stage1-atlas__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__atlas__K1__d2__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__atlas__K1__d2__rho0.01__d__single,20,48,3f08c2e8f77a09f7f9a52c099ce4a166549f4b471c615f9730feb071a34629d6,3b210cf4341ea0e2c2fe2e87a6aa6bc924148b36f65ee6406933afee5fe27411,6faa22f8a4e81b3d891c7fab1c560e53529ffa275e4a2f27a0d22d4a8e295ed1,0519892a91e19fd697efdfce536b05dac595cc6985f39704c2fedfb3dce8b628,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,False,True,raw_run_local_compact_manifest_committed
stage1-atlas__round39_small_hard_V12_M3_Q20_slot07_seed621538683__atlas__K1__d1__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_hard_V12_M3_Q20_slot07_seed621538683__atlas__K1__d1__rho0.01__d__single,20,44,5a3cafcb0b223d99e79bd92099f3c15e610e358a2cd3687a429f53a92a686fdd,4dbbed000b3e16cd55f349de221065d9c578f9ce7c00554103e917be1f48ddfa,d39d139315d46a1b2b656c6264f9228f08ba73112fb5f4479d2cc5da979feb7f,eb1af38f41c70e638af778f33269ce57b751faef2d350e296bf4449ceb545aa5,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,False,True,raw_run_local_compact_manifest_committed
stage1-atlas__round39_small_hard_V12_M3_Q20_slot07_seed621538683__atlas__K1__d2__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_hard_V12_M3_Q20_slot07_seed621538683__atlas__K1__d2__rho0.01__d__single,20,48,365d5003e68bc16e5fe1127474fbb7005fda2d811b25b5570e7a7a19675ea9ec,ce8032c2c9d860e3b923a5054d3a344b5fcd192d8958871f502c806f2127b7d7,b874fc468d7082db3eeebefea02e43bae741ec2e763432351081c5eb996ccf92,861424db5a66fa2e314645e30c3d09b842d184a01b2a572939b00c24e624407c,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,False,True,raw_run_local_compact_manifest_committed
stage1-atlas__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__atlas__K1__d1__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__atlas__K1__d1__rho0.01__d__single,20,44,e398acc0cbc1e8185f7b26617984dd9d07f75687880741202ab18d8982da14d2,0de7ccd5515012012bad63611eec151953c8a214d4fea92b3913728ace25e92c,f14734a596c6b0d1585104c30ed199b8f45fadebdd073e5e97495eaf773348f2,b33ee3f5f967b30160bbe048c916334403c259ca0a4164a4ae7be675a95a9d0b,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,False,True,raw_run_local_compact_manifest_committed
stage1-atlas__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__atlas__K1__d2__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__atlas__K1__d2__rho0.01__d__single,20,48,197e31a9ca89a88eb2d88beb52625564e247fbc1a7f1b27d6607ba75eb3232bd,5a4a968d11df4594ebb2a8a1b7bf9dfc58189b4b4de3005fe8f08f6625786ae1,15eaa4ffdf29ef5136f4e4d4e87934c9f842dbb9c96e9e9cadb3ca8ffbceb1f3,e804d81d34ff6fa4f44d415776e86a0e4412799c09ee4fc893fde0fd48af5e4b,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,False,True,raw_run_local_compact_manifest_committed
stage1-atlas__round39_small_medium_V10_M2_Q20_slot05_seed968549317__atlas__K1__d1__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_medium_V10_M2_Q20_slot05_seed968549317__atlas__K1__d1__rho0.01__d__single,20,44,a2c3fd74ee1b79968f14e49e04c77fc4bd6b5559558e38fa1c2e86b6a296d19c,e84a3fe414a8783ecb4abb39358e29a34d1811c9da972664e996af0acc654c6b,e28bcdcfe325bc9377d35d1ac46d1e989304b59e4803844fa4b6ce0194672ae8,4a1c9304723d8f7c8a76c6c4392e0e4720998ce58c7bdeae11b894ad9fd4e553,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,26d880932532ff3cff9602b44f5451acc7c47d6642a0faa5c23392bc77c83e4a,False,True,raw_run_local_compact_manifest_committed
stage1-atlas__round39_small_medium_V10_M2_Q20_slot05_seed968549317__atlas__K1__d2__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_medium_V10_M2_Q20_slot05_seed968549317__atlas__K1__d2__rho0.01__d__single,20,48,b05385df706dca2f79933afbd2dce2034cd10d1a028b6d8fe1838ba04be5c109,13b7ee76034687f6ab487d4ff0505622c68fd7208a7aed3ceeec32f9d1ca2e9f,c5a7c58d72f9ee4bc90d3337375dc19bc72c1dd8d7bd71917b2dfe5bc29ac48c,e646fe8422f4b1f70053cc8d85f43be8b7e46072a567e584b4db62248b69482b,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,26d880932532ff3cff9602b44f5451acc7c47d6642a0faa5c23392bc77c83e4a,False,True,raw_run_local_compact_manifest_committed
stage1-atlas__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__atlas__K1__d1__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__atlas__K1__d1__rho0.01__d__single,20,44,66a7e01f453c5d6eb93677038bb868448f58e6661f11eab7707e58dd7ea3da25,3c9520161522c54d8c51690f244b37a814626bc98b2bea4a7db0e930562198d7,f9615f74a2f83d4cda225a20c60632e936571b01087cf6062587a2e782014b6e,d44b4ecc54f0ac0d83db8f6ba7ddd0b48330b418ae1fbb0c080289d2055d4262,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,False,True,raw_run_local_compact_manifest_committed
stage1-atlas__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__atlas__K1__d2__rho0.01__d__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage1-atlas__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__atlas__K1__d2__rho0.01__d__single,20,48,e8b469297ca2f2ef4899d0e757defd09ccd5a222ed7b2c0716316369aa7f334a,b907e14cce89323042a83688a555a7872a93b19bda61e9edc814b57b201362c8,75308d2a8798b64478a16145eba73df9e027bab0f28ebad8b365b9471633aed2,dc272a9e887cce219f202d54dbd9b417a1b8910c9c702825c0f26675d5ce6e83,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,False,True,raw_run_local_compact_manifest_committed
stage2-development__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__algorithm__K1__d2__rho0.01__no-adaptive__constant,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-development__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__algorithm__K1__d2__rho0.01__no-adaptive__constant,20,26,30f1e5d168b07168da0df912019c1c313f51bd341a7c42cef301eb4044935d4a,9ca5befd21dfd545cdcfc153efbb86293be4c26633f0b8f5122d14a4b5b89256,e4fcda08ce16ead9d924af6b7cdf88ebc5e33654169f2f0b91a1651dad740fbe,fecb36d5bbd695adb1cda9a44253b5ff2318215c5a0a760656b67742f04d17ea,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,14f4cca30de0990091cebdfd38bd9bb29b0998737fbfa8a2db8e096847ff6097,True,True,raw_run_local_compact_manifest_committed
stage2-development__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__algorithm__K1__d2__rho0.01__no-adaptive__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-development__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__algorithm__K1__d2__rho0.01__no-adaptive__single,20,26,f463ac8ab233d11e9ad2223d0c7dedccda822e4e4cdae7335861b70bf2d649dc,0e7b242df70507137e4cfc2f7683011bdcda9a003ca6c3d89bb75b9b6f07a2ba,c3b905b627a8e7f72dbe3bc940c279ac53eb431a3d86ea56ce48a6e0e7624034,e659661e8e4424188e5de008bcc754520199ab1f3a3f7b1178218b4020066d2d,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,14f4cca30de0990091cebdfd38bd9bb29b0998737fbfa8a2db8e096847ff6097,True,True,raw_run_local_compact_manifest_committed
stage2-development__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__algorithm__K1__d2__rho0.01__no-adaptive__constant,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-development__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__algorithm__K1__d2__rho0.01__no-adaptive__constant,20,49,07f80eeb46fca51c8a9458d95336d773f0a6abc58152ccb1077d2d62dd9900fb,a2b41fa0185e80ab8f1d1867f0cc47f0312e9c27932ac32176f38ef80ddacf3e,b4bf0f25905ece8b206c6d2508b996da4b7117b0669f79860dfeb0c2c0506c8a,83ef5dca7b1a8a7668263c4103db0248b119ee8536d30c466089fe4720a45188,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,587737b9d000c1712220232a0fe957073f1f03ac649a63a4775abd9166603acd,True,True,raw_run_local_compact_manifest_committed
stage2-development__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__algorithm__K1__d2__rho0.01__no-adaptive__single,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-development__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__algorithm__K1__d2__rho0.01__no-adaptive__single,20,49,f368f47f80e769fd8648bce42ade7bcac62f75a608c8c351bb6cad4c27c9ce98,c3d2fa0be7811ecd4e54a226e6e8dd88290f10ba10d4fd08a8074d70a8eba0fa,a8efa5b3533c38d51ed1b1d5a47a11fbbe0531ea1d2aeef97703d78bf9693575,c7c8acf48d30a48402a3c8a92c8e63050f9cd412ed3be78b6ce4b10a41929433,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,587737b9d000c1712220232a0fe957073f1f03ac649a63a4775abd9166603acd,True,True,raw_run_local_compact_manifest_committed
stage2-development__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__algorithm__K1__d2__rho0.01__no-adaptive__constant,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-development__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__algorithm__K1__d2__rho0.01__no-adaptive__constant,20,49,e48a2a7c61606f33b361721b9cf9f0cbda2ab071607cebcbdc3c42bad59e57ba,dd2152c255cbc90369878893cda4f39a5eda92e1b44a61a4f0d1dfaea79c321b,749f7126ce9213d1f9e7d535ad7016b5a5f91ecd78a4ceacf8fa7afbc249ca46,692748718bfecfaec75c244a98e2da61584b0a74ea9321b302bf11795fe98b2f,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,065d0f472f63fb8fe2f6e82c0834e9622db12c64af879f96bd576660c39272c9,True,True,raw_run_local_compact_manifest_committed
