instance_id,arm,provenance,input_sha256_match,canonical_model_identity_available,zero_range_no_model_expected,historical_solver_contract_valid,historical_strict_certificate,historical_outcome_honest,same_machine,round43_default_off_equivalence_valid,hga_start_contract_valid,hga_start_requested,hga_start_incumbent_found,hga_start_mapping_complete,hga_start_submitted,hga_start_status,hga_start_verified_objective,hga_start_safe_mapping_rejection,historical_reuse_eligible,disposition
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,K1-old,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.04500155005562836,False,True,audited_historical_reuse
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,K1-single,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.04500155005562836,False,True,audited_historical_reuse
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,K1-adaptive-decisive,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.04500155005562836,False,True,audited_historical_reuse
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,P-GRB,round43_contemporaneous,True,True,False,True,True,True,True,True,True,True,True,True,True,submitted_complete_independently_verified_start,0.049468682614419446,False,False,contemporaneous_fair_hga_start
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,C6,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.023397909764811306,False,True,audited_historical_reuse
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,K1-old,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.023397909764811306,False,True,audited_historical_reuse
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,K1-single,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.023397909764811306,False,True,audited_historical_reuse
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,K1-adaptive-decisive,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.023397909764811306,False,True,audited_historical_reuse
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,P-GRB,round43_contemporaneous,True,True,False,True,True,True,True,True,True,True,True,True,True,submitted_complete_independently_verified_start,0.023397909764811306,False,False,contemporaneous_fair_hga_start
round39_small_medium_V10_M2_Q20_slot05_seed968549317,C6,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.1215256536747018,False,True,audited_historical_reuse
round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-old,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.1215256536747018,False,True,audited_historical_reuse
round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-single,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.1215256536747018,False,True,audited_historical_reuse
round39_small_medium_V10_M2_Q20_slot05_seed968549317,K1-adaptive-decisive,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.1215256536747018,False,True,audited_historical_reuse
round39_small_medium_V10_M2_Q20_slot05_seed968549317,P-GRB,round43_contemporaneous,True,True,False,True,True,True,True,True,True,True,True,True,True,submitted_complete_independently_verified_start,0.13561306168269485,False,False,contemporaneous_fair_hga_start
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,C6,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.921663128891689,False,True,audited_historical_reuse
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,K1-old,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.921663128891689,False,True,audited_historical_reuse
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,K1-single,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.921663128891689,False,True,audited_historical_reuse
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,K1-adaptive-decisive,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.921663128891689,False,True,audited_historical_reuse
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,P-GRB,round43_contemporaneous,True,True,False,True,True,True,True,True,True,True,True,True,True,submitted_complete_independently_verified_start,0.921663128891689,False,False,contemporaneous_fair_hga_start
round39_small_hard_V10_M1_Q20_slot01_seed561355351,C6,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.8585174613256055,False,True,audited_historical_reuse
round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-old,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.8585174613256055,False,True,audited_historical_reuse
round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-single,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.8585174613256055,False,True,audited_historical_reuse
round39_small_hard_V10_M1_Q20_slot01_seed561355351,K1-adaptive-decisive,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.8585174613256055,False,True,audited_historical_reuse
round39_small_hard_V10_M1_Q20_slot01_seed561355351,P-GRB,round43_contemporaneous,True,True,False,True,True,True,True,True,True,True,True,True,True,submitted_complete_independently_verified_start,0.8585174613256055,False,False,contemporaneous_fair_hga_start
round39_small_hard_V12_M3_Q20_slot07_seed621538683,C6,frozen_round40,True,True,False,True,False,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.6471164334555021,False,True,audited_historical_reuse
round39_small_hard_V12_M3_Q20_slot07_seed621538683,K1-old,frozen_round40,True,True,False,True,False,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.6471164334555021,False,True,audited_historical_reuse
round39_small_hard_V12_M3_Q20_slot07_seed621538683,K1-single,frozen_round40,True,True,False,True,False,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.6471164334555021,False,True,audited_historical_reuse
round39_small_hard_V12_M3_Q20_slot07_seed621538683,K1-adaptive-decisive,frozen_round40,True,True,False,True,False,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.6471164334555021,False,True,audited_historical_reuse
round39_small_hard_V12_M3_Q20_slot07_seed621538683,P-GRB,round43_contemporaneous,True,True,False,True,True,True,True,True,True,True,True,True,True,submitted_complete_independently_verified_start,0.6471164334555021,False,False,contemporaneous_fair_hga_start
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,C6,round43_contemporaneous,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.506343307565206,False,False,mandatory_contemporaneous_c6
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K1-old,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.506343307565206,False,True,audited_historical_reuse
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K1-single,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.506343307565206,False,True,audited_historical_reuse
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,K1-adaptive-decisive,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.506343307565206,False,True,audited_historical_reuse
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,P-GRB,round43_contemporaneous,True,True,False,True,True,True,True,True,True,True,True,True,True,submitted_complete_independently_verified_start,0.506422789224163,False,False,contemporaneous_fair_hga_start
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,C6,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.5045438521642074,False,True,audited_historical_reuse
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K1-old,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.5045438521642074,False,True,audited_historical_reuse
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K1-single,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.5045438521642074,False,True,audited_historical_reuse
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,K1-adaptive-decisive,frozen_round40,True,True,False,True,True,True,True,True,True,True,True,True,True,verified_hga_full_incumbent_inherited_from_c6_path,0.5045438521642074,False,True,audited_historical_reuse
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,P-GRB,round43_contemporaneous,True,True,False,True,True,True,True,True,True,True,True,True,True,submitted_complete_independently_verified_start,0.5045438521642074,False,False,contemporaneous_fair_hga_start
