instance_id,mechanism_role,mode,run_id,executable_sha256,status,certified,right_censored,hard_failure,lifecycle_complete,root_coverage_valid,parent_child_coverage_valid,global_bound_monotone,verified_upper,valid_final_lower,relative_gap,total_work,lp_work,terminal_mip_work,solver_seconds,process_seconds,peak_memory_gb,optimize_count,lp_optimize_count,terminal_mip_optimize_count,envelope_iterations,accepted_facet_rows,run_dir
round39_small_medium_V10_M2_Q20_slot05_seed968549317,medium_c6_win_guard,constant,stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__constant,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.1215256536747018,0.12152565367470178,2.2839272841868153e-16,49.19208716906926,0.48016362931433154,48.71192353975493,27.371000289916992,29.0894878,0.052718997,6,5,1,0,1,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__constant
round39_small_medium_V10_M2_Q20_slot05_seed968549317,medium_c6_win_guard,single,stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__single,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.1215256536747018,0.12152565367470174,5.709818210467038e-16,66.98362238615394,0.48016362931433154,66.5034587568396,40.01600003242493,41.7686261,0.051505697,6,5,1,0,4,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_medium_V10_M2_Q20_slot05_seed968549317,medium_c6_win_guard,iterated,stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__iterated,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.1215256536747018,0.12152565367470175,4.567854568373631e-16,123.47232826071044,0.9934773898944501,122.47885087081599,60.661999464035034,62.6889384,0.050414419,11,10,1,1,2,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_medium_V10_M2_Q20_slot05_seed968549317__algorithm__K1__d2__rho0.01__no-adaptive__iterated
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,hard_c6_win_guard,none,stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__none,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.5045438521642074,0.5045438521642072,4.400898038348613e-16,9.342954561935022,0.8269946453835537,8.515959916551468,5.861000299453735,7.2002273,0.025677139,6,5,1,0,0,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__none
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,hard_c6_win_guard,constant,stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__constant,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.5045438521642074,0.5045438521642086,0.0,13.040353589573343,0.8269946453835537,12.213358944189789,8.114999771118164,9.5510585,0.02332461,6,5,1,0,1,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__constant
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,hard_c6_win_guard,single,stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__single,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.5045438521642074,0.5045438521642086,0.0,13.040363594739457,0.8269946453835537,12.213368949355903,8.329999923706055,9.7838521,0.023325677,6,5,1,0,4,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,hard_c6_win_guard,iterated,stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__iterated,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.5045438521642074,0.5045438521642086,0.0,13.747146685000502,1.533787740810712,12.213358944189789,8.219999551773071,10.0289266,0.024503378,11,10,1,1,1,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__algorithm__K1__d2__rho0.01__no-adaptive__iterated
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,none,stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__none,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,round31_c6_external_gini_tree_not_certified,False,True,False,True,True,True,True,0.6471164334555021,0.6471163029866588,2.0161571633704306e-07,189.0300476439838,2.139798709306606,186.8902489346772,95.81900000572205,99.2990374,0.120234296,6,5,1,0,0,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__none
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,constant,stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__constant,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.6471164334555021,0.6471163411776922,1.4259846461483383e-07,281.88443123148744,2.139798709306606,279.74463252218084,147.74699997901917,151.588214,0.120880334,6,5,1,0,1,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__constant
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,single,stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__single,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,optimal,True,False,False,True,True,True,True,0.6471164334555021,0.6471163661350579,1.04031424236467e-07,226.30685306541812,2.139798709306606,224.16705435611152,125.49699997901917,129.3600606,0.119877366,6,5,1,0,3,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__single
round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,iterated,stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__iterated,6d96a7c580b8af81cbbb50fba3a5ebece9b0873cb79ad4a4d592d153d6a97040,round31_c6_external_gini_tree_not_certified,False,True,False,True,True,True,True,0.6471164334555021,0.6471163029866588,2.0161571633704306e-07,189.0300476439838,2.139798709306606,186.8902489346772,97.12799954414368,100.7057707,0.120234304,6,5,1,0,0,results/gf_k1_k4_envelope_refinement_round43/runs/stage2-envelope__round39_small_hard_V12_M3_Q20_slot07_seed621538683__algorithm__K1__d2__rho0.01__no-adaptive__iterated
