stage,instance,family,V,M,arm,repetition,horizon_seconds,return_code,runner_wall_seconds,emergency_timeout,sensitive_marker_scan_passed,result_exists,status,completed_process,authoritative,verified_witness,correctness_gates,strict_certificate,certificate_class,certificate_rejection_reason,verified_ub,valid_final_lb,common_ub,common_ub_gap,bound_progress_auc,normalized_gap_auc,bound_observations,process_wall_seconds,hga_wall_time_seconds,exact_phase_seconds,work,lp_work,terminal_mip_work,lp_optimize_count,terminal_mip_leaf_count,terminal_mip_optimize_count,split_count,unconditional_split_count,replaced_parent_count,lp_pruned_leaf_count,lp_infeasible_leaf_count,initial_leaf_count,final_leaf_count,open_leaf_count,closed_leaf_count,max_depth,optimize_count,model_count,model_read_count,model_build_count,model_free_count,environment_count,environment_free_count,presolve_count,root_relaxation_count,simplex_iterations,barrier_iterations,native_nodes,peak_memory_gb,model_build_seconds,model_read_seconds,solver_seconds,final_stagnation_seconds,selector_variable_count,global_row_family_count,interval_row_family_count,global_deadline_interruptions,same_leaf_restarts,fresh_restarts,child_restarts,attempt_count,internal_budget_scheduling,warm_start_enabled,hga_stop_mode,hga_generations,hga_no_improve_generations,hga_improvement_count,hga_decoder_calls,hga_final_fitness,hga_verified_objective,result_path,run_path
stage2,moderate_seed3302,moderate,20,3,C3-REPLICA,0,300,0,294.094000000041,False,True,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,0.19563620654901237,0.1394169181016961,0.19563620654901237,0.2873664820996811,0.6607598612776651,0.33924013872233494,230,294.0519246,19.9507175,274.1012071,465.9528911258309,81.31945946304744,384.6334316627834,115,18,18,97,97,97,0,0,4,98,81,17,10,133,133,133,115,133,1,1,133,18,1076076,0,20,0.08758487,13.134677700000005,2.882222199999999,231.81100010871887,38.619057999999995,0,6,9,1,0,0,0,133,False,False,generation-stagnation,2282,2000,21,23373,-0.19563620654901193,0.19563620654901237,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed3302__c3_replica__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed3302__c3_replica__300s
stage2,moderate_seed3302,moderate,20,3,P-GRB,0,300,0,294.1099999998696,False,True,True,time_limit,True,True,True,True,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.219953022089018,0.12930891517259988,0.19563620654901237,0.3390338248037724,0.6541242021674638,0.34587579783253614,1788,294.0791413,0,294.0791413,554.8542866057608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,6830,0.081947467,0,0,0,0,0,0,0,0,0,0,0,0,False,False,not_run,0,0,0,0,0,0,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed3302__p_grb__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed3302__p_grb__300s
stage2,moderate_seed4302,moderate,20,3,C3-REPLICA,0,300,0,294.07800000021234,False,True,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,0.04854285887126694,0.006826339528771914,0.04854285887126694,0.859375,0.09564592379616499,0.904354076203835,314,294.0462974,19.3618563,274.6844411,463.44684168743464,46.117923450885364,417.32891823654927,157,74,74,83,83,83,0,0,4,84,11,73,9,231,231,231,157,231,1,1,231,74,1503248,0,1125,0.081733298,17.926067700000008,4.952623999999999,229.99000096321106,30.828112300000015,0,6,9,1,0,0,0,231,False,False,generation-stagnation,2682,2000,15,37534,-0.04854285887126678,0.04854285887126694,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed4302__c3_replica__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed4302__c3_replica__300s
stage2,moderate_seed4302,moderate,20,3,P-GRB,0,300,0,294.10900000017136,False,True,True,time_limit,True,True,True,True,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.05457724328859062,8.816848156789071e-08,0.04854285887126694,0.9999981836982077,1.7310869663278439e-06,0.9999982689130337,1740,294.0757669,0,294.0757669,522.0531954320295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,11584,0.118501313,0,0,0,0,0,0,0,0,0,0,0,0,False,False,not_run,0,0,0,0,0,0,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed4302__p_grb__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed4302__p_grb__300s
stage2,moderate_seed5301,moderate,20,3,C3-REPLICA,0,300,0,294.07800000021234,False,True,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,0.16885733659692667,0.08263319999845456,0.16885733659692667,0.5106330487984344,0.4369620519924121,0.5630379480075879,555,294.0415581,20.8686057,273.1729524,506.82664497636983,227.25908554680476,279.5675594295651,278,131,131,146,146,146,0,1,4,147,16,131,10,409,409,409,278,409,1,1,409,131,1615828,0,131,0.071021525,31.51710989999998,8.770567699999999,203.0619993209839,0.8952981000000193,0,6,9,1,0,0,0,409,False,False,generation-stagnation,2075,2000,14,25815,-0.16885733659692587,0.16885733659692667,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed5301__c3_replica__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed5301__c3_replica__300s
stage2,moderate_seed5301,moderate,20,3,P-GRB,0,300,0,294.094000000041,False,True,True,time_limit,True,True,True,True,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.18314472499185203,0.07245428297814198,0.16885733659692667,0.5709142141031455,0.4235040123328847,0.5764959876671153,1725,294.0763388,0,294.0763388,585.6092026606575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,5223,0.078142054,0,0,0,0,0,0,0,0,0,0,0,0,False,False,not_run,0,0,0,0,0,0,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed5301__p_grb__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed5301__p_grb__300s
stage2,moderate_seed5302,moderate,20,3,C3-REPLICA,0,300,0,294.0779999997467,False,True,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,0.10573533268303861,0.01610829051859732,0.10573533268303861,0.847654609770937,0.14059801557843532,0.8594019844215647,86,294.0478801,20.1784878,273.86939229999996,492.0917824226808,33.32485783821831,458.7669245844626,43,6,6,37,37,37,0,0,4,38,33,5,10,49,49,49,43,49,1,1,49,6,996163,0,2156,0.131553575,4.9009636,1.0693838,230.87599921226501,62.94302640000001,0,6,9,1,0,0,0,49,False,False,generation-stagnation,2980,2000,20,35774,-0.1096815933692028,0.109681593369203,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed5302__c3_replica__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed5302__c3_replica__300s
stage2,moderate_seed5302,moderate,20,3,P-GRB,0,300,0,294.125,False,True,True,time_limit,True,True,True,True,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.109681593369203,0.026346485760173625,0.10573533268303861,0.7508260948196747,0.2311816689551336,0.7688183310448664,1785,294.1057307,0,294.1057307,539.3320843639573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,10907,0.13226874,0,0,0,0,0,0,0,0,0,0,0,0,False,False,not_run,0,0,0,0,0,0,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed5302__p_grb__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed5302__p_grb__300s
stage2,moderate_seed6301,moderate,50,3,C3-REPLICA,0,300,124,315.030999999959,True,True,False,missing,False,False,False,False,False,,,,,,,,,,315.030999999959,0,315.030999999959,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,False,False,,3326,2000,23,0,-0.60752928321796995,,,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed6301__c3_replica__300s
stage2,moderate_seed6301,moderate,50,3,P-GRB,0,300,0,294.2970000002533,False,True,True,time_limit,True,True,True,True,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,1.042133065991235,0.4334604561007951,1.042133065991235,0.5840641946347753,0.40563478507297646,0.5943652149270235,416,294.2825587,0,294.2825587,723.019940916208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,672,0.463384799,0,0,0,0,0,0,0,0,0,0,0,0,False,False,not_run,0,0,0,0,0,0,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed6301__p_grb__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__moderate_seed6301__p_grb__300s
stage2,tight_T_seed3101,tight_T,20,3,C3-REPLICA,0,300,0,294.09299999987707,False,True,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,0.10725273413394144,0.023431236229689643,0.10725273413394144,0.7815325043329172,0.1322797033406854,0.8677202966593146,720,294.0543783,14.9756845,279.0786938,470.5325431608441,289.1262809439777,181.4062622168666,361,174,174,185,185,185,0,2,4,186,11,175,10,535,535,535,361,535,1,1,535,173,1632982,0,173,0.055520851,41.3424964,11.628204300000002,198.98100352287292,2.6329492000000414,0,6,9,1,0,0,0,535,False,False,generation-stagnation,2952,2000,26,37338,-0.10725273413394168,0.10725273413394144,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed3101__c3_replica__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed3101__c3_replica__300s
stage2,tight_T_seed3101,tight_T,20,3,P-GRB,0,300,0,294.09299999987707,False,True,True,time_limit,True,True,True,True,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.11608225228456553,0.01937849707503963,0.10725273413394144,0.8193193186959785,0.16580082160312615,0.8341991783968739,1690,294.0809834,0,294.0809834,543.6478897917422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,10288,0.12893368,0,0,0,0,0,0,0,0,0,0,0,0,False,False,not_run,0,0,0,0,0,0,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed3101__p_grb__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed3101__p_grb__300s
stage2,tight_T_seed4101,tight_T,20,3,C3-REPLICA,0,300,0,294.07800000021234,False,True,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,0.562981400559009,0.4194737161392273,0.562981400559009,0.25490661730083203,0.6982698742733483,0.3017301257266517,400,294.0479378,9.9094963,284.1384415,453.10567644396065,119.46088381872134,333.64479262523923,202,91,91,107,107,107,0,4,4,108,14,94,10,293,293,293,202,293,1,1,293,91,1388688,0,91,0.075756795,22.926265399999995,6.229629300000001,229.34000158309937,25.683485099999984,0,6,9,1,0,0,0,293,False,False,generation-stagnation,2232,2000,13,33301,-0.6044885370628479,0.6044885370628472,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed4101__c3_replica__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed4101__c3_replica__300s
stage2,tight_T_seed4101,tight_T,20,3,P-GRB,0,300,0,294.09299999987707,False,True,True,time_limit,True,True,True,True,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.5859776641086627,0.36326075806486424,0.562981400559009,0.3547553121574414,0.627783990534723,0.372216009465277,1772,294.0800316,0,294.0800316,545.4948416835063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,10821,0.116019215,0,0,0,0,0,0,0,0,0,0,0,0,False,False,not_run,0,0,0,0,0,0,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed4101__p_grb__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed4101__p_grb__300s
stage2,tight_T_seed5102,tight_T,20,3,C3-REPLICA,0,300,0,294.0779999997467,False,True,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,0.3623546627845846,0.2552055634582377,0.3623546627845846,0.2957022782677582,0.6226079095066496,0.37739209049335043,497,294.0437725,17.6794668,276.3643057,453.72475685210975,163.63652865211515,290.08822819999466,250,116,116,131,131,131,0,3,4,132,14,118,10,366,366,366,250,366,1,1,366,116,1498904,0,116,0.081274581,28.265699999999995,7.7877842,213.99300026893616,14.329141599999986,0,6,9,1,0,0,0,366,False,False,generation-stagnation,2035,2000,12,28812,-0.3623546627845837,0.3623546627845846,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed5102__c3_replica__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed5102__c3_replica__300s
stage2,tight_T_seed5102,tight_T,20,3,P-GRB,0,300,0,294.1089999997057,False,True,True,time_limit,True,True,True,True,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.41866710699519083,0.2258845704217254,0.3623546627845846,0.3766202187495763,0.6123428160429939,0.3876571839570061,1818,294.0809819,0,294.0809819,550.5497551310665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,11770,0.126437152,0,0,0,0,0,0,0,0,0,0,0,0,False,False,not_run,0,0,0,0,0,0,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed5102__p_grb__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed5102__p_grb__300s
stage2,tight_T_seed5103,tight_T,20,3,C3-REPLICA,0,300,0,294.07800000021234,False,True,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,0.2849628509699851,0.18308999717010382,0.2849628509699851,0.3574952084214354,0.5312456699454555,0.4687543300545444,529,294.0460783,29.221213,264.8248653,459.2919589958494,185.96823271600604,273.3237262798441,266,127,127,136,136,136,0,3,4,137,8,129,10,393,393,393,266,393,1,1,393,127,1665155,0,127,0.061197355,30.14631979999999,8.375135899999995,203.01799988746643,1.1125973000000045,0,6,9,1,0,0,0,393,False,False,generation-stagnation,4070,2000,12,51343,-0.284962850969985,0.2849628509699851,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed5103__c3_replica__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed5103__c3_replica__300s
stage2,tight_T_seed5103,tight_T,20,3,P-GRB,0,300,0,294.10900000017136,False,True,True,time_limit,True,True,True,True,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.2978986323156426,0.15202339601727297,0.2849628509699851,0.466515036960781,0.5177135089853537,0.4822864910146463,2006,294.0778026,0,294.0778026,547.5066858861962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,12217,0.121431965,0,0,0,0,0,0,0,0,0,0,0,0,False,False,not_run,0,0,0,0,0,0,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed5103__p_grb__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed5103__p_grb__300s
stage2,tight_T_seed6102,tight_T,50,3,C3-REPLICA,0,300,0,294.344000000041,False,True,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,0.6855974831044359,0.5528118497098944,0.6855974831044359,0.193678706043783,0.527003078531421,0.472996921468579,38,294.3158592,90.4713617,203.8444975,279.6960059121118,232.99414016106275,46.70186575104907,20,1,1,17,17,17,0,2,4,18,16,2,10,21,21,21,20,21,1,1,21,1,236902,0,1,0.503973249,23.681029000000002,4.66985,88.38100004196167,122.3639479,0,6,9,1,0,0,0,21,False,False,generation-stagnation,2743,2000,20,44250,-0.6855974831044342,0.6855974831044359,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed6102__c3_replica__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed6102__c3_replica__300s
stage2,tight_T_seed6102,tight_T,50,3,P-GRB,0,300,0,294.29699999978766,False,True,True,time_limit,True,True,True,True,False,certificate_rejected,unsupported_strict_status:TIME_LIMIT,0.7043455740789398,0.5114077669336669,0.6855974831044359,0.25406994696366914,0.7292083483916635,0.2707916516083365,901,294.2791476,0,294.2791476,679.1565492215543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1704,0.379951255,0,0,0,0,0,0,0,0,0,0,0,0,False,False,not_run,0,0,0,0,0,0,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed6102__p_grb__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__tight_T_seed6102__p_grb__300s
stage2,V12_M1,v12,12,1,C3-REPLICA,0,300,0,294.06199999991804,False,True,True,cplex_replica_external_gini_tree_time_limit,True,True,True,True,False,certificate_rejected,relevant_leaf_open,0.3572005832084155,0.31663236056917027,0.3572005832084155,0.11357266630098123,0.8503892013058885,0.14961079869411156,454,294.0351589,6.1422706,287.8928883,372.43783558610073,43.451742406736905,328.9860931793637,231,103,103,120,120,120,0,8,4,121,11,110,10,334,334,334,231,334,1,1,334,103,624248,0,7233,0.043116902,18.539999200000008,5.0946278000000005,253.53799748420715,7.354726200000016,0,6,9,1,0,0,0,334,False,False,generation-stagnation,2374,2000,4,23089,-0.35720058320841563,0.3572005832084155,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__V12_M1__c3_replica__300s/result.json,results/gf_cplex_equivalent_gurobi_replica_round28/runs/stage2__V12_M1__c3_replica__300s
