row_id,stage,instance,arm,horizon_seconds,lower_bound,verified_upper_bound,relative_gap,normalized_gap_integral,strict_closed_before_horizon,certificate_count,work,nodes,peak_memory_gb,split_count
complex__tight_T_seed3102__pgrb,complex_mandatory_v20_confirmation,tight_T_seed3102,pgrb,1200,0.5056742091145369,0.600704436685108,0.15819797851832149,0.373526614555198,False,0,2413.2033245262223,40832.0,0.0,0
complex__tight_T_seed3102__pgrb,complex_mandatory_v20_confirmation,tight_T_seed3102,pgrb,3600,0.5267655499383695,0.600704436685108,0.12308696628704531,0.2147582085765127,False,0,7256.587976621316,180852.0,0.0,0
complex__tight_T_seed3102__c6,complex_mandatory_v20_confirmation,tight_T_seed3102,c6,300,0.5707452028285827,0.6007044366851081,0.049873501886969075,0.1822555256197081,False,0,1306.4235957628575,11713.0,0.157165415,1
complex__tight_T_seed3102__c6,complex_mandatory_v20_confirmation,tight_T_seed3102,c6,1200,0.6007044366851081,0.6007044366851081,0.0,0.0536686796607065,True,1,1306.4235957628575,11713.0,0.157165415,1
complex__tight_T_seed3102__c6,complex_mandatory_v20_confirmation,tight_T_seed3102,c6,3600,0.6007044366851081,0.6007044366851081,0.0,0.017889559886902166,True,1,1306.4235957628575,11713.0,0.157165415,1
complex__tight_T_seed3102__gamma-veto,complex_mandatory_v20_confirmation,tight_T_seed3102,gamma-veto,300,0.568635510462814,0.6007044366851081,0.053385532491255334,0.17054288337493748,False,0,1675.9839025906258,13844.0,0.143855928,0
complex__tight_T_seed3102__gamma-veto,complex_mandatory_v20_confirmation,tight_T_seed3102,gamma-veto,1200,0.6007044366851081,0.6007044366851081,0.0,0.054493998219344135,True,1,1675.9839025906258,13844.0,0.143855928,0
complex__tight_T_seed3102__gamma-veto,complex_mandatory_v20_confirmation,tight_T_seed3102,gamma-veto,3600,0.6007044366851081,0.6007044366851081,0.0,0.01816466607311471,True,1,1675.9839025906258,13844.0,0.143855928,0
complex__tight_T_seed3102__no-adaptive,complex_mandatory_v20_confirmation,tight_T_seed3102,no-adaptive,300,0.30035221834255404,0.6007044366851081,0.5,0.7073539983333341,False,0,1857.6599555999992,13204.0,0.197419111,0
complex__tight_T_seed3102__no-adaptive,complex_mandatory_v20_confirmation,tight_T_seed3102,no-adaptive,1200,0.6007044366851081,0.6007044366851081,0.0,0.44343362789583307,True,1,1857.6599555999992,13204.0,0.197419111,0
complex__tight_T_seed3102__no-adaptive,complex_mandatory_v20_confirmation,tight_T_seed3102,no-adaptive,3600,0.6007044366851081,0.6007044366851081,0.0,0.14781120929861102,True,1,1857.6599555999992,13204.0,0.197419111,0
complex__high_imbalance_seed3202__pgrb,complex_mandatory_v20_confirmation,high_imbalance_seed3202,pgrb,300,1.0928590009415566,1.7493134500388212,0.37526404949478687,0.41568654111654096,False,0,591.040629205418,9188.0,0.0,0
complex__high_imbalance_seed3202__pgrb,complex_mandatory_v20_confirmation,high_imbalance_seed3202,pgrb,1200,1.1755891428230467,1.7493134500388212,0.32797112901809694,0.3707137601923939,False,0,2465.3470505200353,28077.0,0.0,0
complex__high_imbalance_seed3202__pgrb,complex_mandatory_v20_confirmation,high_imbalance_seed3202,pgrb,3600,1.3908935820930615,1.749313445496091,0.20489173299721858,0.2974026420261397,False,0,7492.054039806679,94855.0,0.0,0
complex__high_imbalance_seed3202__c6,complex_mandatory_v20_confirmation,high_imbalance_seed3202,c6,300,1.7493134520506337,1.7493134520506337,0.0,0.07664954517365022,True,1,408.74551643281535,3605.0,0.154520503,0
complex__high_imbalance_seed3202__c6,complex_mandatory_v20_confirmation,high_imbalance_seed3202,c6,1200,1.7493134520506337,1.7493134520506337,0.0,0.019162386293412555,True,1,408.74551643281535,3605.0,0.154520503,0
complex__high_imbalance_seed3202__c6,complex_mandatory_v20_confirmation,high_imbalance_seed3202,c6,3600,1.7493134520506337,1.7493134520506337,0.0,0.006387462097804185,True,1,408.74551643281535,3605.0,0.154520503,0
complex__high_imbalance_seed3202__gamma-veto,complex_mandatory_v20_confirmation,high_imbalance_seed3202,gamma-veto,300,1.7493134520506337,1.7493134520506337,0.0,0.07969659408979907,True,1,455.0541474241866,5118.0,0.153384205,0
complex__high_imbalance_seed3202__gamma-veto,complex_mandatory_v20_confirmation,high_imbalance_seed3202,gamma-veto,1200,1.7493134520506337,1.7493134520506337,0.0,0.019924148522449767,True,1,455.0541474241866,5118.0,0.153384205,0
complex__high_imbalance_seed3202__gamma-veto,complex_mandatory_v20_confirmation,high_imbalance_seed3202,gamma-veto,3600,1.7493134520506337,1.7493134520506337,0.0,0.006641382840816589,True,1,455.0541474241866,5118.0,0.153384205,0
complex__high_imbalance_seed3202__no-adaptive,complex_mandatory_v20_confirmation,high_imbalance_seed3202,no-adaptive,300,1.7493134520506337,1.7493134520506337,0.0,0.5341177781433208,True,1,455.90631333279595,5117.0,0.153384206,0
complex__high_imbalance_seed3202__no-adaptive,complex_mandatory_v20_confirmation,high_imbalance_seed3202,no-adaptive,1200,1.7493134520506337,1.7493134520506337,0.0,0.1335294445358302,True,1,455.90631333279595,5117.0,0.153384206,0
complex__high_imbalance_seed3202__no-adaptive,complex_mandatory_v20_confirmation,high_imbalance_seed3202,no-adaptive,3600,1.7493134520506337,1.7493134520506337,0.0,0.04450981484527674,True,1,455.90631333279595,5117.0,0.153384206,0
complex__moderate_seed3302__pgrb,complex_mandatory_v20_confirmation,moderate_seed3302,pgrb,300,0.12794467675985866,0.19563620654901234,0.3460071680146541,0.3710734728191256,False,0,567.8977488752852,6036.0,0.0,0
complex__moderate_seed3302__pgrb,complex_mandatory_v20_confirmation,moderate_seed3302,pgrb,1200,0.12891944036627595,0.19563620631680248,0.34102463550376294,0.34999667772664983,False,0,2375.4700522735766,22008.0,0.0,0
complex__moderate_seed3302__pgrb,complex_mandatory_v20_confirmation,moderate_seed3302,pgrb,3600,0.1298026386554921,0.19563620633550094,0.33651014254033,0.34216803712784166,False,0,7248.313034952265,84738.0,0.0,0
complex__moderate_seed3302__c6,complex_mandatory_v20_confirmation,moderate_seed3302,c6,300,0.14946819954967203,0.19563620654901237,0.23598907284973325,0.2914171879419572,False,0,7706.416502332463,35518.0,0.318021642,0
complex__moderate_seed3302__c6,complex_mandatory_v20_confirmation,moderate_seed3302,c6,1200,0.14946819954967203,0.19563620654901237,0.23598907284973325,0.2498461016227891,False,0,7706.416502332463,35518.0,0.318021642,0
complex__moderate_seed3302__c6,complex_mandatory_v20_confirmation,moderate_seed3302,c6,3600,0.14946819954967203,0.19563620654901237,0.23598907284973325,0.24060808244075182,False,0,7706.416502332463,35518.0,0.318021642,0
complex__moderate_seed3302__gamma-veto,complex_mandatory_v20_confirmation,moderate_seed3302,gamma-veto,300,0.14946819954967203,0.19563620654901237,0.23598907284973325,0.2933105172450414,False,0,8047.801516828706,42159.0,0.298551246,0
complex__moderate_seed3302__gamma-veto,complex_mandatory_v20_confirmation,moderate_seed3302,gamma-veto,1200,0.14946819954967203,0.19563620654901237,0.23598907284973325,0.2503194339485601,False,0,8047.801516828706,42159.0,0.298551246,0
complex__moderate_seed3302__gamma-veto,complex_mandatory_v20_confirmation,moderate_seed3302,gamma-veto,3600,0.14946819954967203,0.19563620654901237,0.23598907284973325,0.24076585988267546,False,0,8047.801516828706,42159.0,0.298551246,0
complex__moderate_seed3302__no-adaptive,complex_mandatory_v20_confirmation,moderate_seed3302,no-adaptive,300,0.04890905163725309,0.19563620654901237,0.75,0.7675057604166668,False,0,7389.5614166966425,39320.0,0.258606137,0
complex__moderate_seed3302__no-adaptive,complex_mandatory_v20_confirmation,moderate_seed3302,no-adaptive,1200,0.04890905163725309,0.19563620654901237,0.75,0.7543764401041663,False,0,7389.5614166966425,39320.0,0.258606137,0
complex__moderate_seed3302__no-adaptive,complex_mandatory_v20_confirmation,moderate_seed3302,no-adaptive,3600,0.04890905163725309,0.19563620654901237,0.75,0.7514588133680539,False,0,7389.5614166966425,39320.0,0.258606137,0
complex__round32_multi_m_tight_T_V50_M2_seed104207248__pgrb,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,pgrb,300,1.7098077327226355,2.691141978667931,0.3646534644861209,0.3926932806601452,False,0,329.67795242209155,1348.0,0.0,0
complex__round32_multi_m_tight_T_V50_M2_seed104207248__pgrb,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,pgrb,1200,1.754151852774298,2.691141978667931,0.34817565677357054,0.36713139940304645,False,0,1787.880577314562,10172.0,0.0,0
complex__round32_multi_m_tight_T_V50_M2_seed104207248__pgrb,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,pgrb,3600,1.7777395144314887,2.6875741160301025,0.33853377146769004,0.3516697250935341,False,0,7503.010184558588,33500.0,0.0,0
complex__round32_multi_m_tight_T_V50_M2_seed104207248__c6,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,c6,300,2.440964309372374,2.854148761708783,0.14476626372096837,0.22122035820175326,False,0,4223.299247017773,3035.0,0.912894491,2
complex__round32_multi_m_tight_T_V50_M2_seed104207248__c6,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,c6,1200,2.516291112907062,2.6851629783893007,0.06289073208641384,0.12226273643260366,False,0,4223.299247017773,3035.0,0.912894491,2
complex__round32_multi_m_tight_T_V50_M2_seed104207248__c6,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,c6,3600,2.6851629783893007,2.6851629783893007,0.0,0.048350509114902594,True,1,4223.299247017773,3035.0,0.912894491,2
complex__round32_multi_m_tight_T_V50_M2_seed104207248__gamma-veto,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,gamma-veto,300,2.440964309372374,2.854148761708783,0.14476626372096837,0.23316213895107737,False,0,9498.77029945117,6545.0,0.927081649,2
complex__round32_multi_m_tight_T_V50_M2_seed104207248__gamma-veto,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,gamma-veto,1200,2.516291112907062,2.6851629783893007,0.06289073208641384,0.13968476932025892,False,0,9498.77029945117,6545.0,0.927081649,2
complex__round32_multi_m_tight_T_V50_M2_seed104207248__gamma-veto,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,gamma-veto,3600,2.6851629783893007,2.6851629783893007,0.0,0.0874566332380642,True,1,9498.77029945117,6545.0,0.927081649,2
complex__round32_multi_m_tight_T_V50_M2_seed104207248__no-adaptive,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,no-adaptive,300,0.49,2.854148761708783,0.8283200908888029,0.841431085283011,False,0,4830.1042225404735,5460.0,0.825358002,0
complex__round32_multi_m_tight_T_V50_M2_seed104207248__no-adaptive,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,no-adaptive,1200,0.735,2.854148761708783,0.7424801363332042,0.8231966124958693,False,0,4830.1042225404735,5460.0,0.825358002,0
complex__round32_multi_m_tight_T_V50_M2_seed104207248__no-adaptive,complex_mandatory_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,no-adaptive,3600,2.6851629783893007,2.6851629783893007,0.0,0.39290128295319954,True,1,4830.1042225404735,5460.0,0.825358002,0
complex__round32_multi_m_tight_T_V50_M2_seed104207248__d-r43,complex_secondary_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,d-r43,300,2.440964309372374,2.854148761708783,0.14476626372096837,0.23260513833374308,False,0,9502.013346608373,6567.0,0.927081644,2
complex__round32_multi_m_tight_T_V50_M2_seed104207248__d-r43,complex_secondary_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,d-r43,1200,2.516291112907062,2.6851629783893007,0.06289073208641384,0.13973292234307588,False,0,9502.013346608373,6567.0,0.927081644,2
complex__round32_multi_m_tight_T_V50_M2_seed104207248__d-r43,complex_secondary_v50_development,round32_multi_m_tight_T_V50_M2_seed104207248,d-r43,3600,2.6851629783893007,2.6851629783893007,0.0,0.08745253368294229,True,1,9502.013346608373,6567.0,0.927081644,2
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__pgrb,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,pgrb,300,4.49897563774348,5.051960182282301,0.10945940280332957,0.14631146207335807,False,0,654.7255258687431,3586.0,0.0,0
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__pgrb,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,pgrb,1200,4.509471229581515,5.0513823305728405,0.1072797633454665,0.11729645670652881,False,0,2735.6641232151674,12028.0,0.0,0
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__pgrb,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,pgrb,3600,4.536392766676915,5.020832735645578,0.09648598040905927,0.10558050637078106,False,0,8277.726654310385,48973.0,0.0,0
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,c6,300,4.8899440450913,4.8899440450913,0.0,0.1740781399102202,True,1,485.07043991834087,2025.0,0.506264659,0
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,c6,1200,4.8899440450913,4.8899440450913,0.0,0.04351953497755505,True,1,485.07043991834087,2025.0,0.506264659,0
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,c6,3600,4.8899440450913,4.8899440450913,0.0,0.014506511659185017,True,1,485.07043991834087,2025.0,0.506264659,0
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__gamma-veto,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,gamma-veto,300,4.736226567659516,5.0519601822823,0.06249724923210819,0.2141060558007928,False,0,1879.6354502537058,4368.0,0.523021349,0
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__gamma-veto,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,gamma-veto,1200,4.8899440450913,4.8899440450913,0.0,0.0711020640420225,True,1,1879.6354502537058,4368.0,0.523021349,0
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__gamma-veto,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,gamma-veto,3600,4.8899440450913,4.8899440450913,0.0,0.0237006880140075,True,1,1879.6354502537058,4368.0,0.523021349,0
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__no-adaptive,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,no-adaptive,300,0.735,5.0519601822823,0.8545119174577593,0.874266250799499,False,0,1845.6517700792288,4366.0,0.434471213,0
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__no-adaptive,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,no-adaptive,1200,4.8899440450913,4.8899440450913,0.0,0.48003157908738736,True,1,1845.6517700792288,4366.0,0.434471213,0
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__no-adaptive,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,no-adaptive,3600,4.8899440450913,4.8899440450913,0.0,0.16001052636246246,True,1,1845.6517700792288,4366.0,0.434471213,0
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__d-r43,complex_secondary_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,d-r43,300,4.736226567659516,5.0519601822823,0.06249724923210819,0.21363311833072107,False,0,1879.6354502537058,4368.0,0.523021344,0
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__d-r43,complex_secondary_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,d-r43,1200,4.8899440450913,4.8899440450913,0.0,0.07098030447288718,True,1,1879.6354502537058,4368.0,0.523021344,0
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__d-r43,complex_secondary_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,d-r43,3600,4.8899440450913,4.8899440450913,0.0,0.02366010149096239,True,1,1879.6354502537058,4368.0,0.523021344,0
complex__round32_multi_m_moderate_V50_M2_seed254020866__pgrb,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,pgrb,300,0.6810327079715381,0.8590983350984881,0.20727036690920406,0.24472203567949397,False,0,658.6867234449996,4416.0,0.0,0
complex__round32_multi_m_moderate_V50_M2_seed254020866__pgrb,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,pgrb,1200,0.683890756072006,0.8590983350984881,0.2039435671894255,0.2145171866073615,False,0,2863.2177057990575,13357.0,0.0,0
complex__round32_multi_m_moderate_V50_M2_seed254020866__pgrb,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,pgrb,3600,0.690731340000714,0.8488889504927623,0.18631130773965318,0.1982335684227687,False,0,8508.877720135491,51834.0,0.0,0
complex__round32_multi_m_moderate_V50_M2_seed254020866__c6,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,c6,300,0.7938966890608093,0.9269409695906828,0.1435304780935759,0.22212316849960667,False,0,10150.890286004014,3287.0,0.788043164,0
complex__round32_multi_m_moderate_V50_M2_seed254020866__c6,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,c6,1200,0.8056373256818579,0.9269409695906828,0.13086447561206627,0.15664207584519577,False,0,10150.890286004014,3287.0,0.788043164,0
