row_id,stage,instance,arm,complete,terminal_strict,terminal_local_parent_exact,terminal_honest_cap,process_seconds,executable_sha256,artifact_aliases,failure_reasons
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__pgrb,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,pgrb,True,False,False,True,3580.1393855,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__c6,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,c6,True,True,False,False,218.5369649,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__gamma-veto,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,gamma-veto,True,True,False,False,751.6860694,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__no-adaptive,complex_mandatory_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,no-adaptive,True,True,False,False,738.8452663,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_high_imbalance_V50_M2_seed910922492__d-r43,complex_secondary_v50_development,round32_multi_m_high_imbalance_V50_M2_seed910922492,d-r43,True,True,False,False,751.6693354,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_moderate_V50_M2_seed254020866__pgrb,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,pgrb,True,False,False,True,3580.1485431,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
complex__round32_multi_m_moderate_V50_M2_seed254020866__c6,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,c6,True,False,False,True,3580.1047464,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_moderate_V50_M2_seed254020866__gamma-veto,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,gamma-veto,True,False,False,True,3580.3113074,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_moderate_V50_M2_seed254020866__no-adaptive,complex_mandatory_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,no-adaptive,True,False,False,True,3580.3003413,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_moderate_V50_M2_seed254020866__d-r43,complex_secondary_v50_development,round32_multi_m_moderate_V50_M2_seed254020866,d-r43,True,False,False,True,3580.3006892,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__pgrb,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,pgrb,True,False,False,True,3580.0857669,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__c6,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,c6,True,False,False,True,3580.1516229,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__gamma-veto,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,gamma-veto,True,False,False,True,3580.1945307,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_tight_T_V50_M4_seed1562257203__no-adaptive,complex_mandatory_v50_confirmation,round32_multi_m_tight_T_V50_M4_seed1562257203,no-adaptive,True,False,False,True,3580.3315593,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__pgrb,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,pgrb,True,False,False,True,3580.0917143,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__c6,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,c6,True,False,False,True,3580.1391281,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__gamma-veto,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,gamma-veto,True,False,False,True,3580.3809884,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_high_imbalance_V50_M4_seed163456187__no-adaptive,complex_mandatory_v50_confirmation,round32_multi_m_high_imbalance_V50_M4_seed163456187,no-adaptive,True,False,False,True,3580.3734911,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_moderate_V50_M4_seed721910669__pgrb,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,pgrb,True,False,False,True,3580.1049411,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,global_bound_trace.csv=normalized_global_bound_trace.csv,none
complex__round32_multi_m_moderate_V50_M4_seed721910669__c6,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,c6,True,False,False,True,3580.125731,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_moderate_V50_M4_seed721910669__gamma-veto,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,gamma-veto,True,False,False,True,3580.3591753,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
complex__round32_multi_m_moderate_V50_M4_seed721910669__no-adaptive,complex_mandatory_v50_confirmation,round32_multi_m_moderate_V50_M4_seed721910669,no-adaptive,True,False,False,True,3580.3425085,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__material__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__k4_gamma_veto,small_panel_rerun_material,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,gamma-veto,True,True,False,False,618.7428876,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__material__round39_small_medium_V10_M2_Q20_slot05_seed968549317__k4_gamma_veto,small_panel_rerun_material,round39_small_medium_V10_M2_Q20_slot05_seed968549317,gamma-veto,True,True,False,False,58.9704294,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__material__round39_small_hard_V12_M3_Q20_slot07_seed621538683__k4_gamma_veto,small_panel_rerun_material,round39_small_hard_V12_M3_Q20_slot07_seed621538683,gamma-veto,True,True,False,False,85.95215,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__material__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__k4_gamma_veto,small_panel_rerun_material,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,gamma-veto,True,True,False,False,98.4825417,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__material__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__k4_gamma_veto,small_panel_rerun_material,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,gamma-veto,True,True,False,False,10.6884877,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__validation__round39_small_easy_V10_M3_Q20_slot06_seed1178207568__k4_gamma_veto,small_panel_rerun_validation,round39_small_easy_V10_M3_Q20_slot06_seed1178207568,gamma-veto,True,True,False,False,8.5530049,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__validation__round39_small_easy_V12_M2_Q30_slot07_seed1210444511__k4_gamma_veto,small_panel_rerun_validation,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,gamma-veto,True,True,False,False,16.3277657,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__validation__round39_small_easy_V8_M1_Q30_slot01_seed432322553__k4_gamma_veto,small_panel_rerun_validation,round39_small_easy_V8_M1_Q30_slot01_seed432322553,gamma-veto,True,True,False,False,3.5176492,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__validation__round39_small_hard_V10_M2_Q20_slot03_seed490008310__k4_gamma_veto,small_panel_rerun_validation,round39_small_hard_V10_M2_Q20_slot03_seed490008310,gamma-veto,True,True,False,False,18.3306153,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__validation__round39_small_hard_V12_M1_Q20_slot05_seed180890838__k4_gamma_veto,small_panel_rerun_validation,round39_small_hard_V12_M1_Q20_slot05_seed180890838,gamma-veto,True,True,False,False,3.0169264,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__validation__round39_small_medium_V12_M1_Q30_slot07_seed907224013__k4_gamma_veto,small_panel_rerun_validation,round39_small_medium_V12_M1_Q30_slot07_seed907224013,gamma-veto,True,True,False,False,13.9157493,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__validation__round39_small_medium_V8_M2_Q20_slot02_seed890603285__k4_gamma_veto,small_panel_rerun_validation,round39_small_medium_V8_M2_Q20_slot02_seed890603285,gamma-veto,True,True,False,False,19.3958755,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__holdout__round39_small_easy_V10_M2_Q30_slot05_seed332426708__k4_gamma_veto,small_panel_rerun_holdout,round39_small_easy_V10_M2_Q30_slot05_seed332426708,gamma-veto,True,True,False,False,7.2390862,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__holdout__round39_small_easy_V8_M2_Q20_slot02_seed944712007__k4_gamma_veto,small_panel_rerun_holdout,round39_small_easy_V8_M2_Q20_slot02_seed944712007,gamma-veto,True,True,False,False,3.9374053,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__holdout__round39_small_easy_V8_M2_Q30_slot03_seed1019524729__k4_gamma_veto,small_panel_rerun_holdout,round39_small_easy_V8_M2_Q30_slot03_seed1019524729,gamma-veto,True,True,False,False,2.5123436,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__holdout__round39_small_hard_V12_M2_Q20_slot06_seed258908503__k4_gamma_veto,small_panel_rerun_holdout,round39_small_hard_V12_M2_Q20_slot06_seed258908503,gamma-veto,True,True,False,False,14.3073536,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__holdout__round39_small_medium_V10_M1_Q20_slot04_seed1035775879__k4_gamma_veto,small_panel_rerun_holdout,round39_small_medium_V10_M1_Q20_slot04_seed1035775879,gamma-veto,True,True,False,False,5.2288999,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__holdout__round39_small_medium_V10_M3_Q30_slot06_seed2147082032__k4_gamma_veto,small_panel_rerun_holdout,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,gamma-veto,True,True,False,False,96.4305151,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
rerun19__holdout__round39_small_medium_V8_M1_Q20_slot01_seed244478273__k4_gamma_veto,small_panel_rerun_holdout,round39_small_medium_V8_M1_Q20_slot01_seed244478273,gamma-veto,True,True,False,False,1.9756971,d0b17662a6021cf2cc3c7b4c66868bf76c3d11e268f0b63afc71a7a77e7e88f4,none,none
