leaf,variant,budget_seconds,progress_path,valid_checkpoint_rows,best_valid_lb_seen,final_lower_bound,audit_passed,failures
low_gini_1,callback_full_gini_off,300,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_full_gini_off_300s.progress.csv,11,0.048388162834,0.048388162834,True,
low_gini_1,callback_full_gini_auto,60,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_full_gini_auto_60s.progress.csv,3,0.0467573339767,0.0467573339767,True,
low_gini_1,callback_full_gini_auto,300,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_full_gini_auto_300s.progress.csv,11,0.048388162834,0.048388162834,True,
low_gini_1,callback_full_paced,60,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_full_paced_60s.progress.csv,3,0.0460810881734,0.0460810881734,True,
low_gini_1,callback_full_paced,300,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_full_paced_300s.progress.csv,11,0.0483363709352,0.0483363709352,True,
low_gini_1,static_tailored_compact_bc,60,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_static_tailored_compact_bc_60s.progress.csv,3,0.0460933983998,0.0460933983998,True,
low_gini_1,static_tailored_compact_bc,300,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_static_tailored_compact_bc_300s.progress.csv,11,0.0483334276129,0.0483334276129,True,
low_gini_1,s_bucket_diagnostic,60,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_s_bucket_diagnostic_60s.progress.csv,1,0.0491525526647,0.0491525526647,True,
low_gini_1,s_bucket_diagnostic,300,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_s_bucket_diagnostic_300s.progress.csv,1,0.0491525526647,0.0491525526647,True,
low_gini_2,plain_fixed_interval_mip,60,,0,0.048867537161,0.048867537161,True,
low_gini_2,plain_fixed_interval_mip,300,,0,0.048894652654,0.048894652654,True,
low_gini_2,callback_no_cuts,60,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_no_cuts_60s.progress.csv,3,0.0487987961974,0.0487987961974,True,
low_gini_2,callback_no_cuts,300,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_no_cuts_300s.progress.csv,11,0.0488816448339,0.0488816448339,True,
low_gini_2,callback_cheap_cuts,60,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_cheap_cuts_60s.progress.csv,3,0.0488301028496,0.0488301028496,True,
low_gini_2,callback_cheap_cuts,300,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_cheap_cuts_300s.progress.csv,10,0.0488860703857,0.0488860703857,True,
low_gini_2,callback_low_gini_cuts,60,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_low_gini_cuts_60s.progress.csv,3,0.0489209015481,0.0489209015481,True,
low_gini_2,callback_low_gini_cuts,300,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_low_gini_cuts_300s.progress.csv,10,0.0491525526647,0.0491525526647,True,
low_gini_2,callback_local_centering,60,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_local_centering_60s.progress.csv,3,0.0489209015481,0.0489209015481,True,
low_gini_2,callback_local_centering,300,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_local_centering_300s.progress.csv,11,0.048920901548,0.048920901548,True,
low_gini_2,callback_full_gini_off,60,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_full_gini_off_60s.progress.csv,3,0.0489209015481,0.0489209015481,True,
low_gini_2,callback_full_gini_off,300,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_full_gini_off_300s.progress.csv,10,0.0491525526647,0.0491525526647,True,
low_gini_2,callback_full_gini_auto,60,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_full_gini_auto_60s.progress.csv,3,0.0489209015481,0.0489209015481,True,
low_gini_2,callback_full_gini_auto,300,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_full_gini_auto_300s.progress.csv,10,0.0491525526647,0.0491525526647,True,
low_gini_2,callback_full_paced,60,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_full_paced_60s.progress.csv,3,0.0489209015481,0.0489209015481,True,
low_gini_2,callback_full_paced,300,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_callback_full_paced_300s.progress.csv,11,0.048920901548,0.048920901548,True,
low_gini_2,static_tailored_compact_bc,60,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_static_tailored_compact_bc_60s.progress.csv,3,0.0489209015481,0.0489209015481,True,
low_gini_2,static_tailored_compact_bc,300,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_static_tailored_compact_bc_300s.progress.csv,11,0.048920901548,0.048920901548,True,
low_gini_2,s_bucket_diagnostic,60,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_s_bucket_diagnostic_60s.progress.csv,1,0.0491525526647,0.0491525526647,True,
low_gini_2,s_bucket_diagnostic,300,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_2_s_bucket_diagnostic_300s.progress.csv,1,0.0491525526647,0.0491525526647,True,
low_gini_1,plain_fixed_interval_mip,1200,,0,0.047523354259,0.047523354259,True,
low_gini_1,callback_local_centering,1200,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_local_centering_1200s.progress.csv,40,0.0487233640003,0.0487233640003,True,
low_gini_1,callback_full_paced,1200,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_full_paced_1200s.progress.csv,40,0.0487233640003,0.0487233640003,True,
low_gini_1,static_tailored_compact_bc,1200,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_static_tailored_compact_bc_1200s.progress.csv,40,0.0487233640003,0.0487233640003,True,
low_gini_1,callback_full_paced,3600,results\gf_tailored_bc_plateau_diagnosis_round\progress_traces\moderate_low_gini_1_callback_full_paced_3600s.progress.csv,120,0.0487233640003,0.0487233640003,True,
low_gini_1,plain_fixed_interval_mip,3600,,0,0.048296011756,0.048296011756,True,
