number,id,arm,leaf_id,solve_kind,model_sha256,original_rows,original_columns,original_nonzeros,logged_LP_optimum
7,E8,K1-R,L0,CHILD_BOUND_TARGET_MIP,03cf7e213ee2f7af937d839cd35d0a0e106e4b2376d921cea744828c9f9b747e,4146,1406,20092,
7,E8,K1-R,L0,MIP,03cf7e213ee2f7af937d839cd35d0a0e106e4b2376d921cea744828c9f9b747e,4146,1406,20092,
8,E8,ARC,L0,LP,6b1eb66cc65cd6f0d1390ce97c5baadf024f57d4093bc95329efa316e4e639ed,3786,1838,18076,0.01049808026
8,E8,ARC,L0.0,LP,0d33f24f3caf89cec0957ae1ec2424d2fffa5e02a54c6692e750eeb1410f5c39,3786,1838,18076,0.01129950085
8,E8,ARC,L0.1,LP,1357792b9da561eca0e54febc33a2b4b2db925600dcb02cd73a27c8a4d50ced1,3787,1838,18230,0.01773750003
8,E8,ARC,L0,CHILD_BOUND_TARGET_MIP,6b1eb66cc65cd6f0d1390ce97c5baadf024f57d4093bc95329efa316e4e639ed,3786,1838,18076,
8,E8,ARC,L0,MIP,6b1eb66cc65cd6f0d1390ce97c5baadf024f57d4093bc95329efa316e4e639ed,3786,1838,18076,
9,D4,K1-R,L0,LP,0bdd0cbeec199780ca2bf7ad30938edd9f36f57f31e65f02df8c37ea8f5afa58,4136,1404,19505,0.09394825539
9,D4,K1-R,L0.0,LP,e3fb9fd505da02ef07042cf18065690398950281cb9f48ea968e6cfc21b89fe5,4136,1404,19505,0.09394825539
9,D4,K1-R,L0.1,LP,356fa1ab2b09ef76b990e9e1f2b92d17ded2fcb3c10ff70f387c99fb1b60836d,4136,1404,19651,0.3249693329
9,D4,K1-R,L0,MIP,0bdd0cbeec199780ca2bf7ad30938edd9f36f57f31e65f02df8c37ea8f5afa58,4136,1404,19505,
10,D4,ARC,L0,LP,17d5b15c13343a7cab957bd4f9dbc3f1ffeb91a1f11d32784d5b346286b95a4e,3776,1836,17489,0.09396923267
10,D4,ARC,L0.0,LP,7c6c27a31b67fc610229076ab3f41e1841cc0846f86e261ca5954cc41e00a70f,3776,1836,17489,0.09396913619
10,D4,ARC,L0.1,LP,9d5036a9a5142ba1a55e8f338a734ad45dfb5eed9d38759f7f7f45362b46bfda,3776,1836,17635,0.3262392535
10,D4,ARC,L0,MIP,17d5b15c13343a7cab957bd4f9dbc3f1ffeb91a1f11d32784d5b346286b95a4e,3776,1836,17489,
11,D3,K1-R,L0,LP,393d73d9ec578548710f6b0115a4e7dc05f97e780109e72b80b5f42f89a73e41,4145,1406,20086,0.02097749561
11,D3,K1-R,L0.0,LP,87542272e41f9fab7074c4909e928866dff0c1bc41c9b0d04248129ed953c9f6,4145,1406,20086,0.02487230737
11,D3,K1-R,L0.1,LP,4a84e7bed82e3a611e3ff842d4dc24a853eb340b0a008de450e6d0d5716de461,4149,1406,20258,0.03764950371
11,D3,K1-R,L0,CHILD_BOUND_TARGET_MIP,393d73d9ec578548710f6b0115a4e7dc05f97e780109e72b80b5f42f89a73e41,4145,1406,20086,
11,D3,K1-R,L0,MIP,393d73d9ec578548710f6b0115a4e7dc05f97e780109e72b80b5f42f89a73e41,4145,1406,20086,
12,D3,ARC,L0,LP,43a9147f168faf2489897689e681562c85d468d70d4df138ac2ea0a1a70e8c3e,3785,1838,18070,0.02097749561
12,D3,ARC,L0.0,LP,f9d977b772f2891f9a88e6f4aa866d8a5c216c905d8ea6334e5523e90f519538,3785,1838,18070,0.02487230737
12,D3,ARC,L0.1,LP,e9d813711749f73c65c288b3d446fd11711c0f71d18115fd912d25539db8628f,3789,1838,18242,0.03764950371
12,D3,ARC,L0,CHILD_BOUND_TARGET_MIP,43a9147f168faf2489897689e681562c85d468d70d4df138ac2ea0a1a70e8c3e,3785,1838,18070,
12,D3,ARC,L0,MIP,43a9147f168faf2489897689e681562c85d468d70d4df138ac2ea0a1a70e8c3e,3785,1838,18070,
14,D6,K1-R,L0,LP,4c5c214f042dedea8322ca3a338ba3a294554b4bfcff4e9a98f219c48e024842,29923,6991,187848,0.1256918309
14,D6,K1-R,L0.0,LP,61374f9a865df635bb68c6e45452341a15067009ec9f7f314960c7ce0d66f46b,29923,6991,187848,0.1256918309
14,D6,K1-R,L0.1,LP,022ad0d698b94130d0582160da7350235a71f3620f257743d18b4cef8367cad8,29924,6991,188256,
14,D6,K1-R,L0.0.0,LP,8255f6fdc0bf06f7adb5314f68031c3994466635ec98180345acefba71fe379d,29923,6991,187848,0.1269568487
14,D6,K1-R,L0.0.1,LP,0510420d8edf363812f84d192b60b723b38fea55fb03efb42340af96f79d2637,29923,6991,188250,0.1531292014
14,D6,K1-R,L0.0,CHILD_BOUND_TARGET_MIP,61374f9a865df635bb68c6e45452341a15067009ec9f7f314960c7ce0d66f46b,29923,6991,187848,
14,D6,K1-R,L0.0,MIP,61374f9a865df635bb68c6e45452341a15067009ec9f7f314960c7ce0d66f46b,29923,6991,187848,
15,D6,ARC,L0,LP,9703cfcfd4ffc1479a5723078a442bb4e5ba5c979422c58928cc40c251b55e30,27403,9691,174708,0.1256918309
15,D6,ARC,L0.0,LP,deb6590042caf741f3a468988453ca6b4c4782f32c37a771c5383ce9d8711ee5,27403,9691,174708,0.1256918309
15,D6,ARC,L0.1,LP,71acf21bae6df92c3a3b636d88fb1ffddb897ff3d98acbd20a86a9355a9dfc60,27404,9691,175116,
15,D6,ARC,L0.0.0,LP,41d34d66544bd6f5a2e02e9da80b36caaff8804974941ff3681af25cd73fd5ea,27403,9691,174708,0.1269568487
15,D6,ARC,L0.0.1,LP,e9a21f78e58b88979b0b4820ffda2d29a22286dbb069c59dd93f944916fab53c,27403,9691,175110,0.1531292014
15,D6,ARC,L0.0,CHILD_BOUND_TARGET_MIP,deb6590042caf741f3a468988453ca6b4c4782f32c37a771c5383ce9d8711ee5,27403,9691,174708,
15,D6,ARC,L0.0,MIP,deb6590042caf741f3a468988453ca6b4c4782f32c37a771c5383ce9d8711ee5,27403,9691,174708,
17,C2,K1-R,L0,LP,48f00424ac4080a0b940b5a8c9351072ce8bb94243b95cfeec26fc580474e014,8663,2402,48694,0.5301602324
17,C2,K1-R,L0.0,LP,c1b6d06947c08c77ade119ba1b2024bee732794166fe0b3e3a8990b15aaee06d,8663,2402,48694,0.5331223123
17,C2,K1-R,L0.1,LP,08ef6abb1c0c5868e0ab1740f99b0a9be2cdd1cc011fb1f21a8c2e0b78596fcc,8663,2402,48922,
17,C2,K1-R,L0.0.0,LP,59282f716df3cf826b40f7c0486fa7d3433777a490cd3c3b6a6b054d78e0fd69,8663,2402,48694,0.5770017235
17,C2,K1-R,L0.0.1,LP,bfebdb0b67b95a67886ef04ce44ec71aced3d24a4f6dcdd14695162f0332d223,8663,2402,48922,0.6570663505
17,C2,K1-R,L0.0,CHILD_BOUND_TARGET_MIP,c1b6d06947c08c77ade119ba1b2024bee732794166fe0b3e3a8990b15aaee06d,8663,2402,48694,
17,C2,K1-R,L0.0,MIP,c1b6d06947c08c77ade119ba1b2024bee732794166fe0b3e3a8990b15aaee06d,8663,2402,48694,
18,C2,ARC,L0,LP,ffb1a52b97d7ac8dd4983d7e2d8fd661cde1bc9bccb7eb596257f6eaa8b90101,7943,3202,44854,0.5507613851
18,C2,ARC,L0.0,LP,41518fddbcdbf9c70e665024cf5b95129cc695f20ab583266d27673f2ffb8399,7943,3202,44854,0.5525365389
18,C2,ARC,L0.1,LP,e48b7b3e9e346831a9f37c702ebcb576256be48c49de5fc04f914e0ebc935eef,7943,3202,45082,
18,C2,ARC,L0.0.0,LP,aab4589828760376b96243ac5edbab4e0f46757a65c47dbed663573a85d8bbb8,7943,3202,44854,0.5902012929
18,C2,ARC,L0.0.1,LP,79e401cb35c081fa59996b5633505db314a27cf9703dd99fe80078a64a1dfa1d,7943,3202,45082,0.6775484549
18,C2,ARC,L0.0,CHILD_BOUND_TARGET_MIP,41518fddbcdbf9c70e665024cf5b95129cc695f20ab583266d27673f2ffb8399,7943,3202,44854,
18,C2,ARC,L0.0,MIP,41518fddbcdbf9c70e665024cf5b95129cc695f20ab583266d27673f2ffb8399,7943,3202,44854,
19,D4,Q-PLUS,L0,LP,c841bec04d16cd0e73433e27253cfb1b237df642602abd9c42e0c4b2ba6ace57,4640,1836,21737,0.09396868562
19,D4,Q-PLUS,L0.0,LP,8be39be10a161668f3e3af7c61e1fc0477706846ee69b179253359c8370b8586,4640,1836,21737,0.09396907013
19,D4,Q-PLUS,L0.1,LP,158bb621fde21680417d2e7d967664f350a4c54b61f1fb688fc7687e94d238b2,4640,1836,21883,0.3262392535
19,D4,Q-PLUS,L0,CHILD_BOUND_TARGET_MIP,c841bec04d16cd0e73433e27253cfb1b237df642602abd9c42e0c4b2ba6ace57,4640,1836,21737,
19,D4,Q-PLUS,L0,MIP,c841bec04d16cd0e73433e27253cfb1b237df642602abd9c42e0c4b2ba6ace57,4640,1836,21737,
