"interval_id","gamma_L","gamma_U","interval_lower_bound","incumbent_upper_bound","interval_status","reason","certificate_basis","requires_pricing_closure","pricing_closure_available","interval_bound_valid","bpc_nodes","open_nodes","generated_columns","cuts","pricing_calls","pricing_time_seconds","rmp_solve_time_seconds","relaxation_time_seconds","lower_bound_source","lower_bound_sources","row","source_json"
"7","0.0737362547171","0.0804395506005","0.0737362547171","0.107252734134","replaced_by_children","split_parent_replaced","unresolved","false","false","true","0","1","0","0","0","0","0","57.9533948","gamma_floor","gamma_floor","tight_T_seed3101","tight_T_seed3101.json"
"8","0.0737362547171","0.0770879026588","0.107252734134","0.107252734134","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","14.5308851","inventory_route_gini_relaxation","gamma_floor|inventory_route_gini_relaxation","tight_T_seed3101","tight_T_seed3101.json"
"9","0.0770879026588","0.0804395506005","0.0770879026588","0.107252734134","replaced_by_children","split_parent_replaced","unresolved","false","false","true","0","1","0","0","0","0","0","57.7990059","gamma_floor","gamma_floor","tight_T_seed3101","tight_T_seed3101.json"
"10","0.0770879026588","0.0787637266296","0.107252734134","0.107252734134","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","14.4526365","inventory_route_gini_relaxation","gamma_floor|inventory_route_gini_relaxation","tight_T_seed3101","tight_T_seed3101.json"
"11","0.0787637266296","0.0804395506005","0.107252734134","0.107252734134","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","28.8431068","inventory_route_gini_relaxation","gamma_floor|inventory_route_gini_relaxation","tight_T_seed3101","tight_T_seed3101.json"
"12","0.0804395506005","0.0938461423672","0.107252734134","0.107252734134","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","14.3919906","inventory_route_gini_relaxation","gamma_floor|inventory_route_gini_relaxation","tight_T_seed3101","tight_T_seed3101.json"
"13","0.0938461423672","0.107252734134","0.107252734134","0.107252734134","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","14.3754962","inventory_route_gini_relaxation","gamma_floor|inventory_route_gini_relaxation","tight_T_seed3101","tight_T_seed3101.json"
"0","0","0.0122881381662","0","0.0491525526647","replaced_by_children","split_parent_replaced","unresolved","false","false","true","0","1","0","0","0","0","0","59.2258399","gamma_floor","gamma_floor","moderate_seed3301","moderate_seed3301_oracle_deep.json"
"1","0.0122881381662","0.0245762763324","0.0122881381662","0.0491525526647","unresolved","tree_not_started_before_time_limit_or_reserve","unresolved","false","false","true","0","1","0","0","0","0","0","58.5121591","gamma_floor","gamma_floor","moderate_seed3301","moderate_seed3301_oracle_deep.json"
"2","0.0245762763324","0.0368644144986","0.0245762763324","0.0491525526647","unresolved","tree_not_started_before_time_limit_or_reserve","unresolved","false","false","true","0","1","0","0","0","0","0","57.8519846","gamma_floor","gamma_floor","moderate_seed3301","moderate_seed3301_oracle_deep.json"
"3","0.0368644144986","0.0491525526647","0.0368644144986","0.0491525526647","unresolved","tree_not_started_before_time_limit_or_reserve","unresolved","false","false","true","0","1","0","0","0","0","0","57.8210514","gamma_floor","gamma_floor","moderate_seed3301","moderate_seed3301_oracle_deep.json"
"4","0","0.00614406908309","0.0491525526647","0.0491525526647","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","9.9955108","inventory_route_gini_relaxation","gamma_floor|inventory_route_gini_relaxation","moderate_seed3301","moderate_seed3301_oracle_deep.json"
"5","0.00614406908309","0.0122881381662","0.00614406908309","0.0491525526647","replaced_by_children","split_parent_replaced","unresolved","false","false","true","0","1","0","0","0","0","0","58.7868938","gamma_floor","gamma_floor","moderate_seed3301","moderate_seed3301_oracle_deep.json"
"6","0.00614406908309","0.00921610362464","0.0491525526647","0.0491525526647","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","14.8987405","inventory_route_gini_relaxation","gamma_floor|inventory_route_gini_relaxation","moderate_seed3301","moderate_seed3301_oracle_deep.json"
"7","0.00921610362464","0.0122881381662","0.00921610362464","0.0491525526647","replaced_by_children","split_parent_replaced","unresolved","false","false","true","0","1","0","0","0","0","0","58.8786405","gamma_floor","gamma_floor","moderate_seed3301","moderate_seed3301_oracle_deep.json"
"8","0.00921610362464","0.0107521208954","0.00921610362464","0.0491525526647","replaced_by_children","split_parent_replaced","unresolved","false","false","true","0","1","0","0","0","0","0","58.370394","gamma_floor","gamma_floor","moderate_seed3301","moderate_seed3301_oracle_deep.json"
"9","0.0107521208954","0.0122881381662","0.0107521208954","0.0491525526647","unresolved","tree_not_started_before_time_limit_or_reserve","unresolved","false","false","true","0","1","0","0","0","0","0","58.222349","gamma_floor","gamma_floor","moderate_seed3301","moderate_seed3301_oracle_deep.json"
"10","0.00921610362464","0.00998411226003","0.00921610362464","0.0491525526647","unresolved","tree_not_started_before_time_limit_or_reserve","unresolved","false","false","true","0","1","0","0","0","0","0","58.763141","gamma_floor","gamma_floor","moderate_seed3301","moderate_seed3301_oracle_deep.json"
"11","0.00998411226003","0.0107521208954","0.00998411226003","0.0491525526647","unresolved","tree_not_started_before_time_limit_or_reserve","unresolved","false","false","true","0","1","0","0","0","0","0","50.0745904","gamma_floor","gamma_floor","moderate_seed3301","moderate_seed3301_oracle_deep.json"
"0","0","0.150176109171","0.31574776659","0.600704436685","replaced_by_children","split_parent_replaced","unresolved","false","false","true","0","1","0","0","0","0","0","94.6779198","cheap_projection_bound","gamma_floor|cheap_projection_bound","tight_T_seed3102","tight_T_seed3102_controlled.json"
"1","0.150176109171","0.300352218343","0.450176109171","0.600704436685","replaced_by_children","split_parent_replaced","unresolved","false","false","true","0","1","0","0","0","0","0","89.446644","cheap_projection_bound","gamma_floor|cheap_projection_bound","tight_T_seed3102","tight_T_seed3102_controlled.json"
"2","0.300352218343","0.450528327514","0.600704436685","0.600704436685","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","16.0425409","inventory_route_gini_relaxation","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation","tight_T_seed3102","tight_T_seed3102_controlled.json"
"3","0.450528327514","0.600704436685","0.600704436685","0.600704436685","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","0.0004533","inventory_route_gini_relaxation","gamma_floor|inventory_route_gini_relaxation","tight_T_seed3102","tight_T_seed3102_controlled.json"
"4","0","0.0750880545856","0.600704436685","0.600704436685","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","18.8570865","inventory_route_gini_relaxation","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation","tight_T_seed3102","tight_T_seed3102_controlled.json"
"5","0.0750880545856","0.150176109171","0.600704436685","0.600704436685","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","44.7968688","inventory_route_gini_relaxation","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation","tight_T_seed3102","tight_T_seed3102_controlled.json"
"6","0.150176109171","0.225264163757","0.450176109171","0.600704436685","replaced_by_children","split_parent_replaced","unresolved","false","false","true","0","1","0","0","0","0","0","89.4652642","adaptive_split_inherited_cheap_projection_bound","gamma_floor|adaptive_split_inherited_parent_lb","tight_T_seed3102","tight_T_seed3102_controlled.json"
"7","0.225264163757","0.300352218343","0.600704436685","0.600704436685","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","18.2592772","inventory_route_gini_relaxation","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation","tight_T_seed3102","tight_T_seed3102_controlled.json"
"8","0.150176109171","0.187720136464","0.450176109171","0.600704436685","replaced_by_children","split_parent_replaced","unresolved","false","false","true","0","1","0","0","0","0","0","89.4631938","adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound","gamma_floor|adaptive_split_inherited_parent_lb","tight_T_seed3102","tight_T_seed3102_controlled.json"
"9","0.187720136464","0.225264163757","0.450176109171","0.600704436685","unresolved","tree_not_started_before_time_limit_or_reserve","unresolved","false","false","true","0","1","0","0","0","0","0","88.2786271","adaptive_split_inherited_parent_lb","gamma_floor|adaptive_split_inherited_parent_lb","tight_T_seed3102","tight_T_seed3102_controlled.json"
"10","0.150176109171","0.168948122818","0.450176109171","0.600704436685","unresolved","tree_not_started_before_time_limit_or_reserve","unresolved","false","false","true","0","1","0","0","0","0","0","81.9081233","adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound","gamma_floor|adaptive_split_inherited_parent_lb","tight_T_seed3102","tight_T_seed3102_controlled.json"
"11","0.168948122818","0.187720136464","0.450176109171","0.600704436685","unresolved","tree_not_started_before_time_limit_or_reserve","unresolved","false","false","true","0","1","0","0","0","0","0","0","adaptive_split_inherited_adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound","gamma_floor|adaptive_split_inherited_parent_lb","tight_T_seed3102","tight_T_seed3102_controlled.json"
"0","0","0.2375","2.44340319194","2.44340319194","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","30.0572731","inventory_route_gini_relaxation","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation","high_imbalance_seed3201","high_imbalance_seed3201_controlled.json"
"1","0.2375","0.475","1.50460803","2.44340319194","replaced_by_children","split_parent_replaced","unresolved","false","false","true","0","1","0","0","0","0","0","137.3837162","cheap_projection_bound","gamma_floor|cheap_projection_bound","high_imbalance_seed3201","high_imbalance_seed3201_controlled.json"
"2","0.475","0.7125","1.74210803","2.44340319194","replaced_by_children","split_parent_replaced","unresolved","false","false","true","0","1","0","0","0","0","0","135.4974057","cheap_projection_bound","gamma_floor|cheap_projection_bound","high_imbalance_seed3201","high_imbalance_seed3201_controlled.json"
"3","0.7125","0.95","2.44340319194","2.44340319194","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","28.7205952","inventory_route_gini_relaxation","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation","high_imbalance_seed3201","high_imbalance_seed3201_controlled.json"
"4","0.2375","0.35625","2.44340319194","2.44340319194","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","29.6928913","inventory_route_gini_relaxation","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation","high_imbalance_seed3201","high_imbalance_seed3201_controlled.json"
"5","0.35625","0.475","2.44340319194","2.44340319194","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","34.0217274","inventory_route_gini_relaxation","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation","high_imbalance_seed3201","high_imbalance_seed3201_controlled.json"
"6","0.475","0.59375","1.74210803","2.44340319194","replaced_by_children","split_parent_replaced","unresolved","false","false","true","0","1","0","0","0","0","0","135.3989993","adaptive_split_inherited_cheap_projection_bound","gamma_floor|adaptive_split_inherited_parent_lb","high_imbalance_seed3201","high_imbalance_seed3201_controlled.json"
"7","0.59375","0.7125","2.44340319194","2.44340319194","bound_fathomed","inventory_route_gini_relaxation","inventory_route_gini_relaxation_fathomed","false","false","true","0","0","0","0","0","0","0","32.7738216","inventory_route_gini_relaxation","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation","high_imbalance_seed3201","high_imbalance_seed3201_controlled.json"
"8","0.475","0.534375","1.74210803","2.44340319194","unresolved","tree_not_started_before_time_limit_or_reserve","unresolved","false","false","true","0","1","0","0","0","0","0","60.9205777","adaptive_split_inherited_adaptive_split_inherited_cheap_projection_bound","gamma_floor|adaptive_split_inherited_parent_lb","high_imbalance_seed3201","high_imbalance_seed3201_controlled.json"
"9","0.534375","0.59375","1.74210803","2.44340319194","unresolved","tree_not_started_before_time_limit_or_reserve","unresolved","false","false","true","0","1","0","0","0","0","0","0","adaptive_split_inherited_parent_lb","gamma_floor|adaptive_split_inherited_parent_lb","high_imbalance_seed3201","high_imbalance_seed3201_controlled.json"
