variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,operation_states_generated,operation_states_pruned,source_dir
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,13,923826267,139951819,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,14,1509210707,227449634,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,15,2006126927,300703135,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,16,2161088238,318565701,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,17,1823045717,256491362,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,18,1107881328,141723087,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,19,425964534,46178675,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_moderate_seed3301_3600,3600,2,0,aggregate,20,76296105,6383999,results\bpc_core_repair_round\all_improvements_3600_moderate_seed3301
all_improvements_v12_m1_3600,3600,12,0,aggregate,1,11,0,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,2,2380,0,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,3,181652,62598,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,4,3237544,697308,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,5,34357654,5089097,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,6,260889479,29180240,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,7,1480335678,135331520,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,8,6173346796,492962517,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,9,17726103674,1320745965,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,10,30867551208,2317531169,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,11,27051692915,2151239084,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m1_3600,3600,12,0,aggregate,12,8509020241,698486681,results\bpc_core_repair_round\all_improvements_3600_v12_m1
all_improvements_v12_m2_3600,3600,7,0,aggregate,1,5,0,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,2,882,0,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,3,53791,34553,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,4,1039246,427739,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,5,11141624,3000282,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,6,81765542,15689564,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,7,431689281,64348945,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,8,1587023677,199973788,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,9,3721860872,427088690,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,10,4923399293,545464351,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,11,3191809739,349376760,results\bpc_core_repair_round\all_improvements_3600_v12_m2
all_improvements_v12_m2_3600,3600,7,0,aggregate,12,761999510,82253310,results\bpc_core_repair_round\all_improvements_3600_v12_m2
baseline_moderate_seed3301_1200,1200,2,0,aggregate,1,1,0,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,2,12,0,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,3,32,54,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,4,160,54,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,5,1205,317,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,6,13500,3155,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,7,138636,27714,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,8,1015753,181673,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,9,5439988,904698,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,10,21832569,3480518,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,11,67729242,10489992,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,12,165343518,25155727,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,13,323284403,48568635,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,14,511445619,76270351,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,15,659986796,97956576,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,16,693591285,101179096,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,17,574898424,79438590,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,18,345005919,42666426,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,19,131454882,13489830,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_moderate_seed3301_1200,1200,2,0,aggregate,20,23311374,1809860,results\bpc_core_repair_round\baseline_1200_moderate_seed3301
baseline_v12_m1_1200,1200,12,0,aggregate,1,4,0,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,2,855,0,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,3,59714,26033,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,4,1063422,300050,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,5,11404257,2196961,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,6,87323657,12498172,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,7,498004273,57081891,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,8,2080918267,203986674,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,9,5969855910,535889393,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,10,10358523388,927243312,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,11,9024532454,862293858,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m1_1200,1200,12,0,aggregate,12,2810571237,285448546,results\bpc_core_repair_round\baseline_1200_v12_m1
baseline_v12_m2_1200,1200,7,0,aggregate,1,5,0,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,2,810,0,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,3,52503,27983,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,4,1008135,355414,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,5,10711468,2506380,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,6,78098634,13197459,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,7,410736882,54618331,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,8,1507136006,171472419,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,9,3533062343,369728736,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,10,4677853989,476391455,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,11,3037918634,308057577,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_v12_m2_1200,1200,7,0,aggregate,12,726525615,73252048,results\bpc_core_repair_round\baseline_1200_v12_m2
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,1,1,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,2,22,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,3,187,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,4,189,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,5,2919,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,6,29440,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,7,222608,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,8,1197165,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,9,4723980,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,10,14138500,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,11,33513488,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,12,64082718,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,13,99597805,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,14,125624168,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,15,126938498,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,16,99539025,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,17,57059622,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,18,21473675,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,19,4669909,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_high_imbalance_seed3202,300,9,0,aggregate,20,416161,0,results\bpc_core_repair_round\baseline_300_high_imbalance_seed3202
baseline_300_moderate_seed3301,300,2,0,aggregate,1,1,0,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,2,12,0,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,3,32,54,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,4,160,54,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,5,603,155,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,6,5619,1351,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,7,55909,11381,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,8,386581,70030,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,9,1926262,323225,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,10,7130274,1141551,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,11,20238458,3116820,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,12,45078777,6698178,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,13,80671309,11569739,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,14,117622151,16483533,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,15,141639437,19871065,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,16,142390933,20120303,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,17,116485068,15980993,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,18,70355886,8785526,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,19,27026103,2833029,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_moderate_seed3301,300,2,0,aggregate,20,4801623,383676,results\bpc_core_repair_round\baseline_300_moderate_seed3301
baseline_300_v12_m1,300,12,0,aggregate,1,1,0,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,2,264,0,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,3,24929,0,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,4,369761,0,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,5,3521209,0,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,6,25143744,0,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,7,137318709,0,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,8,557223446,0,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,9,1565779603,0,results\bpc_core_repair_round\baseline_300_v12_m1
baseline_300_v12_m1,300,12,0,aggregate,10,2685211457,0,results\bpc_core_repair_round\baseline_300_v12_m1
