original_path,compressed_path,original_bytes,compressed_bytes,original_sha256,compressed_sha256,restoration_sha256,restoration_bytes,compression
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.0.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.0.1.lp.gz,1473085,240636,36efd48296746c520270fd1a44eab21c07c558c5ab2b97b4ba6898365500390f,dd178d4e7796dd1a04251557821599d5bfc6bfdeed77b62635ac98effacda539,36efd48296746c520270fd1a44eab21c07c558c5ab2b97b4ba6898365500390f,1473085,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.0.lp.gz,1473043,240639,fbfed41c02aa5eb0df968d381e55cc55f5916dd5496c0110f987fd96abf30d96,00dd36587b65a508ed0654fd8f5313feacd9dc0c813d630106586fa731a0b65c,fbfed41c02aa5eb0df968d381e55cc55f5916dd5496c0110f987fd96abf30d96,1473043,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.0.0.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.0.0.0.lp.gz,1408145,240052,c1a98bb886d15fe08ff49a1ef81ca587847e10b422fba91f19082bb6744884b1,3f82f8725a705e4cb4213f97e3041a93c58ce23cdf628c551feedfeb471b7105,c1a98bb886d15fe08ff49a1ef81ca587847e10b422fba91f19082bb6744884b1,1408145,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.0.0.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.0.0.1.lp.gz,1396605,239983,7ff713d3ad3aa99963df82463a5ff9fa02d1bfbde819d49b19cc2dc55da0cdc2,8b168a0449a9fd6b2df276670e4c02bb1c3bf2b140eec49703061997b56d3969,7ff713d3ad3aa99963df82463a5ff9fa02d1bfbde819d49b19cc2dc55da0cdc2,1396605,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.0.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.0.0.lp.gz,1396725,239998,7c68533da42ed9ef84d27b302a16a5cd795df2cbf7c2f1bc1f44aeb2388d7b2f,ff32d4c8691bf8e83d23cbc626f2980293f4ce7ee96aba05e287d4bf6cbab509,7c68533da42ed9ef84d27b302a16a5cd795df2cbf7c2f1bc1f44aeb2388d7b2f,1396725,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.0.1.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.0.1.0.lp.gz,1418665,240085,b00c0ac4076f916a491f3ba1dd2d5d84b8e1f1d857a7fb9b4f4620e45cc296c3,54ba110890a0c39cca3d7d259e4fccf628f86296cae10f1a8e9f0e887821d392,b00c0ac4076f916a491f3ba1dd2d5d84b8e1f1d857a7fb9b4f4620e45cc296c3,1418665,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.0.1.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.0.1.1.lp.gz,1392806,239905,ab752f1f352bf13da7498887fee4cc309727dc1f9694dae19a7f6c503b057e4b,93c0e8c7684c02b07b179a54821e96eac9c384125d0b26d90a7454e86b5c11e2,ab752f1f352bf13da7498887fee4cc309727dc1f9694dae19a7f6c503b057e4b,1392806,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.0.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.0.1.lp.gz,1392766,239892,1db1a24ab6f9eb27bb8c353988681b1bea8251925a08eda214a915eb4da472b3,fd9a03b319b80773cfdd9479d6331329cd91c2a7236f87f46808031313448580,1db1a24ab6f9eb27bb8c353988681b1bea8251925a08eda214a915eb4da472b3,1392766,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.0.lp.gz,1392906,239904,57d8aea1fa57e0e360e0dfaeace26f979d04f7699f20c20c63b08dea15b6f99d,cf40e3d5ad0930467d8e5c9679333ed88fabef912c444e1828d906dad9a8ede9,57d8aea1fa57e0e360e0dfaeace26f979d04f7699f20c20c63b08dea15b6f99d,1392906,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.1.0.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.1.0.0.lp.gz,1416368,239954,5e2437bd1a323c3112088d6c49f4e0ad81f8b416a4da15d9d7fb39e49740fac6,d96985adef34838b79d81dc98bd4c5f814b16a0546184e3e5de91ab3e0cb1c39,5e2437bd1a323c3112088d6c49f4e0ad81f8b416a4da15d9d7fb39e49740fac6,1416368,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.1.0.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.1.0.1.lp.gz,1407283,240054,4370fbb492b30eca9b274ef3c339ef1775fa45b112eba67fbf635ada96e74636,dc1d8da971590dbbd139e4d89a0e330e43e86784f47fecd90cabcfd78e849a8c,4370fbb492b30eca9b274ef3c339ef1775fa45b112eba67fbf635ada96e74636,1407283,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.1.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.1.0.lp.gz,1404948,239928,20e3460acf02026e1b690cfccc6afaefb98adac7b0347d72c65ba95ea1b10bcb,fe2685bffaa34e740db3c5fef24dd4f74c4ba904d21b64d73f810b2db719aab1,20e3460acf02026e1b690cfccc6afaefb98adac7b0347d72c65ba95ea1b10bcb,1404948,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.1.1.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.1.1.0.lp.gz,1474265,240811,1f40292aee3b2e1db008475fe9dacfb39196d0e984a28e8549c58533b713cf32,3edb53ee72d9062ce1188827f897b88a4ddc4377c1d7aa7011d8e74aa1375348,1f40292aee3b2e1db008475fe9dacfb39196d0e984a28e8549c58533b713cf32,1474265,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.1.1.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.1.1.1.lp.gz,1361700,240069,90bbb06c303449d7336b58c7b0cb8c1e46d98c5d16c589296099c5562fe8f550,b3f0dfe26f9db84b09c93aa75f2815726d3b14ff3eb0e6154a923141586d9c01,90bbb06c303449d7336b58c7b0cb8c1e46d98c5d16c589296099c5562fe8f550,1361700,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.1.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.1.1.lp.gz,1361585,240065,f21fae42b99a321dbbea59c59600e928f3f1706c1b5dbd23131c23e337b6f4b2,a8df535da5afc30a4ac0fe63f29e9ad026cc1d3bf2c9cc5ec7100e8a28f1fb04,f21fae42b99a321dbbea59c59600e928f3f1706c1b5dbd23131c23e337b6f4b2,1361585,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.1.lp.gz,1359268,240022,675e1bb85f6609760b4b42e36a2eb2e91849d61308ed51fc1633e53633335804,82cfb6ab7ddfbb75a549c21a807d5c0ba82b354cd2fdc73dab49813984b1da17,675e1bb85f6609760b4b42e36a2eb2e91849d61308ed51fc1633e53633335804,1359268,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.1.lp.gz,1361705,240089,76399dc494005e7b0cbf93d00fcc5608b0689fd57bf3cd7acf5712f152923b08,fb05710d44f36fdc412808f63ac31b8400d0dcf4d0cb8638bf482e046e7e4053,76399dc494005e7b0cbf93d00fcc5608b0689fd57bf3cd7acf5712f152923b08,1361705,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.1.lp.gz,1361503,240082,c46ce9c4ce4c39591562ca0291261ba76ffd924000aecbaac0bdfcf1ee0c7321,b584145c1d60162662681bade8dbad2fa0ae4f89a5d2caba129836474f0a6215,c46ce9c4ce4c39591562ca0291261ba76ffd924000aecbaac0bdfcf1ee0c7321,1361503,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.0.lp.gz,1361406,240071,2913fa3a63f8451aecdef30c346846b080842a8211e14bfeddf4de4ca75cc526,b14d1ee680d2b2256c8a691c9037270819b8f30291239f453d2e51a9e21b679d,2913fa3a63f8451aecdef30c346846b080842a8211e14bfeddf4de4ca75cc526,1361406,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.0.0.0.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.0.0.0.0.lp.gz,1416417,239986,41a3abddea919026d93ac2185764c917203bebb8105fef378d62c2f17c92416f,063c79d67fe73205c9c5e49fe35f1db15ad3d27f4c8e270cb017eca64780528a,41a3abddea919026d93ac2185764c917203bebb8105fef378d62c2f17c92416f,1416417,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.0.0.0.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.0.0.0.1.lp.gz,1471884,240638,d7e17ca764e28335e3b322bcaed65cbaedc084b5efd97b4a794c094c584aea62,d3d41c27b191a3c75375e531dd5c8b0a9cea06b5af639194d955265af47ab9cd,d7e17ca764e28335e3b322bcaed65cbaedc084b5efd97b4a794c094c584aea62,1471884,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.0.0.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.0.0.0.lp.gz,1473422,240726,a0fe7e07736e41dc4d7468919ca77c75c868d1d2b6a5ff6839b3a3c1aa5a630d,a32f9dcb054ae012fffcaf40371995621a3d62bb80981fcc1ca48740daceb8d1,a0fe7e07736e41dc4d7468919ca77c75c868d1d2b6a5ff6839b3a3c1aa5a630d,1473422,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.0.0.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.0.0.1.lp.gz,1473625,240663,5b8bb145cea5048eb77ba31820bb99a2b08beb3cd485bf217bd3ec82cad467af,52cd6669417f60e0ce94bda425dd4612fd17e2eaa1ef2cecc40b1ea8e00b61d1,5b8bb145cea5048eb77ba31820bb99a2b08beb3cd485bf217bd3ec82cad467af,1473625,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.0.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.0.0.lp.gz,1473422,240653,f328ca740c3e60f58cc1d2de8a787cfd804b7195abfefd3dc0ee13f133e5d064,b43311318cb94b1fa242d257d0748711a14579a652e2cca47998736994a3cf88,f328ca740c3e60f58cc1d2de8a787cfd804b7195abfefd3dc0ee13f133e5d064,1473422,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.0.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.0.1.lp.gz,1384163,239979,f406689af8329fa89c1d06addb313caf8be46eda80f9152274d284d499a54e6c,8c0fd5b5f71ff6183130d075ef3864de37f1e0303553ef0bc3fc98d30e063726,f406689af8329fa89c1d06addb313caf8be46eda80f9152274d284d499a54e6c,1384163,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.0.lp.gz,1383962,239981,623307d769967f8de040cbe8095c20ded8bca45e9f268349ad47c375a3610316,e79b83a93584b3dc7237b015de9bc03adeb9cca33dccb6bc20bb2e13e86bfd8d,623307d769967f8de040cbe8095c20ded8bca45e9f268349ad47c375a3610316,1383962,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.1.lp.gz,1369033,239855,c3c1c4950ef800ef46d255bceb1ba51dcfd19a9461e0fa8fe1a1a36a83af78be,a80b45eed24f2913f100a0d9d0212addc24d5f02d4c4b394bff1628af88d290c,c3c1c4950ef800ef46d255bceb1ba51dcfd19a9461e0fa8fe1a1a36a83af78be,1369033,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.0.lp.gz,1368989,239853,1461b8314f39000332435e683c32711e7a8389f1ad1f1c8aae50af1182693847,c77fc2c75f98f90223545ba1786df641328de27608b1be795dfe3ba9ec748bfc,1461b8314f39000332435e683c32711e7a8389f1ad1f1c8aae50af1182693847,1368989,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.1.lp.gz,1347150,240010,51c227ddbcb77d155a201450e3e62fecd32c4555a6722d356b3b5669719690a4,9c1600e78e2fdb2c401c20842ac0168a74b13bd57cb81922d11f96fd50c7ee5f,51c227ddbcb77d155a201450e3e62fecd32c4555a6722d356b3b5669719690a4,1347150,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.1.lp.gz,1350082,240089,29d06dcff178ab43b85e34e8ed4ea70c993cf58a93aa4cbeeec59a94cdd6c31f,740a6aea319d1a5bb3c529532629d29093fa4d4cae81973557f70e3326b16f89,29d06dcff178ab43b85e34e8ed4ea70c993cf58a93aa4cbeeec59a94cdd6c31f,1350082,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.0.lp.gz,1349986,240082,b2df48ad5e03c6ffb31d4b6682827a5bec7078f1e0ce8864aad9f4adadaa8d7d,28313c2a8351f8c631cc1e428cd291acd05c44874478b06a2dbca5687e1bd8a0,b2df48ad5e03c6ffb31d4b6682827a5bec7078f1e0ce8864aad9f4adadaa8d7d,1349986,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.1.lp.gz,1333399,239840,0b33ccb4e8e75667cfed12c391363257583dac8c4bdb96cec814909e4a93e086,631a7f684cd9ebdf4e20805e0c9916c8996af9570ac2311492cb9ef280d5014d,0b33ccb4e8e75667cfed12c391363257583dac8c4bdb96cec814909e4a93e086,1333399,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.0.lp.gz,1333322,239842,084ef48da13aff276049662c22c84ddefcb39839db7cdb7853b06063060a601f,63abea04f2f2217090595858e56bb3cae9c3f9fd9e42c467d8aa23a9ea81868f,084ef48da13aff276049662c22c84ddefcb39839db7cdb7853b06063060a601f,1333322,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.1.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.1.lp.gz,1467172,240419,90dab83c203443df5c270b48dc952f50a18f19e396fae8cfbbb6b3b1ebf52112,805c035b3b86c6e60bf87609154f4b9487cb529d31df38d54f5d79218b176a99,90dab83c203443df5c270b48dc952f50a18f19e396fae8cfbbb6b3b1ebf52112,1467172,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L2.lp.gz,1471046,240601,d06a408f65bd5d597bc41c3d0eb049a8c92a48e12ab7a4e64cc6d77fff717fb7,5720b93fb0fc968758fda8ff4452d53518514a34fd792977111b660b3a9e1ba1,d06a408f65bd5d597bc41c3d0eb049a8c92a48e12ab7a4e64cc6d77fff717fb7,1471046,gzip_level9_mtime0_filename_omitted
results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L3.lp,results/gf_c0_mechanism_transfer_c5_round30/development/high_imbalance_seed3202__c4_candidate__60s/external/models/L3.lp.gz,1289971,239476,4de743aa44788746a75ee440c8d23e598afc76f5b13d5562b5ecb10e7d9d2a44,a818335adff5f6d667fd7a4bcbc924da5ccaee20001592ed0da1743e7a60df9d,4de743aa44788746a75ee440c8d23e598afc76f5b13d5562b5ecb10e7d9d2a44,1289971,gzip_level9_mtime0_filename_omitted
