source_round,run,instance,family,parent_id,shadow_rule,dimensionless_threshold,first_native_gain_ratio,repeated_native_gain_ratio,target_reached_after_first_processing,target_reached_only_after_repeated_processing,historical_split_explainable_without_time_or_attempts,coverage_preserved_if_parent_retained_or_atomic_split,counterfactual_runtime_claimed
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1,normalized_native_gain_5pct,0.05,0.7537023751062093,0.000980864202989685,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1,normalized_native_gain_10pct,0.1,0.7537023751062093,0.000980864202989685,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1.0,normalized_native_gain_1pct,0.01,0.0,0.00041075141076194507,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1.0,normalized_native_gain_5pct,0.05,0.0,0.00041075141076194507,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1.0,normalized_native_gain_10pct,0.1,0.0,0.00041075141076194507,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L0,normalized_native_gain_1pct,0.01,0.7954292548452753,0.02171795941815434,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L0,normalized_native_gain_5pct,0.05,0.7954292548452753,0.02171795941815434,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L0,normalized_native_gain_10pct,0.1,0.7954292548452753,0.02171795941815434,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1.0.0,normalized_native_gain_1pct,0.01,0.007652468757057596,0.026676376850659038,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1.0.0,normalized_native_gain_5pct,0.05,0.007652468757057596,0.026676376850659038,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1.0.0,normalized_native_gain_10pct,0.1,0.007652468757057596,0.026676376850659038,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1,normalized_native_gain_1pct,0.01,0.3123194877101521,0.018013877971789948,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1,normalized_native_gain_5pct,0.05,0.3123194877101521,0.018013877971789948,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1,normalized_native_gain_10pct,0.1,0.3123194877101521,0.018013877971789948,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_1pct,0.01,0.806288731338031,0.09540003579128907,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_5pct,0.05,0.806288731338031,0.09540003579128907,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_10pct,0.1,0.806288731338031,0.09540003579128907,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep1__300s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_1pct,0.01,0.806288731338031,0.11377211553767855,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep1__300s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_5pct,0.05,0.806288731338031,0.11377211553767855,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep1__300s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_10pct,0.1,0.806288731338031,0.11377211553767855,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep2__300s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_1pct,0.01,0.806288731338031,0.10332213207001748,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep2__300s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_5pct,0.05,0.806288731338031,0.10332213207001748,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep2__300s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_10pct,0.1,0.806288731338031,0.10332213207001748,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep3__300s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_1pct,0.01,0.806288731338031,0.09540003579128907,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep3__300s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_5pct,0.05,0.806288731338031,0.09540003579128907,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/forensics__V12_M2__c0__rep3__300s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_10pct,0.1,0.806288731338031,0.09540003579128907,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__V12_M2__c0__1200s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_1pct,0.01,0.806288731338031,0.10332213207001748,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__V12_M2__c0__1200s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_5pct,0.05,0.806288731338031,0.10332213207001748,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__V12_M2__c0__1200s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_10pct,0.1,0.806288731338031,0.10332213207001748,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__V12_M2__c1__1200s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_1pct,0.01,0.806288731338031,0.09413687244508251,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__V12_M2__c1__1200s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_5pct,0.05,0.806288731338031,0.09413687244508251,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__V12_M2__c1__1200s,regen_candidate_V12_M2_average,other,L2,normalized_native_gain_10pct,0.1,0.806288731338031,0.09413687244508251,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c0__1200s,high_imbalance_seed3202,high_imbalance,L2,normalized_native_gain_1pct,0.01,0.9465852518135883,0.008029885237938381,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c0__1200s,high_imbalance_seed3202,high_imbalance,L2,normalized_native_gain_5pct,0.05,0.9465852518135883,0.008029885237938381,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c0__1200s,high_imbalance_seed3202,high_imbalance,L2,normalized_native_gain_10pct,0.1,0.9465852518135883,0.008029885237938381,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c0__1200s,high_imbalance_seed3202,high_imbalance,L2.0,normalized_native_gain_1pct,0.01,0.02046693641682153,0.0521443409339882,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c0__1200s,high_imbalance_seed3202,high_imbalance,L2.0,normalized_native_gain_5pct,0.05,0.02046693641682153,0.0521443409339882,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c0__1200s,high_imbalance_seed3202,high_imbalance,L2.0,normalized_native_gain_10pct,0.1,0.02046693641682153,0.0521443409339882,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c0__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0,normalized_native_gain_1pct,0.01,0.008478642605414517,0.08918142963669756,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c0__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0,normalized_native_gain_5pct,0.05,0.008478642605414517,0.08918142963669756,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c0__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0,normalized_native_gain_10pct,0.1,0.008478642605414517,0.08918142963669756,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2,normalized_native_gain_1pct,0.01,0.9465852518135883,0.0059236272606279245,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2,normalized_native_gain_5pct,0.05,0.9465852518135883,0.0059236272606279245,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2,normalized_native_gain_10pct,0.1,0.9465852518135883,0.0059236272606279245,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0,normalized_native_gain_1pct,0.01,0.06390977981560307,0.051081909863162946,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0,normalized_native_gain_5pct,0.05,0.06390977981560307,0.051081909863162946,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0,normalized_native_gain_10pct,0.1,0.06390977981560307,0.051081909863162946,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0,normalized_native_gain_1pct,0.01,0.007144840990544184,0.06834651065166483,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0,normalized_native_gain_5pct,0.05,0.007144840990544184,0.06834651065166483,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0,normalized_native_gain_10pct,0.1,0.007144840990544184,0.06834651065166483,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1,normalized_native_gain_1pct,0.01,0.0,0.04052494090139422,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1,normalized_native_gain_5pct,0.05,0.0,0.04052494090139422,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1,normalized_native_gain_10pct,0.1,0.0,0.04052494090139422,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1,normalized_native_gain_1pct,0.01,0.0,0.008146839588061065,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1,normalized_native_gain_5pct,0.05,0.0,0.008146839588061065,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1,normalized_native_gain_10pct,0.1,0.0,0.008146839588061065,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1.1,normalized_native_gain_1pct,0.01,0.0,0.10898606664866091,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1.1,normalized_native_gain_5pct,0.05,0.0,0.10898606664866091,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1.1,normalized_native_gain_10pct,0.1,0.0,0.10898606664866091,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1.1.1,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1.1.1,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1.1.1,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1.1.1.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1.1.1.0,normalized_native_gain_5pct,0.05,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__high_imbalance_seed3202__c1__1200s,high_imbalance_seed3202,high_imbalance,L2.0.0.1.1.1.1.0,normalized_native_gain_10pct,0.1,0.0,0.0,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1,normalized_native_gain_1pct,0.01,0.7537023751062093,0.000980864202989685,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1,normalized_native_gain_5pct,0.05,0.7537023751062093,0.000980864202989685,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1,normalized_native_gain_10pct,0.1,0.7537023751062093,0.000980864202989685,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0,normalized_native_gain_1pct,0.01,0.0,0.00041075141076194507,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0,normalized_native_gain_5pct,0.05,0.0,0.00041075141076194507,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0,normalized_native_gain_10pct,0.1,0.0,0.00041075141076194507,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L0,normalized_native_gain_1pct,0.01,0.7954292548452753,0.02171795941815434,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L0,normalized_native_gain_5pct,0.05,0.7954292548452753,0.02171795941815434,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L0,normalized_native_gain_10pct,0.1,0.7954292548452753,0.02171795941815434,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0.0,normalized_native_gain_1pct,0.01,0.007652468757057596,0.026676376850659038,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0.0,normalized_native_gain_5pct,0.05,0.007652468757057596,0.026676376850659038,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0.0,normalized_native_gain_10pct,0.1,0.007652468757057596,0.026676376850659038,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0.0.0,normalized_native_gain_1pct,0.01,0.0,0.012651935766736812,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0.0.0,normalized_native_gain_5pct,0.05,0.0,0.012651935766736812,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0.0.0,normalized_native_gain_10pct,0.1,0.0,0.012651935766736812,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0.0.0.0,normalized_native_gain_1pct,0.01,0.0007134978594497402,0.00028060804826609366,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0.0.0.0,normalized_native_gain_5pct,0.05,0.0007134978594497402,0.00028060804826609366,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L1.0.0.0.0,normalized_native_gain_10pct,0.1,0.0007134978594497402,0.00028060804826609366,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L0.1,normalized_native_gain_1pct,0.01,0.0,0.05760376186950406,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L0.1,normalized_native_gain_5pct,0.05,0.0,0.05760376186950406,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c0__1200s,moderate_seed3302,moderate,L0.1,normalized_native_gain_10pct,0.1,0.0,0.05760376186950406,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1,normalized_native_gain_1pct,0.01,0.7537023751062093,0.000980864202989685,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1,normalized_native_gain_5pct,0.05,0.7537023751062093,0.000980864202989685,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1,normalized_native_gain_10pct,0.1,0.7537023751062093,0.000980864202989685,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1.0,normalized_native_gain_1pct,0.01,0.0,0.0032301002108202047,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1.0,normalized_native_gain_5pct,0.05,0.0,0.0032301002108202047,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1.0,normalized_native_gain_10pct,0.1,0.0,0.0032301002108202047,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L0,normalized_native_gain_1pct,0.01,0.7954292548452753,0.02171795941815434,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L0,normalized_native_gain_5pct,0.05,0.7954292548452753,0.02171795941815434,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L0,normalized_native_gain_10pct,0.1,0.7954292548452753,0.02171795941815434,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1.0.0,normalized_native_gain_1pct,0.01,0.004845628560496379,0.0035621867614545073,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1.0.0,normalized_native_gain_5pct,0.05,0.004845628560496379,0.0035621867614545073,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1.0.0,normalized_native_gain_10pct,0.1,0.004845628560496379,0.0035621867614545073,False,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L0.1,normalized_native_gain_1pct,0.01,0.0,0.05760376186950406,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L0.1,normalized_native_gain_5pct,0.05,0.0,0.05760376186950406,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L0.1,normalized_native_gain_10pct,0.1,0.0,0.05760376186950406,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1.0.0.0,normalized_native_gain_1pct,0.01,0.02272458456494107,0.0356710172365993,True,False,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1.0.0.0,normalized_native_gain_5pct,0.05,0.02272458456494107,0.0356710172365993,False,True,True,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1.0.0.0,normalized_native_gain_10pct,0.1,0.02272458456494107,0.0356710172365993,False,False,False,True,False
round26,results/gf_external_gurobi_production_validation_round26/runs/stage1__moderate_seed3302__c1__1200s,moderate_seed3302,moderate,L1.0.0.0.0,normalized_native_gain_1pct,0.01,0.0,0.0,False,False,False,True,False
