run_id,instance,arm,common_gap_threshold,reached,first_observed_process_seconds,no_interpolation
stage2__high_imbalance_seed4201__p_grb__300s,high_imbalance_seed4201,P-GRB,0.05,False,,True
stage2__high_imbalance_seed4201__p_grb__300s,high_imbalance_seed4201,P-GRB,0.01,False,,True
stage2__high_imbalance_seed4201__c4_candidate__300s,high_imbalance_seed4201,C4-CANDIDATE,0.9,True,17.1733605,True
stage2__high_imbalance_seed4201__c4_candidate__300s,high_imbalance_seed4201,C4-CANDIDATE,0.75,True,18.2050902,True
stage2__high_imbalance_seed4201__c4_candidate__300s,high_imbalance_seed4201,C4-CANDIDATE,0.5,True,19.2044224,True
stage2__high_imbalance_seed4201__c4_candidate__300s,high_imbalance_seed4201,C4-CANDIDATE,0.25,True,19.2044224,True
stage2__high_imbalance_seed4201__c4_candidate__300s,high_imbalance_seed4201,C4-CANDIDATE,0.1,True,19.2044224,True
stage2__high_imbalance_seed4201__c4_candidate__300s,high_imbalance_seed4201,C4-CANDIDATE,0.05,True,19.2044224,True
stage2__high_imbalance_seed4201__c4_candidate__300s,high_imbalance_seed4201,C4-CANDIDATE,0.01,False,,True
stage2__high_imbalance_seed4201__c5_candidate__300s,high_imbalance_seed4201,C5-CANDIDATE,0.9,True,17.0960262,True
stage2__high_imbalance_seed4201__c5_candidate__300s,high_imbalance_seed4201,C5-CANDIDATE,0.75,True,18.1178031,True
stage2__high_imbalance_seed4201__c5_candidate__300s,high_imbalance_seed4201,C5-CANDIDATE,0.5,True,19.1345137,True
stage2__high_imbalance_seed4201__c5_candidate__300s,high_imbalance_seed4201,C5-CANDIDATE,0.25,True,19.1345137,True
stage2__high_imbalance_seed4201__c5_candidate__300s,high_imbalance_seed4201,C5-CANDIDATE,0.1,True,19.1345137,True
stage2__high_imbalance_seed4201__c5_candidate__300s,high_imbalance_seed4201,C5-CANDIDATE,0.05,True,19.1345137,True
stage2__high_imbalance_seed4201__c5_candidate__300s,high_imbalance_seed4201,C5-CANDIDATE,0.01,False,,True
stage2__moderate_seed4302__p_grb__300s,moderate_seed4302,P-GRB,0.9,False,,True
stage2__moderate_seed4302__p_grb__300s,moderate_seed4302,P-GRB,0.75,False,,True
stage2__moderate_seed4302__p_grb__300s,moderate_seed4302,P-GRB,0.5,False,,True
stage2__moderate_seed4302__p_grb__300s,moderate_seed4302,P-GRB,0.25,False,,True
stage2__moderate_seed4302__p_grb__300s,moderate_seed4302,P-GRB,0.1,False,,True
stage2__moderate_seed4302__p_grb__300s,moderate_seed4302,P-GRB,0.05,False,,True
stage2__moderate_seed4302__p_grb__300s,moderate_seed4302,P-GRB,0.01,False,,True
stage2__moderate_seed4302__c4_candidate__300s,moderate_seed4302,C4-CANDIDATE,0.9,True,39.29812476948242,True
stage2__moderate_seed4302__c4_candidate__300s,moderate_seed4302,C4-CANDIDATE,0.75,True,40.78512475803833,True
stage2__moderate_seed4302__c4_candidate__300s,moderate_seed4302,C4-CANDIDATE,0.5,False,,True
stage2__moderate_seed4302__c4_candidate__300s,moderate_seed4302,C4-CANDIDATE,0.25,False,,True
stage2__moderate_seed4302__c4_candidate__300s,moderate_seed4302,C4-CANDIDATE,0.1,False,,True
stage2__moderate_seed4302__c4_candidate__300s,moderate_seed4302,C4-CANDIDATE,0.05,False,,True
stage2__moderate_seed4302__c4_candidate__300s,moderate_seed4302,C4-CANDIDATE,0.01,False,,True
stage2__moderate_seed4302__c5_candidate__300s,moderate_seed4302,C5-CANDIDATE,0.9,True,39.56512653896485,True
stage2__moderate_seed4302__c5_candidate__300s,moderate_seed4302,C5-CANDIDATE,0.75,True,41.06012666294251,True
stage2__moderate_seed4302__c5_candidate__300s,moderate_seed4302,C5-CANDIDATE,0.5,False,,True
stage2__moderate_seed4302__c5_candidate__300s,moderate_seed4302,C5-CANDIDATE,0.25,False,,True
stage2__moderate_seed4302__c5_candidate__300s,moderate_seed4302,C5-CANDIDATE,0.1,False,,True
stage2__moderate_seed4302__c5_candidate__300s,moderate_seed4302,C5-CANDIDATE,0.05,False,,True
stage2__moderate_seed4302__c5_candidate__300s,moderate_seed4302,C5-CANDIDATE,0.01,False,,True
stage2__tight_T_seed4101__p_grb__300s,tight_T_seed4101,P-GRB,0.9,True,0.16259547411499023,True
stage2__tight_T_seed4101__p_grb__300s,tight_T_seed4101,P-GRB,0.75,True,0.16259547411499023,True
stage2__tight_T_seed4101__p_grb__300s,tight_T_seed4101,P-GRB,0.5,True,0.553595506539917,True
stage2__tight_T_seed4101__p_grb__300s,tight_T_seed4101,P-GRB,0.25,False,,True
stage2__tight_T_seed4101__p_grb__300s,tight_T_seed4101,P-GRB,0.1,False,,True
stage2__tight_T_seed4101__p_grb__300s,tight_T_seed4101,P-GRB,0.05,False,,True
stage2__tight_T_seed4101__p_grb__300s,tight_T_seed4101,P-GRB,0.01,False,,True
stage2__tight_T_seed4101__c4_candidate__300s,tight_T_seed4101,C4-CANDIDATE,0.9,True,10.2283292,True
stage2__tight_T_seed4101__c4_candidate__300s,tight_T_seed4101,C4-CANDIDATE,0.75,True,10.2283292,True
stage2__tight_T_seed4101__c4_candidate__300s,tight_T_seed4101,C4-CANDIDATE,0.5,True,11.1997477,True
stage2__tight_T_seed4101__c4_candidate__300s,tight_T_seed4101,C4-CANDIDATE,0.25,False,,True
stage2__tight_T_seed4101__c4_candidate__300s,tight_T_seed4101,C4-CANDIDATE,0.1,False,,True
stage2__tight_T_seed4101__c4_candidate__300s,tight_T_seed4101,C4-CANDIDATE,0.05,False,,True
stage2__tight_T_seed4101__c4_candidate__300s,tight_T_seed4101,C4-CANDIDATE,0.01,False,,True
stage2__tight_T_seed4101__c5_candidate__300s,tight_T_seed4101,C5-CANDIDATE,0.9,True,10.1978966,True
stage2__tight_T_seed4101__c5_candidate__300s,tight_T_seed4101,C5-CANDIDATE,0.75,True,10.1978966,True
stage2__tight_T_seed4101__c5_candidate__300s,tight_T_seed4101,C5-CANDIDATE,0.5,True,11.1651963,True
stage2__tight_T_seed4101__c5_candidate__300s,tight_T_seed4101,C5-CANDIDATE,0.25,False,,True
stage2__tight_T_seed4101__c5_candidate__300s,tight_T_seed4101,C5-CANDIDATE,0.1,False,,True
stage2__tight_T_seed4101__c5_candidate__300s,tight_T_seed4101,C5-CANDIDATE,0.05,False,,True
stage2__tight_T_seed4101__c5_candidate__300s,tight_T_seed4101,C5-CANDIDATE,0.01,False,,True
stage2__high_imbalance_seed5202__p_grb__300s,high_imbalance_seed5202,P-GRB,0.9,True,0.19870949046325684,True
stage2__high_imbalance_seed5202__p_grb__300s,high_imbalance_seed5202,P-GRB,0.75,True,0.19870949046325684,True
stage2__high_imbalance_seed5202__p_grb__300s,high_imbalance_seed5202,P-GRB,0.5,True,0.19870949046325684,True
stage2__high_imbalance_seed5202__p_grb__300s,high_imbalance_seed5202,P-GRB,0.25,True,0.3887093092651367,True
stage2__high_imbalance_seed5202__p_grb__300s,high_imbalance_seed5202,P-GRB,0.1,False,,True
stage2__high_imbalance_seed5202__p_grb__300s,high_imbalance_seed5202,P-GRB,0.05,False,,True
stage2__high_imbalance_seed5202__p_grb__300s,high_imbalance_seed5202,P-GRB,0.01,False,,True
stage2__high_imbalance_seed5202__c4_candidate__300s,high_imbalance_seed5202,C4-CANDIDATE,0.9,True,13.9646362,True
stage2__high_imbalance_seed5202__c4_candidate__300s,high_imbalance_seed5202,C4-CANDIDATE,0.75,True,14.3856756,True
stage2__high_imbalance_seed5202__c4_candidate__300s,high_imbalance_seed5202,C4-CANDIDATE,0.5,True,15.6052366,True
stage2__high_imbalance_seed5202__c4_candidate__300s,high_imbalance_seed5202,C4-CANDIDATE,0.25,True,16.3877923,True
stage2__high_imbalance_seed5202__c4_candidate__300s,high_imbalance_seed5202,C4-CANDIDATE,0.1,False,,True
stage2__high_imbalance_seed5202__c4_candidate__300s,high_imbalance_seed5202,C4-CANDIDATE,0.05,False,,True
stage2__high_imbalance_seed5202__c4_candidate__300s,high_imbalance_seed5202,C4-CANDIDATE,0.01,False,,True
stage2__high_imbalance_seed5202__c5_candidate__300s,high_imbalance_seed5202,C5-CANDIDATE,0.9,True,13.9848324,True
stage2__high_imbalance_seed5202__c5_candidate__300s,high_imbalance_seed5202,C5-CANDIDATE,0.75,True,14.4024804,True
stage2__high_imbalance_seed5202__c5_candidate__300s,high_imbalance_seed5202,C5-CANDIDATE,0.5,True,15.6482227,True
stage2__high_imbalance_seed5202__c5_candidate__300s,high_imbalance_seed5202,C5-CANDIDATE,0.25,True,16.4327458,True
stage2__high_imbalance_seed5202__c5_candidate__300s,high_imbalance_seed5202,C5-CANDIDATE,0.1,False,,True
stage2__high_imbalance_seed5202__c5_candidate__300s,high_imbalance_seed5202,C5-CANDIDATE,0.05,False,,True
stage2__high_imbalance_seed5202__c5_candidate__300s,high_imbalance_seed5202,C5-CANDIDATE,0.01,False,,True
stage2__high_imbalance_seed5203__p_grb__300s,high_imbalance_seed5203,P-GRB,0.9,True,0.20294188092651366,True
stage2__high_imbalance_seed5203__p_grb__300s,high_imbalance_seed5203,P-GRB,0.75,True,0.20294188092651366,True
stage2__high_imbalance_seed5203__p_grb__300s,high_imbalance_seed5203,P-GRB,0.5,True,0.20294188092651366,True
