source_round,reported_arm,algorithm_identity,run,instance,family,leaf_id,parent_id,depth,attempt_ordinal,first_leaf_processing,repeated_same_leaf_processing,inherited_lower_bound,native_bound,native_bound_available,leaf_lower_bound_after,leaf_bound_gain,global_lower_bound_before,global_lower_bound_after,global_bound_gain,verified_upper_bound_before,verified_upper_bound,normalized_leaf_gain,material_leaf_gain,native_status,closed_on_event,selected_while_controlling,selected_again_same_leaf,eventually_split,before_first_run_split,open_competing_leaves_before,allocated_time_seconds_telemetry,solver_runtime_seconds_telemetry,work_telemetry,nodes_telemetry,presolve_rerun,root_rerun,fresh_restart
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L2,,0,1,True,False,0.09781810327450619,0.1852600572046464,True,0.1852600572046464,0.0874419539301402,0.09781810327450619,0.14672715491175928,0.04890905163725309,0.19563620654901237,0.19563620654901237,0.8939240386286424,True,TIME_LIMIT,False,True,False,False,True,3,30.0,30.002000093460083,62.35570618059697,34.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L3,,0,1,True,False,0.14672715491175928,1e+100,True,1e+100,0.0,0.14672715491175928,0.15561476199603727,0.008887607084277993,0.19563620654901237,0.19563620654901237,0.0,False,INFEASIBLE,True,True,False,False,True,3,30.0,0.56600022315979,1.2421528338301768,1.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1.0,L1,1,1,True,False,0.15964157620068223,0.1596089134216497,True,0.15964157620068223,0.0,0.15964157620068223,0.15964157620068223,0.0,0.19563620654901237,0.19563620654901237,0.0,False,TIME_LIMIT,False,True,True,True,False,3,30.0,30.003999948501587,54.40873010965887,8.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1.0,L1,1,2,False,True,0.15964157620068223,0.15965636104587766,True,0.15965636104587766,1.4784845195431329e-05,0.15964157620068223,0.15965636104587766,1.4784845195431329e-05,0.19563620654901237,0.19563620654901237,0.00041075141076194507,True,TIME_LIMIT,False,True,False,True,False,3,60.0,60.009000062942505,111.3761660490915,542.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1.1,L1,1,1,True,False,0.15964157620068223,0.17053621885537357,True,0.17053621885537357,0.010894642654691339,0.15964157620068223,0.15964157620068223,0.0,0.19563620654901237,0.19563620654901237,0.3026741085895541,True,TIME_LIMIT,False,True,False,False,False,3,30.0,30.003999948501587,55.225352267002975,7.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1.0.0,L1.0,2,1,True,False,0.15965636104587766,0.15993169568947416,True,0.15993169568947416,0.0002753346435964976,0.15965636104587766,0.15965636104587766,0.0,0.19563620654901237,0.19563620654901237,0.007652468757057596,True,TIME_LIMIT,False,True,True,True,False,4,30.0,30.003000020980835,53.40735921488797,3.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1.0.0,L1.0,2,2,False,True,0.15993169568947416,0.16089150760714427,True,0.16089150760714427,0.0009598119176701114,0.15993169568947416,0.16089150760714427,0.0009598119176701114,0.19563620654901237,0.19563620654901237,0.02688209121379699,True,TIME_LIMIT,False,True,False,True,False,4,60.0,60.00699996948242,108.43256523834067,536.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1.0.1,L1.0,2,1,True,False,0.15965636104587766,0.16371500310734735,True,0.16371500310734735,0.004058642061469692,0.15965636104587766,0.15986358119059038,0.000207220144712722,0.19563620654901237,0.19563620654901237,0.11280320981689836,True,TIME_LIMIT,False,True,False,False,False,4,30.0,30.004000186920166,55.77721949638613,7.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L0.0,L0,1,1,True,False,0.15986358119059038,1e+100,True,1e+100,0.0,0.15986358119059038,0.15986358119059038,0.0,0.19563620654901237,0.19563620654901237,0.0,False,INFEASIBLE,True,True,False,False,False,5,30.0,1.941999912261963,3.7567066918385947,1.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L0.1,L0,1,1,True,False,0.15986358119059038,0.1586435035176365,True,0.15986358119059038,0.0,0.15986358119059038,0.15986358119059038,0.0,0.19563620654901237,0.19563620654901237,0.0,False,TIME_LIMIT,False,True,True,False,False,4,30.0,30.002000093460083,58.02225885745891,17.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L0.1,L0,1,2,False,True,0.15986358119059038,0.1614588476727333,True,0.1614588476727333,0.0015952664821429208,0.15986358119059038,0.15993169568947416,6.811449888377563e-05,0.19563620654901237,0.19563620654901237,0.044594615747634674,True,TIME_LIMIT,False,True,False,False,False,4,60.0,60.019999980926514,100.80245229625575,562.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__moderate_seed3302__c0__rep1__600s,moderate_seed3302,moderate,L1.0.0.0,L1.0.0,3,1,True,False,0.16089150760714427,0.16062053512954738,True,0.16089150760714427,0.0,0.16089150760714427,0.16089150760714427,0.0,0.19563620654901237,0.19563620654901237,0.0,False,TIME_LIMIT,False,True,False,False,False,5,12.467148313999985,12.47000002861023,26.860889331543124,1.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L0,,0,1,True,False,0.0,1e+100,True,1e+100,0.0,0.0,0.02681318353348536,0.02681318353348536,0.10725273413394144,0.10725273413394144,0.0,False,INFEASIBLE,True,True,False,False,True,3,30.0,1.5789999961853027,3.0060706026701105,1.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1,,0,1,True,False,0.02681318353348536,0.051936022768654666,True,0.051936022768654666,0.025122839235169305,0.02681318353348536,0.051936022768654666,0.025122839235169305,0.10725273413394144,0.10725273413394144,0.3123194877101521,True,TIME_LIMIT,False,True,True,True,True,2,30.0,30.000999927520752,62.20037778293656,162.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1,,0,2,False,True,0.051936022768654666,0.053385051017276905,True,0.053385051017276905,0.0014490282486222389,0.051936022768654666,0.053385051017276905,0.0014490282486222389,0.10725273413394144,0.10725273413394144,0.026195126442956913,True,TIME_LIMIT,False,True,False,True,True,2,60.0,60.00200009346008,112.81745162310489,568.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.0,L1,1,1,True,False,0.053385051017276905,0.0534534682934871,True,0.0534534682934871,6.841727621019478e-05,0.053385051017276905,0.053385051017276905,0.0,0.10725273413394144,0.10725273413394144,0.0012700987354889442,True,TIME_LIMIT,False,True,True,False,False,3,30.0,30.001999855041504,63.347359845596635,82.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.0,L1,1,2,False,True,0.0534534682934871,1e+100,True,1e+100,0.0,0.0534534682934871,0.05362636706697072,0.0001728987734836221,0.10725273413394144,0.10725273413394144,0.0,False,INFEASIBLE,True,True,False,False,False,4,60.0,33.930999994277954,65.51805827162917,588.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1,L1,1,1,True,False,0.053385051017276905,0.05245499958320402,True,0.053385051017276905,0.0,0.053385051017276905,0.053385051017276905,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,True,False,3,30.0,30.002000093460083,63.67078226550303,543.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1,L1,1,2,False,True,0.053385051017276905,0.052681676490813414,True,0.053385051017276905,0.0,0.053385051017276905,0.053385051017276905,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,False,True,False,3,60.0,60.00100016593933,122.92097021473988,1514.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0,L1.1,2,1,True,False,0.053385051017276905,0.05220207211973359,True,0.053385051017276905,0.0,0.053385051017276905,0.053385051017276905,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,True,False,4,30.0,30.00100016593933,56.006716686984475,238.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0,L1.1,2,2,False,True,0.053385051017276905,0.05283586000865129,True,0.053385051017276905,0.0,0.053385051017276905,0.053385051017276905,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,False,True,False,4,60.0,60.00699996948242,113.40051707793388,583.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.1,L1.1,2,1,True,False,0.053385051017276905,0.058521452927275064,True,0.058521452927275064,0.005136401909998159,0.053385051017276905,0.053385051017276905,0.0,0.10725273413394144,0.10725273413394144,0.0953521965827626,True,TIME_LIMIT,False,True,False,False,False,4,30.0,30.00100016593933,61.054114230993505,284.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0.0,L1.1.0,3,1,True,False,0.053385051017276905,0.05324688857109051,True,0.053385051017276905,0.0,0.053385051017276905,0.053385051017276905,0.0,0.10725273413394144,0.10725273413394144,0.0,False,TIME_LIMIT,False,True,True,False,False,5,30.0,30.002000093460083,59.81376912178845,264.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0.0,L1.1.0,3,2,False,True,0.053385051017276905,1e+100,True,1e+100,0.0,0.053385051017276905,0.0534534682934871,6.841727621019478e-05,0.10725273413394144,0.10725273413394144,0.0,False,INFEASIBLE,True,True,False,False,False,5,60.0,52.52499985694885,109.3030572938549,1501.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0.1,L1.1.0,3,1,True,False,0.053385051017276905,0.05508481992863555,True,0.05508481992863555,0.0016997689113586456,0.053385051017276905,0.053385051017276905,0.0,0.10725273413394144,0.10725273413394144,0.03155452050308813,True,TIME_LIMIT,False,True,True,False,False,5,30.0,30.003000020980835,62.763475909826944,260.0,True,True,True
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L1.1.0.1,L1.1.0,3,2,False,True,0.05508481992863555,0.05531471467560385,True,0.05531471467560385,0.00022989474696830103,0.05508481992863555,0.05531471467560385,0.00022989474696830103,0.10725273413394144,0.10725273413394144,0.00440682267003343,True,TIME_LIMIT,False,True,False,False,False,3,47.13899133200003,47.14500021934509,97.46417875634418,768.0,True,False,False
round26,C0-LEGACY,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/candidate_retry__tight_T_seed3101__c0__rep1__600s,tight_T_seed3101,tight_T,L2,,0,1,True,False,0.05362636706697072,0.06516860195644249,True,0.06516860195644249,0.011542234889471766,0.05362636706697072,0.05508481992863555,0.0014584528616648287,0.10725273413394144,0.10725273413394144,0.21523432447059798,True,TIME_LIMIT,False,True,False,False,False,3,30.0,30.002000093460083,64.26962830202862,307.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M1__c1__600s,regen_candidate_V12_M1_average,other,L0,,0,1,True,False,0.0,1e+100,True,1e+100,0.0,0.0,0.08930014580210388,0.08930014580210388,0.3572005832084155,0.3572005832084155,0.0,False,INFEASIBLE,True,True,False,False,True,3,30.0,0.24300003051757812,0.45650315755326426,1.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M1__c1__600s,regen_candidate_V12_M1_average,other,L1,,0,1,True,False,0.08930014580210388,1e+100,True,1e+100,0.0,0.08930014580210388,0.17860029160420776,0.08930014580210388,0.3572005832084155,0.3572005832084155,0.0,False,INFEASIBLE,True,True,False,False,True,2,30.0,0.21500015258789062,0.428986438878362,1.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M1__c1__600s,regen_candidate_V12_M1_average,other,L2,,0,1,True,False,0.17860029160420776,0.3572005832084145,True,0.3572005832084155,0.17860029160420776,0.17860029160420776,0.26790043740631164,0.08930014580210388,0.3572005832084155,0.3572005832084155,1.0,True,OPTIMAL,True,True,False,False,True,1,30.0,21.701000213623047,33.438233046930414,3196.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M1__c1__600s,regen_candidate_V12_M1_average,other,L3,,0,1,True,False,0.26790043740631164,1e+100,True,1e+100,0.0,0.26790043740631164,0.3572005832084155,0.08930014580210388,0.3572005832084155,0.3572005832084155,0.0,False,INFEASIBLE,True,True,False,False,True,0,30.0,0.2349998950958252,0.4576535330468066,1.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L0,,0,1,True,False,0.0,1e+100,True,1e+100,0.0,0.0,0.17962601768874273,0.17962601768874273,0.7185040707549709,0.7185040707549709,0.0,False,INFEASIBLE,True,True,False,False,True,3,30.0,0.2999999523162842,0.4901279407209964,0.0,True,False,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L1,,0,1,True,False,0.17962601768874273,1e+100,True,1e+100,0.0,0.17962601768874273,0.35925203537748546,0.17962601768874273,0.7185040707549709,0.7185040707549709,0.0,False,INFEASIBLE,True,True,False,False,True,2,30.0,0.4049999713897705,0.801655365912265,1.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L2,,0,1,True,False,0.35925203537748546,0.6489129032126036,True,0.6489129032126036,0.2896608678351182,0.35925203537748546,0.5388780530662282,0.1796260176887427,0.7185040707549709,0.7185040707549709,0.806288731338031,True,TIME_LIMIT,False,True,True,True,True,1,30.0,30.008000135421753,53.57993953116075,630.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L2,,0,2,False,True,0.6489129032126036,0.6831855602457092,True,0.6831855602457092,0.03427265703310556,0.6489129032126036,0.6831855602457092,0.03427265703310556,0.7185040707549709,0.7185040707549709,0.49248573121352335,True,TIME_LIMIT,False,True,False,True,True,0,60.0,60.00099992752075,129.83061637853126,1435.0,True,False,False
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L3,,0,1,True,False,0.5388780530662282,1e+100,True,1e+100,0.0,0.5388780530662282,0.6489129032126036,0.11003485014637548,0.7185040707549709,0.7185040707549709,0.0,False,INFEASIBLE,True,True,False,False,True,1,30.0,0.5110001564025879,0.9434560573810025,1.0,True,True,True
round26,C1-EQUALS-C0,C0=C1,results/gf_external_gurobi_production_validation_round26/runs/diagnostic_stage1_1200s__V12_M2__c1__600s,regen_candidate_V12_M2_average,other,L2.0,L2,1,1,True,False,0.6831855602457092,1e+100,True,1e+100,0.0,0.6831855602457092,0.6831855602457092,0.0,0.7185040707549709,0.7185040707549709,0.0,False,INFEASIBLE,True,True,False,False,False,1,30.0,13.779000043869019,25.064434216782708,235.0,True,True,True
