number,id,arm,leaf_id,solve_kind,model_sha256,original_rows,original_columns,original_nonzeros,logged_LP_optimum
16,D3,K1-R,L0,MIP,393d73d9ec578548710f6b0115a4e7dc05f97e780109e72b80b5f42f89a73e41,4145,1406,20086,
17,D3,VD-P,L0,LP,64478a37d56b76f32b25a822c6e1c1f2af7f04cebb8cea2691f35303333bd8f7,4199,1776,20707,0.03000187371
17,D3,VD-P,L0.0,LP,a0aa7ff63bacb2916b39fe5c2bbbb05367ea2a27671ba9c9081335995990fa20,4199,1776,20707,0.03074245979
17,D3,VD-P,L0.1,LP,bf3fa0da77352898cd0ac238d4613ead311a6a5a670ebca722595f549c5eaed7,4025,1598,20284,0.04082067723
17,D3,VD-P,L0,CHILD_BOUND_TARGET_MIP,64478a37d56b76f32b25a822c6e1c1f2af7f04cebb8cea2691f35303333bd8f7,4199,1776,20707,
17,D3,VD-P,L0,MIP,64478a37d56b76f32b25a822c6e1c1f2af7f04cebb8cea2691f35303333bd8f7,4199,1776,20707,
18,D3,LOG,L0,LP,3f85a5e8184ac4e05e601b9bc0c7b10b58aafb49c871f188dde5530a510949e5,4257,1834,21299,0.03000187371
18,D3,LOG,L0.0,LP,cd9dc4c01cf8f81b2d886bef2581bd67bd99073cd1f5dce0a96d5ea822ab4572,4257,1834,21299,0.03074245979
18,D3,LOG,L0.1,LP,7955468b175a9dad5170272e2d4de59698a8b7658914be65f29624f56bd331fe,4075,1648,20641,0.04082067723
18,D3,LOG,L0,CHILD_BOUND_TARGET_MIP,3f85a5e8184ac4e05e601b9bc0c7b10b58aafb49c871f188dde5530a510949e5,4257,1834,21299,
18,D3,LOG,L0,MIP,3f85a5e8184ac4e05e601b9bc0c7b10b58aafb49c871f188dde5530a510949e5,4257,1834,21299,
20,C2,K1-R,L0,LP,48f00424ac4080a0b940b5a8c9351072ce8bb94243b95cfeec26fc580474e014,8663,2402,48694,0.5301602324
20,C2,K1-R,L0.0,LP,c1b6d06947c08c77ade119ba1b2024bee732794166fe0b3e3a8990b15aaee06d,8663,2402,48694,0.5331223123
20,C2,K1-R,L0.1,LP,08ef6abb1c0c5868e0ab1740f99b0a9be2cdd1cc011fb1f21a8c2e0b78596fcc,8663,2402,48922,
20,C2,K1-R,L0.0.0,LP,59282f716df3cf826b40f7c0486fa7d3433777a490cd3c3b6a6b054d78e0fd69,8663,2402,48694,0.5770017235
20,C2,K1-R,L0.0.1,LP,bfebdb0b67b95a67886ef04ce44ec71aced3d24a4f6dcdd14695162f0332d223,8663,2402,48922,0.6570663505
20,C2,K1-R,L0.0,CHILD_BOUND_TARGET_MIP,c1b6d06947c08c77ade119ba1b2024bee732794166fe0b3e3a8990b15aaee06d,8663,2402,48694,
20,C2,K1-R,L0.0,MIP,c1b6d06947c08c77ade119ba1b2024bee732794166fe0b3e3a8990b15aaee06d,8663,2402,48694,
21,C2,VD-P,L0,LP,738dc718df16a23265cdd5b818855c1c001395945900ea0b5fd942fd446da29e,8575,2794,49028,0.6026783958
21,C2,VD-P,L0.0,LP,e95f530b026fa9553aee055a79dd4b35db2374eeb8ead89a47012a3d4114ad5c,8575,2794,49028,0.6040366155
21,C2,VD-P,L0.1,LP,022a7f313d0ce732e153263675c7f3479714481d7ee975bed6ac1d336c89fa7d,8575,2794,49348,
21,C2,VD-P,L0.0.0,LP,0a08f7520b029a1427215ff0edd96ea0a2baf9172699d375fd52de9856a4abca,8575,2794,49028,0.6375060415
21,C2,VD-P,L0.0.1,LP,89280ce4ba4d3fbe35610f9ab4a11657522b7495e216ce22def103b73a8970b6,8575,2794,49348,0.6644042482
21,C2,VD-P,L0.0,CHILD_BOUND_TARGET_MIP,e95f530b026fa9553aee055a79dd4b35db2374eeb8ead89a47012a3d4114ad5c,8575,2794,49028,
21,C2,VD-P,L0.0,MIP,e95f530b026fa9553aee055a79dd4b35db2374eeb8ead89a47012a3d4114ad5c,8575,2794,49028,
22,C2,LOG,L0,LP,ff766e2a5b338348a355e32eaac30b1069a4068c6816adb0c4529092587080f1,8660,2879,49671,0.6026783958
22,C2,LOG,L0.0,LP,1e2ad3baae4d6f32c3f0d537d79eea7b8925050305790bad6ac06e9149a1685e,8660,2879,49671,0.6040366155
22,C2,LOG,L0.1,LP,2a2953c18d1c746f2f29cc886eaf4a64850d5408018236ff63c94830b6bd109f,8660,2879,49991,
22,C2,LOG,L0.0.0,LP,18667d58ad3e1dedf9226d978abaecadf08bf615f4b8b0a29367c10afa1599f5,8660,2879,49671,0.6375060415
22,C2,LOG,L0.0.1,LP,519cb34b133a6142757336a5dac7d0ab653fa29db74000910377279e7ec4f100,8660,2879,49991,0.6644042482
22,C2,LOG,L0.0,CHILD_BOUND_TARGET_MIP,1e2ad3baae4d6f32c3f0d537d79eea7b8925050305790bad6ac06e9149a1685e,8660,2879,49671,
22,C2,LOG,L0.0,MIP,1e2ad3baae4d6f32c3f0d537d79eea7b8925050305790bad6ac06e9149a1685e,8660,2879,49671,
