number,id,arm,stage,kind,input_sha256,V,M,Q,T,executable_sha256,cap,wall,internal_wall,certificate,status,UB,LB,signed_absolute_gap,relative_gap,gap_note,hga_seconds,exact_start,initial_objective,initial_route_signature,lp_calls,mip_calls,splits,failure,result_sha256,artifact_dir
11,D6,P-GRB,development,performance,070c2c1413840a09a264d238bdfa320ef76d293a45cab919095851afdea8c01d,30,3,30,18000,45e1ab05aff870660136102e554c8e0d3ec4cd5e1144dc651ebe9c111339a83e,600,597.8279999997467,597.8090181,False,time_limit,0.1572411758522922,0.14498588325431813,0.01225529259797406,0.07793946166801963,open,0,,,,0,1,0,False,13531d14471a6951b8577ad658a0900cbf5ca0a57d50ab988196eb11f2e4b665,results\unified_exact_round67\local_raw\development\D6\P-GRB
12,D6,K1-R,development,performance,070c2c1413840a09a264d238bdfa320ef76d293a45cab919095851afdea8c01d,30,3,30,18000,45e1ab05aff870660136102e554c8e0d3ec4cd5e1144dc651ebe9c111339a83e,600,597.0779999997467,597.0435979,False,round31_c6_external_gini_tree_time_limit,0.15708313110317415,0.14334096616313421,0.013742164940039936,0.08748339075959666,open,319.4477865,319.4559122,0.15708313110317415,c892307ab74bb7cf475095845a04a39505b91e580f6516242ffc1aeb7c6f7fca,5,2,1,False,6d6d28361267993d46cc3fafcaaab0be729be783480dceaa5b9bd7c8d64755ed,results\unified_exact_round67\local_raw\development\D6\K1-R
13,D6,VD-P,development,performance,070c2c1413840a09a264d238bdfa320ef76d293a45cab919095851afdea8c01d,30,3,30,18000,45e1ab05aff870660136102e554c8e0d3ec4cd5e1144dc651ebe9c111339a83e,600,597.0780000002123,597.047883,False,round31_c6_external_gini_tree_time_limit,0.15708313110317415,0.14482251277766844,0.012260618325505707,0.07805178213218057,open,319.7438983,319.751804,0.15708313110317415,c892307ab74bb7cf475095845a04a39505b91e580f6516242ffc1aeb7c6f7fca,5,1,1,False,05efa903b61984df75e7b4908a6c1c2333b35c9a3291ad3e36b0c6e6454b071e,results\unified_exact_round67\local_raw\development\D6\VD-P
14,D6,LOG,development,performance,070c2c1413840a09a264d238bdfa320ef76d293a45cab919095851afdea8c01d,30,3,30,18000,45e1ab05aff870660136102e554c8e0d3ec4cd5e1144dc651ebe9c111339a83e,600,597.0780000002123,597.041678,False,round31_c6_external_gini_tree_time_limit,0.15708313110317415,0.13956388051994786,0.017519250583226287,0.11152852925830352,open,322.8552905,322.8630155,0.15708313110317415,c892307ab74bb7cf475095845a04a39505b91e580f6516242ffc1aeb7c6f7fca,5,1,1,False,ef5eb03dc252cc99af77e3ecb14a0b312b7acbec0d2c7203a8f9b3d12476e0e9,results\unified_exact_round67\local_raw\development\D6\LOG
15,D3,P-GRB,development,performance,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,12,3,30,2850,45e1ab05aff870660136102e554c8e0d3ec4cd5e1144dc651ebe9c111339a83e,300,297.06199999991804,297.0290824,False,time_limit,0.04505416158053462,0.041582765758340995,0.003471395822193628,0.07704939345033608,open,0,,,,0,1,0,False,f594b7820b51045ed09860c8e454d8b2c8b8a46b49b7a662efb9be8115c88ae4,results\unified_exact_round67\local_raw\development\D3\P-GRB
16,D3,K1-R,development,performance,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,12,3,30,2850,45e1ab05aff870660136102e554c8e0d3ec4cd5e1144dc651ebe9c111339a83e,300,297.04699999978766,297.0219506,False,round31_c6_external_gini_tree_time_limit,0.04505416158053462,0.04389637164220094,0.001157789938333681,0.025697735741106256,open,2.1048096,2.1093775,0.049468682614419446,e50de38f29a2fdcd7aeeb0c8222b5a45764f0b0ede52d661ac6bf7a42b91f10e,3,2,0,False,512a4212e744447cd8820d2be1eff6f162be9ef660c3ea6ebc4650ba6954e8ea,results\unified_exact_round67\local_raw\development\D3\K1-R
17,D3,VD-P,development,performance,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,12,3,30,2850,45e1ab05aff870660136102e554c8e0d3ec4cd5e1144dc651ebe9c111339a83e,300,297.06300000008196,297.0247784,False,round31_c6_external_gini_tree_time_limit,0.04545145873146421,0.042261711123146736,0.0031897476083174725,0.07017921310651662,open,2.0616129,2.0666912,0.049468682614419446,e50de38f29a2fdcd7aeeb0c8222b5a45764f0b0ede52d661ac6bf7a42b91f10e,3,2,0,False,020b6e72b311431a17868be74636ec10fab5e42b483eaa8a2bc974b4887d8bdf,results\unified_exact_round67\local_raw\development\D3\VD-P
18,D3,LOG,development,performance,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,12,3,30,2850,45e1ab05aff870660136102e554c8e0d3ec4cd5e1144dc651ebe9c111339a83e,300,297.06199999991804,297.0247755,False,round31_c6_external_gini_tree_time_limit,0.04500155005562836,0.042367116468609856,0.0026344335870185018,0.05854095211747073,open,2.1277019,2.1325356,0.049468682614419446,e50de38f29a2fdcd7aeeb0c8222b5a45764f0b0ede52d661ac6bf7a42b91f10e,3,2,0,False,47d2da24fc651ef003c943c93933abba371248fe745bbc9f9f6f4f70d990396c,results\unified_exact_round67\local_raw\development\D3\LOG
19,C2,P-GRB,development,performance,1bb4898eef8e5b2535a6d1d609637528875581fa81acf120636941f285f23b60,20,2,30,1800,45e1ab05aff870660136102e554c8e0d3ec4cd5e1144dc651ebe9c111339a83e,300,297.06199999991804,297.0340181,False,time_limit,0.8299634131717752,0.7714011871263801,0.05856222604539518,0.07056000917148227,open,0,,,,0,1,0,False,3253da5dd799e7616bb89debe8ea29314a505ff19920514149c485c31b8fbed1,results\unified_exact_round67\local_raw\development\C2\P-GRB
20,C2,K1-R,development,performance,1bb4898eef8e5b2535a6d1d609637528875581fa81acf120636941f285f23b60,20,2,30,1800,45e1ab05aff870660136102e554c8e0d3ec4cd5e1144dc651ebe9c111339a83e,300,297.06300000008196,297.0331834,False,round31_c6_external_gini_tree_time_limit,0.8299634131717752,0.7976971915979978,0.032266221573777454,0.03887667945562728,open,2.6519618,2.6605328,0.8299634131717752,bb2411bbb8c6bfcd3bb9925ce345945beeb56cf7719f56b91abe736ed026d673,5,2,1,False,4ed8dfb96ec5bc6b0d5a22fb81378216da9a7497ca88fad6b8ec3a0b42f9779f,results\unified_exact_round67\local_raw\development\C2\K1-R
21,C2,VD-P,development,performance,1bb4898eef8e5b2535a6d1d609637528875581fa81acf120636941f285f23b60,20,2,30,1800,45e1ab05aff870660136102e554c8e0d3ec4cd5e1144dc651ebe9c111339a83e,300,132.65599999995902,132.6258136,True,optimal,0.8299634131717752,0.8299634128939517,2.778235419498287e-10,3.3474191457199615e-10,within numerical tolerance,2.7059654,2.713821,0.8299634131717752,bb2411bbb8c6bfcd3bb9925ce345945beeb56cf7719f56b91abe736ed026d673,5,2,1,False,f4e57a4c074caed2d1693c5234ce7d83cd09388abef9d8f89429856a95e5246e,results\unified_exact_round67\local_raw\development\C2\VD-P
22,C2,LOG,development,performance,1bb4898eef8e5b2535a6d1d609637528875581fa81acf120636941f285f23b60,20,2,30,1800,45e1ab05aff870660136102e554c8e0d3ec4cd5e1144dc651ebe9c111339a83e,300,297.07800000021234,297.0604815,False,round31_c6_external_gini_tree_time_limit,0.8299634131717752,0.8266556524305856,0.003307760741189658,0.003985429584840097,open,2.6912118,2.6989942,0.8299634131717752,bb2411bbb8c6bfcd3bb9925ce345945beeb56cf7719f56b91abe736ed026d673,5,2,1,False,19e4acbe21526df463953d575c518b13f8a04b85efafec2a9e78e11d3c8f77b4,results\unified_exact_round67\local_raw\development\C2\LOG
