"file","instance","ledger"
"v12_m1_multifocus_300s.json","regen_candidate_V12_M1_average.txt","frontier_interval_ledger: interval_id=3, range=[0.276436,0.368582], status=bound_fathomed, interval_lb=0.368582, cheap_prepass_lb=0.280875, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false, certificate_basis=inventory_route_gini_relaxation_fathomed, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m1_multifocus_300s.json","regen_candidate_V12_M1_average.txt","frontier_interval_ledger: interval_id=6, range=[0.276436,0.276436], status=bound_fathomed, interval_lb=0.368582, cheap_prepass_lb=0.188729, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|import_split_inherited_parent_lb|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false, certificate_basis=inventory_route_gini_relaxation_fathomed, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m1_multifocus_300s.json","regen_candidate_V12_M1_average.txt","frontier_interval_ledger: interval_id=7, range=[0.184291,0.207327], status=bound_fathomed, interval_lb=0.368582, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false, certificate_basis=inventory_route_gini_relaxation_fathomed, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m1_multifocus_300s.json","regen_candidate_V12_M1_average.txt","frontier_interval_ledger: interval_id=8, range=[0.207327,0.230364], status=bound_fathomed, interval_lb=0.368582, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false, certificate_basis=inventory_route_gini_relaxation_fathomed, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m1_multifocus_300s.json","regen_candidate_V12_M1_average.txt","frontier_interval_ledger: interval_id=10, range=[0.2534,0.276436], status=unresolved, interval_lb=0.353673, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=1, pricing_closed=false, certificate_basis=unresolved, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m1_multifocus_300s.json","regen_candidate_V12_M1_average.txt","frontier_interval_ledger: interval_id=11, range=[0.230364,0.241882], status=unresolved, interval_lb=0.344667, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=1, pricing_closed=false, certificate_basis=unresolved, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m1_multifocus_300s.json","regen_candidate_V12_M1_average.txt","frontier_interval_ledger: interval_id=12, range=[0.241882,0.2534], status=unresolved, interval_lb=0.350727, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=false, open_nodes=1, pricing_closed=false, certificate_basis=unresolved, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_iterative_300s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=0, range=[0,0.186369], status=bound_fathomed, interval_lb=0.745475, cheap_prepass_lb=0.065587, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false, certificate_basis=inventory_route_gini_relaxation_fathomed, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_iterative_300s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=1, range=[0.186369,0.372737], status=bound_fathomed, interval_lb=0.745475, cheap_prepass_lb=0.21744, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false, certificate_basis=inventory_route_gini_relaxation_fathomed, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_iterative_300s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=3, range=[0.559106,0.745475], status=bound_fathomed, interval_lb=0.719065, cheap_prepass_lb=0.590177, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false, certificate_basis=inventory_route_gini_relaxation_fathomed, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_iterative_300s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=4, range=[0.372737,0.465922], status=bound_fathomed, interval_lb=0.719065, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false, certificate_basis=inventory_route_gini_relaxation_fathomed, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_iterative_300s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=7, range=[0.512514,0.559106], status=bound_fathomed, interval_lb=0.719065, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false, certificate_basis=inventory_route_gini_relaxation_fathomed, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_iterative_300s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=8, range=[0.465922,0.489218], status=unresolved, interval_lb=0.689652, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=gamma_floor, lb_sources=gamma_floor|inventory_route_gini_relaxation|branch_price_tree|branch_price_tree, complete_or_fathomed=false, open_nodes=1, pricing_closed=false, certificate_basis=unresolved, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_iterative_300s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=9, range=[0.489218,0.512514], status=unresolved, interval_lb=0.712948, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation|inventory_route_gini_relaxation|branch_price_tree, complete_or_fathomed=false, open_nodes=1, pricing_closed=false, certificate_basis=unresolved, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_iterative_reserved_300s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=0, range=[0,0.186369], status=bound_fathomed, interval_lb=0.745475, cheap_prepass_lb=0.065587, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false, certificate_basis=inventory_route_gini_relaxation_fathomed, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_iterative_reserved_300s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=1, range=[0.186369,0.372737], status=bound_fathomed, interval_lb=0.745475, cheap_prepass_lb=0.21744, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false, certificate_basis=inventory_route_gini_relaxation_fathomed, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_iterative_reserved_300s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=3, range=[0.559106,0.745475], status=bound_fathomed, interval_lb=0.719065, cheap_prepass_lb=0.590177, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false, certificate_basis=inventory_route_gini_relaxation_fathomed, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_iterative_reserved_300s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=4, range=[0.372737,0.465922], status=bound_fathomed, interval_lb=0.719065, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false, certificate_basis=inventory_route_gini_relaxation_fathomed, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_iterative_reserved_300s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=7, range=[0.512514,0.559106], status=bound_fathomed, interval_lb=0.719065, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation, complete_or_fathomed=true, open_nodes=0, pricing_closed=false, certificate_basis=inventory_route_gini_relaxation_fathomed, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_iterative_reserved_300s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=8, range=[0.465922,0.489218], status=unresolved, interval_lb=0.689652, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=gamma_floor, lb_sources=gamma_floor|inventory_route_gini_relaxation|iterative_inventory_route_gini_relaxation|iterative_branch_price_tree, complete_or_fathomed=false, open_nodes=1, pricing_closed=false, certificate_basis=unresolved, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_iterative_reserved_300s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=9, range=[0.489218,0.512514], status=unresolved, interval_lb=0.712948, cheap_prepass_lb=0, cheap_sources=gamma_floor, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|inventory_route_gini_relaxation|iterative_inventory_route_gini_relaxation|iterative_branch_price_tree, complete_or_fathomed=false, open_nodes=1, pricing_closed=false, certificate_basis=unresolved, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
"v12_m2_resume_60s.json","regen_candidate_V12_M2_average.txt","frontier_interval_ledger: interval_id=0, range=[0.465922,0.489218], status=unresolved, interval_lb=0.697221, cheap_prepass_lb=0.689652, cheap_sources=gamma_floor|movement_domain|penalty_domain|projection_bound, lb_source=inventory_route_gini_relaxation, lb_sources=gamma_floor|focus_interval_json_fields|inventory_route_gini_relaxation|branch_price_tree, complete_or_fathomed=false, open_nodes=1, pricing_closed=false, certificate_basis=focus_diagnostic_only, requires_pricing_closure=false, pricing_closure_available=false, interval_bound_valid=true"
