source_csv,interval_id,gamma_L,gamma_U,compact_bc_called,compact_bc_runtime,compact_bc_nodes,compact_bc_solver_status,root_bound_before_cuts,root_bound_after_static_cuts,root_bound_after_dynamic_cuts,final_MIP_bound,bound_improvement,gap_to_cutoff_before,gap_to_cutoff_after,leaf_closed_by_compact_bc,leaf_timeout_reason,longer_budget_improved_bound,closure_source_class,cuts_added
results\gf_compact_bc_effectiveness_round\raw\exact_high_imbalance_seed3201_300s.merged.intervals.csv,2,0.475,0.7125,False,0.0,,,,,,1.74210803,1.74210803,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_high_imbalance_seed3201_300s.merged.intervals.csv,3,0.7125,0.95,False,0.0,,,,,,2.44340319194,2.44340319194,,0.0,False,,False,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_high_imbalance_seed3201_300s.merged.intervals.csv,4,0.2375,0.35625,False,0.0,,,,,,2.44340319194,2.44340319194,,0.0,False,,False,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_high_imbalance_seed3201_300s.merged.intervals.csv,5,0.35625,0.475,False,0.0,,,,,,2.44340319194,2.44340319194,,0.0,False,,False,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_high_imbalance_seed3201_300s.merged.intervals.csv,6,0.475,0.59375,False,0.0,,,,,,2.315507,2.315507,,0.0,False,,True,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_high_imbalance_seed3201_300s.merged.intervals.csv,7,0.59375,0.7125,False,0.0,,,,,,2.443403,2.443403,,0.0,False,,True,invalid_or_unknown,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,0,0,0.0122881381662,False,0.0,,,,,,0.0,0.0,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,1,0.0122881381662,0.0245762763324,False,0.0,,,,,,0.0122881381662,0.0122881381662,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,2,0.0245762763324,0.0368644144986,False,0.0,,,,,,0.0245762763324,0.0245762763324,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,3,0.0368644144986,0.0491525526647,False,0.0,,,,,,0.0368644144986,0.0368644144986,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,4,0,0.00614406908309,False,0.0,,,,,,0.0491525526647,0.0491525526647,,0.0,False,,,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,5,0.00614406908309,0.0122881381662,False,0.0,,,,,,0.00614406908309,0.00614406908309,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,6,0.00614406908309,0.00921610362464,False,0.0,,,,,,0.00614406908309,0.00614406908309,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,7,0.00921610362464,0.0122881381662,False,0.0,,,,,,0.00921610362464,0.00921610362464,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,8,0.00614406908309,0.00768008635387,False,0.0,,,,,,0.0491525526647,0.0491525526647,,0.0,False,,,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,9,0.00768008635387,0.00921610362464,False,0.0,,,,,,0.00768008635387,0.00768008635387,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,10,0.00768008635387,0.00844809498925,False,0.0,,,,,,0.00768008635387,0.00768008635387,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,11,0.00844809498925,0.00921610362464,False,0.0,,,,,,0.00844809498925,0.00844809498925,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,12,0.00768008635387,0.00806409067156,False,0.0,,,,,,0.00768008635387,0.00768008635387,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,13,0.00806409067156,0.00844809498925,False,0.0,,,,,,0.00806409067156,0.00806409067156,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,14,0.00768008635387,0.00787208851271,False,0.0,,,,,,0.0491525526647,0.0491525526647,,0.0,False,,,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,15,0.00787208851271,0.00806409067156,False,0.0,,,,,,0.00787208851271,0.00787208851271,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,16,0.00787208851271,0.00796808959214,False,0.0,,,,,,0.00869,0.00869,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,17,0.00796808959214,0.00806409067156,False,0.0,,,,,,0.00796808959214,0.00796808959214,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,18,0.00806409067156,0.00825609283041,False,0.0,,,,,,0.00806409067156,0.00806409067156,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.intervals.csv,19,0.00825609283041,0.00844809498925,False,0.0,,,,,,0.00825609283041,0.00825609283041,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,0,0,0.0122881381662,False,0.0,,,,,,0.0,0.0,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,1,0.0122881381662,0.0245762763324,False,0.0,,,,,,0.044543,0.044543,,0.0,False,,True,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,2,0.0245762763324,0.0368644144986,False,0.0,,,,,,0.04881,0.04881,,0.0,False,,True,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,3,0.0368644144986,0.0491525526647,False,0.0,,,,,,0.049153,0.049153,,0.0,False,,True,invalid_or_unknown,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,4,0,0.00614406908309,False,0.0,,,,,,0.0491525526647,0.0491525526647,,0.0,False,,False,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,5,0.00614406908309,0.0122881381662,False,0.0,,,,,,0.00614406908309,0.00614406908309,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,6,0.00614406908309,0.00921610362464,False,0.0,,,,,,0.00614406908309,0.00614406908309,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,7,0.00921610362464,0.0122881381662,False,0.0,,,,,,0.049153,0.049153,,0.0,False,,True,invalid_or_unknown,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,8,0.00614406908309,0.00768008635387,False,0.0,,,,,,0.0491525526647,0.0491525526647,,0.0,False,,False,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,9,0.00768008635387,0.00921610362464,False,0.0,,,,,,0.00768008635387,0.00768008635387,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,10,0.00768008635387,0.00844809498925,False,0.0,,,,,,0.00768008635387,0.00768008635387,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,11,0.00844809498925,0.00921610362464,False,0.0,,,,,,0.049153,0.049153,,0.0,False,,True,invalid_or_unknown,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,12,0.00768008635387,0.00806409067156,False,0.0,,,,,,0.00768008635387,0.00768008635387,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,13,0.00806409067156,0.00844809498925,False,0.0,,,,,,0.00806409067156,0.00806409067156,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,14,0.00768008635387,0.00787208851271,False,0.0,,,,,,0.0491525526647,0.0491525526647,,0.0,False,,False,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,15,0.00787208851271,0.00806409067156,False,0.0,,,,,,0.00787208851271,0.00787208851271,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,16,0.00787208851271,0.00796808959214,False,0.0,,,,,,0.049153,0.049153,,0.0,False,,True,invalid_or_unknown,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,17,0.00796808959214,0.00806409067156,False,0.0,,,,,,0.049153,0.049153,,0.0,False,,True,invalid_or_unknown,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,18,0.00806409067156,0.00825609283041,False,0.0,,,,,,0.049153,0.049153,,0.0,False,,True,invalid_or_unknown,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.merged.intervals.csv,19,0.00825609283041,0.00844809498925,False,0.0,,,,,,0.049153,0.049153,,0.0,False,,True,invalid_or_unknown,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.intervals.csv,0,0,0.0122881381662,False,0.0,,,,,,0.0,0.0,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.intervals.csv,1,0.0122881381662,0.0245762763324,False,0.0,,,,,,0.0122881381662,0.0122881381662,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.intervals.csv,2,0.0245762763324,0.0368644144986,False,0.0,,,,,,0.0245762763324,0.0245762763324,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.intervals.csv,3,0.0368644144986,0.0491525526647,False,0.0,,,,,,0.0368644144986,0.0368644144986,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.intervals.csv,4,0,0.00614406908309,False,0.0,,,,,,0.0491525526647,0.0491525526647,,0.0,False,,False,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.intervals.csv,5,0.00614406908309,0.0122881381662,False,0.0,,,,,,0.0491525526647,0.0491525526647,,0.0,False,,True,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.intervals.csv,6,0.0122881381662,0.0184322072493,False,0.0,,,,,,0.0122881381662,0.0122881381662,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.intervals.csv,7,0.0184322072493,0.0245762763324,False,0.0,,,,,,0.0184322072493,0.0184322072493,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.intervals.csv,8,0.0122881381662,0.0153601727077,False,0.0,,,,,,0.0122881381662,0.0122881381662,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.intervals.csv,9,0.0153601727077,0.0184322072493,False,0.0,,,,,,0.0153601727077,0.0153601727077,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.intervals.csv,10,0.0122881381662,0.013824155437,False,0.0,,,,,,0.0122881381662,0.0122881381662,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.intervals.csv,11,0.013824155437,0.0153601727077,False,0.0,,,,,,0.013824155437,0.013824155437,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.intervals.csv,0,0,0.0122881381662,False,0.0,,,,,,0.0,0.0,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.intervals.csv,1,0.0122881381662,0.0245762763324,False,0.0,,,,,,0.0122881381662,0.0122881381662,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.intervals.csv,2,0.0245762763324,0.0368644144986,False,0.0,,,,,,0.0245762763324,0.0245762763324,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.intervals.csv,3,0.0368644144986,0.0491525526647,False,0.0,,,,,,0.0368644144986,0.0368644144986,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.intervals.csv,4,0,0.00614406908309,False,0.0,,,,,,0.0491525526647,0.0491525526647,,0.0,False,,False,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.intervals.csv,5,0.00614406908309,0.0122881381662,False,0.0,,,,,,0.00614406908309,0.00614406908309,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.intervals.csv,6,0.00614406908309,0.00921610362464,False,0.0,,,,,,0.00614406908309,0.00614406908309,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.intervals.csv,7,0.00921610362464,0.0122881381662,False,0.0,,,,,,0.00921610362464,0.00921610362464,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.intervals.csv,8,0.00614406908309,0.00768008635387,False,0.0,,,,,,0.0491525526647,0.0491525526647,,0.0,False,,False,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.intervals.csv,9,0.00768008635387,0.00921610362464,False,0.0,,,,,,0.00768008635387,0.00768008635387,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.intervals.csv,10,0.00768008635387,0.00844809498925,False,0.0,,,,,,0.00768008635387,0.00768008635387,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.intervals.csv,11,0.00844809498925,0.00921610362464,False,0.0,,,,,,0.00844809498925,0.00844809498925,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,0,0,0.0122881381662,False,0.0,,,,,,0.0,0.0,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,1,0.0122881381662,0.0245762763324,False,0.0,,,,,,0.044391,0.044391,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,2,0.0245762763324,0.0368644144986,False,0.0,,,,,,0.048432,0.048432,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,3,0.0368644144986,0.0491525526647,False,0.0,,,,,,0.049153,0.049153,,0.0,False,,False,invalid_or_unknown,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,4,0,0.00614406908309,False,0.0,,,,,,0.0491525526647,0.0491525526647,,0.0,False,,False,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,5,0.00614406908309,0.0122881381662,False,0.0,,,,,,0.00614406908309,0.00614406908309,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,6,0.00614406908309,0.00921610362464,False,0.0,,,,,,0.00614406908309,0.00614406908309,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,7,0.00921610362464,0.0122881381662,False,0.0,,,,,,0.049153,0.049153,,0.0,False,,False,invalid_or_unknown,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,8,0.00614406908309,0.00768008635387,False,0.0,,,,,,0.0491525526647,0.0491525526647,,0.0,False,,False,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,9,0.00768008635387,0.00921610362464,False,0.0,,,,,,0.00768008635387,0.00768008635387,,0.0,False,,False,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,10,0.00768008635387,0.00844809498925,False,0.0,,,,,,0.049153,0.049153,,0.0,False,,True,invalid_or_unknown,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.merged.intervals.csv,11,0.00844809498925,0.00921610362464,False,0.0,,,,,,0.049153,0.049153,,0.0,False,,False,invalid_or_unknown,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3302_300s.intervals.csv,0,0,0.0489090516373,False,0.0,,,,,,0.0,0.0,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3302_300s.intervals.csv,1,0.0489090516373,0.0978181032745,False,0.0,,,,,,0.0489090516373,0.0489090516373,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3302_300s.intervals.csv,2,0.0978181032745,0.146727154912,False,0.0,,,,,,0.0978181032745,0.0978181032745,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3302_300s.intervals.csv,3,0.146727154912,0.195636206549,False,0.0,,,,,,0.195636206549,0.195636206549,,0.0,False,,,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3302_300s.intervals.csv,4,0,0.0244545258186,False,0.0,,,,,,0.195636206549,0.195636206549,,0.0,False,,,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3302_300s.intervals.csv,5,0.0244545258186,0.0489090516373,False,0.0,,,,,,0.0244545258186,0.0244545258186,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3302_300s.intervals.csv,6,0.0244545258186,0.0366817887279,False,0.0,,,,,,0.0244545258186,0.0244545258186,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3302_300s.intervals.csv,7,0.0366817887279,0.0489090516373,False,0.0,,,,,,0.0366817887279,0.0366817887279,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3302_300s.intervals.csv,8,0.0244545258186,0.0305681572733,False,0.0,,,,,,0.195636206549,0.195636206549,,0.0,False,,,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3302_300s.intervals.csv,9,0.0305681572733,0.0366817887279,False,0.0,,,,,,0.0305681572733,0.0305681572733,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3302_300s.intervals.csv,10,0.0305681572733,0.0336249730006,False,0.0,,,,,,0.0305681572733,0.0305681572733,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3302_300s.intervals.csv,11,0.0336249730006,0.0366817887279,False,0.0,,,,,,0.0336249730006,0.0336249730006,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3102_300s.intervals.csv,0,0,0.150176109171,False,0.0,,,,,,0.31574776659,0.31574776659,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3102_300s.intervals.csv,1,0.150176109171,0.300352218343,False,0.0,,,,,,0.450176109171,0.450176109171,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3102_300s.intervals.csv,2,0.300352218343,0.450528327514,False,0.0,,,,,,0.600704436685,0.600704436685,,0.0,False,,,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3102_300s.intervals.csv,3,0.450528327514,0.600704436685,False,0.0,,,,,,0.600704436685,0.600704436685,,0.0,False,,,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3102_300s.intervals.csv,4,0,0.0750880545856,False,0.0,,,,,,0.600704436685,0.600704436685,,0.0,False,,,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3102_300s.intervals.csv,5,0.0750880545856,0.150176109171,False,0.0,,,,,,0.31574776659,0.31574776659,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3102_300s.intervals.csv,6,0.0750880545856,0.112632081878,False,0.0,,,,,,0.600704436685,0.600704436685,,0.0,False,,,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3102_300s.intervals.csv,7,0.112632081878,0.150176109171,False,0.0,,,,,,0.31574776659,0.31574776659,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3102_300s.intervals.csv,8,0.112632081878,0.131404095525,False,0.0,,,,,,0.600704436685,0.600704436685,,0.0,False,,,relaxation_only,|||
results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3102_300s.intervals.csv,9,0.131404095525,0.150176109171,False,0.0,,,,,,0.31574776659,0.31574776659,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3102_300s.intervals.csv,10,0.131404095525,0.140790102348,False,0.0,,,,,,0.31574776659,0.31574776659,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3102_300s.intervals.csv,11,0.140790102348,0.150176109171,False,0.0,,,,,,0.31574776659,0.31574776659,,0.0,False,,,unresolved,|||
results\gf_compact_bc_effectiveness_round\raw\exact_high_imbalance_seed3201_300s.auto_oracle.csv,6,0.475,0.59375,True,120.3872302,,time limit exceeded,,,,2.3155068261,2.3155068261,,0.127896355843,False,time limit exceeded,False,unresolved,1|448|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_high_imbalance_seed3201_300s.auto_oracle.csv,7,0.59375,0.7125,True,6.1499252,,infeasible,,,,0.0,0.0,,0.0,True,,False,compact_bc_infeasible,1|448|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,1,0.0122881381662,0.0245762763324,True,300.2502963,,time limit exceeded,,,,0.044542850351,0.044542850351,,0.00460969231375,False,time limit exceeded,False,unresolved,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,2,0.0245762763324,0.0368644144986,True,300.2344469,,time limit exceeded,,,,0.048809709088,0.048809709088,,0.000342833576745,False,time limit exceeded,False,unresolved,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,3,0.0368644144986,0.0491525526647,True,0.7599519,,infeasible,,,,0.0,0.0,,0.0,True,,False,compact_bc_infeasible,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,7,0.00921610362464,0.0122881381662,True,2.2465653,,infeasible,,,,0.0,0.0,,0.0,True,,False,compact_bc_infeasible,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,11,0.00844809498925,0.00921610362464,True,0.7368804,,infeasible,,,,0.0,0.0,,0.0,True,,False,compact_bc_infeasible,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,16,0.00787208851271,0.00796808959214,True,0.7815075,,infeasible,,,,0.0,0.0,,0.0,True,,False,compact_bc_infeasible,1|452|570|60
results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.auto_oracle.csv,17,0.00796808959214,0.00806409067156,True,0.8274015,,infeasible,,,,0.0,0.0,,0.0,True,,False,compact_bc_infeasible,1|452|570|60
