run_id,stage,instance,arm,flow_variant,native_status_code,native_status_text,status_code_text_consistent,strict_certificate_class,strict_certified_original_problem,native_objective_return_code,native_objective_available,native_objective,native_best_bound_return_code,native_best_bound_available,native_best_bound,verified_incumbent_objective,native_absolute_gap,native_signed_bound_residual,native_bound_inversion,native_project_relative_gap_max1,native_cplex_relative_gap,verified_absolute_gap,verified_signed_bound_residual,verified_bound_inversion,verified_project_relative_gap_max1,serialized_lower_bound,serialized_upper_bound,serialized_gap,relative_gap_parameter_id,relative_gap_requested,relative_gap_set_return_code,relative_gap_get_return_code,relative_gap_effective,absolute_gap_parameter_id,absolute_gap_requested,absolute_gap_set_return_code,absolute_gap_get_return_code,absolute_gap_effective,node_count,open_node_count,solution_count,solver_finalization_reached,lifecycle_valid,lower_bound_matches_native,serialized_gap_consistent
stage1__high_imbalance_seed3202__f0__300s,stage1,high_imbalance_seed3202,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,1.6881250884079226,1.7493134520506337,,,False,,,0.061188363642711074,0.061188363642711074,False,0.034978501749347995,1.6881250884079226,1.7493134520506337,0.034978501749347995,2009,0,0,0,0,2008,0,0,0,0,2244,1267,0,True,True,True,True
stage1__high_imbalance_seed3202__f1__300s,stage1,high_imbalance_seed3202,F1,zero-return,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,1.6860823579339603,1.7493134520506337,,,False,,,0.06323109411667338,0.06323109411667338,False,0.03614623442273922,1.6860823579339603,1.7493134520506337,0.03614623442273922,2009,0,0,0,0,2008,0,0,0,0,2116,1178,0,True,True,True,True
stage1__high_imbalance_seed3202__f2__300s,stage1,high_imbalance_seed3202,F2,normalized,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,1.6738107586650117,1.7493134520506337,,,False,,,0.07550269338562199,0.07550269338562199,False,0.04316132897572697,1.6738107586650117,1.7493134520506337,0.04316132897572697,2009,0,0,0,0,2008,0,0,0,0,2259,1278,0,True,True,True,True
stage1__high_imbalance_seed3202__f3__300s,stage1,high_imbalance_seed3202,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,1.6751697063447066,1.7493134520506337,,,False,,,0.07414374570592708,0.07414374570592708,False,0.04238448267748243,1.6751697063447066,1.7493134520506337,0.04238448267748243,2009,0,0,0,0,2008,0,0,0,0,2110,1229,0,True,True,True,True
stage1__high_imbalance_seed3202__off__300s,stage1,high_imbalance_seed3202,off,off,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,1.6127502863734695,1.7493134520506337,,,False,,,0.1365631656771642,0.1365631656771642,False,0.07806672127118096,1.6127502863734695,1.7493134520506337,0.07806672127118096,2009,0,0,0,0,2008,0,0,0,0,3040,1587,0,True,True,True,True
stage1__moderate_seed3301__f0__300s,stage1,moderate_seed3301,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.04498820632518879,0.04915255266474515,,,False,,,0.0041643463395563615,0.0041643463395563615,False,0.08472289054772235,0.04498820632518879,0.04915255266474515,0.08472289054772235,2009,0,0,0,0,2008,0,0,0,0,2172,1033,0,True,True,True,True
stage1__moderate_seed3301__f1__300s,stage1,moderate_seed3301,F1,zero-return,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.04459936063941346,0.04915255266474515,,,False,,,0.004553192025331693,0.004553192025331693,False,0.09263388732600833,0.04459936063941346,0.04915255266474515,0.09263388732600833,2009,0,0,0,0,2008,0,0,0,0,1496,664,0,True,True,True,True
stage1__moderate_seed3301__f2__300s,stage1,moderate_seed3301,F2,normalized,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.04465179592578673,0.04915255266474515,,,False,,,0.004500756738958417,0.004500756738958417,False,0.09156710068868104,0.04465179592578673,0.04915255266474515,0.09156710068868104,2009,0,0,0,0,2008,0,0,0,0,1549,628,0,True,True,True,True
stage1__moderate_seed3301__f3__300s,stage1,moderate_seed3301,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.04543053543516233,0.04915255266474515,,,False,,,0.003722017229582819,0.003722017229582819,False,0.07572378295323917,0.04543053543516233,0.04915255266474515,0.07572378295323917,2009,0,0,0,0,2008,0,0,0,0,2512,1018,0,True,True,True,True
stage1__moderate_seed3301__off__300s,stage1,moderate_seed3301,off,off,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.0454344348342471,0.04915255266474515,,,False,,,0.0037181178304980522,0.0037181178304980522,False,0.07564445036778092,0.0454344348342471,0.04915255266474515,0.07564445036778092,2009,0,0,0,0,2008,0,0,0,0,3758,1355,0,True,True,True,True
stage1__moderate_seed3302__f0__300s,stage1,moderate_seed3302,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.14077536608374377,0.19563620654901237,,,False,,,0.054860840465268595,0.054860840465268595,False,0.2804227368389727,0.14077536608374377,0.19563620654901237,0.2804227368389727,2009,0,0,0,0,2008,0,0,0,0,2500,1903,0,True,True,True,True
stage1__moderate_seed3302__f1__300s,stage1,moderate_seed3302,F1,zero-return,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.14134849959521661,0.19563620654901237,,,False,,,0.054287706953795756,0.054287706953795756,False,0.27749314869379843,0.14134849959521661,0.19563620654901237,0.27749314869379843,2009,0,0,0,0,2008,0,0,0,0,3864,2784,0,True,True,True,True
stage1__moderate_seed3302__f2__300s,stage1,moderate_seed3302,F2,normalized,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.14073128170262408,0.19563620654901237,,,False,,,0.05490492484638829,0.05490492484638829,False,0.28064807539923886,0.14073128170262408,0.19563620654901237,0.28064807539923886,2009,0,0,0,0,2008,0,0,0,0,3343,2266,0,True,True,True,True
stage1__moderate_seed3302__f3__300s,stage1,moderate_seed3302,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.14044236128552678,0.19563620654901237,,,False,,,0.055193845263485586,0.055193845263485586,False,0.28212490027840514,0.14044236128552678,0.19563620654901237,0.28212490027840514,2009,0,0,0,0,2008,0,0,0,0,3698,2253,0,True,True,True,True
stage1__moderate_seed3302__off__300s,stage1,moderate_seed3302,off,off,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.13950178947487607,0.19563620654901237,,,False,,,0.0561344170741363,0.0561344170741363,False,0.28693265967653614,0.13950178947487607,0.19563620654901237,0.28693265967653614,2009,0,0,0,0,2008,0,0,0,0,3785,2790,0,True,True,True,True
stage1__tight_T_seed3101__f0__300s,stage1,tight_T_seed3101,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.03852212818973903,0.10725273413394144,,,False,,,0.06873060594420241,0.06873060594420241,False,0.6408284739703598,0.03852212818973903,0.10725273413394144,0.6408284739703598,2009,0,0,0,0,2008,0,0,0,0,4058,1188,0,True,True,True,True
stage1__tight_T_seed3101__f1__300s,stage1,tight_T_seed3101,F1,zero-return,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.03594487249046565,0.10725273413394144,,,False,,,0.0713078616434758,0.0713078616434758,False,0.6648582175483165,0.03594487249046565,0.10725273413394144,0.6648582175483165,2009,0,0,0,0,2008,0,0,0,0,3197,1166,0,True,True,True,True
stage1__tight_T_seed3101__f2__300s,stage1,tight_T_seed3101,F2,normalized,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.039446180604892044,0.10725273413394144,,,False,,,0.06780655352904941,0.06780655352904941,False,0.6322128202752381,0.039446180604892044,0.10725273413394144,0.6322128202752381,2009,0,0,0,0,2008,0,0,0,0,1316,336,0,True,True,True,True
stage1__tight_T_seed3101__f3__300s,stage1,tight_T_seed3101,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.03937222593801104,0.10725273413394144,,,False,,,0.0678805081959304,0.0678805081959304,False,0.632902356700376,0.03937222593801104,0.10725273413394144,0.632902356700376,2009,0,0,0,0,2008,0,0,0,0,3181,702,0,True,True,True,True
stage1__tight_T_seed3101__off__300s,stage1,tight_T_seed3101,off,off,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.015704140358849056,0.10725273413394144,,,False,,,0.09154859377509239,0.09154859377509239,False,0.8535781816131875,0.015704140358849056,0.10725273413394144,0.8535781816131875,2009,0,0,0,0,2008,0,0,0,0,5495,2937,0,True,True,True,True
stage1__V12_M2__f0__300s,stage1,V12_M2,F0,round20-current,101,integer optimal solution,True,certificate_rejected,False,0,True,0.7185040707549651,0,True,0.7185040707549651,0.7185040707549709,0,0,False,0,0,5.773159728050814e-15,5.773159728050814e-15,False,8.034971495686369e-15,0.7185040707549651,0.7185040707549709,8.034971495686369e-15,2009,0,0,0,0,2008,0,0,0,0,24962,0,1,True,True,True,True
stage1__V12_M2__f1__300s,stage1,V12_M2,F1,zero-return,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,0.718504070754971,0,True,0.7164002762715835,0.7185040707549709,0.002103794483387489,0.002103794483387489,False,0.002103794483387489,0.002928020269786525,0.002103794483387378,0.002103794483387378,False,0.002928020270193887,0.7164002762715835,0.7185040707549709,0.002928020270193887,2009,0,0,0,0,2008,0,0,0,0,26729,1955,1,True,True,True,True
stage1__V12_M2__f2__300s,stage1,V12_M2,F2,normalized,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.7091473669724021,0.7185040707549709,,,False,,,0.00935670378256881,0.00935670378256881,False,0.013022478456854416,0.7091473669724021,0.7185040707549709,0.013022478456854416,2009,0,0,0,0,2008,0,0,0,0,28227,7425,0,True,True,True,True
stage1__V12_M2__f3__300s,stage1,V12_M2,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.7062257728245096,0.7185040707549709,,,False,,,0.012278297930461313,0.012278297930461313,False,0.017088696404405676,0.7062257728245096,0.7185040707549709,0.017088696404405676,2009,0,0,0,0,2008,0,0,0,0,26476,7454,0,True,True,True,True
stage1__V12_M2__off__300s,stage1,V12_M2,off,off,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.7081037277152368,0.7185040707549709,,,False,,,0.010400343039734139,0.010400343039734139,False,0.014474995289596535,0.7081037277152368,0.7185040707549709,0.014474995289596535,2009,0,0,0,0,2008,0,0,0,0,39860,10554,0,True,True,True,True
stage2__high_imbalance_seed3201__f0__900s,stage2,high_imbalance_seed3201,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,2.354289796945837,2.4434031919432,,,False,,,0.08911339499736304,0.08911339499736304,False,0.03647101521811984,2.354289796945837,2.4434031919432,0.03647101521811984,2009,0,0,0,0,2008,0,0,0,0,13014,7670,0,True,True,True,True
stage2__high_imbalance_seed3201__f3__900s,stage2,high_imbalance_seed3201,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,2.3615384055165625,2.4434031919432,,,False,,,0.08186478642663753,0.08186478642663753,False,0.03350441167326615,2.3615384055165625,2.4434031919432,0.03350441167326615,2009,0,0,0,0,2008,0,0,0,0,11896,6466,0,True,True,True,True
stage2__high_imbalance_seed3201__plain__900s,stage2,high_imbalance_seed3201,plain,plain,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,2.443403191940941,0,True,2.0454744604803006,2.4434031919432,0.39792873146064034,0.39792873146064034,False,0.16285839879931638,0.16285839879265115,0.3979287314628994,0.3979287314628994,False,0.16285839880009037,2.0454744604803006,2.4434031919432,0.16285839880009037,2009,0,0,0,0,2008,0,0,0,0,69112,34769,42,True,True,True,True
stage2__high_imbalance_seed3202__f0__900s,stage2,high_imbalance_seed3202,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,1.711104860232672,1.7493134520506337,,,False,,,0.03820859181796177,0.03820859181796177,False,0.021842049961470156,1.711104860232672,1.7493134520506337,0.021842049961470156,2009,0,0,0,0,2008,0,0,0,0,6659,3200,0,True,True,True,True
stage2__high_imbalance_seed3202__f3__900s,stage2,high_imbalance_seed3202,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,1.699286432788388,1.7493134520506337,,,False,,,0.05002701926224562,0.05002701926224562,False,0.02859808755463546,1.699286432788388,1.7493134520506337,0.02859808755463546,2009,0,0,0,0,2008,0,0,0,0,6753,3302,0,True,True,True,True
stage2__high_imbalance_seed3202__plain__900s,stage2,high_imbalance_seed3202,plain,plain,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,1.8233520046098808,0,True,1.0958078442164707,1.8233520046098812,0.7275441603934101,0.7275441603934101,False,0.39901464914838175,0.39901464912649814,0.7275441603934105,0.7275441603934105,False,0.39901464914838186,1.0958078442164707,1.8233520046098812,0.39901464914838186,2009,0,0,0,0,2008,0,0,0,0,59100,19306,59,True,True,True,True
stage2__moderate_seed3301__f0__900s,stage2,moderate_seed3301,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.04582865871585926,0.04915255266474515,,,False,,,0.003323893948885888,0.003323893948885888,False,0.06762403514538042,0.04582865871585926,0.04915255266474515,0.06762403514538042,2009,0,0,0,0,2008,0,0,0,0,5803,2775,0,True,True,True,True
stage2__moderate_seed3301__f3__900s,stage2,moderate_seed3301,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.04644363580241004,0.04915255266474515,,,False,,,0.0027089168623351118,0.0027089168623351118,False,0.055112434969793386,0.04644363580241004,0.04915255266474515,0.055112434969793386,2009,0,0,0,0,2008,0,0,0,0,7311,3013,0,True,True,True,True
stage2__moderate_seed3301__plain__900s,stage2,moderate_seed3301,plain,plain,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,0.05360311996637976,0,True,0.04056839676271183,0.05360311996637973,0.013034723203667928,0.013034723203667928,False,0.013034723203667928,0.24317097936699014,0.0130347232036679,0.0130347232036679,False,0.24317097982064054,0.04056839676271183,0.05360311996637973,0.24317097982064054,2009,0,0,0,0,2008,0,0,0,0,116900,34039,57,True,True,True,True
stage2__moderate_seed3302__f0__900s,stage2,moderate_seed3302,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.14237041903480138,0.19563620654901237,,,False,,,0.05326578751421099,0.05326578751421099,False,0.2722695785908444,0.14237041903480138,0.19563620654901237,0.2722695785908444,2009,0,0,0,0,2008,0,0,0,0,7341,5260,0,True,True,True,True
stage2__moderate_seed3302__f3__900s,stage2,moderate_seed3302,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.1429418160190675,0.19563620654901237,,,False,,,0.05269439052994487,0.05269439052994487,False,0.26934886675357533,0.1429418160190675,0.19563620654901237,0.26934886675357533,2009,0,0,0,0,2008,0,0,0,0,11162,6788,0,True,True,True,True
stage2__moderate_seed3302__plain__900s,stage2,moderate_seed3302,plain,plain,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,0.20445010767962482,0,True,0.12248660886057412,0.20445010767962485,0.0819634988190507,0.0819634988190507,False,0.0819634988190507,0.4008973128417155,0.08196349881905073,0.08196349881905073,False,0.4008973130378012,0.12248660886057412,0.20445010767962485,0.4008973130378012,2009,0,0,0,0,2008,0,0,0,0,150400,67663,53,True,True,True,True
stage2__tight_T_seed3101__f0__900s,stage2,tight_T_seed3101,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.04458885779971086,0.10725273413394144,,,False,,,0.06266387633423058,0.06266387633423058,False,0.5842636725323334,0.04458885779971086,0.10725273413394144,0.5842636725323334,2009,0,0,0,0,2008,0,0,0,0,13530,3808,0,True,True,True,True
stage2__tight_T_seed3101__f3__900s,stage2,tight_T_seed3101,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.043715624715586085,0.10725273413394144,,,False,,,0.06353710941835536,0.06353710941835536,False,0.592405498390444,0.043715624715586085,0.10725273413394144,0.592405498390444,2009,0,0,0,0,2008,0,0,0,0,10743,2890,0,True,True,True,True
stage2__tight_T_seed3101__plain__900s,stage2,tight_T_seed3101,plain,plain,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,0.14077168838371723,0,True,0.014587874001482154,0.14077168838371723,0.12618381438223508,0.12618381438223508,False,0.12618381438223508,0.8963721025256474,0.12618381438223508,0.12618381438223508,False,0.8963721031624033,0.014587874001482154,0.14077168838371723,0.8963721031624033,2009,0,0,0,0,2008,0,0,0,0,234507,134551,63,True,True,True,True
stage2__tight_T_seed3102__f0__900s,stage2,tight_T_seed3102,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.5536940971863101,0.6007044366851081,,,False,,,0.04701033949879796,0.04701033949879796,False,0.07825868534984866,0.5536940971863101,0.6007044366851081,0.07825868534984866,2009,0,0,0,0,2008,0,0,0,0,8359,3748,0,True,True,True,True
stage2__tight_T_seed3102__f3__900s,stage2,tight_T_seed3102,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.5523927622828233,0.6007044366851081,,,False,,,0.04831167440228479,0.04831167440228479,False,0.08042503343055876,0.5523927622828233,0.6007044366851081,0.08042503343055876,2009,0,0,0,0,2008,0,0,0,0,13382,6935,0,True,True,True,True
stage2__tight_T_seed3102__plain__900s,stage2,tight_T_seed3102,plain,plain,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,0.6072041203445373,0,True,0.3232145467979908,0.6072041203463293,0.2839895735465465,0.2839895735465465,False,0.2839895735465465,0.46770033994274657,0.28398957354833854,0.28398957354833854,False,0.46770034002134275,0.3232145467979908,0.6072041203463293,0.46770034002134275,2009,0,0,0,0,2008,0,0,0,0,160800,80675,112,True,True,True,True
stage2__V12_M1__f0__900s,stage2,V12_M1,F0,round20-current,101,integer optimal solution,True,native_exact_optimal,True,0,True,0.3572005832084155,0,True,0.3572005832084155,0.3572005832084155,0,0,False,0,0,0,0,False,0,0.3572005832084155,0.3572005832084155,0,2009,0,0,0,0,2008,0,0,0,0,14732,0,2,True,True,True,True
stage2__V12_M1__f3__900s,stage2,V12_M1,F3,normalized-start-coupled,101,integer optimal solution,True,certificate_rejected,False,0,True,0.3572005832084154,0,True,0.3572005832084154,0.3572005832084155,0,0,False,0,0,1.1102230246251565e-16,1.1102230246251565e-16,False,3.1081220939031215e-16,0.3572005832084154,0.3572005832084155,3.1081220939031215e-16,2009,0,0,0,0,2008,0,0,0,0,12600,0,1,True,True,True,True
stage2__V12_M1__plain__900s,stage2,V12_M1,plain,plain,101,integer optimal solution,True,native_exact_optimal,True,0,True,0.3572005832084155,0,True,0.3572005832084155,0.3572005832084155,0,0,False,0,0,0,0,False,0,0.3572005832084155,0.3572005832084155,0,2009,0,0,0,0,2008,0,0,0,0,1302695,0,32,True,True,True,True
stage2__V12_M2__f0__900s,stage2,V12_M2,F0,round20-current,101,integer optimal solution,True,certificate_rejected,False,0,True,0.7185040707549651,0,True,0.7185040707549651,0.7185040707549709,0,0,False,0,0,5.773159728050814e-15,5.773159728050814e-15,False,8.034971495686369e-15,0.7185040707549651,0.7185040707549709,8.034971495686369e-15,2009,0,0,0,0,2008,0,0,0,0,24962,0,1,True,True,True,True
stage2__V12_M2__f3__900s,stage2,V12_M2,F3,normalized-start-coupled,101,integer optimal solution,True,certificate_rejected,False,0,True,0.7185040707549712,0,True,0.7185040707549712,0.7185040707549709,0,0,False,0,0,0,-3.3306690738754696e-16,True,0,0.7185040707549712,0.7185040707549709,0,2009,0,0,0,0,2008,0,0,0,0,73175,0,1,True,True,True,True
stage2__V12_M2__plain__900s,stage2,V12_M2,plain,plain,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,0.7185040673277909,0,True,0.5866640018892041,0.7185040707549709,0.13184006543858684,0.13184006543858684,False,0.13184006543858684,0.1834924413310112,0.13184006886576682,0.13184006886576682,False,0.18349244525119443,0.5866640018892041,0.7185040707549709,0.18349244525119443,2009,0,0,0,0,2008,0,0,0,0,1107900,709204,41,True,True,True,True
stage3__high_imbalance_seed3202__f0__1800s,stage3,high_imbalance_seed3202,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,1.7307308110407786,1.7493134520506337,,,False,,,0.018582641009855072,0.018582641009855072,False,0.010622819477019147,1.7307308110407786,1.7493134520506337,0.010622819477019147,2009,0,0,0,0,2008,0,0,0,0,11729,3474,0,True,True,True,True
stage3__high_imbalance_seed3202__f3__1800s,stage3,high_imbalance_seed3202,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,1.721594197310447,1.7493134520506337,,,False,,,0.02771925474018677,0.02771925474018677,False,0.015845790648721565,1.721594197310447,1.7493134520506337,0.015845790648721565,2009,0,0,0,0,2008,0,0,0,0,12060,4256,0,True,True,True,True
stage3__high_imbalance_seed3202__plain__1800s,stage3,high_imbalance_seed3202,plain,plain,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,1.7704460143620366,0,True,1.1257119472023058,1.7704460143620369,0.6447340671597308,0.6447340671597308,False,0.3641647708710591,0.36416477085049,0.644734067159731,0.644734067159731,False,0.36416477087105914,1.1257119472023058,1.7704460143620369,0.36416477087105914,2009,0,0,0,0,2008,0,0,0,0,104300,31251,80,True,True,True,True
stage3__moderate_seed3301__f0__1800s,stage3,moderate_seed3301,F0,round20-current,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.0461521427018867,0.04915255266474515,,,False,,,0.0030004099628584482,0.0030004099628584482,False,0.061042810600770755,0.0461521427018867,0.04915255266474515,0.061042810600770755,2009,0,0,0,0,2008,0,0,0,0,10541,5129,0,True,True,True,True
stage3__moderate_seed3301__f3__1800s,stage3,moderate_seed3301,F3,normalized-start-coupled,108,"time limit exceeded, no integer solution",True,time_limit_valid_bound,False,1217,False,,0,True,0.04693616279343923,0.04915255266474515,,,False,,,0.0022163898713059224,0.0022163898713059224,False,0.04509206035387937,0.04693616279343923,0.04915255266474515,0.04509206035387937,2009,0,0,0,0,2008,0,0,0,0,12316,4964,0,True,True,True,True
stage3__moderate_seed3301__plain__1800s,stage3,moderate_seed3301,plain,plain,107,time limit exceeded,True,time_limit_valid_bound,False,0,True,0.05853694752040439,0,True,0.040714606912686906,0.05853694752040434,0.017822340607717486,0.017822340607717486,False,0.017822340607717486,0.304463101207298,0.01782234060771743,0.01782234060771743,False,0.30446310172741864,0.040714606912686906,0.05853694752040434,0.30446310172741864,2009,0,0,0,0,2008,0,0,0,0,173464,78888,82,True,True,True,True
