state_id,family,rows_removed,official_root_objective,cli_baseline_objective,removed_objective,objective_loss_from_removal,strict_root_contribution,baseline_work,removed_work,work_ratio_removed_over_baseline,baseline_matches_official
V50_HIGH,pair_support_duration_cover,3675,4.859985150554705,4.859985151,4.859985151,0.0,False,5.33,4.84,0.9080675422139008,True
V50_HIGH,triple_support_duration_cover,46325,4.859985150554705,4.859985151,4.859985151,0.0,False,5.33,8.15,1.5290806754220396,True
V50_MODERATE,objective_lower_estimator,1,0.2062443546142864,0.2062443546,0.2062443546,0.0,False,6.53,5.43,0.8315467075038542,True
V50_MODERATE,penalty_lower_bound_closure,1,0.2062443546142864,0.2062443546,0.2062443546,0.0,False,6.53,6.53,1.0,True
V50_MODERATE,sp_product_objective_estimator,1,0.2062443546142864,0.2062443546,0.2062443546,0.0,False,6.53,6.41,0.9816232771822386,True
V50_MODERATE,pair_support_duration_cover,3675,0.2062443546142864,0.2062443546,0.2062443546,0.0,False,6.53,7.29,1.1163859111791552,True
V50_MODERATE,triple_support_duration_cover,46325,0.2062443546142864,0.2062443546,0.2062443546,0.0,False,6.53,9.21,1.410413476263337,True
V50_TIGHT2400,objective_lower_estimator,1,0.7659013626954277,0.7659013627,0.7659013627,0.0,False,5.63,5.15,0.9147424511545446,True
V50_TIGHT2400,penalty_lower_bound_closure,1,0.7659013626954277,0.7659013627,0.7659013627,0.0,False,5.63,5.7,1.0124333925399622,True
V50_TIGHT2400,sp_product_objective_estimator,1,0.7659013626954277,0.7659013627,0.7659013627,0.0,False,5.63,4.74,0.8419182948490512,True
V50_TIGHT2400,pair_support_duration_cover,3675,0.7659013626954277,0.7659013627,0.7659013627,0.0,False,5.63,5.63,1.0,True
V50_TIGHT2400,triple_support_duration_cover,46325,0.7659013626954277,0.7659013627,0.7659013627,0.0,False,5.63,7.83,1.3907637655416714,True
V50_TIGHT2550,objective_lower_estimator,1,2.636649760328599,2.63664976,2.63664976,0.0,False,4.39,4.5,1.0250569476081948,True
V50_TIGHT2550,penalty_lower_bound_closure,1,2.636649760328599,2.63664976,2.63664976,0.0,False,4.39,4.36,0.993166287015947,True
V50_TIGHT2550,sp_product_objective_estimator,1,2.636649760328599,2.63664976,2.63664976,0.0,False,4.39,4.58,1.0432801822323365,True
V50_TIGHT2550,pair_support_duration_cover,3675,2.636649760328599,2.63664976,2.63664976,0.0,False,4.39,3.54,0.8063781321184952,True
V50_TIGHT2550,triple_support_duration_cover,46325,2.636649760328599,2.63664976,2.63664976,0.0,False,4.39,7.67,1.747152619589807,True
