instance,arm,run_id,frozen_common_verified_ub,gap_threshold,crossing_observed,preceding_observation_seconds,preceding_gap,first_observed_crossing_seconds,first_observed_gap
high_imbalance_seed3202,S0-M,round23_stage2__high_imbalance_seed3202__s0m__900s,1.7493134520506337,0.01,False,862.567848,0.030282089891618222,,
high_imbalance_seed3202,S0-M,round23_stage2__high_imbalance_seed3202__s0m__900s,1.7493134520506337,0.005,False,862.567848,0.030282089891618222,,
high_imbalance_seed3202,S0-M,round23_stage2__high_imbalance_seed3202__s0m__900s,1.7493134520506337,0.001,False,862.567848,0.030282089891618222,,
high_imbalance_seed4201,S0-C,round23_stage2__high_imbalance_seed4201__s0c__900s,2.784107571242904,0.2,True,0.0134617,1.0,0.526993,0.13445110369825775
high_imbalance_seed4201,S0-C,round23_stage2__high_imbalance_seed4201__s0c__900s,2.784107571242904,0.1,True,0.8697335,0.10005954113364822,1.0161248,0.09773774290115894
high_imbalance_seed4201,S0-C,round23_stage2__high_imbalance_seed4201__s0c__900s,2.784107571242904,0.05,True,10.1760139,0.09382777348143735,10.2070437,0.02622715996910828
high_imbalance_seed4201,S0-C,round23_stage2__high_imbalance_seed4201__s0c__900s,2.784107571242904,0.02,True,34.2992377,0.02001176104750676,34.5388339,0.019534354502857024
high_imbalance_seed4201,S0-C,round23_stage2__high_imbalance_seed4201__s0c__900s,2.784107571242904,0.01,False,862.245838,0.0157447536225143,,
high_imbalance_seed4201,S0-C,round23_stage2__high_imbalance_seed4201__s0c__900s,2.784107571242904,0.005,False,862.245838,0.0157447536225143,,
high_imbalance_seed4201,S0-C,round23_stage2__high_imbalance_seed4201__s0c__900s,2.784107571242904,0.001,False,862.245838,0.0157447536225143,,
high_imbalance_seed4201,S0-M,round23_stage2__high_imbalance_seed4201__s0m__900s,2.784107571242904,0.2,True,0.013321,1.0,0.5295647,0.13445110369825775
high_imbalance_seed4201,S0-M,round23_stage2__high_imbalance_seed4201__s0m__900s,2.784107571242904,0.1,True,0.8639043,0.10005954113364822,1.0104968,0.09773774290115894
high_imbalance_seed4201,S0-M,round23_stage2__high_imbalance_seed4201__s0m__900s,2.784107571242904,0.05,True,10.0761885,0.09382777348143735,10.1065956,0.02622715996910828
high_imbalance_seed4201,S0-M,round23_stage2__high_imbalance_seed4201__s0m__900s,2.784107571242904,0.02,True,34.0011143,0.02001176104750676,34.2396543,0.019534354502857024
high_imbalance_seed4201,S0-M,round23_stage2__high_imbalance_seed4201__s0m__900s,2.784107571242904,0.01,False,862.3054589,0.015663138455094407,,
high_imbalance_seed4201,S0-M,round23_stage2__high_imbalance_seed4201__s0m__900s,2.784107571242904,0.005,False,862.3054589,0.015663138455094407,,
high_imbalance_seed4201,S0-M,round23_stage2__high_imbalance_seed4201__s0m__900s,2.784107571242904,0.001,False,862.3054589,0.015663138455094407,,
tight_T_seed3101,S0-C,round23_stage2__tight_T_seed3101__s0c__900s,0.10725273413394144,0.2,False,862.0172762,0.5985189685910753,,
tight_T_seed3101,S0-C,round23_stage2__tight_T_seed3101__s0c__900s,0.10725273413394144,0.1,False,862.0172762,0.5985189685910753,,
tight_T_seed3101,S0-C,round23_stage2__tight_T_seed3101__s0c__900s,0.10725273413394144,0.05,False,862.0172762,0.5985189685910753,,
tight_T_seed3101,S0-C,round23_stage2__tight_T_seed3101__s0c__900s,0.10725273413394144,0.02,False,862.0172762,0.5985189685910753,,
tight_T_seed3101,S0-C,round23_stage2__tight_T_seed3101__s0c__900s,0.10725273413394144,0.01,False,862.0172762,0.5985189685910753,,
tight_T_seed3101,S0-C,round23_stage2__tight_T_seed3101__s0c__900s,0.10725273413394144,0.005,False,862.0172762,0.5985189685910753,,
tight_T_seed3101,S0-C,round23_stage2__tight_T_seed3101__s0c__900s,0.10725273413394144,0.001,False,862.0172762,0.5985189685910753,,
tight_T_seed3101,S0-M,round23_stage2__tight_T_seed3101__s0m__900s,0.10725273413394144,0.2,False,862.0148318,0.5898366887512406,,
tight_T_seed3101,S0-M,round23_stage2__tight_T_seed3101__s0m__900s,0.10725273413394144,0.1,False,862.0148318,0.5898366887512406,,
tight_T_seed3101,S0-M,round23_stage2__tight_T_seed3101__s0m__900s,0.10725273413394144,0.05,False,862.0148318,0.5898366887512406,,
tight_T_seed3101,S0-M,round23_stage2__tight_T_seed3101__s0m__900s,0.10725273413394144,0.02,False,862.0148318,0.5898366887512406,,
tight_T_seed3101,S0-M,round23_stage2__tight_T_seed3101__s0m__900s,0.10725273413394144,0.01,False,862.0148318,0.5898366887512406,,
tight_T_seed3101,S0-M,round23_stage2__tight_T_seed3101__s0m__900s,0.10725273413394144,0.005,False,862.0148318,0.5898366887512406,,
tight_T_seed3101,S0-M,round23_stage2__tight_T_seed3101__s0m__900s,0.10725273413394144,0.001,False,862.0148318,0.5898366887512406,,
moderate_seed4302,S0-C,round23_stage2__moderate_seed4302__s0c__900s,0.04854285887126694,0.2,False,862.02172,0.9121093749999999,,
moderate_seed4302,S0-C,round23_stage2__moderate_seed4302__s0c__900s,0.04854285887126694,0.1,False,862.02172,0.9121093749999999,,
moderate_seed4302,S0-C,round23_stage2__moderate_seed4302__s0c__900s,0.04854285887126694,0.05,False,862.02172,0.9121093749999999,,
moderate_seed4302,S0-C,round23_stage2__moderate_seed4302__s0c__900s,0.04854285887126694,0.02,False,862.02172,0.9121093749999999,,
moderate_seed4302,S0-C,round23_stage2__moderate_seed4302__s0c__900s,0.04854285887126694,0.01,False,862.02172,0.9121093749999999,,
moderate_seed4302,S0-C,round23_stage2__moderate_seed4302__s0c__900s,0.04854285887126694,0.005,False,862.02172,0.9121093749999999,,
moderate_seed4302,S0-C,round23_stage2__moderate_seed4302__s0c__900s,0.04854285887126694,0.001,False,862.02172,0.9121093749999999,,
moderate_seed4302,S0-M,round23_stage2__moderate_seed4302__s0m__900s,0.04854285887126694,0.2,False,862.0060364,0.921875,,
moderate_seed4302,S0-M,round23_stage2__moderate_seed4302__s0m__900s,0.04854285887126694,0.1,False,862.0060364,0.921875,,
moderate_seed4302,S0-M,round23_stage2__moderate_seed4302__s0m__900s,0.04854285887126694,0.05,False,862.0060364,0.921875,,
moderate_seed4302,S0-M,round23_stage2__moderate_seed4302__s0m__900s,0.04854285887126694,0.02,False,862.0060364,0.921875,,
moderate_seed4302,S0-M,round23_stage2__moderate_seed4302__s0m__900s,0.04854285887126694,0.01,False,862.0060364,0.921875,,
moderate_seed4302,S0-M,round23_stage2__moderate_seed4302__s0m__900s,0.04854285887126694,0.005,False,862.0060364,0.921875,,
moderate_seed4302,S0-M,round23_stage2__moderate_seed4302__s0m__900s,0.04854285887126694,0.001,False,862.0060364,0.921875,,
