phase,instance_id,role,tag,family,kind,rho_F,rho_M,rho_H,lookahead,injection,scope,run_id,decision_identity_sha256,executable_sha256,correctness,certified,right_censored,failure_reason,work,process_seconds,nodes,lp_jobs,terminal_mip_jobs,split_count,final_intervals,pgrb_work,pgrb_process_seconds,shifted_work_over_pgrb,shifted_time_over_pgrb,c6_work,c6_process_seconds,shifted_work_over_c6,shifted_time_over_c6,severe_pgrb_regression,c6_advantage_gate_applies,pgrb_advantage_over_candidate,c6_advantage_retained,major_gate
development,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,development,veto-f05,veto,conservative,0.5,0.007,0.0004,fixed-d1,all,parent,stage3-development__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__veto-f05,dbfeaa96f349cf48d28c3b77445c332a3b6741a998c16191c4b3f6d93b545143,db542bbe7047260e80084432695925394c02f1ecce02f47f18fd04eed48f4a1c,True,True,False,none,0.0,2.495319,0.0,0,0,0,0,0.02713133726856121,0.0505268,0.973585328103501,3.327205931347967,0.0,2.4657144,1.0,1.0085421349202923,False,False,1.0271313372685613,True,True
development,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development,veto-f05,veto,conservative,0.5,0.007,0.0004,fixed-d1,all,parent,stage3-development__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__veto-f05,dbfeaa96f349cf48d28c3b77445c332a3b6741a998c16191c4b3f6d93b545143,db542bbe7047260e80084432695925394c02f1ecce02f47f18fd04eed48f4a1c,True,True,False,none,43.784770234878536,29.8850071,74.0,11,2,0,4,2.080721906744143,1.6591912,14.53710253328554,11.614436412094022,47.3035471806965,30.1220781,0.9271528251816635,0.9923825459457349,False,False,0.06878949898786944,True,True
development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major_fragmentation_regression,veto-f05,veto,conservative,0.5,0.007,0.0004,fixed-d1,all,parent,stage3-development__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__veto-f05,dbfeaa96f349cf48d28c3b77445c332a3b6741a998c16191c4b3f6d93b545143,db542bbe7047260e80084432695925394c02f1ecce02f47f18fd04eed48f4a1c,True,True,False,none,1675.439939039798,751.8185273,19437.0,14,3,0,4,1607.9153648352515,934.6871832,1.0419690032679008,0.80456218789425,4373.077783569157,1911.4661885,0.3832670615363081,0.39363756171315967,False,False,0.9597214474362725,True,True
development,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,development,veto-f05,veto,conservative,0.5,0.007,0.0004,fixed-d1,all,parent,stage3-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__veto-f05,dbfeaa96f349cf48d28c3b77445c332a3b6741a998c16191c4b3f6d93b545143,db542bbe7047260e80084432695925394c02f1ecce02f47f18fd04eed48f4a1c,True,True,False,none,4.63236446622553,4.7341337,321.0,14,3,0,4,5.806863502157574,4.3065391,0.827453711160836,1.0805788088888293,3.407074912530055,3.8686028,1.2780278479523393,1.1777780886130207,False,False,1.2085268172851609,True,True
development,round39_small_medium_V10_M2_Q20_slot05_seed968549317,medium_c6_win_guard,veto-f05,veto,conservative,0.5,0.007,0.0004,fixed-d1,all,parent,stage3-development__round39_small_medium_V10_M2_Q20_slot05_seed968549317__veto-f05,dbfeaa96f349cf48d28c3b77445c332a3b6741a998c16191c4b3f6d93b545143,db542bbe7047260e80084432695925394c02f1ecce02f47f18fd04eed48f4a1c,True,True,False,none,104.44092931317385,63.2432748,5607.0,17,4,0,4,517.2770571210964,292.1943537,0.20344510308612287,0.21911497949832445,109.91515934198168,65.3808308,0.9506448887484417,0.9677985952534959,False,False,4.915330891875424,True,True
development,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,development,veto-f05,veto,conservative,0.5,0.007,0.0004,fixed-d1,all,parent,stage3-development__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__veto-f05,dbfeaa96f349cf48d28c3b77445c332a3b6741a998c16191c4b3f6d93b545143,db542bbe7047260e80084432695925394c02f1ecce02f47f18fd04eed48f4a1c,True,True,False,none,1.1332860220650718,1.7164922,2.0,11,2,0,4,0.7273008006012202,0.6111954,1.235040255479845,1.6860103994835138,1.1499275494877275,1.6598264,0.9922594938482364,1.0213043227182046,False,False,0.80969020690866,True,True
development,round39_small_hard_V10_M1_Q20_slot01_seed561355351,hard_p_grb_win_guard,veto-f05,veto,conservative,0.5,0.007,0.0004,fixed-d1,all,parent,stage3-development__round39_small_hard_V10_M1_Q20_slot01_seed561355351__veto-f05,dbfeaa96f349cf48d28c3b77445c332a3b6741a998c16191c4b3f6d93b545143,db542bbe7047260e80084432695925394c02f1ecce02f47f18fd04eed48f4a1c,True,True,False,none,0.834577916685134,1.5156782,2.0,11,2,0,4,0.5720710311796616,0.5189224,1.166981567816621,1.656225624166185,0.989274344317732,1.6887786,0.9222347445064673,0.9356211775859864,False,False,0.8569115636256043,True,True
development,round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical_fail_closed_endpoint,veto-f05,veto,conservative,0.5,0.007,0.0004,fixed-d1,all,parent,stage3-development__round39_small_hard_V12_M3_Q20_slot07_seed621538683__veto-f05,dbfeaa96f349cf48d28c3b77445c332a3b6741a998c16191c4b3f6d93b545143,db542bbe7047260e80084432695925394c02f1ecce02f47f18fd04eed48f4a1c,True,True,False,none,139.2326085386873,80.2413747,2918.0,17,4,0,4,3562.7211838269295,2278.1262339,0.03935005049640203,0.03564584246875225,138.4451303784979,79.7295563,1.0056472259594287,1.0063399134524909,False,True,25.41292799843891,True,True
development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strongest_k4_positive_control,veto-f05,veto,conservative,0.5,0.007,0.0004,fixed-d1,all,parent,stage3-development__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__veto-f05,dbfeaa96f349cf48d28c3b77445c332a3b6741a998c16191c4b3f6d93b545143,db542bbe7047260e80084432695925394c02f1ecce02f47f18fd04eed48f4a1c,True,True,False,none,163.20344039994654,93.1924518,8341.0,14,3,0,4,10383.731286460352,6327.6113147,0.015812006673108198,0.014883589324124116,133.73490192498448,82.5178879,1.2187149584401604,1.1278117079874095,False,True,63.243079811035024,True,True
development,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,hard_c6_win_guard,veto-f05,veto,conservative,0.5,0.007,0.0004,fixed-d1,all,parent,stage3-development__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__veto-f05,dbfeaa96f349cf48d28c3b77445c332a3b6741a998c16191c4b3f6d93b545143,db542bbe7047260e80084432695925394c02f1ecce02f47f18fd04eed48f4a1c,True,True,False,none,11.362316412552882,9.4903434,559.0,17,4,0,4,100.19984835374473,59.3698132,0.12215745985448836,0.17376802815748982,10.503884558425527,9.0603292,1.0746210421156073,1.0427435515728452,False,True,8.186155812270334,True,True
