phase,instance_id,configuration,candidate_work,candidate_seconds,candidate_certified,pgrb_work,pgrb_seconds,pgrb_certified,shifted_work_over_pgrb,shifted_time_over_pgrb,c6_work,c6_seconds,c6_certified,shifted_work_over_c6,candidate_gap_integral,pgrb_gap_integral
development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,veto-f05,1675.439939039798,751.8185273,True,1607.9153648352515,934.6871832,historical,1.0419690032679008,0.80456218789425,4373.077783569157,1911.4661885,historical,0.3832670615363081,,
development,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,veto-f05,4.63236446622553,4.7341337,True,5.806863502157574,4.3065391,historical,0.827453711160836,1.0805788088888293,3.407074912530055,3.8686028,historical,1.2780278479523393,,
development,round39_small_medium_V10_M2_Q20_slot05_seed968549317,veto-f05,104.44092931317385,63.2432748,True,517.2770571210964,292.1943537,historical,0.20344510308612287,0.21911497949832445,109.91515934198168,65.3808308,historical,0.9506448887484417,,
development,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,veto-f05,1.1332860220650718,1.7164922,True,0.7273008006012202,0.6111954,historical,1.235040255479845,1.6860103994835138,1.1499275494877275,1.6598264,historical,0.9922594938482364,,
development,round39_small_hard_V10_M1_Q20_slot01_seed561355351,veto-f05,0.834577916685134,1.5156782,True,0.5720710311796616,0.5189224,historical,1.166981567816621,1.656225624166185,0.989274344317732,1.6887786,historical,0.9222347445064673,,
development,round39_small_hard_V12_M3_Q20_slot07_seed621538683,veto-f05,139.2326085386873,80.2413747,True,3562.7211838269295,2278.1262339,historical,0.03935005049640203,0.03564584246875225,138.4451303784979,79.7295563,historical,1.0056472259594287,,
development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,veto-f05,163.20344039994654,93.1924518,True,10383.731286460352,6327.6113147,historical,0.015812006673108198,0.014883589324124116,133.73490192498448,82.5178879,historical,1.2187149584401604,,
development,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,veto-f05,11.362316412552882,9.4903434,True,100.19984835374473,59.3698132,historical,0.12215745985448836,0.17376802815748982,10.503884558425527,9.0603292,historical,1.0746210421156073,,
validation,round39_small_easy_V8_M1_Q30_slot01_seed432322553,noadaptive,0.46508638969100285,3.4448742,True,0.323659897802514,0.3471442,historical,1.1068450378554788,3.2994791500419924,0.3908992764865721,3.4404131,historical,1.053337516568294,,
validation,round39_small_easy_V10_M3_Q20_slot06_seed1178207568,noadaptive,4.6230457679578345,7.9284104,True,1.1326278983876463,0.9917038,historical,2.636674579850093,4.482800303940777,3.3447293532894102,6.6651386,historical,1.2942223348620339,,
validation,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,noadaptive,11.13136130510933,13.0415914,True,1.6278828690447789,1.331212,historical,4.616401076323091,6.023300926728243,9.380035587911921,11.7622665,historical,1.168720588900188,,
validation,round39_small_medium_V8_M2_Q20_slot02_seed890603285,noadaptive,16.338103903134524,12.1235804,True,22.411107831650927,17.7283335,historical,0.740593056416325,0.7007340188597132,14.858987962360878,12.9856524,historical,1.0932667295217149,,
validation,round39_small_medium_V12_M1_Q30_slot07_seed907224013,noadaptive,10.831064281422252,10.2029542,True,13.58012742242556,9.8209297,historical,0.811451363808042,1.0353042215956731,11.212953219085438,10.9090825,historical,0.9687308277684712,,
validation,round39_small_hard_V12_M1_Q20_slot05_seed180890838,noadaptive,3.046179509280355,3.5205504,True,5.35335760224831,3.5549344,historical,0.6368568814461985,0.9924512634034859,2.6781467899102065,3.0815712,historical,1.1000592799557989,,
validation,round39_small_hard_V10_M2_Q20_slot03_seed490008310,noadaptive,8.228499935694419,7.0958965,True,39.21814487589712,26.126958,historical,0.2294611042893998,0.29844468738440927,12.14001897482193,10.1901363,historical,0.7023201376936734,,
validation_fallback,round39_small_easy_V8_M1_Q30_slot01_seed432322553,veto-f05,0.638556353832332,3.4249046,True,0.323659897802514,0.3471442,historical,1.2378983125141105,3.2846554956774483,0.3908992764865721,3.4404131,historical,1.1780553642757976,,
validation_fallback,round39_small_easy_V10_M3_Q20_slot06_seed1178207568,veto-f05,5.076129511975768,7.5690259,True,1.1326278983876463,0.9917038,historical,2.8491278373360727,4.302359567722871,3.3447293532894102,6.6651386,historical,1.3985058718043066,,
validation_fallback,round39_small_easy_V12_M2_Q30_slot07_seed1210444511,veto-f05,12.978915071073825,13.2421213,True,1.6278828690447789,1.331212,historical,5.319458959049832,6.10932051653818,9.380035587911921,11.7622665,historical,1.346711670945809,,
validation_fallback,round39_small_medium_V8_M2_Q20_slot02_seed890603285,veto-f05,25.42246179214708,18.2838242,True,22.411107831650927,17.7283335,historical,1.1286292806880722,1.0296604446946653,14.858987962360878,12.9856524,historical,1.6660875116909823,,
validation_fallback,round39_small_medium_V12_M1_Q30_slot07_seed907224013,veto-f05,11.563815798772376,10.5736056,True,13.58012742242556,9.8209297,historical,0.8617082303031238,1.069557415200655,11.212953219085438,10.9090825,historical,1.0287287254272486,,
validation_fallback,round39_small_hard_V12_M1_Q20_slot05_seed180890838,veto-f05,2.8408225871291632,2.97444,True,5.35335760224831,3.5549344,historical,0.6045342994340477,0.872557022994667,2.6781467899102065,3.0815712,historical,1.0442276522691276,,
validation_fallback,round39_small_hard_V10_M2_Q20_slot03_seed490008310,veto-f05,12.654592480644414,9.6212334,True,39.21814487589712,26.126958,historical,0.3395132352021453,0.39153794538996967,12.14001897482193,10.1901363,historical,1.0391607886418184,,
