"instance","run_label","method","top_status","interval_id","g_low","g_high","interval_status","interval_lower_bound","incumbent_cutoff","gap_contribution","route_mask_enabled","incumbent_cutoff_active","bpc_nodes","open_nodes","columns","pricing_calls","pricing_time_seconds","master_time_seconds","bound_time_seconds","route_mask_time_seconds","cuts_added","branching_decisions","reason_if_open","source_note","result_file"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","7","0.202678","0.231632","bound_fathomed_by_cutoff_relaxation","0.463263","","","true","true","","","","","","","","","","","","interval 7 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.202678,0.231632], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=1.73723628442, min_station_bikes=276, objective_lb=0.463263, lp=results\bound_work\test_data_V10_M2_average_1781240436656877500_1230235464250880600\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","","","","bound_fathomed","","","","","","","","","","","","","","","","","interval 7 bound-fathomed by final-inventory relaxation before branch-price tree","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","8","0.231632","0.260585","bound_fathomed_by_cutoff_relaxation","0.463263","","","true","true","","","","","","","","","","","","interval 8 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.231632,0.260585], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=1.5442100306, min_station_bikes=276, objective_lb=0.463263, lp=results\bound_work\test_data_V10_M2_average_1781240434646926200_4249528327736205830\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","","","","bound_fathomed","","","","","","","","","","","","","","","","","interval 8 bound-fathomed by final-inventory relaxation before branch-price tree","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","9","0.260585","0.289539","bound_fathomed_by_cutoff_relaxation","0.463263","","","true","true","","","","","","","","","","","","interval 9 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.260585,0.289539], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=1.35118377677, min_station_bikes=276, objective_lb=0.463263, lp=results\bound_work\test_data_V10_M2_average_1781240432475527400_1230235464250880600\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","","","","bound_fathomed","","","","","","","","","","","","","","","","","interval 9 bound-fathomed by final-inventory relaxation before branch-price tree","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","10","0.289539","0.318493","bound_fathomed_by_cutoff_relaxation","0.463263","","","true","true","","","","","","","","","","","","interval 10 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.289539,0.318493], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=1.15815752295, min_station_bikes=276, objective_lb=0.463263, lp=results\bound_work\test_data_V10_M2_average_1781240430346431800_4249528327736205830\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","","","","bound_fathomed","","","","","","","","","","","","","","","","","interval 10 bound-fathomed by final-inventory relaxation before branch-price tree","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","11","0.318493","0.347447","relaxation_lower_bound","0.434958","","","true","true","","","","","","","","","","","","interval 11 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.318493,0.347447], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.965131269124, min_station_bikes=276, s_upper=19.692, objective_lb=0.434958, status=integer optimal solution, lp=results\bound_work\test_data_V10_M2_average_1781240430346396200_18137369640724998020\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","11","0.318493","0.347447","unresolved_open_nodes","0.434958","0.463263","","","","3","3","1667","6","","","","","0","","","interval 11 [0.318493,0.347447] complete=false, lower_bound_valid=true, certified_by_bound=false, empty_interval=false, has_incumbent=true, tree_lb=0.415701, interval_lb=0.434958, inventory_relax_lb=0.434958, resource_lb=0.0415096, incumbent_metric=0.436595, incumbent_cutoff=0.463263, nodes=3, columns=1667, pricing_calls=6, cuts_added=0, open_nodes=3","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","12","0.347447","0.376401","relaxation_lower_bound","0.445999","","","true","true","","","","","","","","","","","","interval 12 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.347447,0.376401], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.772105015299, min_station_bikes=276, s_upper=19.3227, objective_lb=0.445999, status=integer optimal solution, lp=results\bound_work\test_data_V10_M2_average_1781240430346396500_8670141377090704656\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","12","0.347447","0.376401","unresolved_open_nodes","0.445999","0.463263","","","","3","3","1635","7","","","","","2","","","interval 12 [0.347447,0.376401] complete=false, lower_bound_valid=true, certified_by_bound=false, empty_interval=false, has_incumbent=false, tree_lb=0.437212, interval_lb=0.445999, inventory_relax_lb=0.445999, resource_lb=0.0415096, incumbent_metric=inf, incumbent_cutoff=0.463263, nodes=3, columns=1635, pricing_calls=7, cuts_added=2, open_nodes=3","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","13","0.376401","0.405355","bound_fathomed_by_cutoff_relaxation","0.463263","","","true","true","","","","","","","","","","","","interval 13 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.376401,0.405355], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.579078761474, min_station_bikes=276, objective_lb=0.463263, lp=results\bound_work\test_data_V10_M2_average_1781240430346464700_1230235464250880600\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","","","","bound_fathomed","","","","","","","","","","","","","","","","","interval 13 bound-fathomed by final-inventory relaxation before branch-price tree","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","14","0.405355","0.434309","bound_fathomed_by_cutoff_relaxation","0.463263","","","true","true","","","","","","","","","","","","interval 14 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.405355,0.434309], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.386052507649, min_station_bikes=276, objective_lb=0.463263, lp=results\bound_work\test_data_V10_M2_average_1781240433902973800_4249528327736205830\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","","","","bound_fathomed","","","","","","","","","","","","","","","","","interval 14 bound-fathomed by final-inventory relaxation before branch-price tree","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","15","0.434309","0.463263","bound_fathomed_by_cutoff_relaxation","0.463263","","","true","true","","","","","","","","","","","","interval 15 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.434309,0.463263], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.193026253825, min_station_bikes=276, objective_lb=0.463263, lp=results\bound_work\test_data_V10_M2_average_1781240436451734500_1230235464250880600\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","","","","bound_fathomed","","","","","","","","","","","","","","","","","interval 15 bound-fathomed by final-inventory relaxation before branch-price tree","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","16","0.318493","0.33297","bound_fathomed_by_cutoff_relaxation","0.463263","","","true","true","","","","","","","","","","","","adaptive split pass 1 child interval 16 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.318493,0.33297], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.965131269124, min_station_bikes=276, objective_lb=0.463263, lp=results\bound_work\test_data_V10_M2_average_1781240495542652100_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","","","","bound_fathomed","","","","","","","","","","","","","","","","","adaptive split pass 1 child interval 16 bound-fathomed by inherited/relaxation lower bound","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","17","0.33297","0.347447","relaxation_lower_bound","0.449435","","","true","true","","","","","","","","","","","","adaptive split pass 1 child interval 17 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.33297,0.347447], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.868618142211, min_station_bikes=276, s_upper=19.5144, objective_lb=0.449435, status=integer optimal solution, lp=results\bound_work\test_data_V10_M2_average_1781240498966904400_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","18","0.347447","0.361924","relaxation_lower_bound","0.453795","","","true","true","","","","","","","","","","","","adaptive split pass 1 child interval 18 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.347447,0.361924], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.772105015299, min_station_bikes=276, s_upper=19.3227, objective_lb=0.453795, status=integer optimal solution, lp=results\bound_work\test_data_V10_M2_average_1781240505066164900_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","19","0.361924","0.376401","relaxation_lower_bound","0.460476","","","true","true","","","","","","","","","","","","adaptive split pass 1 child interval 19 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.361924,0.376401], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.675591888387, min_station_bikes=276, s_upper=19.131, objective_lb=0.460476, status=integer optimal solution, lp=results\bound_work\test_data_V10_M2_average_1781240511263580400_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","20","0.33297","0.340209","bound_fathomed_by_cutoff_relaxation","0.463263","","","true","true","","","","","","","","","","","","adaptive split pass 2 child interval 20 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.33297,0.340209], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.868618142211, min_station_bikes=276, objective_lb=0.463263, lp=results\bound_work\test_data_V10_M2_average_1781240516979910400_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","","","","bound_fathomed","","","","","","","","","","","","","","","","","adaptive split pass 2 child interval 20 bound-fathomed by inherited/relaxation lower bound","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","21","0.340209","0.347447","relaxation_lower_bound","0.456674","","","true","true","","","","","","","","","","","","adaptive split pass 2 child interval 21 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.340209,0.347447], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.820361578755, min_station_bikes=276, s_upper=19.4185, objective_lb=0.456674, status=integer optimal solution, lp=results\bound_work\test_data_V10_M2_average_1781240520263679700_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","22","0.347447","0.354686","relaxation_time_limited_valid_best_bound","0.455439","","","true","true","","","","","","","","","","","","adaptive split pass 2 child interval 22 inventory relaxation: inventory-route-Gini integer relaxation time-limited; using valid CPLEX MIP best bound: interval=[0.347447,0.354686], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.772105015299, min_station_bikes=276, s_upper=19.3227, objective_lb=0.455439, status=time limit exceeded, lp=results\bound_work\test_data_V10_M2_average_1781240537484345400_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","23","0.354686","0.361924","relaxation_lower_bound","0.461034","","","true","true","","","","","","","","","","","","adaptive split pass 2 child interval 23 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.354686,0.361924], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.723848451843, min_station_bikes=276, s_upper=19.2268, objective_lb=0.461034, status=integer optimal solution, lp=results\bound_work\test_data_V10_M2_average_1781240559325092000_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","24","0.347447","0.351066","relaxation_lower_bound","0.461829","","","true","true","","","","","","","","","","","","adaptive split pass 3 child interval 24 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.347447,0.351066], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.772105015299, min_station_bikes=276, s_upper=19.3227, objective_lb=0.461829, status=integer optimal solution, lp=results\bound_work\test_data_V10_M2_average_1781240565203308500_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","25","0.351066","0.354686","bound_fathomed_by_cutoff_relaxation","0.463263","","","true","true","","","","","","","","","","","","adaptive split pass 3 child interval 25 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.351066,0.354686], pickup_limit=60, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.747976733571, min_station_bikes=276, objective_lb=0.463263, lp=results\bound_work\test_data_V10_M2_average_1781240571060743700_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
"test_data_V10_M2_average.txt","V10_M2_average_BPC_success_4w","gcap-frontier","optimal","","","","bound_fathomed","","","","","","","","","","","","","","","","","adaptive split pass 3 child interval 25 bound-fathomed by inherited/relaxation lower bound","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json"
