file,instance_name,compact_bc_cut_profile,compact_bc_enabled_cut_families,compact_bc_enabled_families_requested,compact_bc_enabled_families_effective,compact_bc_cuts_added_by_family,compact_bc_domains_tightened_by_family,compact_bc_total_cuts_added_by_family,compact_bc_total_domains_tightened_by_family,compact_bc_total_root_cut_rounds,compact_bc_total_leaf_nodes,compact_bc_total_solver_time,compact_bc_solver_threads,thread_fairness_class,compact_bc_direct_gini_cap_rows_added,compact_bc_direct_gini_floor_rows_added,compact_bc_tight_mccormick_rows_added,compact_bc_inventory_conservation_rows_added,compact_bc_movement_reachability_domains_tightened,compact_bc_visit_inventory_linking_rows_added,compact_bc_objective_estimator_cutoff_rows_added,compact_bc_penalty_lb,compact_bc_penalty_lb_rows_added,compact_bc_support_duration_pair_cuts_added,compact_bc_support_duration_triple_cuts_added,compact_bc_pairwise_transfer_compatibility_cuts_added
results\gf_compact_bc_strengthening_round\raw\ablation_moderate_seed3301_receiver_singleton_60s_auto_oracle\interval_2.json,moderate_seed3301.txt,balanced,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|receiver_source_cover_singleton_safe|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|receiver_source_cover_singleton_safe|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|receiver_source_cover_singleton_safe|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=5;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=2,penalty_domains=17;movement_reachability=4;domain_width_before=684;domain_width_after=518,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=5;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=2,penalty_domains=17;movement_reachability=4;domain_width_before=684;domain_width_after=518,0,0,5.1135362,1,one_thread_fair,1,1,452,2,4,40,1,0,1,570,3420,60
results\gf_compact_bc_strengthening_round\raw\ablation_moderate_seed3301_receiver_singleton_60s_auto_oracle\interval_3.json,moderate_seed3301.txt,balanced,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|receiver_source_cover_singleton_safe|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|receiver_source_cover_singleton_safe|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|receiver_source_cover_singleton_safe|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=9;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=5,penalty_domains=27;movement_reachability=3;domain_width_before=684;domain_width_after=379,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=9;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=5,penalty_domains=27;movement_reachability=3;domain_width_before=684;domain_width_after=379,0,0,0.5031552,1,one_thread_fair,1,1,452,2,3,40,1,0,1,570,3420,60
results\gf_compact_bc_strengthening_round\raw\ablation_moderate_seed3301_receiver_singleton_60s_auto_oracle\interval_5.json,moderate_seed3301.txt,balanced,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|receiver_source_cover_singleton_safe|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|receiver_source_cover_singleton_safe|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|receiver_source_cover_singleton_safe|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=1,penalty_domains=9;movement_reachability=5;domain_width_before=684;domain_width_after=566,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=452;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=3;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=1,penalty_domains=9;movement_reachability=5;domain_width_before=684;domain_width_after=566,0,0,1.9279989,1,one_thread_fair,1,1,452,2,5,40,1,0,1,570,3420,60
results\gf_compact_bc_strengthening_round\raw\ablation_tight_T_seed3101_no_new_cuts_60s.json,tight_T_seed3101.txt,balanced,none,none,none,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,movement_reachability=0;low_gini_ratio_band_domains=36,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,movement_reachability=0;low_gini_ratio_band_domains=36,0,3548,20.2677837,1,one_thread_fair,0,0,0,0,0,0,0,0,0,0,0,0
results\gf_compact_bc_strengthening_round\raw\ablation_tight_T_seed3101_no_new_cuts_60s_auto_oracle\interval_2.json,tight_T_seed3101.txt,balanced,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,penalty_domains=11;movement_reachability=0;domain_width_before=713;domain_width_after=562,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,penalty_domains=11;movement_reachability=0;domain_width_before=713;domain_width_after=562,0,0,5.0608615,1,one_thread_fair,0,0,0,0,0,0,0,0,0,0,0,0
results\gf_compact_bc_strengthening_round\raw\ablation_tight_T_seed3101_no_new_cuts_60s_auto_oracle\interval_3.json,tight_T_seed3101.txt,balanced,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,penalty_domains=17;movement_reachability=0;domain_width_before=713;domain_width_after=466,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,penalty_domains=17;movement_reachability=0;domain_width_before=713;domain_width_after=466,0,0,5.0579893,1,one_thread_fair,0,0,0,0,0,0,0,0,0,0,0,0
results\gf_compact_bc_strengthening_round\raw\ablation_tight_T_seed3101_no_new_cuts_60s_auto_oracle\interval_4.json,tight_T_seed3101.txt,balanced,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,penalty_domains=8;movement_reachability=0;domain_width_before=713;domain_width_after=609,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,penalty_domains=8;movement_reachability=0;domain_width_before=713;domain_width_after=609,0,0,5.060421,1,one_thread_fair,0,0,0,0,0,0,0,0,0,0,0,0
results\gf_compact_bc_strengthening_round\raw\ablation_tight_T_seed3101_no_new_cuts_60s_auto_oracle\interval_5.json,tight_T_seed3101.txt,balanced,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,penalty_domains=10;movement_reachability=0;domain_width_before=713;domain_width_after=589,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,penalty_domains=10;movement_reachability=0;domain_width_before=713;domain_width_after=589,0,0,5.0885119,1,one_thread_fair,0,0,0,0,0,0,0,0,0,0,0,0
results\gf_compact_bc_strengthening_round\raw\ablation_v12_m2_dynamic_root_60s.json,regen_candidate_V12_M2_average.txt,balanced,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap=2;direct_gini_floor=2;tight_mccormick=592;inventory_conservation=4;visit_inventory_linking=48;objective_estimator_cutoff=2;penalty_lb=2;gini_spread=132;required_movement=0;global_handling_capacity=2;support_duration_pair=264;support_duration_triple=880;transfer_compat=48;receiver_source_cover=0,movement_reachability=23;low_gini_ratio_band_domains=22,direct_gini_cap=2;direct_gini_floor=2;tight_mccormick=592;inventory_conservation=4;visit_inventory_linking=48;objective_estimator_cutoff=2;penalty_lb=2;gini_spread=132;required_movement=0;global_handling_capacity=2;support_duration_pair=264;support_duration_triple=880;transfer_compat=48;receiver_source_cover=0,movement_reachability=23;low_gini_ratio_band_domains=22,2,525,5.6689488,1,one_thread_fair,0,0,0,0,0,0,0,0,0,0,0,0
results\gf_compact_bc_strengthening_round\raw\ablation_v12_m2_dynamic_root_60s_auto_oracle\interval_2.json,regen_candidate_V12_M2_average.txt,balanced,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=296;inventory_conservation=2;visit_inventory_linking=24;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=66;required_movement=0;global_handling_capacity=1;support_duration_pair=132;support_duration_triple=440;transfer_compat=24;receiver_source_cover=0,penalty_domains=0;movement_reachability=12;domain_width_before=656;domain_width_after=472,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=296;inventory_conservation=2;visit_inventory_linking=24;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=66;required_movement=0;global_handling_capacity=1;support_duration_pair=132;support_duration_triple=440;transfer_compat=24;receiver_source_cover=0,penalty_domains=0;movement_reachability=12;domain_width_before=656;domain_width_after=472,1,0,5.1660998,1,one_thread_fair,1,1,296,2,12,24,1,0.207141831111,1,132,440,24
results\gf_compact_bc_strengthening_round\raw\ablation_v12_m2_dynamic_root_60s_auto_oracle\interval_5.json,regen_candidate_V12_M2_average.txt,balanced,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=296;inventory_conservation=2;visit_inventory_linking=24;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=66;required_movement=0;global_handling_capacity=1;support_duration_pair=132;support_duration_triple=440;transfer_compat=24;receiver_source_cover=0,penalty_domains=2;movement_reachability=11;domain_width_before=656;domain_width_after=450,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=296;inventory_conservation=2;visit_inventory_linking=24;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=66;required_movement=0;global_handling_capacity=1;support_duration_pair=132;support_duration_triple=440;transfer_compat=24;receiver_source_cover=0,penalty_domains=2;movement_reachability=11;domain_width_before=656;domain_width_after=450,1,0,0.502849,1,one_thread_fair,1,1,296,2,11,24,1,0.207141831111,1,132,440,24
results\gf_compact_bc_strengthening_round\raw\ablation_v12_m2_no_new_cuts_60s.json,regen_candidate_V12_M2_average.txt,balanced,none,none,none,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,movement_reachability=0;low_gini_ratio_band_domains=1,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,movement_reachability=0;low_gini_ratio_band_domains=1,0,600,5.6687303,1,one_thread_fair,0,0,0,0,0,0,0,0,0,0,0,0
results\gf_compact_bc_strengthening_round\raw\ablation_v12_m2_no_new_cuts_60s_auto_oracle\interval_2.json,regen_candidate_V12_M2_average.txt,balanced,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,penalty_domains=0;movement_reachability=0;domain_width_before=656;domain_width_after=656,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,penalty_domains=0;movement_reachability=0;domain_width_before=656;domain_width_after=656,0,0,5.1625795,1,one_thread_fair,0,0,0,0,0,0,0,0,0,0,0,0
results\gf_compact_bc_strengthening_round\raw\ablation_v12_m2_no_new_cuts_60s_auto_oracle\interval_5.json,regen_candidate_V12_M2_average.txt,balanced,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,penalty_final_inventory_domain|duration_compatibility_singleton_transfer,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,penalty_domains=2;movement_reachability=0;domain_width_before=656;domain_width_after=630,direct_gini_cap=0;direct_gini_floor=0;tight_mccormick=0;inventory_conservation=0;visit_inventory_linking=0;objective_estimator_cutoff=0;penalty_lb=0;gini_spread=0;required_movement=0;global_handling_capacity=0;support_duration_pair=0;support_duration_triple=0;transfer_compat=0;receiver_source_cover=0,penalty_domains=2;movement_reachability=0;domain_width_before=656;domain_width_after=630,0,0,0.5061508,1,one_thread_fair,0,0,0,0,0,0,0,0,0,0,0,0
results\gf_compact_bc_strengthening_round\raw\high_imbalance_seed3201_300s.json,high_imbalance_seed3201.txt,balanced,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap_floor|interval_tight_mccormick|inventory_conservation|movement_reachability_domains|visit_inventory_linking|objective_estimator_cutoff|penalty_lb_closure|gini_spread|required_movement|global_handling_capacity|low_gini_centering|support_duration|transfer_compat,direct_gini_cap=2;direct_gini_floor=2;tight_mccormick=896;inventory_conservation=4;visit_inventory_linking=80;objective_estimator_cutoff=2;penalty_lb=2;gini_spread=380;required_movement=2;global_handling_capacity=2;support_duration_pair=1140;support_duration_triple=6840;transfer_compat=120;receiver_source_cover=0,movement_reachability=24;low_gini_ratio_band_domains=24,direct_gini_cap=2;direct_gini_floor=2;tight_mccormick=896;inventory_conservation=4;visit_inventory_linking=80;objective_estimator_cutoff=2;penalty_lb=2;gini_spread=380;required_movement=2;global_handling_capacity=2;support_duration_pair=1140;support_duration_triple=6840;transfer_compat=120;receiver_source_cover=0,movement_reachability=24;low_gini_ratio_band_domains=24,0,2595,25.9437231,1,one_thread_fair,0,0,0,0,0,0,0,0,0,0,0,0
results\gf_compact_bc_strengthening_round\raw\high_imbalance_seed3201_300s_auto_oracle\interval_6.json,high_imbalance_seed3201.txt,balanced,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=448;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=1;movement_reachability=12;domain_width_before=685;domain_width_after=536,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=448;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=1;movement_reachability=12;domain_width_before=685;domain_width_after=536,0,0,20.0925297,1,one_thread_fair,1,1,448,2,12,40,1,8.44738686667,1,570,3420,60
results\gf_compact_bc_strengthening_round\raw\high_imbalance_seed3201_300s_auto_oracle\interval_7.json,high_imbalance_seed3201.txt,balanced,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=448;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=1;movement_reachability=12;domain_width_before=685;domain_width_after=534,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=448;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,penalty_domains=1;movement_reachability=12;domain_width_before=685;domain_width_after=534,0,0,5.8511934,1,one_thread_fair,1,1,448,2,12,40,1,8.44738686667,1,570,3420,60
