round_id,stage,run_id,serial_order,instance_id,instance_sha256,V,M,Q,scenario,arm,startup_variant,process_wall_seconds,reported_runtime_seconds,verified_incumbent_objective,verifier_passed,hga_wall_time_seconds,hga_total_generations,hga_generations_since_improvement,hga_objective_improvement_count,hga_final_fitness,return_code,passed
34,development,development__round33_v10_moderate_M2_Q20_seed1118884127__c6_hga_light,11,round33_v10_moderate_M2_Q20_seed1118884127,fdc524808524a79c87d04832a5b56653c00691ceab53b57f44568238bd3bc7b8,10,2,20,moderate,C6-HGA-LIGHT,hga-light-1000,1.625,1.5975498,0.007531475161479737,True,1.5963117,1005,1000,3,-0.007531475161479809,0,True
34,development,development__round33_v10_moderate_M2_Q20_seed1118884127__c6_simple_start,12,round33_v10_moderate_M2_Q20_seed1118884127,fdc524808524a79c87d04832a5b56653c00691ceab53b57f44568238bd3bc7b8,10,2,20,moderate,C6-SIMPLE-START,simple-start,0.03199999965727329,0.0004734,0.06013870795076205,True,0.0,0,0,0,0.0,0,True
34,development,development__round33_v10_tight_T_M2_Q30_seed1783646009__c6_hga_full,13,round33_v10_tight_T_M2_Q30_seed1783646009,ebbf8deb0a83cd7c26dbbbc9b30fd62e6b762f83a2d905d1f2acf5f9f434e997,10,2,30,tight_T,C6-HGA-FULL,hga-full,1.4850000003352761,1.4623769,0.5536761744384507,True,1.4612194,2010,2000,5,-0.5536761744384506,0,True
34,development,development__round33_v10_tight_T_M2_Q30_seed1783646009__c6_hga_light,14,round33_v10_tight_T_M2_Q30_seed1783646009,ebbf8deb0a83cd7c26dbbbc9b30fd62e6b762f83a2d905d1f2acf5f9f434e997,10,2,30,tight_T,C6-HGA-LIGHT,hga-light-1000,0.9380000000819564,0.9140126,0.5536761744384507,True,0.9131025,1010,1000,5,-0.5536761744384506,0,True
34,development,development__round33_v10_tight_T_M2_Q30_seed1783646009__c6_simple_start,15,round33_v10_tight_T_M2_Q30_seed1783646009,ebbf8deb0a83cd7c26dbbbc9b30fd62e6b762f83a2d905d1f2acf5f9f434e997,10,2,30,tight_T,C6-SIMPLE-START,simple-start,0.03199999965727329,0.0004366,0.8897395207807401,True,0.0,0,0,0,0.0,0,True
34,development,development__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_hga_full,16,round33_v10_high_imbalance_M3_Q30_seed1765289896,e594c99b4ec65eafc53e54f924183ebb3c44108042ddecbb4034f7ea4473a7d0,10,3,30,high_imbalance,C6-HGA-FULL,hga-full,2.031000000424683,2.0008958,1.0059157404995958,True,1.9997736,2016,2000,5,-1.0059157404995958,0,True
34,development,development__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_hga_light,17,round33_v10_high_imbalance_M3_Q30_seed1765289896,e594c99b4ec65eafc53e54f924183ebb3c44108042ddecbb4034f7ea4473a7d0,10,3,30,high_imbalance,C6-HGA-LIGHT,hga-light-1000,1.328999999910593,1.3111314,1.0059157404995958,True,1.3101267,1016,1000,5,-1.0059157404995958,0,True
34,development,development__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_simple_start,18,round33_v10_high_imbalance_M3_Q30_seed1765289896,e594c99b4ec65eafc53e54f924183ebb3c44108042ddecbb4034f7ea4473a7d0,10,3,30,high_imbalance,C6-SIMPLE-START,simple-start,0.031000000424683094,0.0003936,1.0928844230662083,True,0.0,0,0,0,0.0,0,True
34,development,development__round33_v10_tight_T_M3_Q20_seed284843780__c6_hga_full,19,round33_v10_tight_T_M3_Q20_seed284843780,dfd0641e6a17f92a284f67ec4ad0eae705f34ce20137ac1ee334aeda5178922f,10,3,20,tight_T,C6-HGA-FULL,hga-full,2.1409999998286366,2.1096961,1.2467213755892614,True,2.1079956,2080,2000,7,-1.2467213755892614,0,True
34,development,development__round33_v10_tight_T_M3_Q20_seed284843780__c6_hga_light,20,round33_v10_tight_T_M3_Q20_seed284843780,dfd0641e6a17f92a284f67ec4ad0eae705f34ce20137ac1ee334aeda5178922f,10,3,20,tight_T,C6-HGA-LIGHT,hga-light-1000,1.3119999999180436,1.2890192,1.2467213755892614,True,1.2878693,1080,1000,7,-1.2467213755892614,0,True
34,development,development__round33_v10_tight_T_M3_Q20_seed284843780__c6_simple_start,21,round33_v10_tight_T_M3_Q20_seed284843780,dfd0641e6a17f92a284f67ec4ad0eae705f34ce20137ac1ee334aeda5178922f,10,3,20,tight_T,C6-SIMPLE-START,simple-start,0.031000000424683094,0.0004661,1.2571019061550754,True,0.0,0,0,0,0.0,0,True
