round_id,instance_id,V,M,Q,T,difficulty_stratum,difficulty_score,p_grb_seconds,light_total_seconds,light_startup_seconds,light_hga_seconds,light_exact_phase_seconds,speedup_p_grb_over_light,absolute_seconds_saved_by_light,materiality_tolerance_seconds,time_outcome,raw_faster_arm,p_grb_work,light_work,work_ratio_p_over_light,p_grb_nodes,light_nodes,node_ratio_p_over_light,p_grb_objective,light_objective,objective_equal,p_grb_strict_certificate,light_strict_certificate,light_startup_objective,light_startup_relative_gap,light_initial_lp_bounds,light_targets,light_requeues,light_splits,light_closures
39,round39_small_medium_V8_M1_Q20_slot01_seed244478273,8,1,20,2850.0,small-medium,67.19977099512417,0.7410775,1.3897013,0.3110644,0.3073705,1.0786369,0.5332638747621521,-0.6486238000000001,0.05,P_GRB_win,P-GRB,0.8131309355727125,0.740659965783762,1.0978464790010112,915.0,23.0,39.78260869565217,0.24954918456378716,0.24954918456378716,True,True,True,0.2726456459420083,0.09255274233251384,L0|0|0.068161411485502074|0.028964873851235584|OPTIMAL;L1|0.068161411485502074|0.13632282297100415|0.088821901969617437|OPTIMAL;L2|0.13632282297100415|0.20448423445650621|0.15698331345511948|OPTIMAL;L3|0.20448423445650621|0.2726456459420083|0.22514472494062154|OPTIMAL,16,2,0,3
39,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,10,3,30,2850.0,small-medium,71.24059757333272,115.8002932,82.9181287,0.9344925,0.9307171,81.98363619999999,1.3965618256891512,32.8821645,0.05,C6_LIGHT_win,C6-HGA-LIGHT-1000,166.4271116864188,139.67394741438306,1.1915401173038,52083.0,9132.0,5.70335085413929,0.05842218740424529,0.05842218740424529,True,True,True,0.06482732335696341,0.10963533269301527,L0|0|0.016206830839240852|0|OPTIMAL;L1|0.016206830839240852|0.032413661678481705|0.016206830839240852|OPTIMAL;L2|0.032413661678481705|0.048620492517722561|0.032413661678481705|OPTIMAL;L3|0.048620492517722561|0.064827323356963409|0.048620492517722561|OPTIMAL,20,4,0,4
39,round39_small_medium_V10_M1_Q20_slot04_seed1035775879,10,1,20,2850.0,small-medium,72.39309145337904,3.3414204,3.9540144,0.6122019,0.6088811,3.3418125,0.845070366966797,-0.6125940000000001,0.05,P_GRB_win,P-GRB,4.563115229340248,3.2562245050146514,1.4013515414287185,2130.0,56.0,38.035714285714285,0.2970865801467679,0.2970865801467679,True,True,True,0.3169771781062932,0.06695219268975014,L0|0|0.079244294526573306|0.049488316877716917|OPTIMAL;L1|0.079244294526573306|0.15848858905314661|0.11648171505823038|OPTIMAL;L2|0.15848858905314661|0.23773288357971992|0.19572600958480368|OPTIMAL;L3|0.23773288357971992|0.31697717810629322|0.27497030411137702|OPTIMAL,19,3,0,4
39,round39_small_medium_V10_M2_Q20_slot05_seed968549317,10,2,20,2850.0,small-medium,74.8999217119245,308.3447969,67.817831,0.8218254,0.8175921,66.9960056,4.546662615912916,240.5269659,0.05,C6_LIGHT_win,C6-HGA-LIGHT-1000,517.2770571210964,109.91515934198168,4.706148453205438,103567.0,6507.0,15.91624404487475,0.1215256536747018,0.1215256536747018,True,True,True,0.13561306168269485,0.11592126914784615,L0|0|0.033903265420673713|0.048439634117466955|OPTIMAL;L1|0.033903265420673713|0.067806530841347426|0.060092413194888339|OPTIMAL;L2|0.067806530841347426|0.10170979626202115|0.084667838225087375|OPTIMAL;L3|0.10170979626202115|0.13561306168269485|0.11834023104462985|OPTIMAL,19,3,0,4
39,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,12,3,30,2850.0,small-medium,75.6793370631889,1007.279985,1931.0514848,1.3430665,1.339558,1929.7084183,0.5216225423965454,-923.7714998,0.05,P_GRB_win,P-GRB,1607.9153648352515,4373.077783569157,0.36768505945094937,145209.0,33322.0,4.357751635556089,0.04500155005562836,0.04500155005562836,True,True,True,0.049468682614419446,0.09926619312599395,L0|0|0.012367170653604861|0.028210692227058676|OPTIMAL;L1|0.012367170653604861|0.024734341307209723|0.032852225758396171|OPTIMAL;L2|0.024734341307209723|0.037101511960814584|0.037802754977028653|OPTIMAL;L3|0.037101511960814584|0.049468682614419446|0.046945261960814583|OPTIMAL,22,4,1,4
39,round39_small_medium_V12_M1_Q30_slot07_seed907224013,12,1,30,2850.0,small-medium,77.36357740553096,9.8209297,9.8521258,0.6410668,0.6369838,9.211058999999999,0.9968335666197037,-0.03119609999999895,0.05,tie,P-GRB,13.58012742242556,11.212953219085438,1.2111106821805857,6830.0,138.0,49.492753623188406,0.24750489414424628,0.24750489414424628,True,True,True,0.2669019748781391,0.07837049364602934,L0|0|0.066725493719534776|0.056000867249086608|OPTIMAL;L1|0.066725493719534776|0.13345098743906955|0.11047441594390901|OPTIMAL;L2|0.13345098743906955|0.20017648115860431|0.17719990966344379|OPTIMAL;L3|0.20017648115860431|0.2669019748781391|0.24392540338297858|OPTIMAL,24,4,2,4
39,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,10,1,30,2400.0,small-hard,82.21508545094382,0.6041638,1.5189923,0.1372476,0.1345934,1.3817447,0.39773987004410755,-0.9148285,0.05,P_GRB_win,P-GRB,0.7273008006012202,1.1499275494877275,0.6324753250108843,766.0,2.0,383.0,0.921663128891689,0.921663128891689,True,True,True,0.921663128891689,0.0,L0|0|0.22500000000000001|0|INFEASIBLE;L1|0.22500000000000001|0.45000000000000001|0.65221616426262996|OPTIMAL;L2|0.45000000000000001|0.67500000000000004|0.86888706559617757|OPTIMAL;L3|0.67500000000000004|0.90000000000000002|0|INFEASIBLE,15,1,2,2
39,round39_small_hard_V10_M1_Q20_slot01_seed561355351,10,1,20,2400.0,small-hard,82.2315951328257,0.510573,1.536862,0.1813683,0.1778586,1.3554937,0.33221785690582506,-1.0262889999999998,0.05,P_GRB_win,P-GRB,0.5720710311796616,0.989274344317732,0.5782733924775934,572.0,2.0,286.0,0.8585174613256055,0.8585174613256055,True,True,True,0.8585174613256055,0.0,L0|0|0.21462936533140137|0|INFEASIBLE;L1|0.21462936533140137|0.42925873066280273|0.64085743536993733|OPTIMAL;L2|0.42925873066280273|0.64388809599420416|0.83228260324293657|OPTIMAL;L3|0.64388809599420416|0.85851746132560547|0|INFEASIBLE,17,1,3,2
39,round39_small_hard_V12_M1_Q20_slot05_seed180890838,12,1,20,2400.0,small-hard,87.08099929500919,3.5549344,2.5582812,0.2938438,0.2906114,2.2644374000000003,1.3895792221746381,0.9966531999999999,0.05,C6_LIGHT_win,C6-HGA-LIGHT-1000,5.35335760224831,2.6781467899102065,1.9989037279124637,1551.0,2.0,775.5,0.7442437167109502,0.7442437167109502,True,True,True,0.756075507946318,0.01589773748800481,L0|0|0.18901887698657949|0.52654165024507438|OPTIMAL;L1|0.18901887698657949|0.37803775397315897|0.57195339278046575|OPTIMAL;L2|0.37803775397315897|0.56705663095973846|0.75380819089817719|OPTIMAL;L3|0.56705663095973846|0.75607550794631795|0|INFEASIBLE,6,0,0,0
39,round39_small_hard_V10_M2_Q20_slot03_seed490008310,10,2,20,2400.0,small-hard,87.24547666400022,26.126958,8.6994054,0.6089744,0.6052535,8.090431,3.003303880975589,17.4275526,0.05,C6_LIGHT_win,C6-HGA-LIGHT-1000,39.21814487589712,12.14001897482193,3.2304846439889827,16928.0,1364.0,12.410557184750733,0.5364414700250417,0.5364414700250417,True,True,True,0.5465174758659196,0.018783047925820327,L0|0|0.1366293689664799|0.16724707558756399|OPTIMAL;L1|0.1366293689664799|0.27325873793295979|0.2636576818459791|OPTIMAL;L2|0.27325873793295979|0.40988810689943966|0.40028705081245908|OPTIMAL;L3|0.40988810689943966|0.54651747586591959|0.53691641977893878|OPTIMAL,16,3,1,2
39,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,10,3,20,2400.0,small-hard,87.44517208946766,59.8026531,8.8298987,0.5182159,0.5149252,8.3116828,6.77274509389332,50.9727544,0.05,C6_LIGHT_win,C6-HGA-LIGHT-1000,100.19984835374473,10.503884558425527,9.539313555514182,19212.0,485.0,39.61237113402062,0.5045438521642074,0.5045438521642074,True,True,True,0.5045438521642074,0.0,L0|0|0.12613596304105185|0.16198301142887575|OPTIMAL;L1|0.12613596304105185|0.25227192608210369|0.24909075776238776|OPTIMAL;L2|0.25227192608210369|0.37840788912315554|0.37478605399896031|OPTIMAL;L3|0.37840788912315554|0.50454385216420738|0.50092201704001205|OPTIMAL,29,3,6,3
39,round39_small_hard_V12_M2_Q20_slot06_seed258908503,12,2,20,2400.0,small-hard,89.74072060124848,63.6869199,11.1973126,0.3101009,0.3067677,10.8872117,5.68769687648088,52.4896073,0.05,C6_LIGHT_win,C6-HGA-LIGHT-1000,100.07762408103112,12.770682545305828,7.836513336385224,19161.0,309.0,62.00970873786408,0.7062530985290749,0.7062530985290749,True,True,True,0.7062530985290749,0.0,L0|0|0.17656327463226873|0.20926487771892285|OPTIMAL;L1|0.17656327463226873|0.35312654926453746|0.35150292123882798|OPTIMAL;L2|0.35312654926453746|0.52968982389680619|0.52806619587109671|OPTIMAL;L3|0.52968982389680619|0.70625309852907492|0.70462947050336566|OPTIMAL,31,3,6,4
39,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,12,3,30,2400.0,small-hard,94.60570871977312,6400.517589,75.6693785,1.1504266,1.1463654,74.51895189999999,84.5853067102963,6324.8482105,0.05,C6_LIGHT_win,C6-HGA-LIGHT-1000,10383.731286460352,133.73490192498448,77.64413879246621,4283241.0,7878.0,543.6964965727342,0.506343307565206,0.506343307565206,True,True,True,0.506422789224163,0.00015697187613515943,L0|0|0.12660569730604074|0.093948255393593263|OPTIMAL;L1|0.12660569730604074|0.25321139461208148|0.1983636356358682|OPTIMAL;L2|0.25321139461208148|0.37981709191812218|0.32496933294190877|OPTIMAL;L3|0.37981709191812218|0.50642278922416295|0.45157503024794959|OPTIMAL,17,3,0,3
39,round39_small_hard_V12_M3_Q20_slot07_seed621538683,12,3,20,2400.0,small-hard,94.96352813968556,2174.6334272,77.8572612,1.0978542,1.0934181,76.759407,27.931029086854135,2096.776166,0.05,unresolved,unresolved,3562.7211838269295,138.4451303784979,25.733813634952238,1418543.0,2687.0,527.9281726832899,0.6471164334555021,0.6471164334555021,True,True,False,0.6471164334555021,0.0,L0|0|0.16177910836387552|0.051828010205628217|OPTIMAL;L1|0.16177910836387552|0.32355821672775104|0.20401548943405479|OPTIMAL;L2|0.32355821672775104|0.48533732509162653|0.36579459779793011|OPTIMAL;L3|0.48533732509162653|0.64711643345550207|0.52757370616180554|OPTIMAL,19,3,0,4
