round_id,stage,run_id,serial_order,instance_id,instance_sha256,V,M,Q,T,difficulty_stratum,arm,startup_variant,process_cap_seconds,shutdown_margin_seconds,watchdog_seconds,run_to_convergence,frozen_before_official_results
39,primary,primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__p_grb,15,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,587737b9d000c1712220232a0fe957073f1f03ac649a63a4775abd9166603acd,12,3,30,3600.0,small-easy,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__c6_hga_light_1000,16,round39_small_easy_V12_M3_Q30_slot08_seed1167625600,587737b9d000c1712220232a0fe957073f1f03ac649a63a4775abd9166603acd,12,3,30,3600.0,small-easy,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__p_grb,17,round39_small_hard_V10_M1_Q20_slot01_seed561355351,08cc363f365dec28647189686a8f1d7081f922d88e40c1ccac9c42e1b696893c,10,1,20,2400.0,small-hard,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V10_M1_Q20_slot01_seed561355351__c6_hga_light_1000,18,round39_small_hard_V10_M1_Q20_slot01_seed561355351,08cc363f365dec28647189686a8f1d7081f922d88e40c1ccac9c42e1b696893c,10,1,20,2400.0,small-hard,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__p_grb,19,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,065d0f472f63fb8fe2f6e82c0834e9622db12c64af879f96bd576660c39272c9,10,1,30,2400.0,small-hard,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__c6_hga_light_1000,20,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,065d0f472f63fb8fe2f6e82c0834e9622db12c64af879f96bd576660c39272c9,10,1,30,2400.0,small-hard,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V10_M2_Q20_slot03_seed490008310__p_grb,21,round39_small_hard_V10_M2_Q20_slot03_seed490008310,dbebfddba913f84028ddd0320c4981c67f861590b1acd1cd9bd443a6988226e7,10,2,20,2400.0,small-hard,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V10_M2_Q20_slot03_seed490008310__c6_hga_light_1000,22,round39_small_hard_V10_M2_Q20_slot03_seed490008310,dbebfddba913f84028ddd0320c4981c67f861590b1acd1cd9bd443a6988226e7,10,2,20,2400.0,small-hard,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__p_grb,23,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,10,3,20,2400.0,small-hard,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__c6_hga_light_1000,24,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,7c4b46a1932e53e6ae193d01085bcc226236ffdc01c03a27bdbb6ebb483455a8,10,3,20,2400.0,small-hard,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__p_grb,25,round39_small_hard_V12_M1_Q20_slot05_seed180890838,397a0b3d7ac964f3f24356e64ba9b75b4cfa04febcbd869a1195bc26166f5feb,12,1,20,2400.0,small-hard,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,26,round39_small_hard_V12_M1_Q20_slot05_seed180890838,397a0b3d7ac964f3f24356e64ba9b75b4cfa04febcbd869a1195bc26166f5feb,12,1,20,2400.0,small-hard,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,27,round39_small_hard_V12_M2_Q20_slot06_seed258908503,efb62df9be5433dfb5d2def59ee52399bfe10fb2bcc652954892def33e38b2fd,12,2,20,2400.0,small-hard,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,28,round39_small_hard_V12_M2_Q20_slot06_seed258908503,efb62df9be5433dfb5d2def59ee52399bfe10fb2bcc652954892def33e38b2fd,12,2,20,2400.0,small-hard,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,29,round39_small_hard_V12_M3_Q20_slot07_seed621538683,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,12,3,20,2400.0,small-hard,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,30,round39_small_hard_V12_M3_Q20_slot07_seed621538683,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,12,3,20,2400.0,small-hard,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,31,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,12,3,30,2400.0,small-hard,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,32,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,12,3,30,2400.0,small-hard,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V8_M1_Q20_slot01_seed244478273__p_grb,33,round39_small_medium_V8_M1_Q20_slot01_seed244478273,352afabb52f94963091648d2fdd62f7ef733edffe92354621f2c904745f46668,8,1,20,2850.0,small-medium,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V8_M1_Q20_slot01_seed244478273__c6_hga_light_1000,34,round39_small_medium_V8_M1_Q20_slot01_seed244478273,352afabb52f94963091648d2fdd62f7ef733edffe92354621f2c904745f46668,8,1,20,2850.0,small-medium,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V8_M2_Q20_slot02_seed890603285__p_grb,35,round39_small_medium_V8_M2_Q20_slot02_seed890603285,048af580110a8726bb300aa6133161d4ec577a8967ac5fe3d06a0fe69845f225,8,2,20,2850.0,small-medium,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V8_M2_Q20_slot02_seed890603285__c6_hga_light_1000,36,round39_small_medium_V8_M2_Q20_slot02_seed890603285,048af580110a8726bb300aa6133161d4ec577a8967ac5fe3d06a0fe69845f225,8,2,20,2850.0,small-medium,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__p_grb,37,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,fcbe294480dcacf0303cc2dc12c948335d8d8c8f4f875de2feb58ae21ed83bbb,8,3,30,2850.0,small-medium,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__c6_hga_light_1000,38,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,fcbe294480dcacf0303cc2dc12c948335d8d8c8f4f875de2feb58ae21ed83bbb,8,3,30,2850.0,small-medium,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V10_M1_Q20_slot04_seed1035775879__p_grb,39,round39_small_medium_V10_M1_Q20_slot04_seed1035775879,57b3218f569c53d905efec2feada1bbfa870d7a689cf65c728ece40d8a99c898,10,1,20,2850.0,small-medium,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V10_M1_Q20_slot04_seed1035775879__c6_hga_light_1000,40,round39_small_medium_V10_M1_Q20_slot04_seed1035775879,57b3218f569c53d905efec2feada1bbfa870d7a689cf65c728ece40d8a99c898,10,1,20,2850.0,small-medium,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V10_M2_Q20_slot05_seed968549317__p_grb,41,round39_small_medium_V10_M2_Q20_slot05_seed968549317,26d880932532ff3cff9602b44f5451acc7c47d6642a0faa5c23392bc77c83e4a,10,2,20,2850.0,small-medium,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V10_M2_Q20_slot05_seed968549317__c6_hga_light_1000,42,round39_small_medium_V10_M2_Q20_slot05_seed968549317,26d880932532ff3cff9602b44f5451acc7c47d6642a0faa5c23392bc77c83e4a,10,2,20,2850.0,small-medium,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V10_M3_Q30_slot06_seed2147082032__p_grb,43,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,85271db3767b6dfd1075dec56270090beea61b5ace971845bca6ed75e5e0b6dd,10,3,30,2850.0,small-medium,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V10_M3_Q30_slot06_seed2147082032__c6_hga_light_1000,44,round39_small_medium_V10_M3_Q30_slot06_seed2147082032,85271db3767b6dfd1075dec56270090beea61b5ace971845bca6ed75e5e0b6dd,10,3,30,2850.0,small-medium,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V12_M1_Q30_slot07_seed907224013__p_grb,45,round39_small_medium_V12_M1_Q30_slot07_seed907224013,7e7420c416b21367353d44ba384092d0c3639c7c99366ae8b5b822637b711001,12,1,30,2850.0,small-medium,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V12_M1_Q30_slot07_seed907224013__c6_hga_light_1000,46,round39_small_medium_V12_M1_Q30_slot07_seed907224013,7e7420c416b21367353d44ba384092d0c3639c7c99366ae8b5b822637b711001,12,1,30,2850.0,small-medium,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__p_grb,47,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,12,3,30,2850.0,small-medium,P-GRB,not_applicable,21600,20,21780,True,True
39,primary,primary__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__c6_hga_light_1000,48,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,12,3,30,2850.0,small-medium,C6-HGA-LIGHT-1000,hga-light-1000,21600,20,21780,True,True
39,guard,guard__round39_small_easy_V8_M1_Q30_slot01_seed432322553__c6_hga_full,49,round39_small_easy_V8_M1_Q30_slot01_seed432322553,5a944ace5710c686ea8f8ae4abb412324b48c2042cfade1470034f2e0fdc9c59,8,1,30,3600.0,small-easy,C6-HGA-FULL,hga-full,21600,20,21780,True,True
39,guard,guard__round39_small_medium_V10_M1_Q20_slot04_seed1035775879__c6_hga_full,50,round39_small_medium_V10_M1_Q20_slot04_seed1035775879,57b3218f569c53d905efec2feada1bbfa870d7a689cf65c728ece40d8a99c898,10,1,20,2850.0,small-medium,C6-HGA-FULL,hga-full,21600,20,21780,True,True
39,guard,guard__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_full,51,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,12,3,30,2400.0,small-hard,C6-HGA-FULL,hga-full,21600,20,21780,True,True
