id,root_completion_status,root_callback_sequence,node_count,relaxation_objective,incumbent_available,incumbent
D6,confirmed_complete_before_nonroot,12,0,0.13634463108035605,1,0.55336436614554241
D6,confirmed_complete_before_nonroot,13,0,0.13634463108035605,1,0.55336436614554241
D6,confirmed_complete_before_nonroot,14,0,0.13634463108035605,1,0.51287356596455469
D6,confirmed_complete_before_nonroot,15,0,0.13635210636281875,1,0.51287356596455469
D6,confirmed_complete_before_nonroot,16,0,0.13637681158530002,1,0.51287356596455469
D6,confirmed_complete_before_nonroot,17,0,0.13640401081971473,1,0.51287356596455469
D6,confirmed_complete_before_nonroot,18,0,0.13652985882516364,1,0.49452796755743228
D6,confirmed_complete_before_nonroot,19,0,0.13653858496680105,1,0.49452796755743228
D6,confirmed_complete_before_nonroot,20,0,0.13663577746898239,1,0.49452796755743228
D6,confirmed_complete_before_nonroot,21,0,0.13666047698836503,1,0.49452796755743228
D6,confirmed_complete_before_nonroot,22,0,0.13672670791966252,1,0.49452796755743228
D6,confirmed_complete_before_nonroot,23,0,0.13674901183546515,1,0.49452796755743228
D6,confirmed_complete_before_nonroot,24,0,0.1368019519428654,1,0.49452796755743228
D6,confirmed_complete_before_nonroot,25,0,0.13682162709640461,1,0.49452796755743228
D6,confirmed_complete_before_nonroot,26,0,0.13687503657462827,1,0.49452796755743228
D6,confirmed_complete_before_nonroot,27,0,0.13691579516185695,1,0.49452796755743228
D6,confirmed_complete_before_nonroot,28,0,0.13694802785098087,1,0.23129603323632775
D6,confirmed_complete_before_nonroot,29,0,0.13695411386729547,1,0.23129603323632775
D6,confirmed_complete_before_nonroot,30,0,0.13746053641453229,1,0.23129603323632775
D6,confirmed_complete_before_nonroot,31,0,0.13749327392667945,1,0.23129603323632775
D6,confirmed_complete_before_nonroot,32,0,0.13751185732330595,1,0.23129603323632775
D6,confirmed_complete_before_nonroot,33,0,0.13751803181789768,1,0.23129603323632775
D6,confirmed_complete_before_nonroot,34,0,0.13752205029913911,1,0.23129603323632775
D6,confirmed_complete_before_nonroot,35,0,0.13752339678031664,1,0.23129603323632775
D6,confirmed_complete_before_nonroot,36,0,0.13752406375985629,1,0.23129603323632775
D6,confirmed_complete_before_nonroot,37,0,0.13752418958847284,1,0.23129603323632775
D6,confirmed_complete_before_nonroot,38,0,0.13752442684238103,1,0.23129603323632775
D6,confirmed_complete_before_nonroot,39,0,0.13752464704609912,1,0.23129603323632775
D6,confirmed_complete_before_nonroot,40,0,0.1375284666719187,1,0.23129603323632775
D6,confirmed_complete_before_nonroot,41,0,0.1375284666719187,1,0.23129603323632775
D6,confirmed_complete_before_nonroot,42,0,0.1375284666719187,1,0.23104418608008723
D7,last_observed_root_relaxation,1,0,0.17514318460582312,1,1.4044049041325244
D7,last_observed_root_relaxation,2,0,0.19373106044918542,1,1.4004623755330785
D7,last_observed_root_relaxation,3,0,0.19419660171129077,1,1.4004623755330785
D7,last_observed_root_relaxation,4,0,0.1943306739640889,1,1.4004623755330785
D7,last_observed_root_relaxation,5,0,0.1943306739640889,1,1.4004623755330785
D7,last_observed_root_relaxation,6,0,0.1943381131926748,1,1.3256447742985844
D7,last_observed_root_relaxation,7,0,0.19436982495635477,1,1.3256447742985844
D7,last_observed_root_relaxation,8,0,0.1943712973664348,1,1.3196447742985815
D7,last_observed_root_relaxation,9,0,0.19437222189343956,1,1.3196447742985815
D7,last_observed_root_relaxation,10,0,0.19437222189343956,1,1.3010321776462435
D7,last_observed_root_relaxation,11,0,0.19437222189343956,1,1.3010321776462435
D7,last_observed_root_relaxation,12,0,0.19439168878188109,1,0.87649111661843127
D7,last_observed_root_relaxation,13,0,0.19439168878188109,1,0.87649111661843127
D7,last_observed_root_relaxation,14,0,0.19454519610595333,1,0.69590267126619487
D7,last_observed_root_relaxation,15,0,0.19454690581269241,1,0.69590267126619487
D7,last_observed_root_relaxation,16,0,0.19492016450696764,1,0.69590267126619487
D7,last_observed_root_relaxation,17,0,0.1949212052767311,1,0.69590267126619487
D7,last_observed_root_relaxation,18,0,0.19496166773902798,1,0.67261446792892343
D7,last_observed_root_relaxation,19,0,0.19496166773902798,1,0.67261446792892343
D7,last_observed_root_relaxation,20,0,0.19500992800604117,1,0.67261446792892343
D7,last_observed_root_relaxation,21,0,0.19501606949500699,1,0.67261446792892343
D7,last_observed_root_relaxation,22,0,0.19503578593624418,1,0.67123677081184352
D7,last_observed_root_relaxation,23,0,0.19507609555828129,1,0.67123677081184352
