round_id,stage_id,run_id,instance_id,V,M,Q,scenario,arm,gap_threshold,reached,first_observed_process_entry_seconds,unreached_semantics
33,stage1,stage1__round33_v10_high_imbalance_M1_Q20_seed2098545008__p_grb__3600s,round33_v10_high_imbalance_M1_Q20_seed2098545008,10,1,20,high_imbalance,P-GRB,0.1,True,0.27049059999999997,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q20_seed2098545008__p_grb__3600s,round33_v10_high_imbalance_M1_Q20_seed2098545008,10,1,20,high_imbalance,P-GRB,0.05,True,0.4174478,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q20_seed2098545008__p_grb__3600s,round33_v10_high_imbalance_M1_Q20_seed2098545008,10,1,20,high_imbalance,P-GRB,0.02,True,0.5513076,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q20_seed2098545008__p_grb__3600s,round33_v10_high_imbalance_M1_Q20_seed2098545008,10,1,20,high_imbalance,P-GRB,0.01,True,0.6531635,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q20_seed2098545008__p_grb__3600s,round33_v10_high_imbalance_M1_Q20_seed2098545008,10,1,20,high_imbalance,P-GRB,0.005,True,0.7684947000000001,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q20_seed2098545008__p_grb__3600s,round33_v10_high_imbalance_M1_Q20_seed2098545008,10,1,20,high_imbalance,P-GRB,0.001,True,0.8185256000000001,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__c6_frozen__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,C6-FROZEN,0.5,True,2.2172602,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__c6_frozen__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,C6-FROZEN,0.25,True,2.2172602,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__c6_frozen__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,C6-FROZEN,0.1,True,2.2956282999999997,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__c6_frozen__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,C6-FROZEN,0.05,True,2.2956282999999997,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__c6_frozen__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,C6-FROZEN,0.02,True,2.3379706,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__c6_frozen__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,C6-FROZEN,0.01,True,2.3379706,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__c6_frozen__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,C6-FROZEN,0.005,True,2.3379706,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__c6_frozen__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,C6-FROZEN,0.001,True,2.3379706,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__p_grb__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,P-GRB,0.5,True,0.0391802,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__p_grb__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,P-GRB,0.25,True,0.0391802,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__p_grb__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,P-GRB,0.1,True,0.3013829,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__p_grb__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,P-GRB,0.05,True,0.5514435,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__p_grb__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,P-GRB,0.02,True,0.5517162,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__p_grb__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,P-GRB,0.01,True,0.5694511,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__p_grb__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,P-GRB,0.005,True,0.5722212999999999,
33,stage1,stage1__round33_v10_high_imbalance_M1_Q30_seed289447508__p_grb__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,P-GRB,0.001,True,0.586401229699707,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,C6-FROZEN,0.5,True,2.9147638,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,C6-FROZEN,0.25,True,2.9147638,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,C6-FROZEN,0.1,True,2.9147638,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,C6-FROZEN,0.05,True,3.2732744,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,C6-FROZEN,0.02,True,17.7087791,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,C6-FROZEN,0.01,True,26.760307100000002,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,C6-FROZEN,0.005,True,27.0998766,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,C6-FROZEN,0.001,True,28.733768,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__p_grb__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,P-GRB,0.5,True,0.0442601,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__p_grb__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,P-GRB,0.25,True,0.0504367,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__p_grb__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,P-GRB,0.1,True,0.1263757,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__p_grb__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,P-GRB,0.05,True,3.3409714,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__p_grb__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,P-GRB,0.02,True,18.0144333,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__p_grb__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,P-GRB,0.01,True,35.518947000000004,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__p_grb__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,P-GRB,0.005,True,42.3930693,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q20_seed1719879984__p_grb__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,P-GRB,0.001,True,45.088943400000005,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,C6-FROZEN,0.5,True,3.4865216,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,C6-FROZEN,0.25,True,3.4865216,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,C6-FROZEN,0.1,True,3.4865216,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,C6-FROZEN,0.05,True,3.908484,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,C6-FROZEN,0.02,True,4.1461204,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,C6-FROZEN,0.01,True,8.7299385,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,C6-FROZEN,0.005,True,9.2717883,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__c6_frozen__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,C6-FROZEN,0.001,True,11.8435947,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__p_grb__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,P-GRB,0.5,True,0.050222100000000006,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__p_grb__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,P-GRB,0.25,True,0.0896377,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__p_grb__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,P-GRB,0.1,True,0.9764605000000001,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__p_grb__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,P-GRB,0.05,True,3.8387529,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__p_grb__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,P-GRB,0.02,True,7.0921669000000005,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__p_grb__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,P-GRB,0.01,True,11.2027707,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__p_grb__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,P-GRB,0.005,True,13.0317091,
33,stage1,stage1__round33_v10_high_imbalance_M2_Q30_seed1244253498__p_grb__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,P-GRB,0.001,True,13.6308301,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,C6-FROZEN,0.5,True,5.3533744,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,C6-FROZEN,0.25,True,5.3533744,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,C6-FROZEN,0.1,True,5.3533744,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,C6-FROZEN,0.05,True,6.2935633,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,C6-FROZEN,0.02,True,65.1743214,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,C6-FROZEN,0.01,True,65.1743214,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,C6-FROZEN,0.005,True,65.1743214,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,C6-FROZEN,0.001,True,65.1743214,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__p_grb__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,P-GRB,0.5,True,0.0780377,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__p_grb__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,P-GRB,0.25,True,0.0780377,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__p_grb__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,P-GRB,0.1,True,0.25372480000000003,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__p_grb__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,P-GRB,0.05,True,5.4909386,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__p_grb__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,P-GRB,0.02,True,26.7169215,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__p_grb__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,P-GRB,0.01,True,57.1500459,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__p_grb__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,P-GRB,0.005,True,70.1385123,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q20_seed434104496__p_grb__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,10,3,20,high_imbalance,P-GRB,0.001,True,94.5365073,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,C6-FROZEN,0.5,True,2.5678395,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,C6-FROZEN,0.25,True,2.9403708,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,C6-FROZEN,0.1,True,56.6321393,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,C6-FROZEN,0.05,True,74.8421964,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,C6-FROZEN,0.02,True,75.5942347,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,C6-FROZEN,0.01,True,76.0016924,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,C6-FROZEN,0.005,True,76.67421110000001,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_frozen__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,C6-FROZEN,0.001,True,77.0225071,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__p_grb__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,P-GRB,0.5,True,16.8337997,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__p_grb__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,P-GRB,0.25,True,251.1533929,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__p_grb__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,P-GRB,0.1,True,594.4740244,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__p_grb__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,P-GRB,0.05,True,1296.4548017,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__p_grb__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,P-GRB,0.02,True,2071.7699052,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__p_grb__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,P-GRB,0.01,True,2387.0727751,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__p_grb__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,P-GRB,0.005,True,2476.6977109,
33,stage1,stage1__round33_v10_high_imbalance_M3_Q30_seed1765289896__p_grb__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,10,3,30,high_imbalance,P-GRB,0.001,True,2523.7414535,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__c6_frozen__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,C6-FROZEN,0.5,True,3.9917851,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__c6_frozen__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,C6-FROZEN,0.25,True,4.1149391,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__c6_frozen__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,C6-FROZEN,0.1,True,4.172157,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__c6_frozen__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,C6-FROZEN,0.05,True,4.3622723,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__c6_frozen__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,C6-FROZEN,0.02,True,5.2707633,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__c6_frozen__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,C6-FROZEN,0.01,True,5.2707633,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__c6_frozen__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,C6-FROZEN,0.005,True,5.2707633,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__c6_frozen__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,C6-FROZEN,0.001,True,5.2707633,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__p_grb__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,P-GRB,0.5,True,0.0357905,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__p_grb__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,P-GRB,0.25,True,0.2803778,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__p_grb__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,P-GRB,0.1,True,1.7762580000000001,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__p_grb__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,P-GRB,0.05,True,2.4908609,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__p_grb__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,P-GRB,0.02,True,3.0498195999999997,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__p_grb__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,P-GRB,0.01,True,3.3744967999999997,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__p_grb__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,P-GRB,0.005,True,3.5126695999999997,
33,stage1,stage1__round33_v10_moderate_M1_Q20_seed256070676__p_grb__3600s,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,P-GRB,0.001,True,3.5320143179840087,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,C6-FROZEN,0.5,True,3.1709569,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,C6-FROZEN,0.25,True,3.3186556,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,C6-FROZEN,0.1,True,3.3895797,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,C6-FROZEN,0.05,True,3.8822478,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,C6-FROZEN,0.02,True,3.8822478,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,C6-FROZEN,0.01,True,3.8822478,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,C6-FROZEN,0.005,True,3.8822478,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,C6-FROZEN,0.001,True,3.8822478,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__p_grb__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,P-GRB,0.5,True,0.21034160000000002,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__p_grb__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,P-GRB,0.25,True,1.1317095,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__p_grb__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,P-GRB,0.1,True,2.2221714,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__p_grb__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,P-GRB,0.05,True,2.4365251,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__p_grb__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,P-GRB,0.02,True,2.4895514,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__p_grb__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,P-GRB,0.01,True,2.541278,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__p_grb__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,P-GRB,0.005,True,2.549574,
33,stage1,stage1__round33_v10_moderate_M1_Q30_seed82526096__p_grb__3600s,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,P-GRB,0.001,True,2.5639039,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__c6_frozen__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,C6-FROZEN,0.5,True,2.8978756,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__c6_frozen__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,C6-FROZEN,0.25,True,3.1912305,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__c6_frozen__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,C6-FROZEN,0.1,True,4.2807184,
33,stage1,stage1__round33_v10_moderate_M2_Q20_seed1118884127__c6_frozen__3600s,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,C6-FROZEN,0.05,True,4.2807184,
